ds,P,PrA,T,UR,VV
2022-05-18,22.4,1004.3458333333332,13.35,88.5,2.8958333333333335
2022-05-19,0.0,1012.7,13.370833333333332,85.95833333333333,1.4541666666666666
2022-05-20,0.0,1015.35,12.733333333333334,87.54166666666667,1.1166666666666667
2022-05-21,0.2,1016.5958333333332,12.241666666666667,82.58333333333333,0.8041666666666667
2022-05-22,0.0,1016.0,13.745833333333332,83.125,0.6958333333333333
2022-05-23,0.2,1013.5416666666666,15.3875,83.75,0.7541666666666668
2022-05-24,0.0,1012.425,17.758333333333333,77.83333333333333,0.925
2022-05-25,0.2,1012.0875,20.025,74.0,1.1583333333333334
2022-05-26,1.6,1014.6875,17.970833333333335,88.16666666666667,1.0416666666666667
2022-05-27,15.0,1011.2458333333334,16.854166666666668,95.66666666666669,0.875
2022-05-28,2.0,1008.3791666666666,17.25,93.75,0.8500000000000001
2022-05-29,9.8,1003.2708333333334,16.7,94.375,1.1583333333333334
2022-05-30,0.2,1009.3583333333332,13.208333333333334,77.25,0.9625
2022-05-31,0.0,1015.3,8.754166666666666,72.5,1.1
2022-06-01,0.0,1014.2333333333332,8.616666666666667,82.08333333333333,0.8208333333333333
2022-06-02,0.0,1014.6125,11.0625,78.16666666666667,0.95
2022-06-03,0.0,1019.0625,10.883333333333333,76.95833333333333,0.95
2022-06-04,0.0,1016.7541666666666,13.875,81.83333333333333,1.1958333333333333
2022-06-05,6.6000000000000005,1011.8291666666668,15.704166666666666,86.25,0.75
2022-06-06,23.6,1007.9333333333334,16.954166666666666,96.04166666666669,0.9375
2022-06-07,0.0,1009.6708333333332,15.4625,92.41666666666669,1.1583333333333334
2022-06-08,0.0,1010.8583333333332,15.766666666666666,88.125,1.0208333333333333
2022-06-09,0.2,1011.4375,15.666666666666666,89.08333333333333,0.6916666666666668
2022-06-10,0.4,1012.5666666666666,14.345833333333331,84.08333333333333,1.4291666666666665
2022-06-11,0.0,1016.2583333333332,8.520833333333334,60.208333333333336,2.4458333333333333
