Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,V_MAPE,V_MAE,V_MSE,P_MAPE,P_MAE,P_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,7012,1754,N/A,N/A,N/A,527.8351061344147,21.446420907974243,549.2815270423889,0.15333674797206995,0.11045388344190994,0.01679537863404316,0.2529800816274005,0.1430554290341867,0.030860725880889017,0.43139641989321703,0.0696132711260129,0.006535057806774011,1.2029029833599887,0.030815450538246025,0.0020061308488345726,0.5101540582131691,0.08848450853508918,0.014049323292635207
Fixed Cut 5.0%,6662,1754,350,4.991443240159726,N/A,448.0677077770233,16.73040795326233,464.79811573028564,0.12038496658848505,0.09205736635233353,0.0134175576167982,0.2527817685802444,0.14561740434572365,0.03141472039403007,0.40640240005190326,0.06122801788172588,0.005324890336748058,1.9013017839318782,0.019970595255434053,0.0018744307192415806,0.670217729788128,0.07971834595880459,0.013007899766704486
Fixed Cut 10.0%,6311,1754,701,9.997147746719909,N/A,390.25723814964294,33.70836615562439,423.96560430526733,0.1212522462572362,0.09284820692117543,0.013771757438842772,0.252935898630969,0.14467976058355111,0.031438191937364364,0.46321160719585747,0.081173328165675,0.008365204446804046,1.1705852167541428,0.03170389198527949,0.002022233505688804,0.5019962422095514,0.08760129691392053,0.013899346832174983
Fixed Cut 15.0%,5961,1754,1051,14.988590986879636,N/A,388.8965618610382,11.915849208831787,400.81241106987,0.12310970345256361,0.09341409153613164,0.013507880706925232,0.25438743915502404,0.1371852225089114,0.029883597604104705,0.45368923395313,0.07758518330322108,0.007777607628550955,1.1835664624974815,0.032963310858058495,0.0021061612081618147,0.50368820976455,0.08528695205158099,0.013318811786935674
Fixed Cut 20.0%,5610,1754,1402,19.994295493439818,N/A,329.4621207714081,23.281536102294922,352.743656873703,0.1161232701052885,0.08994909483851256,0.013442534806465206,0.25412001406028323,0.15051336247373734,0.032881561192070544,0.44097620426710316,0.07283834764189083,0.006974020069392119,1.2436944074907221,0.02812870519463626,0.001908964684550675,0.5137284739808493,0.08535737753719463,0.013801770188119653
Fixed Cut 25.0%,5259,1754,1753,25.0,N/A,311.6941990852356,9.592134952545166,321.28633403778076,0.12410920455627152,0.09429170470852637,0.013818707963810626,0.2546368651226244,0.1438979634265594,0.03131381748926701,0.4602292731448819,0.08006990592208124,0.008206840282356865,1.7007096572982425,0.021355703791991733,0.0018684136457861934,0.6349212500305048,0.08490381946228996,0.013801944845305175
Fixed Cut 30.0%,4909,1754,2103,29.991443240159725,N/A,340.4274878501892,25.36600375175476,365.79349160194397,0.12234572346590034,0.09333656043630367,0.013693591716318265,0.25531831376434944,0.14119395171983765,0.03083584165316844,0.49129802857689747,0.09290512593337309,0.01065507158759771,1.535986759218962,0.028093548816182496,0.0028657331683524224,0.6012372062565274,0.08888229672642442,0.014512559531359208
Fixed Cut 35.0%,4558,1754,2454,34.99714774671991,N/A,338.0234422683716,12.770449161529541,350.7938914299011,0.12427414672585788,0.0941129453305123,0.013590793021525013,0.2524543297401107,0.14577068113093383,0.031502259350618726,0.47652713966962645,0.08660863821821753,0.009385561423831732,1.3787551853302997,0.030321951244150616,0.0028378530544240148,0.5580027003664736,0.0892035539809538,0.014329116712599862
Fixed Cut 40.0%,4208,1754,2804,39.988590986879636,N/A,276.57770323753357,17.468131065368652,294.0458343029022,0.11898609844204022,0.09183353849561121,0.013758412249005685,0.25309504515585135,0.1473552095944854,0.031820159729287756,0.45821268197173387,0.07921547024414456,0.00805361597086866,170.46590421027176,0.023167266536851437,0.0030308118321571774,42.82404950896036,0.08539287121777346,0.014165749945329816
Fixed Cut 45.0%,3857,1754,3155,44.994295493439814,N/A,251.45939183235168,18.56422185897827,270.02361369132996,0.12530178701891523,0.0948475083449919,0.013818481741574351,0.25483638661225116,0.143217036485672,0.031207641128726912,0.4628647260215614,0.0809346419350169,0.008330128460571627,2.0517577418577164,0.02356194160634285,0.002899410328435579,0.7236901603776109,0.08564028209300621,0.014063915414827117
Fixed Cut 50.0%,3507,1754,3505,49.98573873359955,N/A,249.55291295051575,13.083163976669312,262.63607692718506,0.12250939181157519,0.09367395901098922,0.013835630678353713,0.25331943857862416,0.1409523818434206,0.030497897799740725,0.4548850343109451,0.07811764335557264,0.007856192732910374,1.3780403356117652,0.030767733827304296,0.002860269128546265,0.5521885500782271,0.08587792950932202,0.013762497584887748
Fixed Cut 55.0%,3156,1754,3856,54.99144324015972,N/A,268.04621505737305,8.985530138015747,277.0317451953888,0.11986792344304238,0.09174687783370576,0.013352323773526112,0.25307902516188857,0.13858663932077533,0.030009383569450345,0.4512394720456749,0.0769491476062781,0.0076796583664018574,1.3900134107102202,0.030537254629243383,0.0028583814456520622,0.5535499578402068,0.08445497984750101,0.01347493678875759
Fixed Cut 60.0%,2805,1754,4207,59.997147746719904,N/A,215.0500738620758,8.129873037338257,223.17994689941406,0.128250443300923,0.0970881213774579,0.01445527849112077,0.2582423709684617,0.1487892995565787,0.03295737844654754,0.4386725202771052,0.07208164139554417,0.006931816304094404,1.42044030769851,0.027828637523772484,0.0027750509331133295,0.5614014105612498,0.08644692496333868,0.014279881043719004
Fixed Cut 65.0%,2455,1754,4557,64.98859098687963,N/A,242.45448875427246,5.076666831970215,247.53115558624268,0.1421386464913421,0.10446158116585953,0.015731462813813525,0.25357796473036937,0.1440419500748908,0.031146934123283232,0.41598269854081266,0.06452167637360458,0.005870470379583083,1.9102177325315652,0.02844403092085117,0.004215929929029943,0.6804792605735225,0.08536730963380186,0.014241199311427437
