Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,V_MAPE,V_MAE,V_MSE,P_MAPE,P_MAE,P_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,7012,1754,N/A,N/A,N/A,490.74964022636414,39.014541149139404,529.7641813755035,0.11254656637382027,0.08808261007931219,0.013400596113066874,0.25338163413741666,0.14586822609380742,0.03168346810696021,0.4138228704440553,0.06387889972534673,0.005709804208610279,1.2385711321695243,0.028268769614840473,0.0019155668555732187,0.504580550781204,0.08152462637832704,0.013177358821052636
Fixed Cut 5.0%,6662,1754,350,4.991443240159726,N/A,454.8264319896698,12.488662004470825,467.3150939941406,0.12773847398507193,0.09667330620120447,0.014357804305050357,0.2556860316464902,0.14668567359686308,0.03209463613895468,0.42570343833632285,0.06760670907100269,0.006222209750817015,1.336386859311012,0.02666384509923765,0.001907611784518757,0.5363787008197245,0.0844073834920773,0.013645565494835206
Fixed Cut 10.0%,6311,1754,701,9.997147746719909,N/A,371.54016494750977,5.670169830322266,377.21033477783203,0.1390936224584935,0.10299589087128304,0.01565253977527931,0.24725973754677877,0.13495952758778143,0.028543736139431654,0.4439252167976796,0.07384625948116857,0.007222732985532745,9.266960369385503,0.016078998205211144,0.0019772603836710322,2.5243097365471137,0.08197016903636144,0.013349067320978677
Fixed Cut 15.0%,5961,1754,1051,14.988590986879636,N/A,403.34187602996826,14.029183864593506,417.37105989456177,0.126411234778026,0.09566488094847853,0.014033108968283392,0.2573718738556475,0.15547280690433915,0.03451670578258121,0.4816328215594729,0.08889773195480441,0.009855842246519458,1.2975227985830589,0.027853822904241737,0.00193289441471602,0.5407346821940511,0.09197231067796613,0.015084637853025027
Fixed Cut 20.0%,5610,1754,1402,19.994295493439818,N/A,639.5288391113281,28.901516914367676,668.4303560256958,0.13930137107144355,0.10274817644406432,0.015276101276970865,0.2523251486513066,0.14364783362586223,0.03093492191503944,0.4976924581523723,0.09618253483387423,0.011403587965452421,10.921931626525105,0.018441406331450885,0.002048753956841228,2.9528126511000568,0.090254987808813,0.014915841278575991
Fixed Cut 25.0%,5259,1754,1753,25.0,N/A,652.6455302238464,30.28079319000244,682.9263234138489,0.11427574672974758,0.088988553557752,0.013388704224321809,0.25323674174682836,0.1392539263877039,0.030119102247816193,0.4108731624673197,0.06247089893632298,0.005488615324448958,3.2143784125563197,0.01582831453141676,0.0019255375733250536,0.9981910158750544,0.0766354233532993,0.012730489842478016
Fixed Cut 30.0%,4909,1754,2103,29.991443240159725,N/A,533.2604191303253,17.957998037338257,551.2184171676636,0.1263897095071585,0.09535818585005419,0.013758797291986966,0.26080322504780906,0.1510851939248681,0.033830327008016955,0.49021978383899173,0.09203184536613623,0.010582016006744398,1.1898422588277768,0.04608079839100113,0.0037020050974883745,0.5168137443054341,0.09613900588301509,0.01546828635105917
Fixed Cut 35.0%,4558,1754,2454,34.99714774671991,N/A,572.64777302742,6.098273992538452,578.7460470199585,0.14323115064936573,0.10565420114965196,0.01662070655327767,0.2495292346119966,0.13664933500163348,0.02904444107809842,0.47518388137323814,0.0864097456186064,0.009531867049023044,2.206737783806874,0.03191486126790808,0.0031201700235460226,0.7686705126103689,0.09015703575945026,0.014579296175986287
Fixed Cut 40.0%,4208,1754,2804,39.988590986879636,N/A,265.18838691711426,6.541443824768066,271.7298307418823,0.12750950435256836,0.09599846465759217,0.013954359537631768,0.25091829776311786,0.13995055257345443,0.02993125434952939,0.46413097259755404,0.08120227977160559,0.008392778303638587,2.0993697545083014,0.029866962748345154,0.0030434652009575162,0.7354821323053854,0.08675456493774963,0.013830464347939301
Fixed Cut 45.0%,3857,1754,3155,44.994295493439814,N/A,357.43003606796265,10.039004802703857,367.4690408706665,0.12699849732305915,0.0954468248016457,0.013640735553024126,0.2528604922013011,0.1421115767364205,0.030691495006027362,0.44094117440334485,0.07379533564741736,0.007405507092258034,1.229024217798314,0.03806861349579445,0.0031543053128803115,0.5124560954315049,0.08735558767031992,0.013723010741047467
Fixed Cut 50.0%,3507,1754,3505,49.98573873359955,N/A,300.06672739982605,4.603543996810913,304.67027139663696,0.13434883958393845,0.09991323365521272,0.014610776482836886,0.24663058284417036,0.1385826223266418,0.02908534754056027,0.47996375141005543,0.08852618492256933,0.009935545706511766,1.4740118858931524,0.02960306469256825,0.002776681988134716,0.5837387649328292,0.08915627639924822,0.014102087929510895
Fixed Cut 55.0%,3156,1754,3856,54.99144324015972,N/A,281.46571111679077,16.397610902786255,297.863322019577,0.1196326526625172,0.09201329517430289,0.013623350334839864,0.25071031140958605,0.1465577170135092,0.03123427882940499,0.43818465523374045,0.07195620826468442,0.006853894972236301,1.7967206009684653,0.024014958220368875,0.002831820203222225,0.6513120550685773,0.08363554466821668,0.013635836084925856
Fixed Cut 60.0%,2805,1754,4207,59.997147746719904,N/A,215.83045601844788,7.71628999710083,223.5467460155487,0.14034667715521443,0.10358186456510332,0.01574550033131654,0.24509134329382007,0.13653911234250013,0.028251067812732965,0.4184703382664617,0.06218812374890536,0.005606865890140361,2.196151256835413,0.028695662697464715,0.0029905916602930116,0.7500149038877275,0.08275119083849382,0.013148506423620717
Fixed Cut 65.0%,2455,1754,4557,64.98859098687963,N/A,241.13858008384705,7.048882007598877,248.18746209144592,0.14013340678280764,0.10312511084872852,0.015583190065660123,0.2460009742223162,0.13952430269910002,0.028917697968790547,0.4119451576682561,0.06245892126755468,0.005547051424811476,1.6250768977242538,0.034554974743008865,0.004285205807659259,0.6057891090994083,0.08491582738959837,0.01358328631673035
Fixed Cut 70.0%,2104,1754,4908,69.99429549343982,N/A,298.90392088890076,12.497259140014648,311.4011800289154,0.11859336031439502,0.0917555091293787,0.013809538520655838,0.2535932521027695,0.14953447368804154,0.03236407621201766,0.39751625979338406,0.057631461544929395,0.004789979059228581,1.3393736532665044,0.04053224391224841,0.0043659665794718965,0.527269131369263,0.08486342206864989,0.01383239009284348
Fixed Cut 75.0%,1753,1754,5259,75.0,N/A,231.96399593353271,6.089189767837524,238.05318570137024,0.13198702168230197,0.09939237124444722,0.015216116807488599,0.24829222979683868,0.13640572668766154,0.02885715016946458,0.410891515406676,0.06999925418912437,0.006994511976587314,1.3670929681957587,0.03347140120798322,0.004051299971144688,0.539565933770394,0.08481718833230363,0.013779769731171301
Fixed Cut 80.0%,1403,1754,5609,79.99144324015973,N/A,196.88052988052368,8.975412845611572,205.85594272613525,0.12819987234066121,0.09697352156573472,0.014359128441542107,0.2528601583925626,0.13663153556751093,0.029588849998453643,0.3962462586590659,0.06217973655860628,0.005481200535504344,1.3986027385529838,0.03669595320905839,0.004232502424019531,0.5439772569863182,0.08312018672522717,0.013415420349879923
Fixed Cut 85.0%,1052,1754,5960,84.9971477467199,N/A,157.21196174621582,3.624307870864868,160.8362696170807,0.12986756666316254,0.09763582421249943,0.014160027834634631,0.24630804104685133,0.1361488836387108,0.028418413139758993,0.40061909871018114,0.06972250246655062,0.0069877898638375305,1.6182477629703798,0.041267007030721115,0.004593927180865033,0.5987606173476441,0.08619355433712,0.013540039504774046
Fixed Cut 90.0%,702,1754,6310,89.98859098687963,N/A,115.91670107841492,5.5359721183776855,121.4526731967926,0.12251500922857052,0.09523923634824809,0.01411568929580023,0.2492101025036406,0.1413903839387061,0.03030798537966928,0.44759451018010327,0.08796818419797263,0.010169874470839016,1.124235200636544,0.05472878847235363,0.005119806677177866,0.4858887056372146,0.0948316482393189,0.014928338955871591
