Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,V_MAPE,V_MAE,V_MSE,P_MAPE,P_MAE,P_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window L1,997,1754,6015,85.78151739874501,0.2777669429779053,128.43427205085754,7.106755256652832,135.81879425048828,0.13011877216889373,0.0990556469215554,0.014838454462227896,0.25094833341836126,0.14123959369220954,0.030240396923339855,0.394403734263929,0.06407713385108679,0.005851917844833167,1.103344123836129,0.0555157922897924,0.005124010619338571,0.4697037409218283,0.0899720416886605,0.01401369496243487
Window L2,997,1754,6015,85.78151739874501,0.14563608169555664,134.9275279045105,4.199088096618652,139.2722520828247,0.1345305068590854,0.10083829419367603,0.01498597920018356,0.2562207031033099,0.14362136293896313,0.03131300552076103,0.43761441105296167,0.08362092395804875,0.009402729279231211,1.1501307836458556,0.04694864047252089,0.0045108112322614375,0.494624101165303,0.09375730539080163,0.015053131308109318
Window Normal,3807,1754,3205,45.70735881346263,0.34386515617370605,226.52247190475464,3.7131640911102295,230.57950115203857,0.12626269545027055,0.09454247109208075,0.013366509482191143,0.2450905117171023,0.13729556172523216,0.028609519647460762,0.4342312959651956,0.07108390095937436,0.007009432677248045,1.28820927954376,0.030342072696171746,0.0027650869902173564,0.5234484456690821,0.0833160016182152,0.012937637199279317
Window RBF,997,1754,6015,85.78151739874501,2.0057461261749268,129.8851969242096,5.797480821609497,137.68842387199402,0.12826679366854407,0.0975692977431394,0.014349096462961545,0.25620436160095883,0.1456345289555089,0.0318737591818228,0.39493504526584483,0.06064824507124042,0.0052141617157092784,1.4270790698031488,0.038158763404294894,0.004333811620208355,0.551621317584624,0.08550270879354542,0.013942707245175484
Window Cosine,997,1754,6015,85.78151739874501,0.8472120761871338,118.74010396003723,3.0140302181243896,122.60134625434875,0.1197317140784164,0.09265868785053273,0.013819012465196668,0.25631132513467464,0.1442697182323502,0.031509040749677884,0.4629396264581427,0.09402576642697852,0.011531365868415416,4.285559094221295,0.04029628732734888,0.004490414995765687,1.2811354399731323,0.09281261495930196,0.015337458519763928
Window Linear,3867,1754,3145,44.851682829435255,0.13530397415161133,282.22620606422424,8.42039704322815,290.781907081604,0.13700700069250393,0.10130238852368874,0.014927387606098444,0.2574611322797334,0.14951062551654618,0.03281854087428441,0.4621662700508806,0.08105576558017182,0.00848329421351574,1.308122834171941,0.039813512521470154,0.0033131733159144383,0.5411893092987647,0.09292057303546951,0.014885599002453266
Window Clinear,5087,1754,1925,27.452937820878493,0.11881899833679199,408.5624477863312,15.368518829345703,424.0497856140137,0.1322744395157501,0.09880410315656203,0.014536213672235017,0.2524631792351027,0.13983997881034174,0.030055236223059636,0.4226887404845423,0.0669628665470279,0.006237193118181894,1.4519634766420637,0.032177492220151045,0.00298523466831787,0.5648474589693648,0.0844461101835211,0.013453469420448602
Window Rank,952,1754,6060,86.42327438676554,0.18953776359558105,144.53183102607727,3.8442130088806152,148.56558179855347,0.1434141021745736,0.10644255940009256,0.016608671351077416,0.2550817869781151,0.14424806719039193,0.03148070168057173,0.40310468724543747,0.0683537068539683,0.00667539155521064,1.5455919077652085,0.03824121083829287,0.004414547935129785,0.5867981210408338,0.08932138607068588,0.014794828130497385
Window Mahalanobis,1002,1754,6010,85.71021106674273,0.4656059741973877,127.56365585327148,3.49078106880188,131.52004289627075,0.1359036636789884,0.10158637500284096,0.015270160115143507,0.25188833987008324,0.1461754688784994,0.03141725217019873,0.4044151497334948,0.06419296127374387,0.005950953948080278,2.0015456786986063,0.03641925560244668,0.004398045690815942,0.6984382079952935,0.08709351518938217,0.01425910298105962
Window AR,997,1754,6015,85.78151739874501,0.22132611274719238,135.57024216651917,6.561429262161255,142.3529975414276,0.14367247699476998,0.10536401035437831,0.015412795086908706,0.25506071407691294,0.14886649412807376,0.032561475643703826,0.39979112234706243,0.06919257743101494,0.0069184583518444465,1.4182275748394488,0.04469087788337788,0.004697061804866161,0.5541879720645484,0.09202848994921067,0.014897447721830768
Window Mean,1970,1754,5042,71.90530519110096,4.750819206237793,216.08167481422424,11.515418767929077,232.3479127883911,0.12999561579989685,0.09747069371695401,0.014103469619381194,0.25400653421511643,0.15202934037226573,0.033054477750000213,0.397565724466848,0.06684061995864841,0.006413469077243031,1.6111998521469446,0.032518981180086205,0.004204807772058751,0.5981919316572017,0.08721490880698808,0.0144440560546708
Window Median,997,1754,6015,85.78151739874501,4.750819206237793,179.15882205963135,4.776432991027832,188.68607425689697,0.13015072228100574,0.09946824146102583,0.015318012089703384,0.2516924211487784,0.13502005778098927,0.02905795205728851,0.41776889503852016,0.07444037654090159,0.007710877006418648,1.1552970012939485,0.049111313617420715,0.00472695788715268,0.4887272599405631,0.08950999735008389,0.014203449760140811
Binary Segmentation L1,6922,1754,90,1.2835139760410725,1.8577189445495605,514.5958521366119,34.5482292175293,551.0018002986908,0.1193952244503161,0.09197755275343246,0.013794823617772723,0.2546694431868948,0.1459275948884373,0.03176221277822898,0.42865827457997163,0.06852629284981146,0.0063471520166694245,6.769266357709958,0.018318943421272833,0.0021901257055146023,1.8929973249817855,0.08118759597823882,0.013523578529546424
Binary Segmentation L2,6922,1754,90,1.2835139760410725,0.444047212600708,627.7673540115356,12.484419107437134,640.6958203315735,0.13048625081630288,0.09764918661483503,0.014144937717043116,0.25393593265282854,0.143777133117462,0.031127845952974766,0.41945022134642024,0.06555175576401852,0.005988646853488445,1.3600978342750563,0.0265948238826014,0.0019221205672773753,0.5409925597726519,0.08339322484472958,0.013295887772695915
Binary Segmentation Normal,1957,1754,5055,72.0907016543069,0.8297910690307617,207.43921208381653,6.855870008468628,215.12487316131592,0.1273391560497311,0.09594451415136386,0.013759485021639454,0.2558212009125089,0.15215877172785966,0.033320588877126765,0.3950486815705888,0.06163800809008781,0.0053893405354938475,1.5407631256923107,0.0315451845102034,0.004132891814542039,0.5797430410562846,0.0853216196198782,0.014150576562200519
Binary Segmentation RBF,6922,1754,90,1.2835139760410725,100.22929310798645,447.08393478393555,23.972729206085205,571.2859570980072,0.12843195263447826,0.09649498912247419,0.01394347003555738,0.25292327100153356,0.1448633026925997,0.03130187034321857,0.4038128964416949,0.06009009367090532,0.005156819777734956,1.3529761884063156,0.02535296899153162,0.0018711605850759417,0.5345360771210055,0.08170033861937803,0.013068330185396704
Binary Segmentation Cosine,5727,1754,1285,18.325727324586424,78.6816771030426,505.30897092819214,13.120973110198975,597.1116211414337,0.1232435531996839,0.09425351782183516,0.014150410865444404,0.25483660297048905,0.1406025881192721,0.03063832034401433,0.48601962556987577,0.09090049804860549,0.010292535709836861,2.454173459292222,0.02007517324575572,0.0019041442413940334,0.8295683102580675,0.08645794430886732,0.014246352790172407
Binary Segmentation Linear,1827,1754,5185,73.94466628636623,1.0349907875061035,271.18348598480225,8.385639190673828,280.6041159629822,0.1289607878053992,0.09777209993808883,0.014767402994670867,0.25348136745515504,0.14316953274681013,0.030942601206309248,0.39884065576303895,0.06424550927204332,0.0058549697004802595,1.446116194298518,0.03569906185672166,0.004210701907593798,0.5568497513305279,0.08522155095341552,0.01394391895226354
Binary Segmentation Clinear,6832,1754,180,2.567027952082145,0.6365110874176025,700.644250869751,13.59096097946167,714.8717229366302,0.13191013690599773,0.09859946277999242,0.014555273451956185,0.25003225147489194,0.14092806594059273,0.03000959390434467,0.4806893333097352,0.08861082028885467,0.009826790844103187,5.753054968213825,0.020779382369006873,0.0020155280467400185,1.6539216724761125,0.08722943284461185,0.01410179656178602
Binary Segmentation Rank,6087,1754,925,13.191671420422132,0.8160319328308105,559.4892930984497,58.46000123023987,618.7653262615204,0.12278779287805844,0.09367713567003454,0.013829815592626164,0.25318495138554353,0.143195046881892,0.031048274223053455,0.4720748447041314,0.08451241150936911,0.008970332368082238,32.796541924959286,0.01487538873317044,0.002062233428919902,8.411147378481747,0.08406499569861679,0.01397766390317043
Binary Segmentation Mahalanobis,5847,1754,1165,16.61437535653166,119.45474529266357,449.13637709617615,58.65867805480957,627.2498004436493,0.1232268337556226,0.0939373462159409,0.013908663926236048,0.25255222367984664,0.1443246007103213,0.03127391605634888,0.454763148611451,0.07786075949875247,0.007805816086852646,2.1098397096874453,0.01797765969686665,0.0018832169147230576,0.7350954789335908,0.08352509153047064,0.013717903246040157
Binary Segmentation AR,6922,1754,90,1.2835139760410725,1.2968659400939941,440.49284410476685,12.317082166671753,454.1067922115326,0.12728774245821167,0.0961294663935717,0.014109420630872707,0.2546792953837857,0.14932210333086654,0.03255206206128769,0.43190013860292387,0.06967183812795943,0.00651615411316442,1.089201004121564,0.037351265567330524,0.0022680162025993955,0.4757670451416213,0.08811866835493237,0.013861413251981033
Binary Segmentation Mean,5597,1754,1415,20.17969195664575,305.28167247772217,471.87037205696106,15.712976217269897,792.8650207519531,0.1415765870728397,0.10405530257637734,0.015322065316609002,0.2537590041993415,0.14325624608010923,0.03112147927965837,0.4460796532432259,0.07463112482870382,0.007269773526839302,1.5701784266314691,0.022905948470020178,0.0018743854204417807,0.6028984177867192,0.08621215548880296,0.013896925885887113
Binary Segmentation Median,6460,1754,552,7.872219053051912,305.28167247772217,383.46308302879333,14.423824787139893,703.1685802936554,0.11770455915552373,0.09168399183541005,0.014113819018986803,0.24791024329823094,0.14219059723612235,0.029850856904275417,0.4767000466571629,0.08663056423204178,0.009430382167780353,8.116297305758803,0.016278574466253373,0.001931091550839044,2.239653038717431,0.08419593194245706,0.013831537410470414
Bottom Up L1,5427,1754,1585,22.60410724472333,0.19144582748413086,372.5871651172638,18.54782795906067,391.3264389038086,0.12137910999122012,0.09341223102234826,0.014140930041954205,0.2546852340215295,0.1465183741210521,0.031956664903839145,0.4686227732050871,0.08317677875873684,0.008739284176462449,1.2121335777595554,0.03023135475176257,0.0019887282140182484,0.514205173744348,0.08833468466347517,0.01420640183406852
Bottom Up L2,987,1754,6025,85.92413006274957,0.14653801918029785,143.83159184455872,3.9184513092041016,147.89658117294312,0.1387254634030424,0.10289974481007799,0.015202635355285186,0.2569576599880153,0.14443589660217024,0.031749908073335505,0.39936915870364986,0.06748721332335246,0.006553253951212036,1.3413421566788881,0.04415550436338797,0.004618109236191165,0.534098609693399,0.08974458977474666,0.014530976654005968
Bottom Up Normal,6732,1754,280,3.993154592127781,0.22824716567993164,406.55032110214233,14.962476015090942,421.7410442829132,0.12946815472896284,0.09762108823301263,0.014483961661922683,0.2569760671018137,0.14628515280115195,0.03213971496423902,0.42535735524532775,0.06755563437938689,0.0062269536210312225,1.6435558906216876,0.02374876543429947,0.0019211327182611989,0.6138393669244484,0.08380266021196306,0.013692940741363515
Bottom Up RBF,6907,1754,105,1.4974329720479178,2.8317699432373047,461.6825041770935,11.833569049835205,476.347843170166,0.11591895586219463,0.09047332902605555,0.013866493959507268,0.2506094994374698,0.13272743401011536,0.028663385215704534,0.43765795157251347,0.07161571636292753,0.006820357791245177,2.109112174464594,0.018501005630181255,0.0018552582662933188,0.728324645334193,0.07832937125732034,0.012801373808187574
Bottom Up Cosine,2042,1754,4970,70.87849401026811,1.160881757736206,220.04603815078735,8.157204866409302,229.36412477493286,0.13510052478220932,0.09997698142112744,0.01446732247160592,0.25148597194014183,0.1436838999133009,0.030898600173376912,0.3994136863141779,0.057754146973439884,0.004819810711377857,1.2633131951981829,0.04573002067568681,0.004615404050569283,0.5123283445586779,0.08678626224588912,0.013700284351732496
Bottom Up Linear,1702,1754,5310,75.72732458642328,0.25766968727111816,215.03871512413025,7.162355899810791,222.45874071121216,0.13836026639646443,0.102689637190195,0.01535093106819854,0.2545104403124596,0.14881401735031735,0.032442755173306505,0.39919246370812694,0.06789889576106446,0.00664446710074152,1.2069781683565917,0.04654129622491814,0.004593350395638195,0.49976033469341086,0.09148596163162323,0.014757875934471183
Bottom Up Clinear,6812,1754,200,2.852253280091272,0.12924408912658691,400.83122205734253,18.23285412788391,419.193320274353,0.12263135297259617,0.0931893461400175,0.013477869121069665,0.2543586629815365,0.14939202815516034,0.03255599241413636,0.4466690005966763,0.07485615441167293,0.007305433465199659,1.4066045593592493,0.024059925359499475,0.0018497144793750654,0.5575658939775145,0.08537436351658789,0.013797252369945182
Bottom Up Rank,6047,1754,965,13.76212207644039,0.19912409782409668,436.71995091438293,49.05700087547302,485.97607588768005,0.11642888832497637,0.09006950610237598,0.01337677546845838,0.25311029460221623,0.14687539674358807,0.03179451002313446,0.4658571689539151,0.08206454469726002,0.008528885952312043,1.2354254989215583,0.02840293618547288,0.0019197744396989489,0.5177054627006668,0.0868530959321745,0.013904986470900948
Bottom Up Mahalanobis,5662,1754,1350,19.252709640616086,1.1732501983642578,427.96699023246765,16.168359756469727,445.30860018730164,0.12972053403818856,0.09717371757764265,0.014055281773798613,0.25383191536393135,0.1387950147986071,0.0301521922785379,0.4387311583975478,0.07210383324126345,0.006877285071517784,4.5292060313938185,0.015463655857194128,0.001961099329877665,1.3378724097983723,0.08088405536867718,0.013261464613432987
Bottom Up AR,987,1754,6025,85.92413006274957,0.20296192169189453,196.50892615318298,6.390394687652588,203.10228276252747,0.14354690554825073,0.10585695347920802,0.0161798011451096,0.2517067376528129,0.14819308815742363,0.031433336618471,0.4159562522572613,0.07477882949029616,0.007814622758082498,2.367495796079422,0.02679126344325886,0.004312047550964192,0.7946764228844363,0.08890503364254615,0.014934952018156825
Bottom Up Mean,4331,1754,2681,38.234455219623506,6.521132707595825,349.57501006126404,12.006669044494629,368.1028118133545,0.12434155661977495,0.09424110821541937,0.013630931061436858,0.25111449755550663,0.1427048394518985,0.030629539748130465,0.4506076546894302,0.07642880678518063,0.007588390268897635,2.616830392831687,0.022848944015953877,0.002949335104194522,0.8607235254240994,0.0840559246171134,0.013699549045664847
Bottom Up Median,5545,1754,1467,20.92127780946948,6.521132707595825,504.40003490448,59.58293008804321,570.504097700119,0.11343578103251403,0.08855281424705844,0.013413698739734794,0.25364529657848317,0.1481413935982142,0.03220698259708376,0.4941702722907642,0.0941531733357693,0.010920814016786943,1.2923226507996866,0.026676100110690243,0.0018893102938660673,0.5383935001753616,0.08938087032293321,0.014607701411867876
