Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,V_MAPE,V_MAE,V_MSE,P_MAPE,P_MAE,P_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,7012,1754,N/A,N/A,N/A,371.9192519187927,29.946172952651978,401.8654248714447,0.13700878765084837,0.10153548067749324,0.014898557810820594,0.2524164450254301,0.1436549388832669,0.031049866004758838,0.4016993749253302,0.059979984485821036,0.005183191416142342,1.235469104786408,0.02870025177102252,0.0019369921899344263,0.5066484280970043,0.08346766395440128,0.013267151855414048
Fixed Cut 5.0%,6662,1754,350,4.991443240159726,N/A,483.51473689079285,32.58653688430786,516.1012737751007,0.12477787685241869,0.09449592734146056,0.013722161597144261,0.254165841768693,0.14595773426828712,0.03161168725226554,0.43401253153581576,0.07043127255364395,0.006624337897520062,1.779355785994919,0.020037242109709526,0.0018601094931636698,0.6480780090379619,0.08273054406827561,0.01345457406002339
Fixed Cut 10.0%,6311,1754,701,9.997147746719909,N/A,428.82879114151,19.085278034210205,447.9140691757202,0.15204927301359816,0.11032121932279983,0.01727416185972708,0.25002688003036266,0.14363978920174741,0.030566268618969553,0.41809543414524186,0.06525624594297902,0.0059669671915657556,12.18499850519678,0.0164252199765839,0.0019187431386894751,3.2512925230964966,0.08391061861102786,0.013931535202237964
Fixed Cut 15.0%,5961,1754,1051,14.988590986879636,N/A,469.9456739425659,74.44870495796204,544.394378900528,0.12025347479306658,0.09211178524551351,0.013605083473308736,0.2532326333882574,0.14891381788859115,0.0323543573612847,0.4558061758719691,0.07814577296849144,0.007839504532800105,1.0889320060039005,0.03799090434412773,0.0023111110963707736,0.4795560725142983,0.08929057011168126,0.014027514115941076
Fixed Cut 20.0%,5610,1754,1402,19.994295493439818,N/A,329.3029510974884,29.785109996795654,359.08806109428406,0.12228764133000115,0.09354135838709564,0.013900886363497185,0.25297661795250814,0.14451332174692963,0.03129281847443972,0.47010912046735726,0.08368339705728617,0.008820203814796918,4.327235658418202,0.014749573550413333,0.001940727870432878,1.2931522595420177,0.08412191268543144,0.013988659130791668
Fixed Cut 25.0%,5259,1754,1753,25.0,N/A,354.9559950828552,7.472069978713989,362.4280650615692,0.14378007953192676,0.10528787664244146,0.015857840502536417,0.2527370665705483,0.14517957906955958,0.031168958699583034,0.4375004877339759,0.0715537539415661,0.006845942974767737,1.1770963142980384,0.033350451471168316,0.0021473099746289553,0.5027784870336224,0.08884291528118418,0.014005013037879035
Fixed Cut 30.0%,4909,1754,2103,29.991443240159725,N/A,289.42208218574524,40.43273305892944,329.8548152446747,0.12819134365189125,0.09668768265920108,0.014187327364624455,0.2538548420186392,0.1419970771362516,0.030892030524579207,0.44801312377023905,0.07525504199638575,0.007362533766749331,1.6241643316965624,0.026305838708644745,0.002849830020118886,0.6135559102843333,0.08506141012512114,0.013822930419017986
Fixed Cut 35.0%,4558,1754,2454,34.99714774671991,N/A,266.47444796562195,36.435508012771606,302.90995597839355,0.1194660023318674,0.0921768319245002,0.013916070553711921,0.2537199491136562,0.14669043401603038,0.031833747122318935,0.4482467958880969,0.07545729019689833,0.007397105962269534,1.6712775648494012,0.026283472870790428,0.0028609952131179307,0.6231775780457554,0.08515200725205514,0.01400197971285458
Fixed Cut 40.0%,4208,1754,2804,39.988590986879636,N/A,371.7890591621399,9.29765009880066,381.08670926094055,0.13718792465567994,0.10171661533983374,0.015181410653292643,0.25486842878044513,0.14928626241948106,0.03243342629280327,0.4650373702165811,0.08199231098892368,0.008611074892572224,1.6498499484007647,0.030119306630825758,0.002916887088911188,0.6267359180133675,0.0907786238447663,0.01478569973189481
Fixed Cut 45.0%,3857,1754,3155,44.994295493439814,N/A,277.34855222702026,8.430238008499146,285.7787902355194,0.12599342454843251,0.09541820998258083,0.013962620207871397,0.25149304767786884,0.1400517278954037,0.030044262530677827,0.4071344545950841,0.06172773315862853,0.005417106074699762,1.3548326482383657,0.031664392422055765,0.002881596592227316,0.5348633937649381,0.08221551586466758,0.013076396351369089
Fixed Cut 50.0%,3507,1754,3505,49.98573873359955,N/A,254.98348093032837,9.59981393814087,264.58329486846924,0.1329808951179981,0.09931046301480059,0.014528349831572907,0.25301933161238543,0.1414554173303592,0.030594238747861116,0.4523881634641855,0.07699589547288029,0.007654316688728832,1.7534167937173089,0.02552924319817208,0.0028553939906377193,0.6479512959779694,0.08582275475405335,0.013908074814700144
Fixed Cut 55.0%,3156,1754,3856,54.99144324015972,N/A,205.89418387413025,14.064619779586792,219.95880365371704,0.12744445029185208,0.09609079850058515,0.013968234196837417,0.25529588307377876,0.14034308710846138,0.030630090973933342,0.4275839891966679,0.06837646267587413,0.006328613795988627,1.3030176465881578,0.032622665118173445,0.0028797840943494478,0.5283354922876142,0.08435825335077389,0.013451680765277193
Fixed Cut 60.0%,2805,1754,4207,59.997147746719904,N/A,195.5657811164856,4.275834083557129,199.84161520004272,0.1353860393485939,0.10034049438478511,0.01465652425586328,0.2426847101052343,0.13460042423224816,0.02779912635138255,0.45410656375196157,0.0791358450258126,0.008495640639561165,5.548048761472151,0.030374933352554204,0.0031124609773288156,1.595056518669483,0.08611292424885039,0.013515938056033952
Fixed Cut 65.0%,2455,1754,4557,64.98859098687963,N/A,181.3565821647644,3.9163529872894287,185.27293515205383,0.1310228067598447,0.09825167656115497,0.014472141667596649,0.24693193881148937,0.1388618395317604,0.02929788060401644,0.45572580730041623,0.07842362708170617,0.008121173943579498,1.4066583846295861,0.037503831756547375,0.004265563119777444,0.5600847343753341,0.08826024373279254,0.014039189833742506
Fixed Cut 70.0%,2104,1754,4908,69.99429549343982,N/A,175.44322514533997,5.637198209762573,181.08042335510254,0.12965443721982425,0.09760209508763186,0.014413728950813817,0.25479054371831084,0.14742647812421292,0.032098110982753364,0.44478181331118655,0.07409818119187464,0.007235389426043706,1.778878746733001,0.034425437151427825,0.004288498634801254,0.6520263852455812,0.08838804788878711,0.014508931998603035
Fixed Cut 75.0%,1753,1754,5259,75.0,N/A,187.15918898582458,6.551829099655151,193.71101808547974,0.14929284959695308,0.10867560381661284,0.017229790613430076,0.24394390605730887,0.1368582440210485,0.028069319973104245,0.41157436424957056,0.07179907331541634,0.007374886189438139,1.2768615686714284,0.040306061407232405,0.004272427124268066,0.5204181721438151,0.08940974564007705,0.014236605975060143
Fixed Cut 80.0%,1403,1754,5609,79.99144324015973,N/A,171.41744804382324,7.269709825515747,178.687157869339,0.12546842938229238,0.09497690176378681,0.013804501891635994,0.25529322059809,0.1444986746708552,0.03150205903538918,0.40117986308809067,0.06983959647481147,0.007072577961917012,1.5196337305253393,0.03370942236256312,0.004201582265885276,0.5753938108984531,0.08575614881800368,0.014145180288706852
Fixed Cut 85.0%,1052,1754,5960,84.9971477467199,N/A,112.88148975372314,3.6631340980529785,116.54462385177612,0.1376723553103145,0.10214348990085306,0.015199514047433303,0.2515089787562734,0.13904899871554868,0.029677615047483643,0.3992972865050641,0.06881015462305917,0.006739341705909695,1.2414590665970324,0.04113496817789714,0.004273980639434043,0.507484421792171,0.08778440285433904,0.01397261286006518
Fixed Cut 90.0%,702,1754,6310,89.98859098687963,N/A,100.40522408485413,4.903254985809326,105.30847907066345,0.15273813695980268,0.1119753863051106,0.01732371726729212,0.2543034042404496,0.14650358086981508,0.032109962545577804,0.4949464449744865,0.11106967366249516,0.015289744106230267,1.4761181366975888,0.036892720866507495,0.004309056460235513,0.5945265307180818,0.10161034042598079,0.01725812009483395
Window L1,997,1754,6015,85.78151739874501,0.30527591705322266,148.54321098327637,5.146214008331299,153.9947009086609,0.1351495576514756,0.10133253424731271,0.014999572046567409,0.2551899089375518,0.1456479326659245,0.031665238289253037,0.426529343027254,0.07611211537829259,0.008102805729581091,1.8849024124575215,0.031244090170952633,0.004274126769380707,0.6754428055184506,0.08858416811562009,0.014760435708695546
Window L2,997,1754,6015,85.78151739874501,0.19260430335998535,157.6583969593048,5.165348768234253,163.01635003089905,0.13989586331833764,0.10351210008273153,0.015246156826518899,0.2537514325552806,0.1458589542556083,0.03155949533247538,0.40351298183305406,0.06913514881368985,0.006890841957562472,1.3345230552085412,0.040510752344103555,0.00436887725005645,0.5329208332288033,0.08975423887403276,0.014516342841653289
Window Normal,3807,1754,3205,45.70735881346263,0.39208412170410156,280.99633383750916,5.413069009780884,286.80148696899414,0.1394895583278925,0.1045910735458557,0.016907763372786416,0.2448982325504088,0.13441225730687723,0.027926723614993078,0.4658845391076819,0.08227395618184544,0.00867206687438319,1.6081567996269555,0.025800939422139086,0.0027770903029968987,0.6146072824032348,0.08676955661417969,0.014070911041289885
Window RBF,997,1754,6015,85.78151739874501,2.2136590480804443,134.15372014045715,10.83579421043396,147.20317339897156,0.12813389479542572,0.09725330995540665,0.014223331371550524,0.25881293513491305,0.15679369322495593,0.034924420236516054,0.39592442242644205,0.0651660529079572,0.006054118421848285,1.3799092858648097,0.03796383993123133,0.004283459597464709,0.5406951345553973,0.08929422400488718,0.014871332406844903
Window Cosine,997,1754,6015,85.78151739874501,1.0365369319915771,131.11578607559204,3.5571560859680176,135.70947909355164,0.1425230699897092,0.10597829536214023,0.016508185322946574,0.252499986637459,0.13504616672609218,0.029404185484023154,0.4009823613592294,0.06802436033912111,0.006684333092442105,1.565796717247177,0.03205443036889466,0.004131297172960503,0.5904505338083935,0.08527581319906155,0.014182000268093074
Window Linear,3867,1754,3145,44.851682829435255,0.15099096298217773,264.801518201828,6.438076019287109,271.3905851840973,0.14103737879953354,0.10467106613981245,0.016390570676706975,0.2564278048850996,0.14636059844555774,0.032002491822198324,0.46864063210743206,0.08359533395646145,0.008892504980762848,1.8184870672085789,0.03506543380963557,0.003248140476982898,0.6711482207501606,0.09242310808786706,0.015133426989162764
Window Clinear,5087,1754,1925,27.452937820878493,0.1288619041442871,385.896653175354,16.223233699798584,402.2487487792969,0.13467037628938006,0.10008814722931324,0.014658185566998326,0.2532100146841557,0.1486225358069628,0.03206501267910759,0.41131914772086514,0.06286201266721747,0.005559392562369307,2.148502514243244,0.023216255770193206,0.0029135202709919634,0.7369255132344116,0.08369723786842198,0.013799027769866797
Window Rank,952,1754,6060,86.42327438676554,0.15052103996276855,130.51719188690186,5.746944189071655,136.41465711593628,0.12077760163068918,0.09294817210330455,0.013626699565214402,0.25197001421191145,0.14622795941226782,0.03137694179862835,0.40215315805186125,0.07053961205454272,0.007181817767188292,1.120592397091538,0.06390298097647279,0.006179456725279222,0.4738732927464999,0.09340468113664638,0.014591228964077555
Window Mahalanobis,1002,1754,6010,85.71021106674273,0.47431492805480957,124.81226229667664,4.860781908035278,130.14735913276672,0.1266631137564058,0.09610487305069318,0.014166093494424447,0.24235476621151575,0.13483333058124303,0.027572328144042334,0.46481609171804045,0.0961085383340142,0.011890790211115408,1.5037190603251365,0.0423335419278798,0.0045376839626362275,0.5843882580027738,0.09234507097345694,0.014541723953054603
Window AR,997,1754,6015,85.78151739874501,0.18510794639587402,139.58959293365479,4.021604061126709,143.79630494117737,0.129683006335368,0.09915377512300323,0.015554979558063847,0.25245937238057425,0.14801170370170166,0.0314557089037678,0.4160620200128005,0.07351287865045134,0.0077312514418774085,1.2573948154791599,0.05602882393455023,0.0055335263273042935,0.5138998035519756,0.09417679535242608,0.015068866557753332
Window Mean,1970,1754,5042,71.90530519110096,5.229957103729248,200.83462715148926,5.622892618179321,211.68747687339783,0.13441881653886661,0.09926997650382721,0.014059327092766933,0.25244226408924353,0.14528815251310231,0.031204504389727127,0.3979819668456778,0.0639550521757868,0.00582019410397771,11.397629610884144,0.038974072311175216,0.004678178546248352,3.045618164589483,0.0868718133759724,0.01394055103318003
Window Median,997,1754,6015,85.78151739874501,5.229957103729248,130.75921297073364,11.451380968093872,147.44055104255676,0.12243661242508075,0.09424691625141676,0.013977662086699025,0.2569007312450417,0.15532353972810858,0.034319592086780384,0.3948213181891647,0.06136763538019764,0.005314515442895727,1.0575542166074534,0.06223798783721215,0.005680695257356631,0.4579282196166853,0.09329401979923324,0.014823116218432946
Binary Segmentation L1,6922,1754,90,1.2835139760410725,1.2717320919036865,394.05888199806213,12.092477798461914,407.42309188842773,0.12139365138891012,0.09311449621362557,0.013809072489772596,0.2593689778666521,0.15280947626496902,0.0339888716732689,0.4386725456584731,0.07165301127614,0.006846314075362626,2.2811641696272056,0.018640739417400864,0.0018920744203175714,0.7751498361353099,0.08405443079303423,0.014134083164680435
Binary Segmentation L2,6922,1754,90,1.2835139760410725,0.4176032543182373,389.53877902030945,23.601858139038086,413.55824041366577,0.1306173497605688,0.09807231005956724,0.01442339853005199,0.25401945383347146,0.14607707452009797,0.031651630494487944,0.444888992455393,0.0743364018341713,0.007220742718917789,1.6501964109420748,0.0213998100522311,0.0018556737135539774,0.6199305517478768,0.0849713991165172,0.01378786136425292
