Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4396,1099,N/A,N/A,N/A,27.71893286705017,27.71893286705017,12974780322497.717,0.04131319903188949,0.012757338526005673,0.0036430510143037474,0.0036121742322234945,2.0056811006660312e-05,0.07659730617226397,0.054476608438515074,0.0048727967934874645,0.23038587711900266,0.1193429414248297,0.021278894860956292,196876058245187.62,0.07025622254478231,0.00779233215244462,41970167713537.09,0.057800229134448024,0.009344283828780147
Fixed Cut 5.0%,4177,1099,219,4.981801637852593,N/A,14.072979211807251,14.072979211807251,93938754313551.5,0.057708519029764795,0.011714361109976186,0.010901697181292809,0.010813515200592249,0.0001789394484881926,0.07974744624175775,0.057599232346622675,0.0054726755214463884,0.2199823985206913,0.11724284013920593,0.02023085846012725,204047346174304.72,0.07121319674730407,0.008150363450168525,59597220097571.234,0.06291546069269797,0.009149439598041296
Fixed Cut 10.0%,3957,1099,439,9.986351228389445,N/A,21.067648887634277,21.067648887634277,88862197472111.36,0.05629553855186354,0.011478576799363416,0.00433321540677529,0.004299721537412324,3.0190141611445078e-05,0.07718671810204025,0.05459632829225892,0.004952293030394901,0.2273633501856625,0.11737404019019475,0.020749822366770358,193878677769084.84,0.07006130960718734,0.007666008906110232,56548175048239.25,0.06052538763578341,0.008975378248850073
Fixed Cut 15.0%,3737,1099,659,14.990900818926297,N/A,18.354231119155884,18.354231119155884,154563404008619.3,0.0717858486345789,0.011841175206238256,0.003876903366905127,0.0038454463444807384,2.2100961685457947e-05,0.0795553638648627,0.05527034824921826,0.005124731284746302,0.22579228479661662,0.11785185681015314,0.020766850492366137,196518947213477.2,0.07355590409479844,0.008209751864448544,70216470244419.27,0.06446188082664595,0.00919292196189693
Fixed Cut 20.0%,3517,1099,879,19.995450409463146,N/A,19.98287582397461,19.98287582397461,83677426657964.27,0.05521669515254963,0.011495044326489023,0.002904731523786988,0.0028795204389513024,1.2457281300977093e-05,0.07768687569153518,0.055672134581147364,0.00514419930651715,0.2252572066487955,0.1202766710204716,0.021382974589614242,198470992396288.12,0.07127186311180005,0.00797272537950705,56429683810850.484,0.06106337686098403,0.009201480176685695
Fixed Cut 25.0%,3297,1099,1099,25.0,N/A,12.713205099105835,12.713205099105835,99304824955151.81,0.05883272473997337,0.011559838360160451,0.005033185643419854,0.004996685969119571,4.286619609104131e-05,0.0781678256311354,0.05603915951976664,0.005163100122373376,0.23026583209881135,0.11859700686647319,0.02117284982683661,191560014158221.72,0.06938352607309982,0.007504560705681284,58172967822674.7,0.06156982063368656,0.009088643042228551
Fixed Cut 30.0%,3078,1099,1318,29.981801637852595,N/A,22.635798692703247,22.635798692703247,102083656013023.16,0.05938033953585754,0.01142872283314863,0.0028347003870989626,0.00281350850164701,1.3371171346919527e-05,0.08185983864669812,0.05594483600930544,0.00524560553976846,0.222979786195257,0.11764126202856401,0.02057589666471052,174728410971620.0,0.06951873321640735,0.007028179534030661,55362413396928.61,0.061059735858356314,0.008858355148601041
Fixed Cut 35.0%,2858,1099,1538,34.986351228389445,N/A,13.05247187614441,13.05247187614441,113647598437314.0,0.06715720515426427,0.014985376891188592,0.007280851967360391,0.007227128105764808,7.290602431503932e-05,0.07763155795788297,0.05463005945099483,0.004996287611990046,0.22241543655709736,0.12205135315479643,0.021939315935223545,182346148300372.53,0.06868709941100125,0.0071423228742499845,59198749347537.29,0.06395056905536435,0.009827241867393442
Fixed Cut 40.0%,2638,1099,1758,39.99090081892629,N/A,11.276527881622314,11.276527881622314,116553767911665.84,0.06808464378753798,0.01516926258610631,0.004222381423604085,0.004184848263194131,2.672560280852252e-05,0.0865813614959109,0.058442123194355045,0.005713246193381225,0.2220683254009014,0.12420978477461851,0.022594138619563536,158463266485079.34,0.06838937556051812,0.006496376607441526,55003406879349.02,0.06466215511604478,0.009999949921860221
Fixed Cut 45.0%,2418,1099,1978,44.99545040946315,N/A,10.080657005310059,10.080657005310059,70324131977854.86,0.05778668331381794,0.015446678418608183,0.0073833421171828895,0.007313851781302924,7.439890766405453e-05,0.07780144658560924,0.05505586345982558,0.005020063860825521,0.22550249334186498,0.12317827612387156,0.022465826194071767,140983992702173.5,0.06881263926784391,0.00620511101857953,42261624936005.66,0.06242946278933241,0.009842415679949807
Fixed Cut 50.0%,2199,1099,2197,49.97725204731574,N/A,14.41107177734375,14.41107177734375,69477086301834.18,0.057010525145338754,0.015090641499788457,0.003637592634080909,0.003604584717066501,1.8811869147239558e-05,0.08154840608390043,0.05978033512412777,0.00582769643636629,0.22380173143597062,0.12471946308106763,0.02290168584653735,134205134825014.6,0.06990785541801747,0.006245538541104608,40736444225369.734,0.06300455269712368,0.010016874838588794
Fixed Cut 55.0%,1979,1099,2417,54.98180163785259,N/A,17.51487421989441,17.51487421989441,91973791926566.11,0.062224110328612164,0.015021705687346426,0.021698234177317515,0.021517900079679003,0.00047557191362507944,0.07986784792267397,0.05539979227018492,0.005171979569843186,0.21920404256213386,0.11871461933767075,0.021058136835068658,126714877512752.97,0.06991883461885823,0.006165349692191724,43737733887863.805,0.06555505132700108,0.009578548739615006
Fixed Cut 60.0%,1759,1099,2637,59.986351228389445,N/A,16.392679929733276,16.392679929733276,13906492127840.217,0.04696206788142656,0.016487621073828566,0.009724258265092217,0.009633409796596444,0.00010453104995048351,0.07895846328619516,0.05514259486146304,0.005099275469172666,0.22342916653392692,0.1261535001112199,0.023365835641779957,100096601712182.64,0.07389589958997797,0.00667926465367577,22800618768004.566,0.06235749444813682,0.010347305577681492
Fixed Cut 65.0%,1539,1099,2857,64.9909008189263,N/A,16.656687021255493,16.656687021255493,136110015627806.19,0.07237267977435705,0.014968265385175995,0.004599222345047867,0.0045583894952109585,2.821525891449464e-05,0.07868654176270715,0.05498932239493556,0.005103623366721904,0.22729784226629526,0.12268391608775066,0.022304302400928497,97793940738453.34,0.07284658858731094,0.006507732415891039,46780791273251.875,0.0654901792679131,0.009782427765526382
Fixed Cut 70.0%,1319,1099,3077,69.99545040946315,N/A,6.4720823764801025,6.4720823764801025,86505291656932.02,0.062179449670272426,0.016112545997743023,0.023122440949875867,0.022938070537165053,0.0007385431985227726,0.07972725702030573,0.0574183078208531,0.005663688505271174,0.23712680925271654,0.13062530457488,0.02532382677058538,81951587487789.34,0.0822872409506953,0.008441137302899079,33691375828944.24,0.07108967471077324,0.01125594835500429
Fixed Cut 75.0%,1099,1099,3297,75.0,N/A,5.481926918029785,5.481926918029785,137369721606491.02,0.07331205659694905,0.015525960395116764,0.025855569160896017,0.025657644107522887,0.0009538361518948365,0.11043723700056332,0.0790140925617235,0.009932425919797873,0.23657667460946494,0.12965499090590638,0.025151528180776712,62266756499568.98,0.09992142458739339,0.013078415847928198,39927295621211.92,0.08151204175189908,0.012928433299102881
Fixed Cut 80.0%,880,1099,3516,79.98180163785258,N/A,10.059905052185059,10.059905052185059,106053858457849.3,0.06526262527020127,0.01482336143369209,0.01033363396922566,0.010241147342689081,0.00014483398037883966,0.09997661493885569,0.06983525709550731,0.008077204369327958,0.22109633554246802,0.13272174436008743,0.025541453586599573,75562703843823.4,0.07650059871542288,0.0073176475529389525,36323312460334.5,0.07091227455678165,0.011180900184587481
Fixed Cut 85.0%,660,1099,3736,84.98635122838945,N/A,6.588541269302368,6.588541269302368,1299389570265658.5,0.43812699732706845,0.2732368397898102,0.5610631442939378,0.5563984114211322,0.4473474349766848,0.8490234686375462,0.639139099781789,0.561262707704698,1.0492458438070908,0.6816416355387398,0.6190112907786925,7328916149530.007,13.429046207226252,277.7599754425765,261343697283037.7,3.1488704702589962,55.9321667431653
Fixed Cut 90.0%,440,1099,3956,89.9909008189263,N/A,6.185383081436157,6.185383081436157,205268861348105.16,0.09431031287673795,0.02005348282472259,0.1259355626508433,0.12488884830464836,0.023046336175087907,0.28217264290829763,0.21424940219009247,0.060772349037123224,0.5386994840847902,0.28703050404643216,0.11569581203090415,3267818554785.0693,1.9227955083650823,5.670155817336009,41707335980578.14,0.5286549151565986,1.1779447594807702
Window L1,791,1099,3605,82.00636942675159,0.1369938850402832,6.147025108337402,6.2840189933776855,104336883111855.08,0.0652966591996579,0.0152717711220402,0.01059614848811429,0.010524136858866578,0.00018235954416492665,0.08344429239007937,0.06077410047457306,0.006415489371456982,0.23477109639057606,0.12489175854899134,0.023042064498688408,24386375431659.855,0.09777454923295589,0.013805085286557052,25744651708702.914,0.07185224086300901,0.011743353964581517
Window L2,3011,1099,1385,31.50591446769791,0.06847214698791504,12.569639205932617,12.638111352920532,112518649809010.47,0.061697862333671284,0.011439682755622443,0.011874766278290762,0.011769296427889918,0.00019155430061977463,0.08614705458210613,0.05879709562062931,0.00587952391935371,0.2464005317680407,0.12127441946624717,0.02312097323691339,164425053140519.6,0.07304041892623964,0.007226050566072743,55388740589906.02,0.0653158185549355,0.009571556955716412
Window Normal,3381,1099,1015,23.089171974522294,0.16576385498046875,22.08594012260437,22.25170397758484,109166509216271.16,0.06101633726200265,0.011380683676224254,0.0034726037753503684,0.003442769281234479,1.7187811477830024e-05,0.07884772590245057,0.054824497993870264,0.005036663881592064,0.21587869374826785,0.11680167791764928,0.02008653539971847,181137249685189.06,0.06980857829962803,0.007250942758300758,58060751780292.04,0.06117877215087699,0.008754402705462667
Window RBF,1891,1099,2505,56.983621474067334,0.6229598522186279,13.370604038238525,13.993563890457153,138183346761925.1,0.07292204693637393,0.01508776688470876,0.003720010304508225,0.003686341415583653,1.9158523870094533e-05,0.08600562312267523,0.05848332793419071,0.005745036351871004,0.22887469598439794,0.12416786390758247,0.022870666598493242,96406369274448.92,0.07663579195603072,0.0071708448448463205,46917943207274.766,0.06717907442995234,0.010178694640757878
Window Cosine,3011,1099,1385,31.50591446769791,0.36617302894592285,11.19497799873352,11.561151027679443,199955600742620.94,0.08310200181224062,0.01257221713322359,0.015037155384341661,0.014920366519302558,0.0003428745496107985,0.07522719313932227,0.053513770920122945,0.0049534264005455814,0.2266578417906717,0.11689199313845755,0.020704903862152953,187228444507860.06,0.07233099160557162,0.007772969710654417,77436809050096.12,0.06815182479913909,0.009269278331237463
Window Linear,2991,1099,1405,31.960873521383075,0.08815264701843262,17.416036128997803,17.504188776016235,44087972297432.516,0.05246865286143992,0.016005297163632064,0.006916883709676653,0.006865485728668759,7.752274150552843e-05,0.07973295025263706,0.05539632572622478,0.005158612640675509,0.22389002513967116,0.12079022653482402,0.021423410316027163,194789178694869.9,0.06863356210568401,0.007518275409714887,47775430198460.49,0.06083085059136835,0.01003662365431103
Window Clinear,3056,1099,1340,30.482256596906275,0.06447601318359375,15.029789924621582,15.094265937805176,125292006248555.14,0.06492662169651836,0.01160023101491526,0.008969032118018206,0.008897190618107887,0.00011658468247110955,0.07803011084557758,0.05415784104156554,0.004922173721871246,0.23495906203030337,0.1179141045218619,0.021364651457842887,179125945623998.5,0.06927938821702685,0.007129188950247036,60883590374510.73,0.06303502921901613,0.0090265659654695
Window Rank,3001,1099,1395,31.733393994540492,0.18752789497375488,17.475598096847534,17.66312599182129,89085433664014.62,0.05993800576871114,0.01394851767016432,0.003992697848361476,0.00395968270516886,2.4059071423073152e-05,0.07892433207169268,0.05548751542235976,0.005175541943455438,0.22391050675017135,0.12088392999012214,0.02152239801339299,182710155290226.53,0.0675692088165708,0.007010351989188937,54359117790848.22,0.061567668540586575,0.009536173737524946
Window Mahalanobis,686,1099,3710,84.39490445859873,0.1590259075164795,4.412341833114624,4.5713677406311035,109469880569062.5,0.0901094964599572,0.03009479486166657,0.1480867573947759,0.14688405267859228,0.031465477608689896,0.10532837035710146,0.07930675329974193,0.009144315500491157,0.25890841690184735,0.17005997306884627,0.04153897926171169,43920230857252.33,2.094325683929038,6.6921668349328005,30678022285262.875,0.5161371918872355,1.360882080433072
Window AR,3006,1099,1390,31.6196542311192,0.11501312255859375,13.819056987762451,13.934070110321045,88990511079635.58,0.060034977412977315,0.013943575545053401,0.009055036230515526,0.008991031215750197,0.00014090089298156427,0.07951064422950231,0.05527150905381403,0.005147361890639089,0.23119806758716593,0.12427579189479392,0.02276141724684212,179376876882032.7,0.06811076926516295,0.0069907761522090845,53673477592333.66,0.06333681576849973,0.00979680634554505
Window Mean,2483,1099,1913,43.51683348498635,1.9745583534240723,12.652000904083252,14.626559257507324,18361873123020.94,0.04825450879036718,0.016696211343695252,0.005977858741286607,0.005931923994986015,5.438995765708126e-05,0.08330169940489697,0.057656554880579206,0.005579967224460828,0.21943745325956715,0.12782017047914018,0.02372447259474081,157780054493596.75,0.06790325145287095,0.006400530561150104,35228385523323.55,0.061513281919588714,0.010491114336340816
Window Median,3004,1099,1392,31.665150136487718,1.9745583534240723,12.530023097991943,14.504581451416016,124644583177641.8,0.06799063459147739,0.013789222613115742,0.01731026527157442,0.01714610511547945,0.00040506434604106235,0.093005212399945,0.06285044701706133,0.006623744034176809,0.22757964737018604,0.12265014640904674,0.022178322741461937,183870918720695.94,0.07068479931123059,0.007440941085487991,61703100379667.55,0.06826442648885911,0.01008745896405671
Binary Segmentation L1,686,1099,3710,84.39490445859873,0.531095027923584,3.997274160385132,4.528369188308716,105920353166183.67,0.08197414287351676,0.025340548167341853,0.25307067177774867,0.25099019311982285,0.08733042745429777,0.33247867198793984,0.2519276529375114,0.08480242966686065,0.42782229662329824,0.29534103661852296,0.12427370865929772,32580244086274.5,1.9088379012849914,5.6114768169312885,27700119450491.63,0.5578141853668729,1.1866447861758185
Binary Segmentation L2,2071,1099,2325,52.88898999090081,0.1565079689025879,11.947903156280518,12.104411125183105,87193708103673.97,0.06127419017967212,0.0151143572276535,0.008374407942062227,0.00830985319193314,0.00010461230146106078,0.08350100621692946,0.05780724656392446,0.005616448679692103,0.22890548058865917,0.12686276756132306,0.023671955398576677,144138228655790.56,0.06613416369992323,0.005920203678450379,46266387351892.914,0.06407764423935526,0.010085515457166749
Binary Segmentation Normal,656,1099,3740,85.07734303912648,0.3204207420349121,5.360227108001709,5.680647850036621,327078417614424.06,0.12684434728257238,0.028156534145005227,0.02454646895386408,0.02435240395239652,0.0010176915539649933,0.23239091864853995,0.1678146875379272,0.03755876917240594,0.5354745957990943,0.3632470702421742,0.17749564215115857,4429843038088.695,1.9414864667121383,5.781421612473739,66301652130502.6,0.5247489951454414,1.2051300498992545
Binary Segmentation RBF,1646,1099,2750,62.55686988171064,14.508740663528442,10.965027093887329,25.47376775741577,54977550545392.21,0.05411084944026505,0.015320269814761136,0.005496302247717024,0.005448483321798207,4.3089945346548e-05,0.0806245701033939,0.05534776297177396,0.005150222348102512,0.2189536247335378,0.1242102981550593,0.022580553015569334,95964651234090.47,0.07551913334906715,0.006936245498191551,30188440355896.52,0.06292730544759276,0.010006076124394211
Binary Segmentation Cosine,2071,1099,2325,52.88898999090081,13.661993026733398,14.201635837554932,27.86362886428833,127768730223734.2,0.07048118608793706,0.015074347365757102,0.014082079830729384,0.013971062129751532,0.00022419736569392803,0.0809504208786683,0.0568643084770057,0.005424220194575333,0.2179050015836064,0.12390344556067714,0.022563436869222072,148961247210394.88,0.06763360780314932,0.006184600554424705,55345995486825.805,0.06657072201170419,0.009894160469934632
Binary Segmentation Linear,656,1099,3740,85.07734303912648,0.2591831684112549,6.66509485244751,6.924278020858765,562163533205315.75,0.23998299690854932,0.08764294827821738,0.2582035296486753,0.2560945193872401,0.09794754933478285,0.4127544977409357,0.3133697750983363,0.13180308161383203,0.2823035305321652,0.1444197275074179,0.03231751946506159,5288689450828.625,1.7999153596560369,4.998451881816007,113490444531228.84,0.550756475711516,1.0696325961015822
Binary Segmentation Clinear,2281,1099,2115,48.11191992720655,0.16996288299560547,11.715754985809326,11.885717868804932,89475810581119.0,0.06206210317431396,0.015438738350629973,0.006922647108617547,0.006871717344735866,7.183927583769868e-05,0.0791500556019617,0.055954734261599866,0.005236879757636687,0.21988438076783673,0.12008574020603617,0.021467259187751258,143447772717206.22,0.06847996517902812,0.0062160067884292425,46584716659665.02,0.06269085203314281,0.009686144672056978
Binary Segmentation Rank,686,1099,3710,84.39490445859873,0.2962188720703125,7.355365991592407,7.65158486366272,225977474607008.6,0.11704727963818766,0.035327344860047634,0.2825062824335174,0.28017131494152087,0.12317880028897048,0.3919773030305628,0.2961473730883427,0.12798246151948753,0.32158968610814015,0.21902341984040932,0.06866558267983852,30433875600770.973,1.9156600934172872,5.6739377946011,51282270041555.89,0.5656098961851493,1.2058183967898883
