Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 85.0%,639,1065,3618,84.98942917547568,N/A,4.364289999008179,4.364289999008179,52229526246267.4,0.03254525835941563,0.004923068419473279,0.03722993497720391,0.03691512752344624,0.0022840160353688314,0.09674269657073138,0.06770275358621942,0.007361683902856489,0.12698773338609715,0.08192741772463866,0.010913148968589692,2.575851352087625,0.16463267120000177,0.04060786388554799,10445905249254.014,0.07674464567874431,0.013217956242367258
Fixed Cut 90.0%,426,1065,3831,89.99295278365047,N/A,4.013062000274658,4.013062000274658,86954076668648.5,0.04017606138069136,0.005291428321564603,0.02210054180974168,0.021886574652407755,0.0006599717407052106,0.10557050010999941,0.07552140146880595,0.009091154492395719,0.14229260761076234,0.09194966130614877,0.013890956214449619,2.6452589275285328,0.17868269057568972,0.048007742491540495,17390815333730.256,0.08164327787674872,0.015388250652131152
Window L1,827,1065,3430,80.57317359642941,0.13639283180236816,5.41815710067749,5.554549932479858,73879397129389.67,0.03659535974391437,0.0047506259191358495,0.022866371877108625,0.022674562888615964,0.0008531635341937196,0.09277715063131908,0.06367219370594546,0.006558251046163272,0.14300568199974723,0.08934580900296199,0.013165298337179648,2.61547805093968,0.16502050490552023,0.04094549009676002,14775879425878.475,0.07546168604939156,0.013254565786686507
Window L2,3032,1065,1225,28.77613342729622,0.06615209579467773,15.349613904953003,15.41576600074768,29583462874176.64,0.02786587195087019,0.004850476612130346,0.0038542993381474057,0.0038201264993918903,2.4487326539388368e-05,0.09791782129574883,0.06313301664153155,0.006510939400139941,0.1323591828442978,0.08420894620900944,0.0115332797093942,2.387372193611198,0.1434189651498931,0.030903313329671504,5916692574835.824,0.06448938529013921,0.010764499275575087
Window Normal,857,1065,3400,79.86845196147522,0.15926718711853027,4.1986777782440186,4.357944965362549,68414120145989.445,0.035540671513500745,0.004764619303990152,0.025675910027099905,0.02546470045381935,0.0010864390682009924,0.09810036588863795,0.06662359597926686,0.0070053688172212235,0.14620202469845683,0.09937852662156535,0.015762305923498993,2.4627585305774202,0.15858104155952582,0.03758448115650375,13682824029198.406,0.0771177072255356,0.01324064285388303
Window RBF,3412,1065,845,19.849659384543106,0.6254940032958984,13.999011039733887,14.624505043029785,44916293842855.94,0.030624063097880384,0.004716955330223979,0.005452251455714219,0.0053945799796255136,4.358869131143367e-05,0.09444372576302851,0.06146426521227064,0.006137012823408897,0.13520029516333626,0.08666860063518518,0.012198037051673228,2.461762218975777,0.14646454161912714,0.032174208876595084,8983258768571.7,0.06612321010881773,0.011053960554642524
Window Cosine,3032,1065,1225,28.77613342729622,0.2543017864227295,20.389243841171265,20.643545627593994,19258557114473.117,0.0261815251673784,0.005030173280274763,0.004418249098301072,0.004380621429805415,3.3276202945227834e-05,0.09125029749737021,0.05986969960440316,0.00577730716896862,0.13375645200079805,0.08562610783301804,0.011909366355805777,2.5195044217661904,0.14906578598107162,0.033411360959642804,3851711422895.1523,0.0650247480031353,0.011232296793527441
Window Linear,52,1065,4205,98.77848249941273,0.08928060531616211,2.26971697807312,2.3589975833892822,233874298099301.1,0.0741828894429721,0.00842283874457773,0.04337504042170648,0.043342620641788954,0.0029216254101507946,0.1451563631065482,0.10313576591784802,0.016968995524035625,0.15004023486659718,0.09115482166034508,0.014128581312057372,2.130494639120333,0.2141113907017766,0.06795342013475943,46774859619860.67,0.10518549767294619,0.02207909222511619
Window Clinear,57,1065,4200,98.66102889358703,0.0614011287689209,2.5137462615966797,2.5751473903656006,119294236930956.64,0.04759891223042628,0.005313341114225814,0.049286340125564244,0.04923249249046925,0.0037559185496491006,0.11432785382900186,0.0821787448985124,0.010885259985377165,0.14870295472665457,0.09312432105892164,0.014406593410430176,2.1301429999468504,0.19371814098160547,0.05590099144596796,23858847386191.785,0.09317052233198705,0.01805242090113004
Window Rank,827,1065,3430,80.57317359642941,0.17832016944885254,4.354691028594971,4.533011198043823,67762028650543.914,0.03568921586499176,0.0048476679417349955,0.0075808899277337305,0.00751062561419549,8.667069184876507e-05,0.103686762729537,0.06955248436971036,0.007926537365407632,0.132265474819793,0.08776583731824253,0.012415886203929317,2.417566949718871,0.15598235156506957,0.036432206256642855,13552405730109.293,0.07130010294644189,0.012341793691912711
Window Mahalanobis,827,1065,3430,80.57317359642941,0.15034222602844238,8.234541893005371,8.384884119033813,64426428980273.59,0.03468472048494299,0.004746237928589156,0.016274311838848372,0.016136085844264014,0.00034773527741075003,0.09580758592895736,0.06410342938582873,0.006737900713198455,0.14101994460118877,0.08956722641978958,0.01308486800971833,2.5357346211072995,0.16152767627145692,0.039209986644515395,12885285796055.246,0.07320382768125641,0.01282534571468642
Window AR,3107,1065,1150,27.014329339910738,0.09869503974914551,17.6236732006073,17.722368240356445,51737705766804.67,0.03202929267025483,0.004753066918065001,0.0048153072746784965,0.004772180783530697,3.218800120302734e-05,0.09083460622180946,0.0594721992664557,0.005732926776815992,0.13075747183141498,0.08377518659868752,0.011434762038608996,2.350744368171204,0.14179522215222468,0.030184453709654228,10347541153361.426,0.06436881629423066,0.010427479488869447
Window Mean,1603,1065,2654,62.344373972280955,1.8196470737457275,11.68101692199707,13.500663995742798,70366623080867.34,0.03598245001060685,0.004813731453277057,0.0060369338311566535,0.0059868033893997275,6.196792839402839e-05,0.09589398716907176,0.06204435308683642,0.006285648823575468,0.1365980445203788,0.08814540874472096,0.012619463210545998,2.499322847841944,0.153579248281252,0.03538896647636,14073324616173.984,0.06914765270256318,0.011833955578430507
Window Median,842,1065,3415,80.22081277895231,1.8196470737457275,6.1985390186309814,8.018186092376709,71818296991915.4,0.036550921136284234,0.004915592276862107,0.026728882789857335,0.026501824846438215,0.0009972480999967726,0.09337124697486653,0.06418111968733144,0.006705932007136809,0.13766939815680604,0.08993865207454915,0.013134937982507918,2.474254365497919,0.15847804427573264,0.037602776396766464,14363659398383.588,0.0751301124040671,0.012671297352654026
Binary Segmentation L1,4157,1065,100,2.3490721165139767,0.5562789440155029,20.27506709098816,20.831346035003662,78394125506766.77,0.03741323091047942,0.004651910783595857,0.010720457606867078,0.01061982499463332,0.00013053823989363155,0.08870692465871508,0.05908665364165799,0.0056105573416172115,0.13718800730249756,0.08351881657332741,0.011446896632694948,2.413403958314586,0.14431883473727364,0.03128930047711759,15678825101353.85,0.06699147217147436,0.010625840694983842
Binary Segmentation L2,17,1065,4240,99.60065774019262,0.1604139804840088,2.3786160945892334,2.539030075073242,766643670545643.0,0.23430984541196923,0.05774879016060518,0.046394954246458064,0.04634389492677704,0.0032329336567020143,0.11540017443009383,0.0881083736136427,0.012174046654338631,0.26715027192990626,0.16262778525563232,0.036313346295898385,1.748093362729833,0.2401424527144402,0.08729441808930544,153328734109128.84,0.15430647038449233,0.03935270697136989
Binary Segmentation Normal,4172,1065,85,1.9967112990368803,0.3027939796447754,24.336589097976685,24.63938307762146,79724818679340.97,0.0378008477948497,0.004732028812199166,0.0033069222951511764,0.0032781452568944602,1.7748963728297865e-05,0.08780837069832302,0.058476234905012074,0.00548833498450642,0.13798004588311985,0.08534044897453197,0.011842284546468677,2.419775648847278,0.14499514390125073,0.03150463421196787,15944963735868.693,0.06597816416650779,0.010717006303774087
Binary Segmentation RBF,2407,1065,1850,43.45783415550857,12.770344018936157,12.630386114120483,25.40073013305664,98055748034360.44,0.04176047848546401,0.004828108185984879,0.007192521231000063,0.007127862970406209,8.828367219116022e-05,0.09320217773548295,0.06119431020921738,0.006080225072995856,0.1361694823070496,0.08717765942555626,0.01236369933216957,2.6684881288401727,0.16217120560800652,0.03958529568274798,19611149606872.645,0.07188630333973009,0.012589122389217892
Binary Segmentation Cosine,17,1065,4240,99.60065774019262,19.91594433784485,2.2063310146331787,22.122275352478027,907728939234695.8,0.27759397894909754,0.07984043646416256,0.22002105240328654,0.2198428214398576,0.04981224303309032,0.10771268083774267,0.0824929328351358,0.010893547340967473,0.20630468040231184,0.1227910757526325,0.023805194120501975,1.7058895350683265,0.229865624483989,0.07995602970249674,181545787846939.22,0.18651728669214246,0.04886149013224376
Binary Segmentation Linear,12,1065,4245,99.71811134601832,0.2762110233306885,2.5624189376831055,2.838629961013794,521120792850293.3,0.15877480508991282,0.028532722402616412,0.06358535326021018,0.06348527462039277,0.005570139364193691,0.09893252880646898,0.07487693418519892,0.00916293056383867,0.26341352688935976,0.15783212696685536,0.037708841806876434,1.6244266427148129,0.35002867681394484,0.18490155224362928,104224158570058.97,0.16099956353526085,0.05317523727623086
Binary Segmentation Clinear,4122,1065,135,3.171247357293869,0.1801619529724121,24.259395837783813,24.439557790756226,59854148599313.695,0.03355044674355544,0.004636834190752025,0.003612708376487069,0.0035728841994805997,1.87336813755248e-05,0.0907717034223345,0.05952164726503219,0.005716202310873473,0.1387338204779843,0.0841553637739907,0.011601048651089765,2.4566072813946414,0.1463298006865427,0.0321519235100961,11970829719863.246,0.0654260285337203,0.010824948468837373
Binary Segmentation Rank,2222,1065,2035,47.80361757105943,0.2836110591888428,11.819308042526245,12.102919101715088,59881005457269.734,0.03379392316472485,0.004767431779317859,0.0060857874072871255,0.006030177939386353,6.044748912887045e-05,0.09123476896921551,0.059439327045029786,0.005746714979756303,0.13823419169564494,0.08830816690137203,0.01269745675201752,2.653435237936387,0.16084934643111382,0.03901092926257029,11976201091454.498,0.06968418829632536,0.012456596052558177
Binary Segmentation Mahalanobis,2222,1065,2035,47.80361757105943,12.150879859924316,13.798222064971924,25.94910192489624,132889146465237.88,0.049784386189873825,0.005172119598312912,0.005743178636448609,0.005693111390878098,5.148867390877295e-05,0.08727243926218561,0.05780101493028117,0.0054027336160296325,0.1412843869951933,0.08831062487460305,0.012769487582624663,2.4931163445087576,0.1528476431852222,0.03516452476637441,26577829293048.086,0.07088735611417167,0.011712070847450066
Binary Segmentation AR,17,1065,4240,99.60065774019262,0.47980785369873047,2.4366872310638428,2.9164950847625732,589140450201757.0,0.18163776400403972,0.03540673915748213,0.12023548698328064,0.12012800355361868,0.015255489403599434,0.11333104759122987,0.08513306018264905,0.011810558156270835,0.29172827964971004,0.17692195932108826,0.04584410526797125,1.8449206802095413,0.2227192631849464,0.07434759994206341,117828090040351.72,0.15730801004926848,0.03653289838547742
Binary Segmentation Mean,1937,1065,2320,54.49847310312427,47.07644701004028,15.234748840332031,62.311195850372314,57797406855099.51,0.03324429329004919,0.0047196047560191514,0.005207958066347717,0.005163728557524645,4.014483598160819e-05,0.09646206458823807,0.06229311944671954,0.006378418141825668,0.13584172572885855,0.08627511270631642,0.01213046259945925,2.5097757424096288,0.15355535388084585,0.0354630512107819,11559481371020.42,0.06810632157629111,0.011746336308813518
Binary Segmentation Median,2222,1065,2035,47.80361757105943,47.07644701004028,17.0337176322937,64.11016464233398,92728469289894.78,0.040534577507188266,0.0047191463729388105,0.003695193073110335,0.00366298059145327,2.251020617219529e-05,0.08912597415156678,0.05895595767678411,0.005593459052295293,0.13151960127458126,0.08719641252577873,0.012252547315606613,2.6206088360419435,0.15959162114534628,0.03832952568429083,18545693857979.48,0.06998830988931011,0.012183437726260746
Bottom Up L1,2007,1065,2250,52.85412262156448,0.09447622299194336,10.17948317527771,10.273959398269653,66184010358366.99,0.03516365671781726,0.004805917735500191,0.007531236476678362,0.007447759547026738,7.94222486896323e-05,0.09128905557318845,0.05959267193844803,0.005751552755026846,0.1365234902067586,0.08743497663316753,0.012411720153820084,2.6131180946104524,0.15890941035959708,0.038040815948279294,13236802071673.94,0.06970969503921133,0.012217885768263211
Bottom Up L2,77,1065,4180,98.19121447028424,0.05919981002807617,2.2137410640716553,2.2729408740997314,194532450425783.34,0.06903386575755889,0.008870262100122952,0.0679978153690153,0.06791633256005707,0.006050926227316541,0.12661740360267534,0.09293903679513849,0.013684267498862321,0.1835665968344047,0.11058834994741949,0.020096767122407017,1.8633047362094264,0.2032896020092841,0.061907779470261194,38906490085157.05,0.10875343741389161,0.02212200048379399
Bottom Up Normal,132,1065,4125,96.89922480620154,0.11321306228637695,2.703181028366089,2.816394090652466,85632051156114.33,0.03995278516328387,0.005295376610008561,0.04771648883387139,0.047577014659813704,0.003418860534130799,0.12122019474460526,0.08399905727782433,0.011503960239862818,0.13560684941920914,0.08480671076374198,0.011970994618336483,2.933569430073904,0.1937483598961377,0.057067539152309145,17126410231223.49,0.09001678555216028,0.01785134623092956
Bottom Up RBF,2007,1065,2250,52.85412262156448,0.8498592376708984,10.061527013778687,10.911386251449585,86052047517577.62,0.039129389323812026,0.004754114734828943,0.011088509803725045,0.010986623224646832,0.00021022268036625138,0.09090323544746333,0.060330444764756526,0.0059027274024793025,0.14187137796622204,0.0881999994238402,0.012809314819155003,2.5284733848824406,0.15470677037839728,0.03590228480251347,17210409503516.047,0.07067064542309058,0.011915732887868602
Bottom Up Cosine,77,1065,4180,98.19121447028424,0.33957695960998535,2.536374092102051,2.875951051712036,267804166619077.47,0.08251317205581986,0.009611581310156754,0.055725973982959705,0.0556973456569287,0.004938137938738113,0.08582168990670468,0.06330095616621267,0.006639233829929644,0.17906882355829204,0.10726113544358101,0.01918037632859703,2.232479959321018,0.20078717923940503,0.060102519595317476,53560833323815.93,0.10191195771238952,0.0200943698005478
Bottom Up Linear,17,1065,4240,99.60065774019262,0.08650326728820801,2.291821002960205,2.378324270248413,637798773786384.0,0.20266593319167758,0.04380904215776899,0.10077399753177578,0.10072561334707256,0.011330740913645675,0.18665505714912703,0.13962075020937473,0.027659393610463563,0.2297395525773723,0.1382897127985623,0.027972835535064657,1.606114924716008,0.23717780561811447,0.08572296322757106,127559754757277.08,0.16369596303296033,0.039298995088902756
Bottom Up Clinear,3617,1065,640,15.034061545689454,0.05622291564941406,15.837695121765137,15.89391803741455,47312870188480.17,0.0311159928371071,0.004740059624677511,0.006160916438902464,0.006091643001902872,5.086677756833963e-05,0.08725666615084343,0.058863516131723345,0.005555944956104147,0.1343178163475479,0.08518528649909257,0.011879380302646939,2.346528288851386,0.14191233380562415,0.03021103188763916,9462574037696.521,0.06463375445508998,0.010487456709727217
Bottom Up Rank,2342,1065,1915,44.98473103124266,0.1757049560546875,10.508646726608276,10.684351682662964,64698367171695.59,0.03463044137972801,0.004706307043435161,0.00986430406795577,0.00977602550740072,0.00015118752178997004,0.09121340614577403,0.060690567837289905,0.005954983710358876,0.13956185395232165,0.08692259947435957,0.01244730945366829,2.6701637485542102,0.16185501483036766,0.03942476646004969,12939673434339.672,0.07077492980582915,0.0125369108378604
Bottom Up Mahalanobis,2342,1065,1915,44.98473103124266,0.18814897537231445,12.243236064910889,12.431385040283203,77784083106161.22,0.03738341763073669,0.00473401564112238,0.005564205460547897,0.005504490590549828,4.293536938692152e-05,0.0947628395404896,0.06126306240616213,0.006134896097226478,0.132172344850931,0.08720220178128522,0.012305288112524944,2.4701467751929593,0.15209262871707538,0.03476152541396726,15556816621232.76,0.06868916022516183,0.011595732126845596
Bottom Up AR,132,1065,4125,96.89922480620154,0.0924539566040039,2.8388378620147705,2.9312918186187744,218623247939591.16,0.07040349575417332,0.00747308432496693,0.05014396669688754,0.04997964925633263,0.0039018904269700846,0.10989728918919675,0.07638220053498505,0.009660456641020554,0.14827210586531814,0.0937716076432353,0.014443808847459149,2.668053528036606,0.17932128905056471,0.04833330409995795,43724649587918.77,0.09397164844785814,0.016762508868074937
Bottom Up Mean,1275,1065,2982,70.0493305144468,2.055359363555908,10.65770411491394,12.713063478469849,67726990176264.84,0.03563250562659657,0.004898032696797327,0.007966984969165104,0.007897339671728352,9.554097211379644e-05,0.08710622550332224,0.06088935035577826,0.005915556183673007,0.14057674881567556,0.0891908155339636,0.012970178061936679,2.6916998364909466,0.16265418869941295,0.03982633774723832,13545398035253.527,0.07125283997749594,0.012741129132351842
Bottom Up Median,1070,1065,3187,74.86492835330044,2.055359363555908,6.680367708206177,8.735727071762085,72079382508953.53,0.036758589206208066,0.005009301095678985,0.018115906059996297,0.017964931526526652,0.000559387583200145,0.09081463867651661,0.06162836629800793,0.00615873922351277,0.13817045311380774,0.09037414821144188,0.013283593764775678,2.661282852878324,0.16250495811026763,0.0396977413222831,14415876501791.254,0.07384619867049044,0.012941752597890141
