Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4257,1065,N/A,N/A,N/A,20.877863883972168,20.877863883972168,82899320235116.0,0.03843991171568032,0.004712930563565704,0.0028841370558537528,0.0028570376743968303,1.3439430969174584e-05,0.09673256863376968,0.062313503470432484,0.0063554484135599,0.1378167916288006,0.0839322588554282,0.011618063152040496,2.557587151868032,0.15073646870780538,0.034149461988090726,16579864047023.734,0.06765583608474864,0.011369868709645204
Fixed Cut 5.0%,4045,1065,212,4.9800328870096315,N/A,40.03919792175293,40.03919792175293,70943017498257.55,0.035912252197710895,0.004718526867519385,0.0024864609708167024,0.0024616122679394408,9.874370448528304e-06,0.09385750829252819,0.06102677094940552,0.006045674400303325,0.13358137292600455,0.08559262800387928,0.011851130920194403,2.3550418468224192,0.1418485079547656,0.03026238094180266,14188603499652.004,0.06536835427474015,0.010577517500053663
Fixed Cut 10.0%,3832,1065,425,9.983556495184402,N/A,20.239322900772095,20.239322900772095,48943694308149.76,0.03145335998077087,0.004705500238525491,0.002818175901754698,0.002791181704256394,1.3128052498447166e-05,0.09671875499326055,0.06266810336450525,0.006407164559195974,0.13167129312236878,0.08294073987080082,0.011250300150784969,2.3007874248051188,0.1402962475216051,0.029570587493359796,9788738861630.434,0.06402992648838766,0.010389336098872937
Fixed Cut 15.0%,3619,1065,638,14.987080103359174,N/A,15.532633066177368,15.532633066177368,72664338539472.92,0.0363106732722648,0.004715583804553049,0.004837007380873797,0.0047910484980985685,4.265990379518345e-05,0.09218706423070244,0.06015334027101504,0.0058792367841871826,0.1360687539435835,0.08681490769958006,0.012236879947405743,2.5923306802268797,0.15259469863828598,0.034987571916413406,14532867707895.125,0.06813293367584886,0.011572386471270905
Fixed Cut 20.0%,3406,1065,851,19.990603711533943,N/A,20.27714204788208,20.27714204788208,64253800293948.35,0.03443624750114389,0.004672511659906971,0.005956021509536347,0.005904058866435797,5.6062982262913165e-05,0.09227606989130233,0.06082332058363067,0.0059783663290014204,0.14005063282967722,0.08715053865512357,0.012434273691360435,2.46356386124874,0.14713887510942492,0.03249406971852669,12850760058790.188,0.06709060814315175,0.011127056876211693
Fixed Cut 25.0%,3193,1065,1064,24.994127319708713,N/A,15.037188291549683,15.037188291549683,85353094792005.77,0.039022051149168534,0.0047725806146894185,0.009168541059318261,0.009084317398360929,0.00010152182730315719,0.09033942737670846,0.05934532297694399,0.005697039417306113,0.13226646078917273,0.08621838735200119,0.012020408997638976,2.5325133856966637,0.14982186408663922,0.03370094010045071,17070618958401.678,0.06869838859262276,0.011258498191477678
Fixed Cut 30.0%,2980,1065,1277,29.997650927883484,N/A,18.069634914398193,18.069634914398193,14807882813773.504,0.0253497194934594,0.00501033692658731,0.004376895389787766,0.004338536684572188,3.211212033171547e-05,0.09015028670256316,0.059535435514895874,0.0057255872925443254,0.13244839964169072,0.086007655218485,0.0120146966803513,2.3116149244282354,0.14543684719808989,0.03176670780605613,2961576562755.195,0.06413363882190044,0.010909888165174159
Fixed Cut 35.0%,2768,1065,1489,34.97768381489312,N/A,13.957817077636719,13.957817077636719,60809044851188.586,0.03384214548719582,0.004726203909025567,0.01642309109060843,0.01624349372698433,0.0002936403131569959,0.09312747592961584,0.060956067035808525,0.006023664889191755,0.13554470018215697,0.0877730052200386,0.01249339249401699,2.368050710126097,0.1479883941625979,0.032827642176753366,12161808970238.209,0.06936062112652504,0.011272908756428942
Fixed Cut 40.0%,2555,1065,1702,39.981207423067886,N/A,16.362321138381958,16.362321138381958,32422100863158.74,0.028403932313694598,0.004897842891476271,0.003964170924871339,0.003930309613114336,2.6840970408313463e-05,0.0929417103333353,0.06032479452020028,0.0059312889934379515,0.13239170974165249,0.08722954844488945,0.012273784354768268,2.3816895827165743,0.1481688553399941,0.03295319078539339,6484420172632.24,0.06561148804637854,0.011216589599096837
Fixed Cut 45.0%,2342,1065,1915,44.98473103124266,N/A,20.467514991760254,20.467514991760254,73484740937013.11,0.03653677167728256,0.004745512321273626,0.0029661644083070586,0.002940488717995446,1.4185598416143192e-05,0.09052467524224979,0.059618334080431205,0.005715122470743367,0.13516759022724045,0.08692584051168765,0.012256334837570547,2.3643794115517935,0.14730894599933556,0.03266547306672815,14696948187403.115,0.06666607619734648,0.011079325658946367
