Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg P_MAPE,Std P_MAPE,Avg P_MAE,Std P_MAE,Avg P_MSE,Std P_MSE,Avg PrA_MAPE,Std PrA_MAPE,Avg PrA_MAE,Std PrA_MAE,Avg PrA_MSE,Std PrA_MSE,Avg T_MAPE,Std T_MAPE,Avg T_MAE,Std T_MAE,Avg T_MSE,Std T_MSE,Avg UR_MAPE,Std UR_MAPE,Avg UR_MAE,Std UR_MAE,Avg UR_MSE,Std UR_MSE,Avg VV_MAPE,Std VV_MAPE,Avg VV_MAE,Std VV_MAE,Avg VV_MSE,Std VV_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Window L2,3032,1065,1225,28.77613342729622,0.06621131896972657,0.0004578023697966827,18.3422269821167,3.3745981013526136,18.408438301086427,3.3749300071532784,57681123573773.52,27748419444427.953,0.03345237257487212,0.0055482025443813155,0.004789626298782641,6.691928761238825e-05,0.0037531384798172194,0.001258304686960057,0.0037204904594204907,0.0012484655552318024,2.5830944519531176e-05,1.8529771722655003e-05,0.0918447827704428,0.004313447544872664,0.06037909100368487,0.0019458332967190355,0.005896127939231514,0.0004288131829457093,0.1343877571189934,0.0021682118931757913,0.08493334301703012,0.0009048078948279922,0.011741340044443698,0.0002381297039852257,2.448067005908835,0.0395054116509944,0.14595111301637484,0.001704113561057953,0.03199090353707388,0.0007286140912828126,11536224714755.21,5549683888885.595,0.06568728201427648,0.0017085517907589043,0.010888765752810258,0.00016655636168922048
Window Normal,857,1065,3400,79.86845196147522,0.15832996368408203,0.0024359675547292246,6.546840715408325,2.0790507614782276,6.705170679092407,2.0785833644077094,84914283985589.06,22855748037298.727,0.03902556015408876,0.00487603030097575,0.004825749688160546,0.00010449140104997669,0.014884904347867503,0.007291555165393183,0.014756951577858434,0.007233543864356192,0.00039687511603940794,0.0004058526117029586,0.09506686726220492,0.0035303040633502137,0.06418862506839537,0.0019354003689472554,0.006688181185997141,0.0003865014038931969,0.14015816002981193,0.004508197182999985,0.09128607848401077,0.005007923112286991,0.013529018474203385,0.001348500497164028,2.55910597738779,0.11032569634057789,0.1625810312076196,0.005276047077051601,0.039730940038155985,0.00265704842847464,16982856797118.342,4571149607459.75,0.07436764929839457,0.0025972157680442367,0.013034152900511301,0.0005106530365420543
Window RBF,3412,1065,845,19.849659384543106,0.638463020324707,0.04794287058076437,14.24715223312378,4.816989831938516,14.885615253448487,4.850162523373382,50409399210293.195,23119820751051.746,0.031960686861767326,0.004522166853513408,0.004798127638788138,9.523420024083005e-05,0.006457997504194699,0.003807612242973762,0.00639707344988559,0.0037750106412848808,8.705111833822164e-05,0.00011041702662389066,0.09312240538562405,0.0015302103968308064,0.061080898576235575,0.0009373024165893797,0.006043081892661938,0.00018645174226679577,0.13448946169372203,0.0004896401717829816,0.08667759307805241,0.0014794816441762839,0.012179263699318675,0.0003438828606141021,2.487660395485315,0.033324856172682625,0.14768499660526865,0.0016629480826246446,0.03274079225894946,0.0007345882317897306,10081879842059.156,4623964150210.353,0.06676024971424188,0.001660461059923725,0.011169663321611286,0.00019328245340097364
Window Cosine,3032,1065,1225,28.77613342729622,0.27752065658569336,0.026981815371585335,15.27707085609436,6.04639060383519,15.554591512680053,6.0520840196733685,45341717468776.84,28008523698508.008,0.03131385684922193,0.004986800903176874,0.004917583694338292,0.0002564858325592516,0.008773671634625904,0.0066972005203205605,0.008694712209001644,0.006635504430485422,0.0001860816020062304,0.00023247463046954434,0.09085486610814479,0.0013654717915963439,0.05960931009348931,0.00035028475615899964,0.005763830620313803,9.03611296213012e-05,0.1338834719516415,0.0016037511272942412,0.0870688308988126,0.0012661951181362956,0.012229033905930185,0.0003110780283025416,2.4708213636997076,0.0752787492119424,0.14695045537011803,0.0033417745179853196,0.032425927501954686,0.0014441441952968048,9068343493755.887,5601704739701.58,0.06672743308412869,0.0018983404612408915,0.011104491464908637,0.00035999541595142586
Window Linear,52,1065,4205,98.77848249941273,0.091270112991333,0.005302969469038868,2.23280987739563,0.04537530675310817,2.324079990386963,0.043536133417701045,258336416129960.28,50506479729030.055,0.08150831196741899,0.013283830623874938,0.009384581368502938,0.0019491829172900508,0.055068705523672865,0.020969368334913602,0.05500972812872438,0.02093818211624989,0.005223659631152865,0.004184757735527073,0.1140532407056567,0.01982879723354428,0.0819981487609324,0.013512355013633837,0.011029234231588038,0.0036217465362318596,0.15363177858044078,0.004492970113899481,0.0965420466015758,0.0049469621818558004,0.015558658085205054,0.0014801483204793348,1.9593374376342432,0.21820121353618102,0.21796315905543479,0.016528003756888482,0.07149760106995035,0.01171938027456788,51667283225992.45,10101295945805.982,0.10660427890281728,0.00744387391486818,0.02253874687727984,0.003136861583935956
Window Clinear,57,1065,4200,98.66102889358703,0.0647200107574463,0.005174392049541451,2.3838289737701417,0.2196177888201907,2.448548984527588,0.21541661375935403,179679585300044.75,60092003811297.5,0.06179601574147471,0.014448826200482701,0.006783565905533328,0.0014990543258145772,0.059491289407183526,0.03493935595345923,0.0594312321608488,0.03488046513123659,0.005562439416697291,0.005582070802490253,0.1279045965427575,0.010597502455977908,0.09213883592704175,0.0074409630930927645,0.013451579627491822,0.0017031053102343388,0.1546863470031598,0.00691927445946024,0.09571303973037462,0.0031427094628971703,0.015179509393089258,0.0009370314957855699,2.13734910937869,0.056743312726246574,0.19981467436695086,0.0058288593740780095,0.05948245144641727,0.00336875735013024,35935917060009.39,12018400762259.482,0.10177875958533819,0.008235211684912353,0.020091909157845794,0.0019510213205812365
Window Rank,827,1065,3430,80.57317359642941,0.17737722396850586,0.0033068311539244163,5.154498863220215,1.1665878912555014,5.3318760871887205,1.1665425258709312,62028530958714.99,29061148666494.09,0.035242652449870314,0.005568289078683765,0.00512060547340748,0.0003753087469542033,0.022095131752169428,0.019550769580994436,0.021902095286754027,0.019373277683579923,0.0012297943431748308,0.002057693721728838,0.10183123582056708,0.007394177211861954,0.06818755161149019,0.004445182713875406,0.007595593090496162,0.0009935346061804484,0.13486236537383228,0.005648677385794017,0.08762493003848584,0.004105824325911184,0.012511876738070773,0.0010148640618044714,2.568832603214816,0.15150592625914752,0.16307091061841847,0.007195517338861345,0.04000734499539347,0.0037130171675462936,12405706191743.535,5812229733298.821,0.07520562800100372,0.003327482283227647,0.013293042928108545,0.0006522746360650962
Window Mahalanobis,827,1065,3430,80.57317359642941,0.15005264282226563,0.001844633565416176,6.942608833312988,1.483392662390246,7.0926614761352536,1.4824413928154307,66112097426970.95,20255560306597.664,0.03521104256075257,0.00416327684532635,0.004813816632417118,5.487568438361361e-05,0.013638363204322127,0.0038482125163941676,0.013522388645856202,0.0038130292849731587,0.0002759090791943259,0.00010458179330276975,0.09661820592165891,0.006770705435114856,0.06479157887180499,0.0034811048420458623,0.006876469258779113,0.0007817839024785471,0.13896061267879659,0.003033637572633361,0.09021136687903673,0.0027096797603620533,0.0132153464284261,0.0006623159888271059,2.617522698966306,0.13555139679323405,0.16542783719636028,0.006822557961547198,0.04119948563252004,0.0035487842291294417,13222419485394.732,4051112061319.518,0.07383284283076211,0.0018450964403043963,0.013276205406267342,0.0007959906023424671
Window AR,3107,1065,1150,27.014329339910738,0.09952421188354492,0.0025951193035135545,15.855246973037719,2.4455558721752624,15.954771184921265,2.447004862519665,46777194794251.76,11157822601997.488,0.031118346117544046,0.0020763420934992323,0.004774366365920766,7.343075589176982e-05,0.005450851967520674,0.0027776951971531048,0.005403009011161529,0.0027541582539142044,5.50458452188997e-05,6.012546289853642e-05,0.09013724968757732,0.0017412868497122926,0.05952091717151836,0.0011436493987116078,0.005710012799385157,0.000227593149661211,0.13295288037289965,0.0012905277416835447,0.08565794604390346,0.0015210619209759593,0.011907178679776474,0.0003780884895673628,2.4264300791861295,0.09301641580477427,0.14519874042341294,0.0038645161364629743,0.03166281108333007,0.0017137584369262035,9355438958850.854,2231564520399.483,0.06537979175350805,0.0010134523397678785,0.010821882954726273,0.0003871341581459007
Window Mean,1603,1065,2654,62.344373972280955,1.8555685520172118,0.0671812422563335,10.97129921913147,3.8108901301777873,12.826867771148681,3.776100544544205,81210851207633.23,24080737774538.21,0.03829318312634457,0.005212752105634486,0.004826912298187569,0.00013610984261547843,0.006886686687646077,0.0024555664070506525,0.006824053733785054,0.0024361919074810706,7.646232342009823e-05,5.3355515871095746e-05,0.09176135638417607,0.004629204626958548,0.060068365625866885,0.0022627605894906407,0.005880594964854037,0.0004639116657132098,0.13431609939251543,0.001300860964257717,0.08700894916171999,0.0015085530537482536,0.012307632933765581,0.0003726648269727424,2.521712118335971,0.044778845765138166,0.15447362227927317,0.002137158548676018,0.03584029171553915,0.0010300888333039423,16242170241527.168,4816147554907.645,0.06933363478539793,0.0012602128153737509,0.01178637884715329,9.75619902280568e-05
Window Median,842,1065,3415,80.22081277895231,1.8555685520172118,0.0671812422563335,6.44096531867981,1.086482278157839,8.296533870697022,1.0743454401151615,86924681198285.62,34526678341983.957,0.03974703192015876,0.007350514554476988,0.004982875804210485,0.00017413040028707406,0.01701921838594992,0.00821851178497578,0.016871137899509253,0.008151295120584158,0.00047144197396726596,0.00038895428695704954,0.09860105811755414,0.010950678067356175,0.06601324010939563,0.006044585124069434,0.007147423177573924,0.001330589475823638,0.13714387512525594,0.0013439057007572483,0.0883350057784309,0.0015021587817586081,0.012720724805867334,0.0003749827007317553,2.5281955344385953,0.10674694431376189,0.1611437516874458,0.005616223510257086,0.038990581366887496,0.002832124802623724,17384936239657.646,6905335668396.787,0.07442203347898801,0.003177825227936654,0.012862609425701308,0.0005358471684807594
