Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg P_MAPE,Std P_MAPE,Avg P_MAE,Std P_MAE,Avg P_MSE,Std P_MSE,Avg PrA_MAPE,Std PrA_MAPE,Avg PrA_MAE,Std PrA_MAE,Avg PrA_MSE,Std PrA_MSE,Avg T_MAPE,Std T_MAPE,Avg T_MAE,Std T_MAE,Avg T_MSE,Std T_MSE,Avg UR_MAPE,Std UR_MAPE,Avg UR_MAE,Std UR_MAE,Avg UR_MSE,Std UR_MSE,Avg VV_MAPE,Std VV_MAPE,Avg VV_MAE,Std VV_MAE,Avg VV_MSE,Std VV_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Binary Segmentation L1,4157,1065,100,2.3490721165139767,0.5532809257507324,0.0051633911629523155,21.26254506111145,5.042428469455723,21.815825986862183,5.0399037658702825,48448702860332.805,18632202107529.758,0.03141165898227192,0.0036729223676137926,0.0047175183905055615,6.970930712355023e-05,0.0048409460658238,0.003365807011287076,0.004793868015523652,0.0033349187003488753,4.0602634893473815e-05,5.088757956935268e-05,0.09133570832837945,0.0026305765385280424,0.059910609405677585,0.0010162109473253564,0.005816959334378418,0.00023449747101232042,0.1367196260643942,0.001442972513819893,0.0837447332617373,0.0005136893681254479,0.011500962337387885,0.00017914913669467964,2.444075881667989,0.14143410394272282,0.1458512451291663,0.005682018017132119,0.03199581210635001,0.0025075107127506937,9689740572067.068,3726440421505.9404,0.06514242295887533,0.0015397142538205754,0.01081437096070307,0.0005287356239449147
Binary Segmentation L2,17,1065,4240,99.60065774019262,0.16400680541992188,0.00220118693658803,2.4313414096832275,0.0939402501133578,2.5953482151031495,0.09385020154486544,702319474040090.4,91637943360344.6,0.21279313445332912,0.027601072564265798,0.048898836272383416,0.01134717867719252,0.06114676352121802,0.014548497997094807,0.06110792968220189,0.014545699944130953,0.00523861754613028,0.0020739225929808356,0.10104969617413095,0.012207256758526313,0.08192247340488525,0.009618925160047729,0.010799265694062237,0.002262476042965981,0.3127880771330844,0.06967616097740466,0.19165718756409403,0.045213435846952345,0.051035068786103505,0.02016099513924715,1.645828723939498,0.17189701080430725,0.24297289981655285,0.020514432268795464,0.0900606621331527,0.015447585811501532,140463894808018.38,18327588672068.953,0.15809072498421264,0.010736216412035265,0.04120649008636641,0.005530030600652133
Binary Segmentation Normal,4172,1065,85,1.9967112990368803,0.31064324378967284,0.00593855907989526,24.191984462738038,4.849120283761835,24.50262770652771,4.847562943251649,67125660896722.234,24418908095137.64,0.03526071258255739,0.005118273587721098,0.004762616640281403,6.518347621202561e-05,0.00392954751185169,0.0014689454937448863,0.0038896622203328348,0.0014500145942605658,2.471800130718607e-05,1.634275913851064e-05,0.08883403613970459,0.0024394492447011172,0.05866070932991286,0.0008976578072970571,0.005546057055218819,0.00021048442578626704,0.13471374466061917,0.003940251083160368,0.08375668038792111,0.0014212787497175268,0.011431307929638103,0.00040669411021997104,2.4233715897588746,0.03186696299608021,0.14482747383109917,0.0011773409192909062,0.031488058620478036,0.0005185481862004575,13425132179344.95,4883781619027.5205,0.06527904767036467,0.0012170199043957336,0.010650551649384709,6.307344556928592e-05
Binary Segmentation RBF,2407,1065,1850,43.45783415550857,12.80155029296875,0.028728869998216302,17.52622857093811,5.214328115455755,30.32777886390686,5.2093330266876405,70973650731517.28,31766778545594.65,0.03621095503890662,0.006399487669628195,0.0048247986059053154,9.037968814906068e-05,0.004643718193238487,0.001686432428365541,0.004600157817893899,0.0016728001925367649,3.8462613312296205e-05,2.9793073857375606e-05,0.09784379172273346,0.003196233082812995,0.06321346731058648,0.0014459009549719008,0.006521088899258178,0.0003251170711341905,0.13442480237319626,0.001987901586375744,0.08674009847031348,0.0005751697868238554,0.012220805990964883,0.00015110418692847267,2.458218127004379,0.169184213736033,0.1522132898797906,0.007448349639760508,0.03487375958268217,0.003475389631801359,14194730146303.967,6353355709118.945,0.0685955937034982,0.0023752612514631104,0.011695783138424568,0.0006329386338821815
Binary Segmentation Cosine,17,1065,4240,99.60065774019262,19.739005470275877,0.12158722948303774,2.3852539539337156,0.11261219902633465,22.124259424209594,0.08589998257633323,819727215646405.5,193415713784455.28,0.2511590458339814,0.059939272933722254,0.06883546337415887,0.02854053611205063,0.07586688552461365,0.08132779325642021,0.07580119912079274,0.08126437873002348,0.011948934152645392,0.021204337849596726,0.10158871073366016,0.009216229966264191,0.07962431821792407,0.006764154562671255,0.010184310729502398,0.0017366057315315673,0.25340321985067693,0.03522673327493991,0.15363883473525206,0.02232099959155936,0.03478613292514368,0.007874853487078849,1.6480656129843425,0.08850562688318835,0.23117816689801673,0.016505811340887157,0.08156774352606705,0.01164021413707821,163945443129281.25,38683142756890.99,0.1582803129611934,0.020372586887151125,0.04146451694150343,0.007327530443148685
Binary Segmentation Linear,12,1065,4245,99.71811134601832,0.2714396476745605,0.005054621639768441,2.5026763916015624,0.2322033617808051,2.774116039276123,0.23517617932290108,440154678194029.3,148042257506017.16,0.13272729134489342,0.041021692587762185,0.022076407095423366,0.010063242591510986,0.07688075613078403,0.04317188915820305,0.07680839269098712,0.04315880966782294,0.008620175491526588,0.009140114250261195,0.1182178182761285,0.031009639830600417,0.09121050377844826,0.021508483329650767,0.013888228688857172,0.0060476861448792215,0.2536427390055988,0.09223580345657931,0.15457511311951452,0.05620959384179098,0.03792428448810406,0.024517116648629884,1.4902622160402357,0.09959375273883789,0.3624860001559884,0.025953603944726726,0.19940170153060807,0.028707033999473754,88030935638806.12,29608451501203.383,0.16356146021796628,0.02154675374534984,0.05638215945890384,0.008902504685732678
Binary Segmentation Clinear,4122,1065,135,3.171247357293869,0.18239941596984863,0.003910275141792302,22.89060835838318,4.03595589129665,23.073007774353027,4.039302306202022,65263009877929.016,21492981702603.15,0.03482642508666079,0.004496644381127306,0.004717052767809813,8.730286617335263e-05,0.003797836090730217,0.0004475331773530718,0.003757592982400439,0.00044349840358746115,2.1819366561622994e-05,5.560786741260999e-06,0.09033641952698984,0.00348944110006021,0.059594950866315055,0.001595768762399753,0.005727457023370997,0.00033353000140599426,0.1356308470593805,0.003316646589913009,0.08418790401391835,0.0011423084281942158,0.011551667342823355,0.00030264099170641037,2.4065733291382236,0.053839754782527074,0.14418247270648266,0.0021676525113875035,0.03124162274355335,0.0009376356221944328,13052601975586.3,4298596340520.6294,0.06530986913115545,0.0007907291128964664,0.010651923848823828,0.0001636481523853403
Binary Segmentation Rank,2222,1065,2035,47.80361757105943,0.27672767639160156,0.004579962984346354,12.950041151046753,4.198679135831297,13.226768827438354,4.199909638412707,57889945542821.24,19591880660593.42,0.03347396885734522,0.0038693944227570546,0.0048034674194132165,8.183595261485622e-05,0.007509284983835209,0.0028047305192090183,0.007439923074479277,0.0027778527042229906,9.267347192599391e-05,5.96330201873919e-05,0.09574715221726038,0.006791309824722481,0.061990950549878576,0.003618574339146597,0.006285611074588518,0.0007890273415590046,0.1369688130375964,0.0020044548462221077,0.08742134392459107,0.0009325703299366937,0.012461809546722588,0.0002787185973765042,2.5444164377380685,0.0827190002781579,0.15558811248019236,0.0038033202742737467,0.036398979478913136,0.0018549029515046104,11577989108564.777,3918376132118.6885,0.0691828597772973,0.0004792210876389129,0.0120085081983127,0.00035123060423167897
Binary Segmentation Mahalanobis,2222,1065,2035,47.80361757105943,12.170172595977784,0.04666156298172793,13.366071128845215,4.720381313956574,25.536243724823,4.721806924280889,81617291511966.7,47239560203869.23,0.03866361428051942,0.010125032649982258,0.004939538848489523,0.00019914258520580918,0.0065213061894200015,0.0040957820986287944,0.006460278620636945,0.004058703727438442,9.217761312801376e-05,0.00012055928596103058,0.09186050127177506,0.003907465011148887,0.06006305443312326,0.001926220045950594,0.005869943261969866,0.0004239389608319904,0.13836976727959355,0.0027648291929207804,0.08727705080746447,0.0009287345402389319,0.012476494709510273,0.00030673011994696074,2.5487589794475083,0.05865231631109602,0.15577560871427976,0.002853995436116869,0.03650057501869713,0.0013689124945745633,16323458302393.867,9447912040773.834,0.06964792137120476,0.0025402044958980725,0.011975745890358961,0.00033959182275931774
Binary Segmentation AR,17,1065,4240,99.60065774019262,0.48020162582397463,0.005082711856216733,2.396295928955078,0.13996404024880557,2.8764975547790526,0.13801030215195997,604026049333019.0,102231211665544.23,0.18638819538627696,0.031402232209373195,0.03825777529532898,0.010431829610373469,0.09910898358903492,0.04944645063066036,0.09902185554186953,0.04940479151834351,0.01355132819065832,0.012050678708824352,0.09878833374087183,0.012071197146013873,0.07693368815419077,0.0097534877735948,0.009733934092489582,0.0022815595638923025,0.25994707145885576,0.03094447113819502,0.1574648262429729,0.019346546677374003,0.036233918816777885,0.008100469141919338,1.7756349662616668,0.12793697084198802,0.22632525505009723,0.01672449307354359,0.07780214576945434,0.011705891594986919,120805209866604.08,20446242333108.8,0.1492267640750815,0.006766071823968448,0.0351158204329418,0.0031263806767866413
Binary Segmentation Mean,1937,1065,2320,54.49847310312427,46.949427700042726,0.1406343714031508,13.26785159111023,1.3347168698114968,60.217279291152956,1.4473648682818636,59501698049218.336,15612667458066.26,0.03371628074357526,0.0031779080991302675,0.0047730439773181225,4.562621994421702e-05,0.0056876242866142675,0.001515083468525286,0.00563759847386195,0.0015017339534795985,5.2836226030950935e-05,2.6478880280195443e-05,0.09717859908872689,0.0027871115998277687,0.06271381842688988,0.0015251130121859114,0.006450403277457029,0.0003265327635786257,0.13468223551379077,0.001484789701161903,0.0872713589562143,0.0012923317841402728,0.012339136476421389,0.0003068385792618285,2.5228999953335833,0.06009716246695083,0.15443291334440817,0.002712716710656435,0.035855035908316214,0.0012706469849300265,11900339609844.19,3122533491613.2554,0.0687543939889899,0.0012437223738108708,0.011894091173108743,0.00026285978917169647
Binary Segmentation Median,2222,1065,2035,47.80361757105943,46.949427700042726,0.1406343714031508,14.545338487625122,5.329958703586268,61.49476618766785,5.361780779167658,64303201395962.164,27386184986447.93,0.034834081784101835,0.0054801597068683955,0.0048009456312054525,6.986132795957153e-05,0.008535196828399977,0.00524893143306988,0.00845009319018499,0.005200098255626941,0.00012279230244495608,0.00012063134106279968,0.09549545920034712,0.006733074776455599,0.06219004271449176,0.0036041441829381573,0.006311780060018891,0.0007965403559577866,0.13314425444482283,0.0020417995178060627,0.08725852272555976,0.0014299416786772525,0.012314959250973567,0.00036327104227185927,2.548504019000406,0.07485058995918958,0.15591503861219494,0.0038237078095059805,0.036566436594601126,0.0018269918224266474,12860640279192.957,5477236997289.576,0.06972955580530664,0.00130656746891092,0.012023382767848801,0.00045338201772153773
Bottom Up L1,2007,1065,2250,52.85412262156448,0.0946115493774414,0.0008441675119055224,9.999404430389404,1.2589957846087,10.094015979766846,1.2584612996207976,57491204218469.19,7615319651124.766,0.03335055974890021,0.0015773080744437055,0.004818277240548568,1.7487856555372977e-05,0.007833636449026312,0.003124573559162486,0.0077585772725027105,0.0030980835900737244,0.00011040954902363655,9.341064927099839e-05,0.0922819799307568,0.0015998450232268444,0.06062161500495062,0.0010377911540965345,0.005949978241324435,0.0001990925182314028,0.13594883789083462,0.0011322508906886262,0.08794797571433968,0.0013136636648408075,0.012560362645504877,0.0003160004753926522,2.508591020429778,0.08572069293992954,0.15407657045963313,0.003740236296863234,0.035689456971373136,0.00178872623222306,11498240843694.36,1523063930224.9517,0.06875105964006527,0.000770269473301995,0.011825696929554933,0.00031551656655350523
Bottom Up L2,77,1065,4180,98.19121447028424,0.061217641830444335,0.001519916493283687,2.255509614944458,0.05200593110192303,2.3167272567749024,0.05259921168126665,204214739387889.0,53904160705909.875,0.06862514074854592,0.01333962579158247,0.007734863760570733,0.0020688427887412663,0.04934668430033617,0.033434892444918055,0.04929860926288935,0.03339251837961946,0.004130804548422409,0.004468635441783323,0.11381927191881015,0.012005716984436188,0.08506579931594607,0.006741563415093824,0.011608876511426553,0.0017041185636270263,0.18046207988350424,0.0193888250121376,0.10890785672307084,0.011481901640454874,0.019550745697102287,0.003712979198082621,2.145228322155301,0.1850533918766406,0.2026071943683554,0.004555868922795692,0.06113536819156582,0.0027126773597200555,40842947877578.234,10780832141181.934,0.10290092008376155,0.006177952622984549,0.020832131741817556,0.0014198866326168098
Bottom Up Normal,132,1065,4125,96.89922480620154,0.11064176559448242,0.0016492574353632104,2.7172430038452147,0.5498255744580665,2.8278847694396974,0.5504102548107285,179703489034977.44,58708492136555.195,0.0617653676505333,0.01402044584994083,0.006891929083183559,0.0013341354166737309,0.04666824722824918,0.0029637636339447204,0.046515887163143504,0.002959267066805629,0.0032358459958446856,0.00036026850305895047,0.10931630036655661,0.012552104979367689,0.07641093270887374,0.007985688796962962,0.00963179328087727,0.0019647437004355686,0.14764281259041692,0.007129629859832803,0.09215260715918201,0.00610229985554765,0.014020982091926499,0.0016028293634608982,2.836216330839286,0.24194100666500973,0.1894494965194263,0.012125293821921328,0.0545823168615607,0.00702522342660643,35940697806996.08,11741698427311.004,0.09325885824023175,0.002876344981211451,0.01767257346267854,0.0013862468281822709
Bottom Up RBF,2007,1065,2250,52.85412262156448,0.6944568634033204,0.09013005177162733,13.209920358657836,4.957115410604631,13.904377222061157,4.914222604871224,47782472238450.76,30297115299544.68,0.031591819342212404,0.005709682201277528,0.004857043045483308,0.00019957988135684942,0.007035658888132723,0.002766563184887851,0.006971099155053936,0.002742861066517935,9.331937869486219e-05,7.373385848348912e-05,0.09894354567306028,0.01200324246079468,0.06425718984486549,0.006706221004765869,0.006770543208597897,0.0014820516364686446,0.13604683040488538,0.0034455610745617966,0.08869831776618735,0.00220962536282827,0.012731952681191299,0.0005021281065210057,2.5074122133827483,0.07226765516377125,0.15406232673581094,0.00312157263738233,0.03565232865735459,0.0014543062136363214,9556494447690.676,6059423059908.92,0.06911615056882602,0.0018091146049779652,0.012021037394264397,0.0005212752609548139
Bottom Up Cosine,77,1065,4180,98.19121447028424,0.3881809711456299,0.06005200775591644,2.5292980670928955,0.057657229439309586,2.9174790382385254,0.08353706052384088,243105963585887.94,44756881167676.6,0.07718009130671354,0.010734632885332,0.008754886846004922,0.0014405376925824076,0.045831252236828046,0.007600143910874844,0.04580536016486059,0.007596899661406757,0.0032947742999699793,0.001073113392230628,0.10356802323514651,0.010831493885515336,0.07659305510987853,0.008887600381302678,0.009610636508406191,0.0021054851679213407,0.17912027114022183,0.023464146150952676,0.10833827162947703,0.014973787165511603,0.019581225750927196,0.004972465541140538,2.194871165148938,0.1465348094855954,0.20019614996509627,0.008238878492473732,0.05989199021408365,0.004789274836564073,48621192717178.016,8951376233535.297,0.10162258563520522,0.003033617818759216,0.020226702723878387,0.0007993584266547678
Bottom Up Linear,17,1065,4240,99.60065774019262,0.08798027038574219,0.006509986071684288,2.2733816623687746,0.17792169034446106,2.361361932754517,0.1740277373494965,757755258104649.4,85305244608488.48,0.23159073362136456,0.024319834886425088,0.057284215333810985,0.011049316543134957,0.11342008092913025,0.026593777920084286,0.11335574223751667,0.026570787643908186,0.015169958800468127,0.0066400513663815285,0.1221513273010657,0.046552465322826156,0.09479214973444829,0.03259522890174006,0.014659899108045903,0.008871251056614213,0.24920825741183578,0.11618171201946369,0.15375358685109683,0.07040377275732551,0.03792719465391435,0.028204458292942207,1.4855676874783492,0.17076689662526426,0.2606006406738644,0.04242520647170344,0.10451617516063176,0.033000847821694414,151551051620930.06,17061048921697.633,0.1708185706236582,0.015189952811502011,0.04591148861137418,0.009064832936305356
Bottom Up Clinear,3617,1065,640,15.034061545689454,0.059601545333862305,0.002267329487049427,16.875391960144043,5.347800711175954,16.934993505477905,5.346914277221852,52461196188826.75,9142723176021.338,0.032229480491227654,0.0018529434148429396,0.004755300602493238,2.508694190500698e-05,0.007378278975972782,0.0063129886319372355,0.007307483975813745,0.006258715773579759,0.0001361073516015512,0.0002305241777883386,0.08827605267869856,0.0007065789894208808,0.05931191931503452,0.0008908643081250827,0.005650244487778335,0.00015705263246698322,0.13322301112223311,0.0021756897909155186,0.08506522471439565,0.0008692959014806377,0.011769897509225967,0.0002596678513386744,2.4853537245863686,0.10175753974783301,0.1476934764116808,0.0043588043499591415,0.0327888977363187,0.001956799008906108,10492239237765.863,1828544635204.2695,0.06632151698163044,0.0020831310831113704,0.011020089537483558,0.00039655598837431505
Bottom Up Rank,2342,1065,1915,44.98473103124266,0.213539981842041,0.076246837079888,9.172799205780029,0.9753265221567443,9.38633918762207,0.9534694326675449,75288740441198.11,38434575181943.805,0.03725789893716449,0.008117533959673953,0.004913392556932642,0.00024202004356391725,0.010624332575811598,0.0036680803491933654,0.010525540280699481,0.0036378667413054966,0.00019872553923052527,0.00014663612113973145,0.09309063262110755,0.003890399980786242,0.06132378981500379,0.0019894196184672007,0.006112275095941008,0.0004266705321641411,0.13789639117947636,0.0029091046240003206,0.08835077417738126,0.0011519194129651913,0.012745739099472457,0.00030597796279980275,2.5445719937384057,0.12236215745185258,0.15601884527691226,0.00537112650426935,0.036593214574796765,0.0026016330027401817,15057748088240.146,7686915036388.77,0.07069536969743223,0.0016177088457677174,0.012112669373274683,0.00040411208426998133
Bottom Up Mahalanobis,2342,1065,1915,44.98473103124266,0.18050408363342285,0.005363949045237754,12.259291839599609,2.3254221207195664,12.439795923233032,2.3249611209353587,90846518488880.56,19907742640020.1,0.04030409701757568,0.004282338214062461,0.004833539882098327,8.004064464664405e-05,0.006557359206874076,0.0017541283137980893,0.0064935570022933,0.0017394809417752356,7.293629750911669e-05,4.2425415513736524e-05,0.09414913939780914,0.0027689723315277824,0.061290012752982154,0.0014839602082874796,0.00611950898977689,0.00030032158889089995,0.13755770948510965,0.00470261674336654,0.08850029332099481,0.0010897216716870915,0.012746081170369615,0.00036086695704500287,2.546403793142709,0.052254465468818526,0.15565426033911145,0.0025780831141126,0.03640584638726769,0.0012111197112425586,18169303697776.637,3981548528004.019,0.07044844408659147,0.0010237800428800176,0.012035582545404334,0.0003046988479612596
Bottom Up AR,132,1065,4125,96.89922480620154,0.09019498825073242,0.0013607216863381786,2.627496671676636,0.23061201965693165,2.717691659927368,0.23135351831714243,176051808665243.34,30408030723071.242,0.06122650195177039,0.005590369582374088,0.0068029115970186654,0.0007762253320556855,0.049877574118352974,0.019279988309549783,0.04970165910521257,0.019188985382072563,0.00418558992381246,0.002709080225788028,0.10132204344287808,0.00723321636058993,0.07320244105976732,0.0044569504851953564,0.008640511531371409,0.001062701261302185,0.1519995860979135,0.009589669444637714,0.0989031781790186,0.010016509794801126,0.01602892352917441,0.0031661522350177546,2.5727045257512056,0.20974949190117834,0.17542589176007337,0.009440080149855623,0.04631354868461376,0.005128970675588625,35210361733049.195,6081606144614.25,0.09169193441116841,0.005381894479960168,0.01639429705319814,0.001237695429116359
Bottom Up Mean,1275,1065,2982,70.0493305144468,1.9809296607971192,0.08807672257783711,10.596764421463012,2.3136313940972992,12.577694082260132,2.291220428233796,56488693929465.47,32652649051477.34,0.03369216209577118,0.006191931800850217,0.004999457102103374,0.0002334793300053754,0.01000379196231035,0.004252634903420694,0.009917037770092315,0.0042194262350926616,0.00018495189093271455,0.00017523612165325155,0.09383956973167651,0.006924688395004409,0.0634912173891101,0.0035034728874053624,0.006553887379764044,0.0008027728953161518,0.1375478684769699,0.002700399982073405,0.08954275630224293,0.001000628686645048,0.012967822954614384,0.0002152560899977603,2.62426988809783,0.1359454009012254,0.16018537286147394,0.007067431731963123,0.03861496071098255,0.003432239803026483,11297738785893.64,6530529810295.449,0.07136570928373809,0.0009769473025704122,0.012664216007679415,0.0006371812973209371
Bottom Up Median,1070,1065,3187,74.86492835330044,1.9809296607971192,0.08807672257783711,10.286907148361205,3.092902973414438,12.267836809158325,3.0968451739285356,66410330652103.266,40178494524807.53,0.03558777425026699,0.00842509707563147,0.004976556859038857,0.0001474357510055829,0.011369961534365204,0.004821420475417005,0.01127217065368908,0.004781669819350233,0.00023940377502894948,0.00019587121757062238,0.0896558434263603,0.001866909134934292,0.06129089168415533,0.0005883282426135231,0.006078232832989648,0.00014501030365460154,0.1354249425152783,0.0019063283168322715,0.08862584222146438,0.0017089554544725254,0.012696631772813997,0.0004825091996293664,2.7452891422619117,0.06990244658021119,0.16658265632658562,0.004069813590055169,0.04174834436789193,0.002028812019997821,13282066130421.22,8035698904961.511,0.07267186702723227,0.0023579812085063804,0.013147833921552683,0.0003080924487078373
