Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4257,1065,N/A,N/A,N/A,24.42297077178955,24.42297077178955,59709774546538.67,0.033585242019974745,0.004676532086528149,0.0037452951004058716,0.003704612428181581,2.12171251570648e-05,0.08773728735133661,0.05882728524823331,0.005532713174413866,0.13370672807926898,0.08335029241369317,0.011321443612532222,2.534578888250649,0.15029127317197213,0.03390554810608449,11941954909308.258,0.06595174105641097,0.011091490820943165
Fixed Cut 5.0%,4045,1065,212,4.9800328870096315,N/A,20.541939973831177,20.541939973831177,54228763382930.28,0.032537719500236255,0.004746470825750196,0.01747211840340376,0.017285007109326962,0.00032079446563034885,0.09157657852545797,0.0596569880078948,0.005785623149962415,0.13869914086773405,0.0864215043117637,0.012182053798384045,2.434323830599664,0.14527350277934584,0.031688643865424145,10845752676586.566,0.06823494434171348,0.010944717221030225
Fixed Cut 10.0%,3832,1065,425,9.983556495184402,N/A,24.235667943954468,24.235667943954468,52778142692142.07,0.032222688460736074,0.004702491066874365,0.0029629043656201237,0.002935646281054262,1.4502932521869447e-05,0.09180119296738522,0.059778955618742385,0.005796991999016307,0.13260507425293838,0.0854979059246792,0.011825804375861415,2.490072616481469,0.1477429949961015,0.032783266936574615,10555628538428.934,0.06563563825626267,0.011024611462169712
Fixed Cut 15.0%,3619,1065,638,14.987080103359174,N/A,34.64137601852417,34.64137601852417,77671676393260.5,0.03729027813508141,0.004681778211350905,0.004822482247218509,0.00476698763231792,3.092594620397074e-05,0.08912103695162703,0.05906620524793007,0.00561920628972173,0.13709006422235295,0.08506007853801703,0.011868472584941248,2.354409806750579,0.14184255868404363,0.030246853785451167,15534335278652.59,0.06560522164747801,0.010489447363533808
Fixed Cut 20.0%,3406,1065,851,19.990603711533943,N/A,23.103713989257812,23.103713989257812,19791134872876.707,0.025977967980593493,0.0048909436365855334,0.005045581251869426,0.004987845400014435,3.29047373944419e-05,0.08666333814489595,0.05780099057706527,0.005386453499847024,0.13509026210398487,0.08488584403588027,0.011734973726216727,2.561983014814213,0.15123372021311612,0.03437649514903059,3958226974575.883,0.0649772736413339,0.011284354149814867
Fixed Cut 25.0%,3193,1065,1064,24.994127319708713,N/A,17.907284021377563,17.907284021377563,41972883162761.37,0.03016527331001072,0.00479029512035667,0.005156670998271785,0.005100293821271303,3.616607924965062e-05,0.0938259243401205,0.0616825402930928,0.006151123836874622,0.1319193234081487,0.0870502710426153,0.012161595569294591,2.3607266872598895,0.14205843203665539,0.030326737330544903,8394576632552.768,0.06521136210072909,0.01069318358726409
Fixed Cut 30.0%,2980,1065,1277,29.997650927883484,N/A,15.677890062332153,15.677890062332153,58874319652210.84,0.033565156396669876,0.004739074159177459,0.006374555824568055,0.006318750272197977,6.548101509626834e-05,0.09473829093182536,0.06158155620474615,0.006189175755523784,0.13309991802310991,0.08641247372329272,0.0120894407959267,2.4625878962749503,0.1518532830133506,0.03460956710430137,11774863930442.68,0.06794624392205147,0.01153854776600512
Fixed Cut 35.0%,2768,1065,1489,34.97768381489312,N/A,12.404704093933105,12.404704093933105,48425965125261.37,0.03136979486828341,0.004720802733304642,0.005339733358973612,0.005291682786844683,4.8972721923151736e-05,0.09154913904737011,0.05975595941943139,0.005790735941903361,0.13235415643101114,0.08576637846639512,0.011949657917216097,2.452590875602902,0.151576136637676,0.03449448581036681,9685193025052.785,0.0667519904357261,0.011400931024942804
Fixed Cut 40.0%,2555,1065,1702,39.981207423067886,N/A,13.684251070022583,13.684251070022583,50928503381970.375,0.03233367141685204,0.0048689917963523266,0.006814534739523845,0.006749846074670584,7.810638698402813e-05,0.0965835105829588,0.06204506044855826,0.0063204708649716316,0.13408631860551004,0.08794689498944165,0.012494652885598277,2.4384096094465253,0.15056395494066885,0.03402524321380671,10185700676394.582,0.06792788557403827,0.011557493029542603
Fixed Cut 45.0%,2342,1065,1915,44.98473103124266,N/A,10.7816162109375,10.7816162109375,56573933849130.83,0.03296548885071316,0.004744908653130959,0.006539723564555335,0.006471839316177963,5.999592161891077e-05,0.09142660534843496,0.05982638313571625,0.005820027523804304,0.13489361457857027,0.08753191238819434,0.012455747564894053,2.42961844799208,0.15056513980111538,0.0340563211733402,11314786769826.67,0.0674721526983834,0.011427400167357687
Fixed Cut 50.0%,2129,1065,2128,49.98825463941743,N/A,13.890981912612915,13.890981912612915,41672758146364.28,0.030525388609695905,0.004924602074707032,0.005007684535155035,0.004958857594774251,3.822009821299223e-05,0.09584143219373582,0.062108030173250055,0.00630947511345149,0.13535150399989143,0.08876090953301771,0.012804783962115837,2.6518290614233004,0.16070833342929186,0.03884557378002418,8334551629273.401,0.06941230386800593,0.01258453100570232
Fixed Cut 55.0%,1916,1065,2341,54.99177824759221,N/A,14.058629035949707,14.058629035949707,34884267703019.934,0.02908640084356348,0.00491300779932652,0.004732643405341795,0.004689266780363785,3.6181727015758045e-05,0.10051138106358774,0.06475156747425759,0.006881158341159329,0.13231478890479617,0.08562405094385969,0.011903528037150866,2.601226968235148,0.15828777866563393,0.037677876809597034,6976853540604.529,0.06848781294153569,0.01228235054284989
