Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4553,1139,N/A,N/A,N/A,18.83111000061035,18.83111000061035,30392805542562.703,0.016097738642109366,0.0008688285914864218,0.009908058552660646,0.009781583276415779,0.00011950192247727602,0.09087720039559959,0.06333787622098609,0.005982045021430445,0.0927166158425167,0.07050296154101007,0.00791978409987773,0.3837347218529838,0.0847350300839865,0.010898396215154746,6078561108512.638,0.048891037952901555,0.005157711170085323
Fixed Cut 5.0%,4326,1139,227,4.985723698660224,N/A,21.614424228668213,21.614424228668213,52727383394343.56,0.02201674036767045,0.0009415051598573791,0.005394962821592748,0.0053283446342816294,3.820510007808312e-05,0.09414185981813475,0.06533120034251365,0.006357907675566025,0.09571978662509088,0.07480624465093993,0.008837277650673016,0.3717961717858863,0.08319375511002043,0.010668825672422664,10545476678868.812,0.05013525702108522,0.005368744251719433
Fixed Cut 10.0%,4098,1139,455,9.99341093784318,N/A,19.94549822807312,19.94549822807312,25089983010057.695,0.014626037215494379,0.0008277392734510854,0.014285799212487543,0.014136874804337948,0.00022338455297622078,0.09409044441994639,0.06416052575991259,0.006362773564359316,0.09104924208285074,0.0695390331944337,0.007716186453228752,0.43524286817277585,0.09214804211440654,0.0123888569747539,5017996602011.65,0.050922102617717034,0.005503788163753857
Fixed Cut 15.0%,3871,1139,682,14.979134636503405,N/A,41.65076994895935,41.65076994895935,29921004455163.44,0.01590462770281808,0.0008501333515087199,0.002376339336747707,0.0023508289669982143,9.034689523792401e-06,0.09075594715015192,0.062080142360654025,0.005932061857205527,0.09145651532180102,0.06704657998665033,0.00724062969426224,0.3714651977323163,0.08253988082685122,0.010447161524762232,5984200891032.783,0.04598441196879437,0.004895804223452505
Fixed Cut 20.0%,3643,1139,910,19.98682187568636,N/A,13.45329999923706,13.45329999923706,40303432644400.63,0.01876243719062128,0.0008881413911113721,0.007344466193776325,0.007252611165264543,7.625926146018845e-05,0.09252677974693335,0.06491632123557257,0.006178499083498026,0.09195030315801775,0.06787742610802014,0.007370291333673656,0.33128153502344715,0.07880990907165042,0.010149434050109065,8060686528880.216,0.04752374095422579,0.004932525023970462
Fixed Cut 25.0%,3415,1139,1138,24.994509114869317,N/A,15.101337194442749,15.101337194442749,38944648217793.98,0.01823431701009852,0.0008832949251346553,0.017379995957124757,0.017202997180498836,0.0003650142068079085,0.09766303256745981,0.06609342374606174,0.00691622648831773,0.0928320038987437,0.07232391779967877,0.008273351061812059,0.39880319749776966,0.08705127918730177,0.011340055929743176,7788929643558.904,0.05218118698472792,0.005555588522363109
Fixed Cut 30.0%,3188,1139,1365,29.98023281352954,N/A,23.156512022018433,23.156512022018433,33187332952833.117,0.01675882940184528,0.000854734879146436,0.003680878862667402,0.0036455975494408574,2.151874059542532e-05,0.0919372115716193,0.06302824824629193,0.006067519698086581,0.0911291471782675,0.06939643597697222,0.007687464940238576,0.3748446534875015,0.08314459839400708,0.010589197767325498,6637466590566.721,0.047194741913711466,0.005044087205078502
Fixed Cut 35.0%,2960,1139,1593,34.9879200527125,N/A,24.059274911880493,24.059274911880493,9389307375949.576,0.011177781282781433,0.0008668435734031165,0.002955337877156697,0.0029197550174452245,1.3257318469425532e-05,0.0910233785858828,0.06270751882527557,0.005965161698486094,0.0927328372681991,0.07151690420049239,0.008126602628945571,0.3507168301783967,0.08048126918229447,0.010227721462614392,1877861475190.0208,0.0457606457016578,0.005039917336383718
Fixed Cut 40.0%,2732,1139,1821,39.99560729189545,N/A,11.53311014175415,11.53311014175415,13063314530391.676,0.01221618208267586,0.0008789954868854758,0.0061933289565679,0.006123245974220861,5.145089156637473e-05,0.09407233305206496,0.06549900339880271,0.006406131981172306,0.09775129749233628,0.07695390095314175,0.009247853680426615,0.378976592724554,0.08406246465678704,0.010750514032424226,2612662906078.441,0.048970959413125625,0.005466989214494997
Fixed Cut 45.0%,2505,1139,2048,44.981330990555676,N/A,21.71458673477173,21.71458673477173,27718723870519.55,0.020235242822440297,0.0012601769851613668,0.008548452247554288,0.00844017218155225,8.63854567288013e-05,0.09755686733291305,0.06531147611566891,0.006924682577947711,0.09187787297949945,0.07063959572592453,0.007971003395435895,0.32786765690235925,0.07876198117769131,0.010188972751819427,5543744774103.999,0.04867769360465545,0.005286244233418645
Fixed Cut 50.0%,2277,1139,2276,49.98901822973863,N/A,15.40179705619812,15.40179705619812,24931055836867.13,0.014704058638987402,0.0008408746711716174,0.005004746798941856,0.004942004045788716,3.363624808890656e-05,0.09624115522638634,0.06531092132795309,0.006684608277149636,0.09464945797788656,0.07341527496314104,0.008557886780007795,0.3606730133181048,0.08178517045815661,0.010444571798775093,4986211167373.523,0.04803148588680537,0.005312315555038613
Fixed Cut 55.0%,2049,1139,2504,54.99670546892159,N/A,14.891611814498901,14.891611814498901,15695742554590.463,0.012797517580956623,0.0008905703018711264,0.010174510734831152,0.010070910690967293,0.00012122500239463453,0.09190548308507897,0.06296937273638589,0.006106783628203401,0.09379626621662573,0.07154300382784354,0.008169078320620558,0.41699164564756735,0.08927732178972751,0.011790763845616782,3139148510918.202,0.04933162532517614,0.005415684219741295
Fixed Cut 60.0%,1822,1139,2731,59.98242916758182,N/A,10.076327085494995,10.076327085494995,13514553446299.66,0.013645204515178007,0.0010019448510424729,0.009563315931278925,0.009463558448178063,0.00013434899440954164,0.09842072125224081,0.06564344071556927,0.00714230964797097,0.09422976607725224,0.07258250398141512,0.008401489237337585,0.3586922841712574,0.093483034648974,0.013662795053055237,2702910689260.031,0.050963548461862886,0.0060685775567631646
Fixed Cut 65.0%,1594,1139,2959,64.99011640676477,N/A,15.971790790557861,15.971790790557861,29291460337000.094,0.015748035764893156,0.000835502355139885,0.0036499068479439543,0.0036089621586916838,1.827130081502132e-05,0.09888277115480519,0.06553818858333527,0.007202247753878093,0.09600376069539598,0.07524636662691277,0.008932865184091091,0.3466036962397821,0.09263436133504235,0.013784260389019292,5858292067400.115,0.05055518289377505,0.006154629396588675
Fixed Cut 70.0%,1366,1139,3187,69.99780364594773,N/A,9.143484115600586,9.143484115600586,17958919401631.684,0.03226780962622482,0.008146612785514188,0.01124792170369249,0.011142026826875005,0.00021048256524267104,0.09588114566655051,0.06507607154048493,0.006899558885708297,0.0981068788492799,0.07811946308406714,0.00959066439075945,0.35700645345313453,0.09353148746662177,0.01374384199353424,3591783880326.4307,0.05602737170885478,0.0077182321241517655
Fixed Cut 75.0%,1139,1139,3414,74.98352734460795,N/A,8.467973232269287,8.467973232269287,49307364756650.79,0.04841746320376171,0.014508784098789028,0.019095598996417943,0.01887494034391264,0.00048452887815540497,0.10001105334440605,0.06727884893729207,0.007496666580566052,0.09235383520316794,0.06999525148409264,0.007810481337504677,0.4086561128470351,0.10142750537877786,0.015448978109064865,9861472951330.258,0.06119880186956741,0.00914988780081601
Fixed Cut 80.0%,911,1139,3642,79.9912145837909,N/A,8.333352088928223,8.333352088928223,82435889951111.89,0.06069308529168738,0.0183760110945395,0.008624156147615036,0.008526499600976704,0.00010359372813444804,0.09587726481713803,0.06602565171051109,0.0068017872634722094,0.09312412056727,0.07272536426005033,0.008414100826430033,0.44386101095025443,0.10671352586476246,0.016485786773763916,16487177990222.473,0.0629368253455976,0.010036255937268024
Fixed Cut 85.0%,683,1139,3870,84.99890182297386,N/A,3.236185073852539,3.236185073852539,142575024542464.84,0.07712715181091345,0.019949836067632783,0.03666508405011752,0.03627235688288918,0.002095901937667981,0.1258178213329783,0.0840613653580673,0.011615143860514553,0.11020473887188485,0.08690228004612165,0.01147612234047418,0.36522337009604705,0.10061554883378086,0.01658843936131936,28515004908493.043,0.07699574058635447,0.012345088713521779
Fixed Cut 90.0%,456,1139,4097,89.98462552163409,N/A,4.4558892250061035,4.4558892250061035,66819427278530.57,0.05744280510667149,0.01859048633242124,0.025891393325301052,0.025638506150944585,0.0009071359611952803,0.11297440066191036,0.07539603097788401,0.009653457063460774,0.11310617551961619,0.0917289870472719,0.012426680888684405,0.4656610932340459,0.11086781721754768,0.017830503718961572,13363885455706.225,0.07221482930006393,0.011881652792944659
Window L1,158,1139,4395,96.5297605974083,0.13727188110351562,2.4177162647247314,2.554988145828247,34755628014487.79,0.07268169957365075,0.03776960096612976,0.022025350924474947,0.02177979995322994,0.000625826364435759,0.1833725846154449,0.1233462686695621,0.021272895848950264,0.15217428513799333,0.1328629951817473,0.024462172648595657,0.6732012576057251,0.15744488443194715,0.0328084741197206,6951125602897.74,0.10162312956202757,0.023387793989566398
Window L2,158,1139,4395,96.5297605974083,0.07369184494018555,2.4456281661987305,2.519320011138916,230730292013934.03,0.11532849670454298,0.03741654521624499,0.022720280507434014,0.022502978619853328,0.0008142705279586943,0.10428692544086192,0.07068456527320889,0.00812542401162162,0.23393070478405484,0.20258515668748134,0.050800950544703384,0.8092610458303421,0.1877354782002202,0.04564349151633208,46146058402786.97,0.11976733509706147,0.028560136363372145
Window Normal,448,1139,4105,90.16033384581594,0.1753401756286621,3.084102153778076,3.2594423294067383,105374867150089.38,0.06459807449789948,0.01771753235967963,0.040768579044203675,0.04038449289476843,0.00250298329508055,0.16146526226806482,0.10855412104739492,0.01822289804426363,0.10539801275395559,0.0849166368800527,0.01068157097928931,0.4029840412445738,0.10017077006160217,0.014689561696566489,21074973430017.984,0.07972481907634352,0.012762909274975925
Window RBF,158,1139,4395,96.5297605974083,0.6819331645965576,2.5439021587371826,3.2258353233337402,66443458727140.695,0.08189706676925672,0.03955105469170971,0.03665181544334988,0.03622681430484712,0.001958358939997355,0.09863171868446992,0.06934256088376822,0.007245757001099068,0.17773509379264474,0.15435822651657058,0.03048325336855627,0.5711875245458786,0.13436579460867187,0.024297165882445175,13288691745428.27,0.09523809261662297,0.020707117976761533
Window Cosine,158,1139,4395,96.5297605974083,0.288128137588501,2.4254140853881836,2.7135422229766846,56710397381397.48,0.07189917520731229,0.03514559881563123,0.04995900578324258,0.049504295734519484,0.004034215147508537,0.11525977223324899,0.0771327336571823,0.009930287866823487,0.13816691933465736,0.11943357290612498,0.01899604753903803,0.5752734115364709,0.13425119143763578,0.024798407201954024,11342079476279.637,0.09044419378855502,0.018580911314191068
Window Linear,1448,1139,3105,68.19679332308368,0.0905768871307373,7.3212339878082275,7.411810874938965,23092712651933.004,0.014141092179518597,0.0008275563695535942,0.01287014346834378,0.012742493554730287,0.00024221119439905557,0.09452184779636319,0.06476112477897143,0.006644363374112877,0.09107290742047722,0.06946784297217358,0.00767932879836825,0.34363565733626855,0.09255263292570683,0.013829641509397807,4618542530386.695,0.05073303728222015,0.005844620249166315
Window Clinear,1348,1139,3205,70.39314737535692,0.06497788429260254,10.596258163452148,10.661236047744751,23911539345908.184,0.038293151924816776,0.009106044592749869,0.005269810365502377,0.005217931493818962,4.2398983566296276e-05,0.09384699161190348,0.0645906066142522,0.006498818329528196,0.10271554771344683,0.0827732451709938,0.010475925807037191,0.4030485042420247,0.09944882476693825,0.014737675086740369,4782307869181.762,0.058064751994163985,0.008172172559924383
