Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4553,1139,N/A,N/A,N/A,27.785062789916992,27.785062789916992,40952202522090.95,0.018715468609975684,0.0008741262409139553,0.003243840539917632,0.00320869836743541,1.609459269633734e-05,0.09147749702158803,0.06401436099066311,0.005999198298697395,0.09504570784515863,0.07437848478651715,0.008663792444854969,0.3978587782650762,0.08622148530909685,0.011095573506775647,8190440504418.294,0.049307699612737635,0.0053297570167876555
Fixed Cut 5.0%,4326,1139,227,4.985723698660224,N/A,32.73500084877014,32.73500084877014,50060398247533.695,0.021110737117906044,0.0009396315490300562,0.002753534020441459,0.002724386888548428,1.2464748949021925e-05,0.09585628570039417,0.06504039806520089,0.006604405021731522,0.09091947595479509,0.069344920928395,0.007692013348552853,0.382625989201691,0.08433717112780237,0.01080997376001451,10012079649506.84,0.04851152282557055,0.005211697685655591
Fixed Cut 10.0%,4098,1139,455,9.99341093784318,N/A,12.389855861663818,12.389855861663818,34032127892666.785,0.017035718489281457,0.0008500259977870137,0.016020098630375332,0.015816848500638782,0.0003239999607721822,0.0952989492251273,0.0648624226138403,0.006575960319496295,0.09320804455266904,0.07180603568136402,0.008219147775650217,0.4190777795783165,0.08995088576659753,0.011933207818049924,6806425578533.469,0.051894382210344404,0.0055804683743511194
Fixed Cut 15.0%,3871,1139,682,14.979134636503405,N/A,16.54065489768982,16.54065489768982,21449073537358.367,0.013851252326556004,0.0008326320501225433,0.00939211983012886,0.009274934376021275,0.00011556041446199077,0.09368697295343767,0.06440290180072518,0.0063608407633594394,0.09326728765816227,0.06965080333803707,0.007741501293639742,0.3451217450150329,0.08053897509450937,0.010390862394936069,4289814707471.768,0.047543773387169766,0.005088279383303957
Fixed Cut 20.0%,3643,1139,910,19.98682187568636,N/A,13.696425914764404,13.696425914764404,6589823246886.607,0.011807785612858245,0.000984530591391932,0.006248326681151424,0.006189150976927224,6.406561679794912e-05,0.09524972568295592,0.06559134649149162,0.006551093236690469,0.09640057579008418,0.07528786146343981,0.008957838241155348,0.43887077647427175,0.09272075251616534,0.01251395524454833,1317964649377.449,0.05031937941217644,0.005814296586116802
Fixed Cut 25.0%,3415,1139,1138,24.994509114869317,N/A,27.71355891227722,27.71355891227722,37324825350160.82,0.01775725509348327,0.0008475262166966533,0.0023375440919476305,0.0023128199132590424,9.070363181131254e-06,0.09554016806509158,0.06387041199362853,0.006649444614006437,0.09155937064681735,0.07031129523348979,0.007882322087765958,0.3474067047783699,0.08010703673704006,0.01019017791977905,7464965070032.26,0.0468717637941801,0.005115708240285846
Fixed Cut 30.0%,3188,1139,1365,29.98023281352954,N/A,18.089532136917114,18.089532136917114,39396176785222.266,0.018236793584854426,0.0008569566333378622,0.0038053570278352195,0.003764566125412605,2.277698355835021e-05,0.09095157024664133,0.06208723752171851,0.005987953137095775,0.09109724611443847,0.06801332164450619,0.007389798357192033,0.3564430630169352,0.08099630426742088,0.010272629638220048,7879235357044.547,0.04661964462878251,0.004906022949880814
Fixed Cut 35.0%,2960,1139,1593,34.9879200527125,N/A,10.912195682525635,10.912195682525635,38307886450900.35,0.01823701610977844,0.0008697107437344703,0.013881160385754421,0.013737470909329518,0.0002822917527821878,0.10174811023654577,0.0687379505580713,0.007486520867817165,0.09437269874936313,0.07294515836534722,0.008426570588436339,0.37232285146960753,0.08409470328540135,0.010924373737171679,7661577290180.169,0.05155045984558556,0.0055978935379883705
Fixed Cut 40.0%,2732,1139,1821,39.99560729189545,N/A,8.997905969619751,8.997905969619751,12370698758499.443,0.012078431058604278,0.0008881393103959736,0.009316718313770593,0.00920755296141085,0.00010950048030500538,0.0921022707163952,0.06237503939340544,0.006293005514107382,0.09351513176533367,0.07198758465075374,0.00825231752880408,0.41104520900676417,0.0884244611763912,0.011557871671298894,2474139751700.003,0.048814613848113086,0.005420166900982266
Fixed Cut 45.0%,2505,1139,2048,44.981330990555676,N/A,19.828991174697876,19.828991174697876,34179394722886.777,0.01695049567461587,0.0008570588008796269,0.0061039576699050135,0.006042316572067622,5.990431512143972e-05,0.09378042878010845,0.06459026307742091,0.0063419583715934235,0.09331143304466824,0.07055028673346976,0.0079417968706961,0.3408078652311835,0.0796573716171806,0.01019597113576675,6835878944577.451,0.04755814673495094,0.005079337898811464
