Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4396,1099,N/A,N/A,N/A,26.047491788864136,26.047491788864136,178409724936314.9,0.07755456262123546,0.012159230976707881,0.0026937066109319297,0.0026723012093471184,1.182836751987492e-05,0.07811781245224554,0.055515736066408056,0.005104320191896141,0.22944361218895065,0.11784795146368114,0.020816368647311255,186085758527630.66,0.0679249753727537,0.007149873687754996,72899096692789.06,0.06430310534668511,0.009048324374238022
Fixed Cut 5.0%,4177,1099,219,4.981801637852593,N/A,18.355255126953125,18.355255126953125,43954115371759.21,0.04675346781689718,0.011959225263082929,0.004405569744989746,0.004369959957978345,3.0196621922862873e-05,0.08384507934664084,0.0575269775736908,0.005578437536547268,0.2254063942689569,0.11605689175030665,0.020326286848325062,204705277298020.47,0.0711314632534202,0.008172566471603658,49731878533955.945,0.05916775207045864,0.009213342548296356
Fixed Cut 10.0%,3957,1099,439,9.986351228389445,N/A,12.14802598953247,12.14802598953247,226274312222731.06,0.08952192614271691,0.013461894679919333,0.012668281621516883,0.012565890113453815,0.00025512484485826887,0.07523318801533356,0.052853483328438484,0.004756315054969164,0.24634394298346765,0.12439166922857499,0.023618488515810356,201624598743392.72,0.07510514494196821,0.00857612104917573,85579782193224.7,0.07088762275103047,0.010133588828946553
Fixed Cut 15.0%,3737,1099,659,14.990900818926297,N/A,16.49386692047119,16.49386692047119,117865651623615.53,0.06309696344757787,0.01149570100954549,0.005770989852739912,0.00572792023841903,5.4989955113039316e-05,0.08114266352392953,0.05700600689085936,0.005442998943112575,0.22526803065178813,0.11787171170075955,0.020691203885329728,203426844036204.9,0.07119553765367861,0.008134101123174984,64258499131964.08,0.06297962798625892,0.009163798983255155
Fixed Cut 20.0%,3517,1099,879,19.995450409463146,N/A,30.906418085098267,30.906418085098267,70218626288750.09,0.05241236197735071,0.011750269257025742,0.002960549169444493,0.0029324667329951575,1.2912338842862502e-05,0.07760112382942862,0.05452824994583466,0.004941488130390485,0.22934269238502286,0.11721717539945682,0.020796843449769682,193428333842957.25,0.07017856392719662,0.007663848014971768,52729392026341.47,0.059453763596566844,0.009033072238200098
Fixed Cut 25.0%,3297,1099,1099,25.0,N/A,13.610587120056152,13.610587120056152,144012628762956.47,0.06926605948692834,0.011780587548451004,0.005770083683340816,0.005728084039001042,5.422971222539595e-05,0.07728773185162602,0.05418274136709774,0.004944601276499744,0.22313093278987667,0.1183463328191603,0.020718051143685794,192504931053703.16,0.0689459611615598,0.00748593488112705,67303511963331.914,0.06329383577474948,0.008996680912397796
Fixed Cut 30.0%,3078,1099,1318,29.981801637852595,N/A,14.576565742492676,14.576565742492676,44304984941115.07,0.04694714779098191,0.012074872645894399,0.0045808679294715195,0.004544957522004714,3.1817132789366183e-05,0.07897240923734342,0.05541727149429621,0.005138421694988713,0.2298094919398022,0.11795831607305114,0.021081741214077798,176373842238317.88,0.06829018369141639,0.006919429121774047,44135765435886.59,0.05863157531435013,0.009049256361904855
Fixed Cut 35.0%,2858,1099,1538,34.986351228389445,N/A,20.5662739276886,20.5662739276886,35494510359143.95,0.050380886572850836,0.01589901208355894,0.0024656756806002234,0.0024476872875657894,9.932777319731856e-06,0.07837796369999045,0.05505499740812768,0.0050706778200545494,0.22165791720923073,0.12560933355157525,0.02308117275726785,168004544291566.34,0.06733797223067106,0.006573233859886597,40699810930142.06,0.06016617541015815,0.010126805859617522
Fixed Cut 40.0%,2638,1099,1758,39.99090081892629,N/A,14.73405909538269,14.73405909538269,159344675411047.7,0.0778817503169784,0.015105434344494857,0.009241408018043728,0.009172941838751421,0.00011518702468161365,0.08216756909373862,0.056202700312816996,0.005308415454423724,0.21872721967462214,0.12060222021331587,0.021380007531123728,179975860028232.3,0.06680306747058655,0.0068290002709566425,67864107087855.98,0.06613253603048988,0.009747608925136111
Fixed Cut 45.0%,2418,1099,1978,44.99545040946315,N/A,8.980488300323486,8.980488300323486,91730389171505.27,0.062329125664379884,0.015250165278634762,0.013169077638485915,0.013043952384910958,0.00022890495496450883,0.0806886344039371,0.056362837136186,0.005357933049688762,0.22658580796498248,0.1220505385250214,0.022457211866421446,152089266029264.3,0.06868490851727392,0.006387236840695145,48763931040153.92,0.06449427244555445,0.009936290398080926
