Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg P_MAPE,Std P_MAPE,Avg P_MAE,Std P_MAE,Avg P_MSE,Std P_MSE,Avg PrA_MAPE,Std PrA_MAPE,Avg PrA_MAE,Std PrA_MAE,Avg PrA_MSE,Std PrA_MSE,Avg T_MAPE,Std T_MAPE,Avg T_MAE,Std T_MAE,Avg T_MSE,Std T_MSE,Avg UR_MAPE,Std UR_MAPE,Avg UR_MAE,Std UR_MAE,Avg UR_MSE,Std UR_MSE,Avg VV_MAPE,Std VV_MAPE,Avg VV_MAE,Std VV_MAE,Avg VV_MSE,Std VV_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Window RBF,1891,1099,2505,56.983621474067334,0.6598461627960205,0.03666613727666306,11.758927202224731,1.6762857033302636,12.418773365020751,1.644030246559501,121724948235982.33,39536015269224.305,0.0692027015595593,0.009121637697786027,0.015123303713374222,4.691652127694962e-05,0.008505512827638107,0.004995286396765763,0.00843806186899108,0.004958752391795021,0.0001255046042176753,0.00012535934273755222,0.08465883189138819,0.0035094098391168357,0.05779644830550266,0.0018272026615993363,0.0056302339774394,0.0003598457325420731,0.22839072977981165,0.005211692570206963,0.12489701315103365,0.0012866254769358803,0.023110651794371405,0.0003777961970492105,119704336647020.45,23147420412054.754,0.07235891772191902,0.0043144436122213295,0.00660575691719206,0.0005066400831936435,48285856976600.53,4343379491497.5176,0.06653862852140119,0.0028332149156264337,0.01011909020131895,0.00011571490282707103
Window Cosine,3011,1099,1385,31.50591446769791,0.336757755279541,0.024148063759637548,14.121179914474487,4.168748136314237,14.457937669754028,4.162836859346246,114136008915529.62,52647972733150.35,0.06265468841967792,0.012404663502876657,0.011897850837555719,0.00041105953743750766,0.010636737036642923,0.003244042989584195,0.010554626997679416,0.003219248684441549,0.0001884854876478689,0.00010953166642628672,0.07968296850089128,0.0029615954824709742,0.055620258863446306,0.0016446826957538707,0.005247535525251403,0.0002936657163945145,0.22999519832362997,0.00703705715248839,0.11848895185841869,0.0013850129400681849,0.021236177362408282,0.0007050503649496845,180896298394038.25,8961841423399.326,0.07114895346605903,0.0024391295832068465,0.007429458233379443,0.00022177363132775416,59006461461913.555,11438367299841.756,0.06369349592105632,0.0027419816999915436,0.009199901489248537,0.00020539820826979285
Window Linear,2991,1099,1405,31.960873521383075,0.09003777503967285,0.0019932422502521975,15.19096884727478,2.302818856077658,15.281006622314454,2.3028994836658288,96638098206016.34,45589894052092.69,0.0637381912656822,0.010017646007809602,0.015390630269030677,0.00038635846698339635,0.009270565453106692,0.006462515214635062,0.009195241626321482,0.006411791464315039,0.00015792886409452065,0.00021089715603119568,0.0804449570876675,0.0030624811157612757,0.0563408053139664,0.0017437944039475873,0.005334314357430215,0.00035257261158824066,0.22419910044910202,0.007514627857975947,0.120064474271912,0.002508697795322024,0.021303209352780187,0.0008236834033795432,183291865690295.16,9100215710631.14,0.06848628605506822,0.0014335768539797966,0.007155915344506345,0.0004173628043987465,55985992779262.305,9140581745112.555,0.06356499970659013,0.003415673563049708,0.009868399637568385,0.00034897870896929517
Window Clinear,3056,1099,1340,30.482256596906275,0.06227412223815918,0.0015750172206389196,15.502941274642945,2.1319002626720946,15.565215396881104,2.1321833181989027,99205900907965.1,32349934630751.6,0.05894160028606933,0.007272666705568455,0.011671944034360861,0.00016976054961305258,0.010485358792485475,0.006574662872381445,0.010396178766023776,0.0065205986736196885,0.00019055921102404123,0.00018615761020791856,0.08126596277533304,0.004964284047164627,0.05637808344047462,0.0021586239613140736,0.005342108882853958,0.0004020351610626771,0.2280759128664933,0.007852587132706423,0.11996469866251702,0.001921670853666472,0.02153735606387438,0.0004289796945747957,182980890367881.6,11860629603370.814,0.06885482351585068,0.0011838739373318029,0.007197227360807993,0.0004511839945998406,56437358255169.34,6230891630752.836,0.06290707693418712,0.002182787808028382,0.009187839110584238,0.0001119625587161611
Window Rank,3001,1099,1395,31.733393994540492,0.18481063842773438,0.007650509884137179,16.991258239746095,3.622122679338085,17.17606887817383,3.626149675619139,78399297224753.39,41183026278401.516,0.05789833690697629,0.008949787614497696,0.01414896746055303,0.0003347402130365581,0.008155521252181584,0.004679006753690834,0.008086565221068268,0.004639562064152203,0.00011193863125639642,0.00012134604319667914,0.0806419501264422,0.0017818224285306092,0.056101822961858054,0.0007420782885271038,0.005295843298740733,0.00012985671337266145,0.22642730294759233,0.0029937010663713547,0.12167545673161738,0.004820272270941707,0.021979840402236495,0.001446356413411937,171261594626094.66,18943950956234.79,0.0687948746972624,0.0016513108224727594,0.006897314231660559,0.0003512356399645138,49932178370169.61,9760819339819.441,0.06251141130375652,0.0007440581084528456,0.00968678080488944,0.00034899663050318934
Window Mahalanobis,686,1099,3710,84.39490445859873,0.15808072090148925,0.0013764858088924643,6.002662277221679,1.991552067065036,6.160742998123169,1.9920984445534966,154302085545686.03,101077392870855.28,0.09665614412317945,0.03384570026287113,0.029213166769289502,0.011544841921907665,0.19973820991410168,0.12415302089329805,0.1980855040585083,0.12312525496584188,0.07412464328435071,0.09538880671906294,0.16822307305836315,0.060143460824952796,0.12679237671759683,0.04719718547232435,0.02541914600696673,0.01725796742157925,0.26746106924709157,0.024451491538637828,0.17074483304560342,0.027318681959690425,0.043988986542932575,0.01423021562858955,36697027715282.67,23254624419688.656,1.899920795365907,0.18614962089487902,5.601023191182934,1.0271574225757294,38199822652193.69,19353545665578.727,0.4984399306621592,0.0500143288660409,1.1547538267572943,0.21298400934247946
Window AR,3006,1099,1390,31.6196542311192,0.10429801940917968,0.006186509209061505,17.753971147537232,5.5451607107866625,17.85826916694641,5.543749582772637,98787327997312.98,33584452737174.117,0.06239378297771295,0.007566684895592831,0.014045955852967047,0.00018722121162598489,0.007098577514888726,0.0031528093991415084,0.00703991958428863,0.0031267397556190507,8.768787775910771e-05,5.6859812731842e-05,0.08011276792955023,0.0028816849796824834,0.056042529295834975,0.001473953504740625,0.005253455345327114,0.0002581589776254208,0.22853257311852235,0.007438623835194133,0.12222225239131823,0.0029474521252300695,0.022209032346080577,0.0007442615479860411,185644466136918.6,10340762673758.771,0.06876322285323228,0.0007170856745901467,0.007263325185197086,0.000314316176252523,56886358826846.31,5650826147062.471,0.06329234142047745,0.0017643673128713959,0.009771891321466187,0.0002428973010461423
Window Mean,2483,1099,1913,43.51683348498635,1.9652509212493896,0.032615551020915054,12.447359609603883,3.3675271374930418,14.412610530853271,3.3691062987600167,99620156442810.17,81743950127249.44,0.06498924243639698,0.01856028501416201,0.015759433627128647,0.0007332843347285032,0.007678840398957164,0.004534190474053948,0.007618591493842002,0.004499055137089611,0.00010272777605818845,0.00010281844073292794,0.08005034351672144,0.0023679285662537805,0.05584673417640316,0.0012839956688688267,0.005227200894186351,0.00023859095890734353,0.22443362267612177,0.006178321548809025,0.12323248969496563,0.002675876062622423,0.022513437334051083,0.0007711849081123288,154939275630533.62,8493282176377.966,0.0678227574634291,0.0007577151087837399,0.006344088918452847,0.0001594195707504003,50911886414668.74,15837329948643.852,0.06390196305300738,0.003054954731829753,0.00998937770997542,0.00029114250029495345
Window Median,3004,1099,1392,31.665150136487718,1.9652509212493896,0.032615551020915054,17.773426485061645,4.367542370457118,19.738677406311034,4.34615169831239,88463320665054.23,25400213327343.168,0.059946458419625995,0.005617605834147253,0.013995973906954808,0.00021447443997678713,0.009841064002078756,0.0056408820188520725,0.00975433195030886,0.0055826232830584995,0.00015761012725795854,0.00015875118179909384,0.08232317174148732,0.006127622778902754,0.05706862221183482,0.003328842316663926,0.005456858386928923,0.0006666868086710813,0.23003133002815357,0.004850807673967174,0.11969381040697777,0.002706387319168539,0.02147087493663551,0.0006867845460399157,180327130431704.2,9739278937880.465,0.06887725553396756,0.0016285756687090494,0.007114886612329882,0.00039641212544824593,53758090219351.69,5434803964037.2705,0.06306809570454303,0.0030593498964992254,0.009639240794021415,0.00027884238397230795
Binary Segmentation L1,686,1099,3710,84.39490445859873,0.5310832500457764,0.012288887895814435,5.358386611938476,0.8318275680316831,5.889469861984253,0.8322331730216445,309410590032883.9,239693648358765.3,0.14301801058915828,0.0784956219590316,0.047679116338678225,0.03639632837545864,0.28964225947231054,0.19490657634206274,0.28724852983212246,0.19328929215507418,0.16789220462210594,0.17681401595562315,0.3841343343097245,0.1817666307205879,0.2884181797374032,0.13810035432411147,0.13770354121063713,0.11748100402833862,0.41554970551092835,0.08036959459736824,0.28265525134111336,0.056120426382729675,0.11617747649317833,0.04301042573109862,14099001343352.44,10399448319091.154,1.818223344537124,0.0828469690677621,5.155546083716525,0.4355235332927327,64701918275247.266,47200944986605.375,0.5639126632073842,0.033265329941660156,1.1249996844762247,0.07225570332547405
Binary Segmentation L2,2071,1099,2325,52.88898999090081,0.1558323860168457,0.0018649938736357778,12.326992654800415,3.7613922196574383,12.48282504081726,3.7604628271796665,96827662142082.19,34025382664755.72,0.06356519979452815,0.007744761551526042,0.015248497137136652,0.0002359217115884953,0.008589452128382639,0.0025129882565794594,0.008519288096589195,0.0024935728371911162,0.00011664572109589168,7.437367668863132e-05,0.08159994074679075,0.003311782550526903,0.05693365882540908,0.0021960203655997505,0.005438756644860506,0.00040181034019093874,0.2304299867555408,0.007326250611309651,0.12496821217662803,0.002466269202890629,0.02341016839934209,0.0004588003945842261,138807140181126.47,7939556136353.826,0.06988501975198214,0.002482892213383109,0.006346955766730722,0.00038171987527452157,47126960464641.72,7861028156280.403,0.06477427572902736,0.0029248392058657266,0.010112204733833176,0.00019312736957669162
