Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4396,1099,N/A,N/A,N/A,35.419471979141235,35.419471979141235,63588136181071.07,0.05086219244832004,0.011756298980172882,0.0038490908504690852,0.0038146908514574878,2.0395732167323935e-05,0.07797810988619303,0.05467151555685161,0.004962845549792612,0.2336903397909989,0.1169944713298479,0.020918176091667566,182935001787590.94,0.0685372976666724,0.007132175708170228,49304627593732.414,0.058976033570629915,0.00895797841239412
Fixed Cut 5.0%,4177,1099,219,4.981801637852593,N/A,25.724244117736816,25.724244117736816,52858862572706.36,0.04873884560306402,0.011967306072480461,0.003203881602348201,0.0031763772991869202,1.6729800365483553e-05,0.07622483812503614,0.05421304333501802,0.004856986714500719,0.22484588466901614,0.11621121893262351,0.020103713476530984,185330384964656.9,0.07074066772409535,0.007481361329328142,47637849507472.65,0.058616030578797586,0.008885219478641147
Fixed Cut 10.0%,3957,1099,439,9.986351228389445,N/A,15.925090074539185,15.925090074539185,111879225360325.97,0.0616327417345569,0.01143633107653697,0.008655549560253726,0.008589796913285075,0.00012215171249540637,0.0799728236987015,0.056018568674592324,0.005274316710334247,0.23738457291956633,0.12009019651258702,0.022004937677719508,178695457379369.4,0.07055581062528642,0.007277213622422343,58114936547939.08,0.06337742289206158,0.009222990159901686
Fixed Cut 15.0%,3737,1099,659,14.990900818926297,N/A,18.61433506011963,18.61433506011963,47088753820189.16,0.04735179451448568,0.011930206122040987,0.004055447952049113,0.004016188140453296,2.2791310028532573e-05,0.07748534475863866,0.055523679482413775,0.005108931660240992,0.23066266741105315,0.11960217208170461,0.021406922912516363,208249110811749.4,0.0730116395542937,0.008550784264975027,51067572926387.73,0.059901094754670245,0.009403927253960375
Fixed Cut 20.0%,3517,1099,879,19.995450409463146,N/A,19.814013957977295,19.814013957977295,61867415932314.08,0.050625962413279824,0.01179751768003078,0.00435377140421904,0.004322097968551809,3.1289699171171505e-05,0.08047595604234592,0.055540060428058646,0.005159715398145082,0.22446972085430528,0.11854139999643716,0.020781456734488567,204993664674054.7,0.07207147241300807,0.008301185303566471,53372216121273.766,0.06022019864386714,0.009214232963080413
Fixed Cut 25.0%,3297,1099,1099,25.0,N/A,15.646729230880737,15.646729230880737,82528839683782.39,0.05514928014902284,0.01171777597441764,0.005482390039281336,0.005443262703476461,5.1326468357533464e-05,0.07802095563876382,0.0544882969426107,0.0049802167777545665,0.23278445254647867,0.1194906264769437,0.021446977717264053,174731060727012.94,0.0695515829113389,0.007030224761367703,51451980082159.08,0.060824609836678555,0.009045304339832302
Fixed Cut 30.0%,3078,1099,1318,29.981801637852595,N/A,12.878130912780762,12.878130912780762,76098395065574.23,0.05376418406265712,0.011750585881442541,0.008545767219618087,0.008468096251257237,9.851182338304227e-05,0.0796715418032351,0.05631575534208421,0.0053013176380251915,0.22814474739848284,0.12063712166151407,0.021521801721735484,202762148375870.94,0.06955266971765457,0.007896881848245284,55772108688289.04,0.06174756540703348,0.009313819782566308
Fixed Cut 35.0%,2858,1099,1538,34.986351228389445,N/A,17.500506162643433,17.500506162643433,113194576102397.98,0.06719917630328344,0.015117517856572118,0.0040113137127678975,0.00398247420479416,2.4981182919144282e-05,0.08137158861988404,0.055625733079435365,0.005190657034045213,0.2185442540143895,0.12551783343454134,0.02300548059926187,159304807860156.62,0.06769287349294215,0.006403817957504158,54499876792510.89,0.06400361810299933,0.009948490926060491
Fixed Cut 40.0%,2638,1099,1758,39.99090081892629,N/A,9.649134159088135,9.649134159088135,85131452052312.67,0.06060574468089455,0.014932360732884948,0.0070953768137898875,0.007033651230249272,6.90574808255489e-05,0.08617531073301282,0.058801419365436015,0.005877887619103466,0.2222919415188608,0.1206976149443135,0.02187141189973346,167720715832068.84,0.06723658196340712,0.006569703479975473,50570433576876.3,0.06287500243686012,0.009864084242504565
Fixed Cut 45.0%,2418,1099,1978,44.99545040946315,N/A,18.097471952438354,18.097471952438354,84938322559157.4,0.0609414557102365,0.015290355384301608,0.005194206933969059,0.005156646259160353,3.725136153370884e-05,0.08751070345982317,0.05940814189602629,0.005907466067819129,0.22134351360536494,0.12649213961072778,0.02338851236685037,129442622162996.72,0.07133133730629079,0.00639254973522541,42876188944430.81,0.06466594415648837,0.010203226983146048
Fixed Cut 50.0%,2199,1099,2197,49.97725204731574,N/A,9.56652307510376,9.56652307510376,86169369319522.9,0.061137095973167105,0.01527475165931202,0.01533773022436953,0.01522378027723184,0.0003737023758031417,0.0783466531125716,0.0558791859915465,0.005233932196123303,0.22368954147645992,0.12912110918982264,0.024357389458133368,107737049645356.33,0.07526721375107787,0.006905729521310304,38781283792975.83,0.06732567703656923,0.010429101042136426
Fixed Cut 55.0%,1979,1099,2417,54.98180163785259,N/A,8.824744939804077,8.824744939804077,41690000497338.58,0.051244623422403955,0.015567573686435455,0.00869113875502667,0.008619999404708641,0.00012014696760755839,0.08469254243591454,0.05775350441305872,0.005602787490315405,0.21860348769881432,0.1345225711074963,0.026097674304153863,124771291426831.19,0.06573914008666516,0.005586322606009153,33292258384833.945,0.06357596768686662,0.010594901010904293
Fixed Cut 60.0%,1759,1099,2637,59.986351228389445,N/A,10.296191930770874,10.296191930770874,174711230395705.97,0.08157560193963999,0.015190766033376928,0.008436530450539359,0.008371299136472313,0.00010701628459227585,0.07986952496648872,0.05599445196461199,0.005270893081702294,0.23082696078479464,0.1235100378668656,0.022906956543969625,134563982421491.08,0.06755663433942338,0.005946356035706548,61855042563439.375,0.06740160504940271,0.009884397595869534
Fixed Cut 65.0%,1539,1099,2857,64.9909008189263,N/A,11.377883195877075,11.377883195877075,83307998914283.9,0.06003004647578713,0.014842554986665596,0.005312184889339018,0.005274847144370452,4.3972682399176024e-05,0.08967556212761255,0.06108181141075891,0.0062357905911628875,0.2137474746713337,0.12161817577460551,0.0217200629951325,102843787499197.67,0.07413889710944868,0.006724922351811502,37230357282696.29,0.06442875558299414,0.009913460721434342
Fixed Cut 70.0%,1319,1099,3077,69.99545040946315,N/A,10.516562938690186,10.516562938690186,86413025465086.67,0.060840778683478064,0.014957452589703034,0.006576865269235999,0.006532925254902491,7.111997248351264e-05,0.07802813345813994,0.05682922389100016,0.005428474247892155,0.23083311045191837,0.12574277278472473,0.02346733454044051,78086498787418.33,0.07902867940019816,0.00775926648175106,32899904850500.95,0.06579487600286078,0.010336729566454062
Fixed Cut 75.0%,1099,1099,3297,75.0,N/A,6.8454508781433105,6.8454508781433105,48731028661875.43,0.05300876425353825,0.01546921810254315,0.011998318605626375,0.011917099411462666,0.0002333261113792955,0.07729263717436845,0.05583766873272769,0.005274648350152417,0.22855746398753848,0.12452618134363702,0.02300419973614048,86275354641884.69,0.08135593079343283,0.008103248624781938,27001276660751.996,0.06532912890695972,0.010416928184999456
Fixed Cut 80.0%,880,1099,3516,79.98180163785258,N/A,5.512678146362305,5.512678146362305,28987813806980.74,0.050169889098339915,0.01671208373338204,0.014169559791595048,0.01405134434361439,0.00026958055552675866,0.10634094404767754,0.07417725014846506,0.00885566886516141,0.2340705163653172,0.14688451810701383,0.031093047961464726,36855780423988.05,0.09703430510118863,0.01304329516242816,13168718846193.7,0.07646346135972443,0.013994735255592616
Fixed Cut 85.0%,660,1099,3736,84.98635122838945,N/A,6.0025999546051025,6.0025999546051025,110248568091600.84,0.07836299920675173,0.02305490148445114,1.2233086978082228,1.213146058376995,2.1295745105372177,0.17254590439630327,0.1323291499168805,0.02417342243198192,0.8251787262486792,0.5390160450374188,0.3841524657863665,14892829311696.88,13.73023502378659,289.5108602149167,25028279480660.074,3.1386178552649286,58.41436310303136
Fixed Cut 90.0%,440,1099,3956,89.9909008189263,N/A,6.064678907394409,6.064678907394409,431160933618854.0,0.15150533661244583,0.03241252918444129,0.08846922075970438,0.0877115393490507,0.01157351586766876,0.3877367910675314,0.2824450481845948,0.10385270710937192,0.23878975091582633,0.14839610841065454,0.03273713448526679,5254702807708.297,1.708155101311762,4.521696733387172,87283127285312.47,0.47564262677370134,0.9404545240067842
Window L1,791,1099,3605,82.00636942675159,0.13476896286010742,8.193599939346313,8.328368902206421,81240812358706.1,0.06005231312939318,0.015254512118398603,0.008833421603340155,0.008767737810884932,0.00013869783542280577,0.08373927002688752,0.05994099098628236,0.006080112939022102,0.2368255735728845,0.126913973623603,0.02392243405546815,24372134671071.633,0.09248467000627406,0.012367260149140297,21122589405955.49,0.06963193711128754,0.011552603419490387
Window L2,3011,1099,1385,31.50591446769791,0.06795907020568848,19.883960008621216,19.951919078826904,121622893437380.23,0.06401849717546665,0.01154554870750468,0.013750234491178485,0.01362214913770581,0.0002063357874812943,0.07758990874902806,0.055141332003091036,0.005058732365014845,0.22454708455152889,0.12053230509850206,0.021335667847117636,191082578777009.34,0.06810138572557982,0.007331268558077232,62541094442877.9,0.06428313382806912,0.009095510653039134
Window Normal,3381,1099,1015,23.089171974522294,0.16326189041137695,26.398358821868896,26.561620712280273,126209851999830.52,0.06508741265601012,0.011606808402242642,0.0032681786955738694,0.003242299525755075,1.605457909443439e-05,0.07986754247814248,0.05565195996164946,0.005196403110006682,0.22638307542506844,0.12121505335528168,0.021635223159410556,181519003773910.88,0.07057048974355487,0.007347821310977289,61545771154748.27,0.0631534430484503,0.009160462112346305
Window RBF,1891,1099,2505,56.983621474067334,0.6556060314178467,10.911354064941406,11.566960096359253,70057250039051.56,0.05731476219889646,0.015192273822069018,0.007132791734995418,0.0070736041270595676,6.841659863443998e-05,0.07926865538485947,0.05509838103816524,0.005096355617312996,0.22350489001244075,0.1255801898420344,0.023264614957892237,143724083048103.12,0.06806514621554036,0.0061421056120756065,42756266617430.92,0.06262641668433926,0.009952753321596852
Window Cosine,3011,1099,1385,31.50591446769791,0.3503570556640625,11.065981149673462,11.416338205337524,97660078266467.23,0.05870781908435686,0.011644797583858679,0.011401759302660283,0.011311706393731146,0.00019115493195456017,0.0824935194922533,0.057455971481192546,0.005610893941502565,0.23290227586994933,0.11920919081694165,0.02171354338184898,166068573525333.53,0.07460774919573543,0.007463727762246962,52745730358360.14,0.06425848739439158,0.009324823520282346
Window Linear,2991,1099,1405,31.960873521383075,0.08797001838684082,12.217112064361572,12.305082082748413,127613459317397.98,0.07053108763356218,0.015261267584428322,0.020497174082524456,0.02033495959640361,0.0005315060071952628,0.08495814953955214,0.05938626080953054,0.005948798980863984,0.23585628243965068,0.12309700597606665,0.022591276065777034,190478872752323.2,0.0706886946373352,0.007658206361190623,63618466413944.234,0.06880760173057972,0.01039821099989104
