Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4553,1139,N/A,N/A,N/A,12.27897596359253,12.27897596359253,9416699004443.8,0.011591022445079074,0.0009043519495569444,0.009285307257345443,0.009192917781368203,0.0001330561426147195,0.09212422831863053,0.06594542403043381,0.006325439915204785,0.09131692909862053,0.0693220878435476,0.0076860901877379185,0.4256455955688441,0.09090356460391166,0.012099902307665762,1883339800888.8823,0.049391003340868087,0.005429768100556021
Fixed Cut 5.0%,4326,1139,227,4.985723698660224,N/A,32.65883421897888,32.65883421897888,42226498563678.875,0.019072031576175298,0.0008751265566479258,0.00450926026127902,0.004464435290269846,2.560111927444855e-05,0.0901349893425148,0.06225739737117921,0.00587317410931356,0.0924667575073695,0.06862437278053118,0.0075291190737196085,0.40175540806822785,0.08687199702823718,0.011263535285914169,8445299712735.883,0.04825804680927854,0.005113311228973941
Fixed Cut 10.0%,4098,1139,455,9.99341093784318,N/A,24.368757009506226,24.368757009506226,5341716580272.916,0.010940957784665313,0.0009313010966911727,0.003476916422830839,0.0034343411021717095,1.7051634356171758e-05,0.09452448369647733,0.06407865604821984,0.006442597553679698,0.09207767345321828,0.07050509372998821,0.007929427328171031,0.3881362649041988,0.08489634182212778,0.010913025603480042,1068343316054.7004,0.04677107809743454,0.0052466806432756264
Fixed Cut 15.0%,3871,1139,682,14.979134636503405,N/A,35.0514030456543,35.0514030456543,14084295670824.697,0.012144056321120955,0.0008539765451235114,0.0026954354646138265,0.0026627616454490246,1.08743768682595e-05,0.09028477278686903,0.062439632595941826,0.00584856477527004,0.09186372553437851,0.0699136520473009,0.007785973114208793,0.38146216382979264,0.08384441433315842,0.010652409605085988,2816859134165.04,0.04620090338859423,0.005030359683311315
Fixed Cut 20.0%,3643,1139,910,19.98682187568636,N/A,19.072452068328857,19.072452068328857,45020951434275.46,0.019888138430161736,0.0008873172502993048,0.0038795313165598975,0.0038421528853132235,2.5150474399427858e-05,0.09231879900348458,0.06410316351422501,0.0061301850017082575,0.09169318492024238,0.06916022642288615,0.00764461072814087,0.3382537420807158,0.07967566366434942,0.010295616523835397,9004190286855.184,0.04733386898338711,0.004996575995676648
Fixed Cut 25.0%,3415,1139,1138,24.994509114869317,N/A,25.050631999969482,25.050631999969482,30243246025002.73,0.016078168496555693,0.0008359360225812894,0.0045410736812016754,0.0044881987258898895,2.7258520418550324e-05,0.09244757758319964,0.06412732537717865,0.006126210974183148,0.09118898094146367,0.06774284577167666,0.007326058829128369,0.3635231261987323,0.08202261053618871,0.01046416684390287,6048649205000.64,0.046891829781497925,0.004955926238042844
Fixed Cut 30.0%,3188,1139,1365,29.98023281352954,N/A,13.157299041748047,13.157299041748047,14107068301660.357,0.012448650137720155,0.0008784090948529941,0.006639545576617425,0.006577382180193805,7.327356228612814e-05,0.0960284488707836,0.06441586531267546,0.006738977854398156,0.09277062812655813,0.06887690407620171,0.007554670231902438,0.388141452350765,0.085541233736581,0.010961994329695015,2821413660332.174,0.04757200708867441,0.005241465014626944
Fixed Cut 35.0%,2960,1139,1593,34.9879200527125,N/A,20.377880096435547,20.377880096435547,35423182501332.836,0.01746046003566054,0.0008865805897847412,0.004290954398770229,0.004236919749458099,2.522644094117473e-05,0.095434573900328,0.06365668572781477,0.006665440413299755,0.09317428968265459,0.0710954271580526,0.008072832637616306,0.3742043035352274,0.08333246321282486,0.010704161992935812,7084636500266.666,0.04795639117676216,0.005270848414915555
Fixed Cut 40.0%,2732,1139,1821,39.99560729189545,N/A,9.04519510269165,9.04519510269165,16789020850082.934,0.013337897376031702,0.0009100945463961538,0.009606551146683275,0.009497038724035511,0.000122608281962104,0.10105585720911571,0.06895065492833165,0.007375454986521089,0.09308465331331311,0.07040297313023942,0.007895019453046492,0.32791477502180305,0.0793270382999573,0.010404163893139197,3357804170016.6787,0.048303120491719115,0.005341468232213008
Fixed Cut 45.0%,2505,1139,2048,44.981330990555676,N/A,21.595131158828735,21.595131158828735,24298627786413.477,0.014506827809075706,0.0008271145545168444,0.003868980772489804,0.003830819776711307,2.6328289036503417e-05,0.09612731152077701,0.06503092192985926,0.0066785906593810965,0.09140835289233959,0.07041223600746879,0.007911833303746046,0.37138388246535897,0.08322259917376566,0.010670306219830903,4859725557282.795,0.04740068093937615,0.0052228346053022805
