Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4396,1099,N/A,N/A,N/A,27.72601008415222,27.72601008415222,90697750739313.23,0.05689931710933185,0.011532787120292176,0.003710364310166652,0.0036828784321203826,2.2273614015570134e-05,0.08289588013723888,0.056828070560280414,0.00540244225467796,0.23558361581109039,0.11670848142510393,0.021022683866070955,169927109601302.7,0.07060947418875203,0.007029858497888203,52124972068123.17,0.060945644343117736,0.009002009070588967
Fixed Cut 5.0%,4177,1099,219,4.981801637852593,N/A,19.767662048339844,19.767662048339844,77340809369218.84,0.05387859475368377,0.01161583312329253,0.004486053625322234,0.0044436406973512085,2.7321413721272266e-05,0.07882155260088748,0.05735149452679019,0.005385599801272487,0.2278674638912546,0.11784876119884102,0.020772318897827317,184090109974985.75,0.06927193906802395,0.007263430661414969,52286183868840.92,0.060558886048938054,0.009012900779505714
Fixed Cut 10.0%,3957,1099,439,9.986351228389445,N/A,17.34119200706482,17.34119200706482,81713131537885.97,0.05476287242812492,0.011447183743708284,0.00495133183799852,0.004913197074024044,3.458548017233696e-05,0.07739254197899019,0.0537915741902111,0.0048543807047173775,0.22916022707634212,0.11675525219913054,0.020678037368133752,187715335847576.06,0.07123717890169727,0.007636145301615501,53885693477092.41,0.06029201495863762,0.008930066519669447
Fixed Cut 15.0%,3737,1099,659,14.990900818926297,N/A,18.845774173736572,18.845774173736572,156321508231043.16,0.072313366039612,0.011795473593661095,0.005509984045912705,0.005466241547479382,4.6359054859594346e-05,0.07819953535753292,0.05496553301700418,0.005062463390019507,0.23785070693248517,0.1201781514746999,0.02193883166211401,170299608382107.84,0.07153742753743553,0.007166787689864439,65324223322630.17,0.06489214392324624,0.009201983078103718
Fixed Cut 20.0%,3517,1099,879,19.995450409463146,N/A,15.556226968765259,15.556226968765259,99948715869001.94,0.05904073310643848,0.011628965020261351,0.005568926155239879,0.005517899843222314,4.188564648062858e-05,0.07838325824524246,0.05497045947188785,0.005077727066227569,0.23028992799316395,0.12445025177620102,0.02266322441672398,193881651207982.1,0.07193136490601583,0.007915390499228084,58766073415396.8,0.06318214182075313,0.00946543852978432
Fixed Cut 25.0%,3297,1099,1099,25.0,N/A,16.82944416999817,16.82944416999817,33874193430596.31,0.04519189138092179,0.012328101814524912,0.00683827818394347,0.00678901074879971,6.871834549285384e-05,0.08045031212762639,0.055247964397690974,0.005127379669959013,0.2238848248728877,0.12329071194563851,0.022129032127279975,182946431926632.25,0.07098662556690034,0.007450992176342785,43364125071445.71,0.060301240807990306,0.0094208448267199
Fixed Cut 30.0%,3078,1099,1318,29.981801637852595,N/A,10.913993120193481,10.913993120193481,167867299689546.0,0.07517898153249296,0.012238813503915437,0.02493539343880097,0.02473606439919947,0.000724425867792988,0.07958481237735467,0.05619450129787529,0.005291266068088602,0.2206999112309986,0.12499829691068792,0.022838984763155837,187282292795534.66,0.0688070328885293,0.0072977695356661884,71029918497016.11,0.06998297540575706,0.009678251947723796
Fixed Cut 35.0%,2858,1099,1538,34.986351228389445,N/A,13.872828245162964,13.872828245162964,38190600822274.68,0.05086948980688371,0.015821913586162993,0.014190140034954937,0.014077995919127033,0.00022337099092183878,0.07915350685800691,0.05680071738073806,0.005367531275447072,0.2271227885252426,0.12168617950870043,0.02214452810465106,151990158497409.62,0.06990952007339545,0.006530052335074898,38036151863936.85,0.06266878053776895,0.01001747925845157
Fixed Cut 40.0%,2638,1099,1758,39.99090081892629,N/A,7.135737180709839,7.135737180709839,64589028598450.88,0.05811709051341083,0.016751381456892884,0.025388922970693083,0.0252097552989828,0.0010454756560014872,0.09973111567858671,0.0669607666701519,0.007292322845501834,0.22980996820618496,0.12406783743690535,0.022889527557444816,135984597703233.88,0.07507574955029399,0.007063305376010083,40114725260336.945,0.06988623989394896,0.011008402578370245
Fixed Cut 45.0%,2418,1099,1978,44.99545040946315,N/A,10.70846176147461,10.70846176147461,166921228976370.56,0.07972887530543218,0.015216447214272861,0.009038481266834878,0.00896549606090808,0.00011457035159800136,0.08270218198213017,0.05709714409219644,0.00546643071030821,0.22854659090533638,0.12067616666858735,0.0219140233505394,146989650271806.03,0.06746519134256325,0.006122296323929672,62782175849635.3,0.06678657469393749,0.009766753590129627
Fixed Cut 50.0%,2199,1099,2197,49.97725204731574,N/A,10.898047924041748,10.898047924041748,95989793536189.06,0.06328389714005707,0.015273240029220337,0.006716013132559954,0.006659575954521474,6.31155767954542e-05,0.08190719874516567,0.057569030894352995,0.005558282294865085,0.23153424134087305,0.12444108130689555,0.0231427634597893,138848750890903.17,0.0711300952220482,0.006469084649789694,46967708885418.42,0.06461673610357511,0.01010129720209198
Fixed Cut 55.0%,1979,1099,2417,54.98180163785259,N/A,12.828917026519775,12.828917026519775,56205947227725.94,0.054663141061836694,0.015555327170377251,0.009076092836023753,0.008989981188152784,0.00010745538948786296,0.07878962641916182,0.0552247855657181,0.005104673617668353,0.22612310376782432,0.12351317671419816,0.02267505855339758,129693119425795.0,0.06883275939463362,0.006051796654199595,37179813330704.19,0.0622447687849079,0.009898862277026122
Fixed Cut 60.0%,1759,1099,2637,59.986351228389445,N/A,7.405890703201294,7.405890703201294,104556735441460.36,0.06518270219227841,0.014937794469490475,0.01029281746068467,0.010207841513565262,0.00015218141320637435,0.08469564975630217,0.058579270757963084,0.005869042982296199,0.2453872538967636,0.12490095721052276,0.024207885984749416,140521556244247.64,0.07392122429018641,0.006897745101500926,49015658337141.58,0.06655839919290323,0.01041292999024867
Fixed Cut 65.0%,1539,1099,2857,64.9909008189263,N/A,12.522176742553711,12.522176742553711,117341782216690.88,0.06810513812375253,0.014962049299897875,0.004949899115807928,0.004907198170366549,3.4232579846920974e-05,0.08080521416621449,0.05661307948978602,0.0054109437799086816,0.22571363453312326,0.12188900207063816,0.02206438767967945,93442748659059.61,0.07533671774316307,0.006973265844514475,42156906175150.05,0.0653702271195413,0.009888975836769478
Fixed Cut 70.0%,1319,1099,3077,69.99545040946315,N/A,11.110653400421143,11.110653400421143,78796205198626.2,0.05925441096841666,0.015115116616535711,0.01231484030887583,0.012203553656042823,0.00020259036983088892,0.07929354420973057,0.058438807576775255,0.005661839427613418,0.22293923511606029,0.1244940109100156,0.022855609698123145,86481691936880.81,0.07561875367214864,0.007060386789246163,33055579427101.367,0.06600190735667984,0.010179108580269871
Fixed Cut 75.0%,1099,1099,3297,75.0,N/A,9.54420280456543,9.54420280456543,14722926921540.992,0.04735852698326407,0.016637592402478907,0.008485880572969062,0.008408879106340207,9.83066502664139e-05,0.08229704974989076,0.06012570232052511,0.006060633775809738,0.23040859942231526,0.12574937579051543,0.023462989542993817,49454122431079.54,0.08522285412283648,0.009660806348402912,12835409870524.074,0.06537306766469628,0.01118406574399035
Fixed Cut 80.0%,880,1099,3516,79.98180163785258,N/A,8.995123386383057,8.995123386383057,108704720401901.0,0.06586438259696663,0.015023704270256238,0.005159543962549718,0.005121798491766626,3.9876110721449725e-05,0.08271710788375831,0.06042960702336644,0.006266438721582896,0.2270435044852381,0.13357709400758289,0.02585266149184083,42857843067953.2,0.09265392708018627,0.011625544675624773,30312512693970.758,0.07152936183997381,0.011761645054005239
Fixed Cut 85.0%,660,1099,3736,84.98635122838945,N/A,4.178241968154907,4.178241968154907,639802401643021.8,0.2724565940558075,0.11528736806636794,0.7618006943600364,0.7554784128449021,0.8179964574378792,0.14124514778944722,0.10449817074085116,0.018150697464148182,0.7303043989730756,0.48154708986946865,0.30756437131386016,15606794860012.045,13.190678463688974,268.42324255141034,131081839300606.67,2.960931746240002,53.936448289138504
Fixed Cut 90.0%,440,1099,3956,89.9909008189263,N/A,4.324404001235962,4.324404001235962,1023216773308638.5,0.40763169728948934,0.24219740601365314,0.2553919811025192,0.2532799428019802,0.09515224246373102,0.4397878887342764,0.33241793379784756,0.14906943070838874,0.2652850843699176,0.13859765029081286,0.029534081140104446,7269492967357.137,1.760214563642844,4.789530166325134,206097253255199.1,0.5784283575645948,1.061096665330203
Window L1,791,1099,3605,82.00636942675159,0.1319277286529541,6.407149076461792,6.539076805114746,76187429004615.4,0.05964677925402842,0.015912103924006063,0.010997604834592061,0.01092437007314714,0.00020337077138712204,0.08383492166725395,0.06007224346669258,0.006152948535221981,0.22779543530781526,0.12876821706331276,0.024261798202514954,30254834190929.11,0.09492999322503955,0.012772093279188866,21288452639108.836,0.07086832061644413,0.011860462942463809
