Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4553,1139,N/A,N/A,N/A,13.556596040725708,13.556596040725708,11286461558712.38,0.011581078780777574,0.0008642693871455788,0.008768254294082796,0.008683613795503135,0.00012885195885921653,0.09586961996706142,0.06553617312042812,0.006658316661123735,0.09602377732894284,0.07530836989823439,0.008893905622487682,0.40332397185108626,0.08705839640612494,0.01131033299495287,2257292311742.5938,0.04963352640021361,0.005571135324913813
Fixed Cut 5.0%,4326,1139,227,4.985723698660224,N/A,26.924426078796387,26.924426078796387,19018314243836.527,0.013416738390370626,0.000872479005689816,0.0031389448452654786,0.0031066508745137976,1.5667860713205428e-05,0.09195172530433204,0.06454678061321323,0.006093480372926333,0.09358154965070008,0.07006697978360929,0.007811953015287801,0.40089101674895383,0.08660695237127262,0.011183135557119958,3803662848767.41,0.047548820406595915,0.005195343162347421
Fixed Cut 10.0%,4098,1139,455,9.99341093784318,N/A,21.463536024093628,21.463536024093628,61114821650385.0,0.024195638293430636,0.001024576032898201,0.004252936244936466,0.004212864017727043,3.0257703365971076e-05,0.094896364269472,0.06497685950405045,0.006464309864077973,0.09235103850867415,0.0685332599915282,0.007508964687218578,0.41200686497172595,0.08841089516462157,0.011595524524121084,12222964330077.098,0.050065903394271596,0.0053247265623363555
Fixed Cut 15.0%,3871,1139,682,14.979134636503405,N/A,26.003965854644775,26.003965854644775,8310678720932.382,0.010933115714197488,0.0008709676053808924,0.006067615706344716,0.005988792921702571,4.8886008212502434e-05,0.09566861151046889,0.0637219657876343,0.006712222822946824,0.09168814233036185,0.068157630014516,0.007422871877734379,0.4287497564781126,0.09090979333761603,0.012059926493120529,1662135744186.6,0.047942259555133274,0.005422974961479026
Fixed Cut 20.0%,3643,1139,910,19.98682187568636,N/A,15.728109121322632,15.728109121322632,19165011428660.742,0.01341851799347871,0.0008573421890873847,0.0035472642797941497,0.00351317398347952,2.1512447340503734e-05,0.09172910373898703,0.06497723386221486,0.006138222307924227,0.09203679768042511,0.06870383258323111,0.007520492884955075,0.41358597573290073,0.08890517501330661,0.011684128739457662,3833002285732.257,0.04790358668714216,0.005244339713752969
Fixed Cut 25.0%,3415,1139,1138,24.994509114869317,N/A,20.456146001815796,20.456146001815796,22605845166971.42,0.01417685978977841,0.0008563691927577817,0.0040147748238426794,0.003968730116003019,2.2360398456032877e-05,0.09479006773140232,0.06434275790799011,0.006482276297496114,0.09292028364785569,0.07040146753820141,0.007895398765858314,0.38785099301603043,0.08512164527322814,0.010896487534117314,4521169033394.386,0.04760229212504021,0.0052305784377371075
Fixed Cut 30.0%,3188,1139,1365,29.98023281352954,N/A,12.230195045471191,12.230195045471191,13066813817469.75,0.013235761303546782,0.0009733315037679103,0.00869947515313337,0.00860512746532608,0.00010732924704957805,0.09304353745137935,0.0642511778835512,0.006287797184936518,0.09398398551281528,0.07124079922570026,0.008102808171284172,0.39994797662275283,0.08703844902864868,0.0113014674196179,2613362763494.0674,0.048874262981354596,0.005354546705331214
Fixed Cut 35.0%,2960,1139,1593,34.9879200527125,N/A,19.123868227005005,19.123868227005005,13780012573975.604,0.012072657148990987,0.0008386905261533084,0.005879113632447257,0.0058151027692586255,4.868570086804877e-05,0.0961618808396971,0.06519558924813995,0.006695755307788038,0.0945348939179498,0.06925284771790458,0.007681903703353281,0.3294925254657278,0.07878564710768979,0.010165259005320433,2756002514795.2144,0.046224368798396795,0.005086058848696623
Fixed Cut 40.0%,2732,1139,1821,39.99560729189545,N/A,9.671288013458252,9.671288013458252,9583238325064.145,0.011301516080903283,0.0008735022121788109,0.008654744830298555,0.008553196165784307,9.73470277103923e-05,0.08958373677672286,0.06094382575510044,0.005889827014275913,0.09302754018053552,0.0707932442985826,0.008013240961042516,0.3584391499858442,0.08116014808394341,0.010242503031811612,1916647665012.9375,0.046550386076862786,0.005023284049403847
Fixed Cut 45.0%,2505,1139,2048,44.981330990555676,N/A,17.65230703353882,17.65230703353882,51065930928956.195,0.02162838475905692,0.0009416192536909394,0.006725286462053567,0.00666209205655789,7.505276182865134e-05,0.09422630361465022,0.06411793719340038,0.006397427366174194,0.09069467456102734,0.0683072455712719,0.0074529642367909,0.34138228750120725,0.0797499618325266,0.010202796618707826,10213186185791.33,0.048093124282562724,0.005013972047438499
Fixed Cut 50.0%,2277,1139,2276,49.98901822973863,N/A,7.7889978885650635,7.7889978885650635,10693157372773.213,0.012308251300670453,0.0009267176822755766,0.017229465643926186,0.017015157254829466,0.000387623183930346,0.10709417201309941,0.06997077395391291,0.008494759545164604,0.09774764360528383,0.0771568763106125,0.009185403251036799,0.38297229623588525,0.08504423565888747,0.01095106801245362,2138631474554.7612,0.052299058895782534,0.005989114334972188
Fixed Cut 55.0%,2049,1139,2504,54.99670546892159,N/A,8.28921103477478,8.28921103477478,27709223608929.613,0.01571386479735845,0.0008837124430266107,0.020836426838086935,0.020605664313293734,0.0005550849280976542,0.09357711502011241,0.06465872575049793,0.006491826629366267,0.09346971101812482,0.07230483177164806,0.008316563888013679,0.37286224476860386,0.08331843791338664,0.010653256526494598,5541844721786.021,0.05132030490923698,0.0053800888829997635
Fixed Cut 60.0%,1822,1139,2731,59.98242916758182,N/A,7.746796131134033,7.746796131134033,19237124624399.88,0.015787136453315472,0.001064225717784781,0.015522748721890545,0.015362567089429272,0.00036405036721001146,0.09324359830486215,0.06260969232949727,0.006397509833414956,0.10259277182875333,0.08130123580012923,0.0102661510470323,0.3711179821208199,0.09506927447998242,0.013854559910354156,3847424924880.089,0.05402598123047071,0.006389299375159243
Fixed Cut 65.0%,1594,1139,2959,64.99011640676477,N/A,8.310396909713745,8.310396909713745,14408491964178.209,0.01243481053835712,0.0008714099890366392,0.025619176337169536,0.02537839417530213,0.0009145805520065548,0.09878714251900236,0.06566705642293705,0.0072757453970727715,0.11501325740673031,0.09283065850776855,0.01276839881871328,0.40730966042346617,0.10143435563998325,0.015445380939352183,2881698392835.757,0.059549055056869596,0.007455103139236284
Fixed Cut 70.0%,1366,1139,3187,69.99780364594773,N/A,13.797111988067627,13.797111988067627,57041551910225.65,0.040089357939754905,0.0076895647977646845,0.0061499818024657454,0.006077296494026221,4.978231016128725e-05,0.09390060588867474,0.06468609011626819,0.006494679907737821,0.09630476234638251,0.07606169500351008,0.009161708208506024,0.3848841945794351,0.0966609617775368,0.01419377608795787,11408310382045.227,0.05671508026621932,0.007517902262425535
Fixed Cut 75.0%,1139,1139,3414,74.98352734460795,N/A,10.7624351978302,10.7624351978302,18778184909842.508,0.0427551268361533,0.015212612691049327,0.007816426268373845,0.007739940336916741,9.407544896998284e-05,0.09697064470841246,0.06773428805263366,0.0068623003153526286,0.09858572547732337,0.07846961617942709,0.009620378175315164,0.37206584878137083,0.094973578310902,0.013897867455605232,3755636981968.599,0.0583345099432066,0.009137446817258473
Fixed Cut 80.0%,911,1139,3642,79.9912145837909,N/A,6.766078948974609,6.766078948974609,106841005091403.56,0.06674389728304991,0.01844928584200314,0.014827570278415516,0.014665603463220094,0.0002960677832492782,0.10460489786143598,0.07253339665998464,0.007977060917167508,0.09294380445552534,0.07108384044106443,0.008077783350801513,0.42343044406598995,0.10345404114496397,0.015799324518501634,21368201018280.812,0.06569615579845663,0.010119904482344627
