Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4553,1139,N/A,N/A,N/A,338.34185791015625,7.296267747879028,345.6381256580353,1.2955378662144108,0.02576579985368703,0.001178412767298409,0.015556075825738336,0.015237847429176834,0.00032395210691084874,0.09512978804527829,0.07055904630731735,0.007668572900015349,0.09326709218218635,0.07275727489332091,0.008452341947895296,0.29207551835085094,0.08963049511701461,0.012051184828409068,0.3583132681236929,0.05479009272010336,0.005934892910105792
Fixed Cut 5.0%,4326,1139,227,4.985723698660224,N/A,333.0298659801483,28.548357725143433,361.57822370529175,2.388789656678044,0.010813666629843226,0.0007904392157590415,0.005505996701393625,0.0054577786380010955,3.970666033286386e-05,0.09524925880645384,0.07032096726696195,0.007450531770004118,0.09757480904860948,0.07496811120321935,0.008928585390223304,0.2857249975648291,0.08911077049020602,0.011923153527408536,0.574568943759866,0.05013425884564633,0.005826483312745577
Fixed Cut 10.0%,4098,1139,455,9.99341093784318,N/A,275.24251317977905,16.630227088928223,291.8727402687073,9.81233099717455,0.010231651403417672,0.0008231241673807782,0.005933757591144451,0.005866683759852015,4.6860313209995234e-05,0.0928586422773315,0.06926316237636182,0.007547073515499178,0.09204606938844127,0.07367180657211089,0.00873638296882234,0.2867603522991868,0.08878269230215359,0.011884231239470428,2.0579859637461313,0.04956319928277919,0.0058075344408765415
Fixed Cut 15.0%,3871,1139,682,14.979134636503405,N/A,313.8587911128998,13.917578935623169,327.77637004852295,3.1703979018409294,0.010579166476517233,0.000789839417027474,0.01145630208539013,0.011405601481653439,0.0001761402594193633,0.09534119175578845,0.07019549237821711,0.007444505333844796,0.09978841541618297,0.07569864456778322,0.009098921154472873,0.2894152644574963,0.08717417192842548,0.01167364913377565,0.7332798151111577,0.051010615366519296,0.005836611059708024
Fixed Cut 20.0%,3643,1139,910,19.98682187568636,N/A,279.6021990776062,13.280546188354492,292.8827452659607,19.774545068888248,0.012511035471336451,0.0009487990231042866,0.008206419795513288,0.008019149876845535,0.00010986834827982908,0.09289960604668951,0.06980100661034996,0.007837116470605214,0.09523438132930906,0.07381632789520465,0.008667495040069851,0.2918073178015254,0.08334173146987514,0.01119096525462895,4.05253855877226,0.049497850264722344,0.005750848827337623
Fixed Cut 25.0%,3415,1139,1138,24.994509114869317,N/A,278.03791999816895,8.888583898544312,286.92650389671326,1.7980922779506403,0.01576419392434721,0.0009198824502678388,0.011821929330252341,0.011478998314319035,0.00022702298222228277,0.09491950973041476,0.06985161578602342,0.007327791592992139,0.10440351886350474,0.0794499241017939,0.009957137061873188,0.28722728834343314,0.08969655343429773,0.012022465914418938,0.45929290484364904,0.053248257112156236,0.006090860000354879
Fixed Cut 30.0%,3188,1139,1365,29.98023281352954,N/A,322.5337700843811,14.334887981414795,336.8686580657959,2.64814324680392,0.0127874124912751,0.0007854219146311472,0.009046141067114839,0.008840750241188041,0.00012517822546633894,0.08980398813006908,0.06640825342979041,0.006852382540331144,0.09080238857577433,0.0713008809372776,0.008158648560803193,0.28975444896460784,0.08945480800168083,0.012082212908709361,0.6255100427082965,0.0497584210202424,0.005600768829988239
Fixed Cut 35.0%,2960,1139,1593,34.9879200527125,N/A,263.632080078125,21.261340856552124,284.8934209346771,1.16169973433574,0.018318175481804068,0.00079900958311579,0.007025179667005451,0.006995213091424797,6.654851296361718e-05,0.09266258554618209,0.0694683541612489,0.007643349994924464,0.09684072942908185,0.07445015126701288,0.008829462954995733,0.286443589023961,0.08357971315274028,0.011016040155488408,0.32893436360039396,0.05056232143084617,0.005670882240297601
Fixed Cut 40.0%,2732,1139,1821,39.99560729189545,N/A,242.7560350894928,20.312700986862183,263.068736076355,17.619600698345295,0.009874838110028226,0.0008360382332740507,0.01300134310053782,0.01304293158909222,0.0002074922615113438,0.09266712433214305,0.07021534378215741,0.008052097465061978,0.094898905427636,0.07340183958808162,0.008601417259139005,0.28750950365109296,0.08391331947138109,0.011099005085907112,3.621535514971339,0.050089654508148104,0.005759210060978703
Fixed Cut 45.0%,2505,1139,2048,44.981330990555676,N/A,247.02500295639038,11.219445943832397,258.2444489002228,1.22970257894153,0.016330997624888294,0.0007592067853034703,0.02917654017458163,0.029922351347779205,0.0011504306960572117,0.09432037144439996,0.0718531076895472,0.008574581818630024,0.09601004858676317,0.0739463659460489,0.008693628331049797,0.29972845530260706,0.08110869233266067,0.011049478454763789,0.3497875988899761,0.05463230298818485,0.006045465217160859
