Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4553,1139,N/A,N/A,N/A,253.90080070495605,7.656173229217529,261.5569739341736,18.258337719482743,0.013669681236353147,0.0010675821830982864,0.009623237687228578,0.009388841611888134,0.00014891376232138527,0.09612973002470807,0.07004476475594192,0.007235743418046668,0.10254534662724366,0.07824743146822269,0.009636543079316795,0.29088661285581363,0.09238014009312336,0.012589324708942848,3.7515045293355485,0.052746171833105836,0.006135621430345195
Fixed Cut 5.0%,4326,1139,227,4.985723698660224,N/A,269.2240662574768,9.408271074295044,278.63233733177185,1.197133712457173,0.019675578582230804,0.0009279168307999975,0.01271077789188196,0.012716939579568882,0.00021589268064552646,0.09291039076927297,0.06813482980015902,0.006997962152652277,0.09425653690390565,0.07242813682846959,0.008324938020194348,0.29298045365952274,0.09808516688590528,0.013796355324763842,0.3379983743363513,0.054208130335266724,0.006052613001811197
Fixed Cut 10.0%,4098,1139,455,9.99341093784318,N/A,240.71848917007446,16.405707120895386,257.12419629096985,1.9595689165449326,0.022173813988436153,0.001280023869122929,0.004470783342367274,0.004427106911673565,2.8169145809940935e-05,0.09424614960857318,0.06929212302903012,0.0071872828378167575,0.09786510683845293,0.07465663577339367,0.008853237077049414,0.28673179965210094,0.08923446362265625,0.01193275431866615,0.48857655119728527,0.051956828665037945,0.005856293449693035
Fixed Cut 15.0%,3871,1139,682,14.979134636503405,N/A,247.58770895004272,24.304669857025146,271.89237880706787,1.1073483950394079,0.01903355970736083,0.0007897127380993988,0.006650076254915697,0.00661717339811966,5.97712304756433e-05,0.0940942438707879,0.0721277335547451,0.008721812112757507,0.09293879842401512,0.07259221950767875,0.008418231689392718,0.28543433189091993,0.08910162768614321,0.011839458266612545,0.31729316909600935,0.0518944627708095,0.00596579720746756
Fixed Cut 20.0%,3643,1139,910,19.98682187568636,N/A,232.7775580883026,14.440128087997437,247.21768617630005,1.4205402937673375,0.014834793074698436,0.0008590358164168847,0.004612880086143928,0.0045551960435119,3.121472112710194e-05,0.09274918440349166,0.06952923666894849,0.007646793789668126,0.09245818883233257,0.07298547365953811,0.00852622903538882,0.29043034891976727,0.08253503946875959,0.010992318557594326,0.3801581792018148,0.048887947783091315,0.005611118384039048
Fixed Cut 25.0%,3415,1139,1138,24.994509114869317,N/A,203.0491659641266,8.621480941772461,211.67064690589905,24.03424454039036,0.01137202402589426,0.0008855487996657708,0.010713809221878276,0.010482429778764122,0.00017133962700098762,0.09654092208351912,0.07074225659134767,0.0075594345479831826,0.0982076375807682,0.0754103631042964,0.009046295214342219,0.2903649208078555,0.09140630632769045,0.012350502908671096,4.906014366016875,0.05188267596559857,0.006002624219532647
Fixed Cut 30.0%,3188,1139,1365,29.98023281352954,N/A,219.84390807151794,6.028943061828613,225.87285113334656,1.8213455715270754,0.012921747995491308,0.000851959371311071,0.018637038493054075,0.018815022198133784,0.00047551865851311553,0.09320572107648505,0.06789810370436537,0.006919240005018744,0.1115126474450182,0.08285914870285975,0.010540575812396787,0.2837998418708111,0.08376203261926402,0.010949073214525347,0.4657001640824886,0.05325121104402284,0.005947273412353012
Fixed Cut 35.0%,2960,1139,1593,34.9879200527125,N/A,214.85149884223938,9.490859031677246,224.34235787391663,1.8437191649197031,0.013813569028424033,0.0008879289166012704,0.005234691106830552,0.0051456011341821616,4.5907691230708386e-05,0.09404309616606672,0.06956350318550429,0.0074110187520718945,0.0978441468083191,0.07510607386271205,0.008930005821349696,0.2873676882525104,0.09059826650016087,0.012173304941941951,0.46564175745068576,0.0508454027421967,0.005889633224639111
Fixed Cut 40.0%,2732,1139,1821,39.99560729189545,N/A,197.3051838874817,9.597005128860474,206.90218901634216,3.172141434321162,0.013735129470495221,0.0008422567505091776,0.011662641502494762,0.01155221443614757,0.00018819569132650117,0.09451544316620111,0.07083818352254613,0.00796750578051253,0.09686584554366635,0.07433388162456409,0.00874856148024437,0.29317630894926133,0.08724613970763549,0.01176613243654921,0.7336723346965569,0.05154110975227768,0.0059025304278283565
Fixed Cut 45.0%,2505,1139,2048,44.981330990555676,N/A,180.45521688461304,8.877521991729736,189.33273887634277,1.4906173175529451,0.014314100653629496,0.0008606112658924672,0.008742216018524263,0.008543617000577977,0.0001138656267250447,0.09179977831240399,0.0694157428578337,0.007850057820880581,0.10254805417698158,0.07743378570524713,0.009435889167859667,0.28417584359051706,0.08738649530560384,0.011555881039725695,0.3955766419302742,0.0514187483045784,0.005963260984216689
