Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,P_MAPE,P_MAE,P_MSE,PrA_MAPE,PrA_MAE,PrA_MSE,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,VV_MAPE,VV_MAE,VV_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,4553,1139,N/A,N/A,N/A,453.1708059310913,35.70682096481323,488.87762689590454,1.1090445910291118,0.02141928842133317,0.0009540969382393122,0.004647943351670104,0.004596811069199086,2.953952903200136e-05,0.09696464435085642,0.07051789829549243,0.007232909030630121,0.09789569318083731,0.07499573237748453,0.008941191314632902,0.2869016583453299,0.09141359188792103,0.012322565018534886,0.3190909060515611,0.05258866441028609,0.005896060366213845
Fixed Cut 5.0%,4326,1139,227,4.985723698660224,N/A,418.6270580291748,23.178758144378662,441.80581617355347,1.2143287476979234,0.01773529806212285,0.0008767132436657716,0.01833799307612729,0.017788050518129813,0.0003448304436375495,0.09376701837072611,0.06913398791181095,0.007207886951993393,0.09718297940776316,0.07478056823918201,0.0088860419498261,0.2858467601397128,0.08661589720877705,0.011465823725672702,0.3418926997384505,0.05321076038800454,0.0057562592629591
Fixed Cut 10.0%,4098,1139,455,9.99341093784318,N/A,321.345486164093,13.122709035873413,334.46819519996643,1.7472816808643377,0.013190992049304857,0.0007895008507566456,0.007911226429207309,0.007888797385221753,8.0365683464318e-05,0.09972346190324984,0.07355699134714212,0.0081445739975845,0.09956822081719116,0.0775255063987587,0.00957629656501454,0.29089815304343475,0.09047807135323915,0.01224508774534629,0.4490765486114846,0.052528071706733306,0.006167164968433261
Fixed Cut 15.0%,3871,1139,682,14.979134636503405,N/A,396.27650570869446,23.502217054367065,419.7787227630615,39.05393248509533,0.011778638412517745,0.0009117264574460804,0.012722970994543736,0.012345993561038493,0.0002590144322354723,0.09090239504416675,0.06845620779222097,0.007601628068900276,0.09101415509020397,0.07131178054669668,0.00808545446548345,0.2937428095070455,0.08228003046839596,0.011042484808361435,7.908462963146259,0.04923453015617396,0.005580061646485344
Fixed Cut 20.0%,3643,1139,910,19.98682187568636,N/A,300.0844941139221,19.617784023284912,319.70227813720703,1.3402606442615446,0.016105815977129647,0.0007727319754699117,0.006452237653073893,0.006327850022668637,6.653784307261793e-05,0.09846260960653846,0.07228437330324262,0.007771830127381305,0.09559805129575645,0.07479069909371502,0.008926939236199475,0.2902802852502974,0.08778758827865309,0.011800213333333165,0.3662107656134423,0.05145926533508181,0.005867650503091293
Fixed Cut 25.0%,3415,1139,1138,24.994509114869317,N/A,284.6878831386566,12.619323015213013,297.30720615386963,30.484457227636824,0.01196315481194048,0.0009865504382708483,0.010295347106672105,0.010299182319670152,0.00013728117065814035,0.0954021752837807,0.06984760909774296,0.007282982803281063,0.09550885924505519,0.07374387299474162,0.008644404966936543,0.2919705236529419,0.08345534547280617,0.011174082865252307,6.195526826585061,0.04986183293938028,0.005645060448879784
Fixed Cut 30.0%,3188,1139,1365,29.98023281352954,N/A,342.65566182136536,25.562984943389893,368.21864676475525,22.851447465214495,0.010905329732302106,0.0009714380590865749,0.007324479515954751,0.007172069736559702,8.27203229585982e-05,0.0944980641230894,0.07065035702770577,0.007748484583465143,0.10172959877469706,0.07700099998737697,0.00935756125722837,0.2834826732498443,0.08662664117877583,0.011417010884059555,4.667696456175618,0.05047107953254406,0.005915443021359644
Fixed Cut 35.0%,2960,1139,1593,34.9879200527125,N/A,272.6447570323944,10.439883947372437,283.08464097976685,1.2375585738119501,0.016204130231814492,0.0007704494363466948,0.0071950885606111336,0.007051108137232545,8.044101706836801e-05,0.09384858798942947,0.07038933060820422,0.00784572408242653,0.09925464510495641,0.0765557690010471,0.009297201248514651,0.29374891465138836,0.09294034709681982,0.012764420868257556,0.34632116202366703,0.052628137015023654,0.006151647330522763
Fixed Cut 40.0%,2732,1139,1821,39.99560729189545,N/A,304.97482204437256,8.667724132537842,313.6425461769104,1.0685693931803375,0.021606876929129534,0.000951989200133096,0.015445457988642865,0.015394706802702099,0.0003018572832643405,0.09557731105929947,0.06910585301516065,0.007019991185132565,0.10644723269838509,0.07966681846006668,0.009911948987017197,0.2908938109278174,0.08731124341608014,0.011662233642305843,0.31538664117089643,0.054617099724627804,0.0059696040595706105
Fixed Cut 45.0%,2505,1139,2048,44.981330990555676,N/A,240.6675887107849,5.870943069458008,246.53853178024292,13.233822028527669,0.01431808808721235,0.0010707504791927069,0.015379929723741897,0.015135890310210901,0.0003144339885305311,0.0911617281557436,0.0681332511155854,0.00746458033520523,0.11022670445414845,0.08208099184844517,0.010415866295947592,0.2925843639375415,0.0929933216950076,0.012751657933162347,2.74863495095977,0.05453230861129227,0.006403457806407687
Fixed Cut 50.0%,2277,1139,2276,49.98901822973863,N/A,226.88051104545593,9.352872371673584,236.23338341712952,8.549842942815637,0.011762322748932269,0.0008555265546183631,0.012028350464256399,0.011672738251558262,0.00024914377404353235,0.08740444259746426,0.0635874580916069,0.006148045717081245,0.10997029579328893,0.08189754124731277,0.010344287744157292,0.2871548064062504,0.08566536153495667,0.011335577190090474,1.8092801676153794,0.05091708437487332,0.005786516195998179
Fixed Cut 55.0%,2049,1139,2504,54.99670546892159,N/A,200.28620290756226,3.8445229530334473,204.1307258605957,2.0408047930149618,0.017500522373667747,0.0009205596791456161,0.022315817863344894,0.021785398762219698,0.0006878296444692872,0.09925783991211554,0.07352301757199464,0.008359595389491215,0.09721450705540496,0.07559512031459227,0.009014402483521557,0.28712697881648513,0.08992021522957473,0.012083901964268643,0.5093439873324622,0.05566485485040982,0.0062132578321792715
Fixed Cut 60.0%,1822,1139,2731,59.98242916758182,N/A,217.4840612411499,3.800326108932495,221.2843873500824,14.027664027892548,0.017561345546003602,0.0012041189815865212,0.021140523013946387,0.02122002430887827,0.0006337692840277109,0.09391899532378659,0.06970177286767172,0.0077026935745280025,0.10729319769233629,0.08070196583392071,0.010183009937453467,0.29645149422339234,0.10052901524529857,0.015590232413822179,2.9092936476292013,0.05794282476035458,0.007062764838283579
Fixed Cut 65.0%,1594,1139,2959,64.99011640676477,N/A,145.360830783844,3.2451651096343994,148.6059958934784,2.204610821028673,0.01422733329133509,0.0008982774340964885,0.012244416689389869,0.012132001936380102,0.00021474909311176144,0.0948930013025622,0.06990324218441236,0.007499395912126548,0.09066430492047028,0.07015773759959217,0.007834823114307762,0.29115382325368244,0.10037423007094101,0.01554603002903138,0.5387132734389553,0.053358909016532174,0.006398655116534794
Fixed Cut 70.0%,1366,1139,3187,69.99780364594773,N/A,164.00713205337524,6.473485231399536,170.48061728477478,1.4198611616111045,0.04396584424658036,0.006743083080044773,0.02147987333400871,0.021532724739988456,0.0005925025416541162,0.08717001128758685,0.06518481048524609,0.006817822701637371,0.09746180695222438,0.07608819350582352,0.009090653737575057,0.2948594719062501,0.1081237874603178,0.017149301056470653,0.38416646501823515,0.06297907208759132,0.008078672623476401
Fixed Cut 75.0%,1139,1139,3414,74.98352734460795,N/A,193.50027894973755,5.643175840377808,199.14345479011536,1.9546038443067437,0.05816625627071619,0.01361742872176806,0.021427422189991913,0.020812396633918005,0.0006667997962220023,0.09189083684258068,0.069554098731987,0.00766495678718314,0.09103608345000276,0.07187603375466652,0.008218210165506104,0.29158464352622904,0.10711182994710808,0.016777277246554978,0.4901085660631098,0.06550412306767918,0.009388934543446867
Fixed Cut 80.0%,911,1139,3642,79.9912145837909,N/A,134.7242660522461,4.774805068969727,139.49907112121582,4.02849627568447,0.050512324170559744,0.019904664681721508,0.02266391225340684,0.021652194216286672,0.0008512921077292123,0.09399751459134523,0.07005751494009066,0.007755192107979443,0.09951146510998946,0.07697298939432477,0.009086694658284348,0.2849138056614069,0.10648793707571554,0.01643543575191091,0.9059165946601235,0.06513659195939547,0.010806655861525082
Fixed Cut 85.0%,683,1139,3870,84.99890182297386,N/A,124.55950212478638,3.5867340564727783,128.14623618125916,2.0389888838082073,0.06652888714571578,0.019594652873299798,0.02742191675430151,0.02739546851892016,0.001164571526145336,0.09718882788876826,0.07497172565143642,0.009268134879705963,0.10697809966520416,0.08255174421524189,0.010695227278674899,0.30520870858461857,0.09729378892361157,0.015472987152818791,0.5151572873402201,0.06974832289098516,0.011239114742128962
Fixed Cut 90.0%,456,1139,4097,89.98462552163409,N/A,101.52810478210449,3.2781598567962646,104.80626463890076,1.6844056589143603,0.06502965832996087,0.01890806786608508,0.02878232264917553,0.028568232726756935,0.0010742501295201415,0.1086236679304912,0.08759285688714624,0.01270084222833188,0.13022177838455748,0.09566592792101203,0.012992520536229544,0.28473874455692116,0.09989816560441343,0.015003702386940574,0.4473544344871013,0.07535096829385787,0.012135876629421434
Window L1,158,1139,4395,96.5297605974083,0.1537950038909912,79.64087915420532,2.3727591037750244,82.16743326187134,2.205035677584771,0.07188719512073376,0.03279840595404398,0.031190493253218304,0.032183446810689305,0.001467951869702059,0.12959028959250465,0.10857425459743426,0.017707766900154936,0.10107252050703869,0.08017283217247083,0.00990128182509721,0.3769803567230641,0.18672814626620413,0.045037249520885045,0.5687738675321196,0.09590917499350643,0.02138253121397664
Window L2,158,1139,4395,96.5297605974083,0.08049678802490234,77.46753597259521,2.3948519229888916,79.94288468360901,1.812343133080617,0.07909421805554627,0.03271554083454272,0.04138229428223075,0.043146796880327735,0.002354177300814638,0.10580401466256056,0.08190644296619073,0.010968573288968938,0.21542561158718435,0.14902858947425593,0.029879037220457125,0.3151224526300065,0.1327429643772765,0.02395711551995562,0.49801550124851995,0.09718380235071948,0.019974888832947818
Window Normal,448,1139,4105,90.16033384581594,0.2219400405883789,91.69475793838501,2.8093018531799316,94.72599983215332,21.05350438092343,0.052934825471000944,0.020791890756515278,0.038302151597788645,0.038208576839094385,0.0019705439647483497,0.09160580532346205,0.07068185283294658,0.008431648197017775,0.12526321656796446,0.09242690419248979,0.012250066400972627,0.28712955146085983,0.09850386916370073,0.014875569136209755,4.319161021174703,0.0705512056998465,0.011663943691092759
Window RBF,158,1139,4395,96.5297605974083,0.7646992206573486,78.37472891807556,2.6914522647857666,81.83088040351868,2.7683046910012705,0.06630486241844986,0.0335759497577472,0.045650135601999264,0.04818239559016761,0.003360066721802886,0.09269822495473784,0.07169666679423432,0.008672100909154752,0.19334081682223445,0.137210750941476,0.02545565736511745,0.32678582693148983,0.14258072435389713,0.0271883929737644,0.6853559390623463,0.09319508001964502,0.01965043354551733
Window Cosine,158,1139,4395,96.5297605974083,0.43402600288391113,89.68411064147949,2.2617180347442627,92.37985467910767,8.97247580975652,0.06790321891206957,0.03544320654345379,0.01866095632297778,0.01790389572549991,0.00060734147305084,0.1150511045079391,0.0938458285687933,0.015001417027474912,0.1501785957562565,0.11398188846759741,0.0181555600800736,0.29775326144054515,0.11147970599756114,0.01804843969223545,1.9108239455568459,0.0810229075343043,0.01745119296325772
Window Linear,1448,1139,3105,68.19679332308368,0.13186216354370117,167.96193504333496,5.399776220321655,173.49357342720032,8.066564170996783,0.018480427471288582,0.0011871868642235298,0.018617097113040097,0.01840466735484996,0.0004932825930539483,0.08336127259199055,0.06309789758555925,0.00662964131507451,0.1061605880031661,0.07968512287625196,0.009813830802908449,0.2898855106862592,0.10457370217731922,0.016146471704670682,1.712917727878247,0.0568483634930538,0.006854082655986221
