Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,V_MAPE,V_MAE,V_MSE,P_MAPE,P_MAE,P_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window Normal,3807,1754,3205,45.70735881346263,0.32675814628601074,23.288547039031982,23.615305185317993,0.13571063463596644,0.09640723225913907,0.013805830841453195,0.3118321860667874,0.1398076921486486,0.02946338518258015,24019707090831.086,0.059673615428605754,0.005053556631930954,156166229655590.22,0.04711980924538892,0.0034985373583362148,45046484186605.33,0.08575208727044595,0.012955327503575122
Window RBF,997,1754,6015,85.78151739874501,2.6217663288116455,11.742724895477295,14.36449122428894,0.13067660489402386,0.09005867075492985,0.013239386604617437,0.29905641661627114,0.13706976040063343,0.029101850327278158,28205868830366.76,0.06961596428358562,0.0069312985847893634,156894738922367.06,0.05010627163279869,0.0046599578270091445,46275151938183.42,0.08671266676798638,0.013483123335923532
Window Cosine,997,1754,6015,85.78151739874501,0.9427800178527832,6.7548298835754395,7.697609901428223,0.13743482704561794,0.09712642895181361,0.01436029588859786,0.29709574010341416,0.13626826075396678,0.028673327772831055,29131268988183.254,0.0731055755828614,0.007534686506459051,78643184452625.33,0.033858044512793846,0.0041147008202679245,26943613360202.17,0.08508957745035842,0.013670752747038982
Window Linear,3867,1754,3145,44.851682829435255,0.1624140739440918,15.616093873977661,15.778507947921753,0.129317899109267,0.08856066120591656,0.01277954522001703,0.30716048916699346,0.13863310697151035,0.029232372897303592,25330738252007.812,0.06472011056878461,0.005791268583843846,49569816894226.94,0.024557537868544522,0.002707693580614468,18725138786558.746,0.07911785415368938,0.012627720070444739
Window Clinear,5087,1754,1925,27.452937820878493,0.12310194969177246,18.1320960521698,18.255198001861572,0.1291437461931294,0.08772708069561279,0.012875434843560185,0.3242649152652718,0.1429052681839664,0.03010168621786129,27470507607405.023,0.07642269440903689,0.007548433549354622,90150685100563.45,0.033146467872135876,0.002910349926158251,29405298176992.203,0.08505037779018831,0.013358976134233603
Window Rank,952,1754,6060,86.42327438676554,0.1543879508972168,6.28153395652771,6.435921907424927,0.1336231531838732,0.09265937467291252,0.013794954819042346,0.33631961707331437,0.14710737862993667,0.031332964251970574,25859806250826.98,0.06250317505617857,0.005607973093633532,72885713807417.69,0.03343865830947396,0.004390358202166149,24686380014561.133,0.08392714666712488,0.01378156259170315
Window Mahalanobis,1002,1754,6010,85.71021106674273,0.4600830078125,6.500554084777832,6.960637092590332,0.1311713160620561,0.08955916328642372,0.013341081437740088,0.2787859635394717,0.13303076737597117,0.028678169761401733,26469894162691.777,0.0633483688212544,0.005723543343244621,96053505626255.34,0.03772348711489277,0.004308915922625306,30630849947236.742,0.08091544664963507,0.013012927616252954
Window AR,997,1754,6015,85.78151739874501,0.2072298526763916,6.5760228633880615,6.783252716064453,0.13253828909655854,0.09149952697646621,0.013518837505257817,0.3092359312660368,0.1392970218253122,0.029363877352916137,29760377826201.11,0.07485957846911998,0.007871672489304671,36729265190184.28,0.02571609669536192,0.0041930733371367684,16622410754096.395,0.08284305599156457,0.013736865171153854
Window Mean,1970,1754,5042,71.90530519110096,5.384737491607666,17.984524965286255,23.36926245689392,0.13022310895807554,0.09019243502414048,0.012846590610125733,0.34202773730117,0.1483753830634599,0.03171875541935238,29890267781541.723,0.07629895014888755,0.008060338531002402,87524191228338.11,0.03569441149095721,0.004151321381805403,29353614752470.047,0.08764029493186083,0.014194251485571479
Window Median,997,1754,6015,85.78151739874501,5.384737491607666,9.63864278793335,15.023380279541016,0.12967010296807813,0.08856164050891212,0.013184956384477848,0.3264739835868866,0.14375666339259596,0.030163166994908983,28969707106274.344,0.07209212379450107,0.007356636823510087,32830786125946.13,0.025087932249703994,0.004254428091885864,15450123308055.133,0.08237458998642776,0.013739797073695693
Binary Segmentation L1,6922,1754,90,1.2835139760410725,1.4494121074676514,21.405220985412598,22.85463309288025,0.12903743920360877,0.08787336453461395,0.012802218169462183,0.30610512698140635,0.13862447466792963,0.029244599234497758,25314265772480.707,0.06597670912742615,0.00593960619895614,13090763869507.164,0.015061521586874694,0.0019118646126725129,9601257410497.033,0.07688401747921149,0.012474572053897136
Binary Segmentation L2,6922,1754,90,1.2835139760410725,0.39124083518981934,36.62785196304321,37.01909279823303,0.1322480635687207,0.09329113775175335,0.013162830148295153,0.3381219457676715,0.14661032104328417,0.031052208434456722,23901212773756.04,0.059994332433497485,0.005081638538638022,49532805172106.49,0.022020301877932618,0.0018274373440424203,18358504486465.656,0.08047902327661724,0.012781028616358062
Binary Segmentation Normal,1957,1754,5055,72.0907016543069,0.7079260349273682,22.51289391517639,23.22081995010376,0.13039098170598287,0.09020350591009543,0.012949811882758578,0.314676177448183,0.14049278831645703,0.029674104575191245,26993347642648.33,0.06538323032048789,0.006134559367995605,135633046619134.75,0.04551730952014302,0.004404934494127083,40656598565445.73,0.08539920851679542,0.013290852580018117
Binary Segmentation RBF,6922,1754,90,1.2835139760410725,91.41670894622803,21.663564205169678,113.0802731513977,0.13146484977607684,0.0915832319426885,0.013033419636109727,0.3198305737626819,0.14191746962295645,0.02995416759288535,26266203279700.9,0.06957275334363947,0.006483626176145403,69447951473595.84,0.025958877360470548,0.001848105535782617,23928538688324.273,0.08225808306743906,0.012829829735230771
Binary Segmentation Cosine,5727,1754,1285,18.325727324586424,71.20766282081604,14.676546096801758,85.8842089176178,0.1340571448374522,0.09533886811267454,0.013444527395286551,0.3330070837531839,0.14554682462366908,0.03067139603261155,27896144213636.047,0.0780424130324575,0.007863402832409582,61581541937126.555,0.024420191859245117,0.0018611615552787811,22369421537690.727,0.08583707440701183,0.01346012195389661
Binary Segmentation Linear,1827,1754,5185,73.94466628636623,0.4934730529785156,11.757771968841553,12.251245021820068,0.13099977948854985,0.08976966502386553,0.013105196168861898,0.3421666468825425,0.14839039472422738,0.031730762692529856,22644704203373.87,0.05392253692814259,0.004295982818889691,81807316748266.08,0.034516999406461316,0.0041363612795281895,26113005237910.01,0.08164989902067382,0.013317075739952399
Binary Segmentation Clinear,6832,1754,180,2.567027952082145,0.45877504348754883,40.03270506858826,40.491480112075806,0.12805196888108455,0.08708394056637497,0.012677175623779728,0.3100534624542278,0.13910764742047704,0.02923329718447455,25732633340168.684,0.06824171436672286,0.00626937269838062,23887691086728.09,0.016854101714044997,0.0018232766328003785,12405081106724.26,0.07782185101690534,0.012500780534858823
Binary Segmentation Rank,6087,1754,925,13.191671420422132,0.5103120803833008,17.720324993133545,18.230637073516846,0.1377121960109217,0.09889440389769938,0.014167543631222275,0.311437513155641,0.13999650068875374,0.029437484901293286,28789644459132.785,0.0828969042694903,0.008699000643259364,22307188598907.266,0.01711060252825569,0.0019442726095396654,12774208264510.078,0.08472460284605003,0.013562075446328654
Binary Segmentation Mahalanobis,5847,1754,1165,16.61437535653166,73.48665976524353,17.93413281440735,91.42079257965088,0.13127539762993992,0.09057982905155829,0.013087203100462508,0.3100124961252359,0.13913250473818917,0.02913316438628717,27838519518483.957,0.07844499493914464,0.007886181519348008,40839102317922.91,0.02031999108173706,0.0018306424338641477,17169405459101.785,0.08211932995265761,0.012984297859990472
Binary Segmentation AR,6922,1754,90,1.2835139760410725,1.1297881603240967,18.319766998291016,19.449555158615112,0.12869310196035097,0.08655006667992719,0.012837199390710503,0.31954601390301945,0.14213398720853726,0.02990242224871014,25142032659265.188,0.06356196948031254,0.0056405744172837715,36356258158347.26,0.019329916114681874,0.0018246175073291537,15374572704403.168,0.07789398487086507,0.01255120339100838
Binary Segmentation Mean,5597,1754,1415,20.17969195664575,241.2519588470459,19.164618015289307,260.4165768623352,0.13338394682214916,0.09447726758350675,0.013320597235910066,0.30129509258806214,0.13723272148922777,0.0289035743949486,27507417713087.664,0.07629547861554518,0.007537887026109691,18630869390693.2,0.01604033668130091,0.0018736536644911586,11534571775945.295,0.08101145109239549,0.01290892808036486
Binary Segmentation Median,6460,1754,552,7.872219053051912,241.2519588470459,31.970727920532227,273.2226867675781,0.12668501569905113,0.08469839019013647,0.01261801218193663,0.3016331155938991,0.13687678926388194,0.028699169386432896,28276859636759.94,0.08099706540738233,0.008350640211852767,14876243597583.021,0.01528167234043813,0.0018798484717390785,10788275808585.807,0.07946347930046004,0.01288691756299034
Bottom Up L1,5427,1754,1585,22.60410724472333,0.17229318618774414,29.804022073745728,29.97631525993347,0.12861635891302747,0.08822561836849056,0.012697764187319553,0.3054960952008258,0.13827318305892813,0.029299423081711132,24906327890285.445,0.06394512512271719,0.005653292799900811,32548540106533.027,0.018682588987924617,0.0018362846671563233,14363716999204.666,0.07728162888451551,0.012371691184021965
Bottom Up L2,987,1754,6025,85.92413006274957,0.1192479133605957,5.771605968475342,5.8908538818359375,0.13050192285255283,0.09101291535037101,0.012982974243884619,0.2996439121643628,0.1378183292694343,0.029412548486808632,28516367599894.65,0.07197435131626596,0.00730241490714298,79766930480209.83,0.03434308843574673,0.004199505844569246,27070824520026.13,0.08378717109295401,0.01347436087060137
Bottom Up Normal,6732,1754,280,3.993154592127781,0.200120210647583,32.90409016609192,33.1042103767395,0.12853862309868946,0.08745792182578682,0.012760225667134526,0.31307823769395193,0.13994176323508017,0.02952131318017045,25744753539048.29,0.06759273754949902,0.006177521948699955,38305895619956.51,0.019686072776654545,0.0018017695255922678,16012662289751.277,0.07866962384675552,0.012565207580399296
Bottom Up RBF,6907,1754,105,1.4974329720479178,2.7200000286102295,23.975757122039795,26.695757150650024,0.13032670079533565,0.09094273588601845,0.01288008884043797,0.31731774834559334,0.14117910727952368,0.029817478027444305,27205884180728.355,0.07482906671067135,0.007277486853380197,78982719934382.4,0.028050273515547883,0.001919230179396491,26547151028777.77,0.08375029584794069,0.012973570975164755
Bottom Up Cosine,2042,1754,4970,70.87849401026811,1.033905029296875,7.57637095451355,8.610275983810425,0.1318740078807371,0.09157073514200628,0.013077409237344953,0.3171761448492596,0.14184538453800308,0.030054744483520524,25971317366255.04,0.06787933775473814,0.006255922068029896,81482869795577.16,0.034736356759393454,0.00422880545760501,26863546790458.12,0.08400795354853559,0.013404220311625104
Bottom Up Linear,1702,1754,5310,75.72732458642328,0.1428670883178711,10.160744905471802,10.303611993789673,0.12981868560391358,0.08918957293491218,0.01287722638431877,0.32114949288110395,0.14217221528240526,0.030017515009903475,25068924331968.176,0.060111354067010986,0.005114409899625918,117235751696734.92,0.0420681889802764,0.004413057604661487,35576169007175.74,0.08338533281615075,0.013105552224627405
Bottom Up Clinear,6812,1754,200,2.852253280091272,0.09728813171386719,31.12441921234131,31.221707344055176,0.12728128714439269,0.08568334403165596,0.012653842910246387,0.32119380956914206,0.14186929520567143,0.02983658373864169,25163372394500.395,0.06550074160508448,0.005870792834361754,8797505200189.146,0.0144541740696073,0.0019553372431292157,8490219398672.462,0.07687688872800513,0.012579139181594748
Bottom Up Rank,6047,1754,965,13.76212207644039,0.1405351161956787,14.368311166763306,14.508846282958984,0.12967173934257262,0.08988351249290298,0.012662356425610633,0.2921673952478045,0.13529269384532638,0.02858504609639274,28298973179068.07,0.08214070085941481,0.008599047374278834,19256624747014.402,0.015966631352307137,0.0018333839873372444,11888899481520.668,0.08082088463748813,0.012919958470904857
Bottom Up Mahalanobis,5662,1754,1350,19.252709640616086,0.6821842193603516,22.52315402030945,23.2053382396698,0.13085500327249383,0.09081729138171223,0.013017782044648851,0.31457761203994117,0.14032089533571113,0.02950939087684449,26460579129693.133,0.07158779550362944,0.006769433120190208,18618191853562.37,0.01589688236401014,0.0018504099333444986,11269692745813.959,0.0796557161462661,0.012786753993757002
Bottom Up AR,987,1754,6025,85.92413006274957,0.1694178581237793,6.501485109329224,6.670902967453003,0.13816377769094523,0.09884767015400533,0.014444640033213548,0.34234654051921687,0.14837717544916498,0.03157763810712882,26676020939949.633,0.06431635251719243,0.0059120264047815224,132694881576980.44,0.044977696905112684,0.004405971755123478,39842725629232.47,0.08912972375636832,0.014085069075061834
Bottom Up Mean,4331,1754,2681,38.234455219623506,5.477858781814575,24.109311819076538,29.587170600891113,0.13454889806901385,0.0951628091373559,0.013597317393600823,0.32348185128574514,0.14272051199136218,0.03009541027323481,26803235068588.418,0.07229712639765255,0.006892753192246956,94829396332856.28,0.03399941712953127,0.002886718985272543,30408157850361.258,0.0860449661639758,0.013368049961088774
Bottom Up Median,5545,1754,1467,20.92127780946948,5.477858781814575,21.418726205825806,26.89658498764038,0.13543066467796935,0.09623335550461809,0.013706025781743536,0.3122551422111342,0.14002279304748408,0.02945367389765367,27254125389535.45,0.07554964492610337,0.00741974999454553,38211318489543.13,0.019779279627001406,0.0018281652373233614,16366360969769.719,0.08289626827630206,0.01310190372781652
