Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,V_MAPE,V_MAE,V_MSE,P_MAPE,P_MAE,P_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window AR,997,1754,6015,85.78151739874501,0.15449810028076172,4.73024582862854,4.884743928909302,0.13519544773291917,0.09498563762632571,0.013921081654305783,0.31128988628318544,0.13998150409393878,0.029509093250149547,25384916809038.176,0.06055566941406546,0.00520253222789826,123505090680381.14,0.043268861456273316,0.004462095005063553,37222501872354.79,0.08469791814765032,0.01327370053435429
Window Mean,1970,1754,5042,71.90530519110096,4.126266241073608,13.595216035842896,17.721482276916504,0.1397859758659771,0.10082635523750565,0.014531943971844841,0.3321872166646152,0.14524799382679793,0.030615249094646246,27726242240324.03,0.06764337702089938,0.006583572745489323,131582450551746.94,0.04485117975522668,0.004475039723349648,39827173198017.7,0.08964222646010687,0.01405145138383251
Window Median,997,1754,6015,85.78151739874501,4.126266241073608,5.6126532554626465,9.738919496536255,0.1385914420763185,0.10036868254286468,0.014483005542237824,0.29435137714036574,0.13634339995225908,0.029027055168906735,24294628098029.875,0.0586642333017527,0.004951801733188399,108672166147415.3,0.04028209175546332,0.004381322844327803,33241698561361.277,0.0839146018880845,0.013210796322165177
Binary Segmentation L1,6922,1754,90,1.2835139760410725,1.1235530376434326,16.708239793777466,17.8317928314209,0.13573833730223134,0.09625281510288887,0.013838224703866631,0.3151743278910722,0.14078100509894664,0.029652043064604228,22115857160585.44,0.05516880589106046,0.004389400963910116,16817896568901.363,0.016076785110875964,0.0019574782485818434,9733438432371.71,0.07706985280094329,0.012459286745240708
Binary Segmentation L2,6922,1754,90,1.2835139760410725,0.28969621658325195,20.83987832069397,21.12957453727722,0.12802984121627348,0.08584306642831464,0.012815551226632985,0.29968853312371346,0.13753428939825887,0.029348057412972445,25981190013604.17,0.06920109582616045,0.006410164382805435,38228087671062.13,0.019704098446916642,0.0018102062021766226,16052319421166.645,0.07807063752491306,0.01259599480614685
Binary Segmentation Normal,1957,1754,5055,72.0907016543069,0.5001919269561768,6.209465742111206,6.709657669067383,0.12867876378735252,0.08933804311539513,0.012439740311293858,0.3418785815056115,0.14804034214396442,0.03135685495243493,27039574663604.83,0.0652357608374933,0.006077736671148325,46828935214244.9,0.028300333031095404,0.0043816142691718955,18467127469462.395,0.08272861978198659,0.013563986551012262
Binary Segmentation RBF,6922,1754,90,1.2835139760410725,86.81915211677551,14.912422895431519,101.73157501220703,0.13001278283741027,0.08891180140168563,0.012878826263012668,0.3282497758988004,0.1446952906102539,0.030793362700467317,27288447443990.676,0.07351652387557332,0.007126867961798169,79038921898569.45,0.027995395884815255,0.0019101896472438712,26581842335640.11,0.08377975294308236,0.013177311643130499
Binary Segmentation Cosine,5727,1754,1285,18.325727324586424,68.29911303520203,29.639949083328247,97.93906211853027,0.1334165742038346,0.0947041483051285,0.013378114884473187,0.324081062935558,0.14269120093680274,0.030050259567125304,25416355832892.094,0.06661878366196025,0.006031030658634503,60339766132042.414,0.02406460863734703,0.0018103805243255043,21439030491233.688,0.08201968538530995,0.012817446408639632
Binary Segmentation Linear,1827,1754,5185,73.94466628636623,0.4559040069580078,10.508072137832642,10.96397614479065,0.1303004912006038,0.08836643991952531,0.013078115732602636,0.3253788038290035,0.14370117122675258,0.030494340074811048,27762120475196.844,0.06736087156042932,0.006539451507975839,75400637502136.67,0.033378044618917364,0.004160221402537017,25790689494333.344,0.08320163183140566,0.01356803217948163
Binary Segmentation Clinear,6832,1754,180,2.567027952082145,0.3735949993133545,22.93245267868042,23.306047677993774,0.12962407319303806,0.08844640568738188,0.01293073246293062,0.3019620380002369,0.13752103131842328,0.02904973758676669,27768667642090.332,0.07847120485854407,0.007893388947636318,12769924899374.236,0.014839185784693776,0.0018785147883145714,10134648135366.217,0.0798194569122611,0.012938093446412054
Binary Segmentation Rank,6087,1754,925,13.191671420422132,0.3901810646057129,13.889895915985107,14.28007698059082,0.13039353353183855,0.08902357931345005,0.012991885490221459,0.3023199442961489,0.13814761853586557,0.029340785094073105,25280716142202.508,0.06575255660786926,0.005922687807899543,84846822952690.84,0.02912248360772201,0.001933030166633898,27531884773723.395,0.08051155951622711,0.012547097139706996
Binary Segmentation Mahalanobis,5847,1754,1165,16.61437535653166,68.92549395561218,14.73418378829956,83.65967774391174,0.13573557262972663,0.09610459648817711,0.013773071250803728,0.3328223390845457,0.14550985836887198,0.030826180748947368,27323697844133.57,0.07532768173257351,0.007373688451488593,35008348631769.445,0.01889337384516853,0.0017860009777286355,15583011618975.844,0.08395887760869808,0.013439735357242084
Binary Segmentation AR,6922,1754,90,1.2835139760410725,1.0188987255096436,23.177449941635132,24.196348667144775,0.1292447906500925,0.08868636897328472,0.01278239241854409,0.30940766123274777,0.13929842085789187,0.029476544189760815,24876759041041.86,0.06392674345798197,0.005641135199533779,6833927256180.247,0.014425486293817012,0.0020229618537198823,7927671574305.594,0.07658425489574429,0.012480758415389648
Binary Segmentation Mean,5597,1754,1415,20.17969195664575,228.1957790851593,19.42618227005005,247.62196135520935,0.13011205857760963,0.08950175402739786,0.012917760853406934,0.3321055262979363,0.1449539821176578,0.030557435089172687,26592468445167.387,0.07226216648569364,0.0068847393583747534,8538813348865.951,0.0147234370359645,0.002005790530057502,8782820448508.441,0.08036033491667878,0.013091431457752975
Binary Segmentation Median,6460,1754,552,7.872219053051912,228.1957790851593,21.110382080078125,249.30616116523743,0.12947030443978674,0.0876123222222466,0.012961473061026327,0.3144410158402873,0.140771305076586,0.02971080104785518,27546708781339.55,0.0766355376227897,0.0075771480680870635,22952890732574.676,0.01707572951456858,0.0019095167864756966,12624899878478.635,0.08052372360904807,0.013039734740861082
Bottom Up L1,5427,1754,1585,22.60410724472333,0.1527729034423828,18.654582977294922,18.807355880737305,0.1298300359954729,0.09027556065944001,0.01280652489002797,0.31709780855729,0.14075919217563862,0.02950187716474091,27014878294342.906,0.07498061457530525,0.007323224240073866,57805797842583.3,0.023590391220057107,0.001816150220386188,21205169034231.625,0.0824014396576106,0.01286194412880722
Bottom Up L2,987,1754,6025,85.92413006274957,0.09644389152526855,6.310828924179077,6.407272815704346,0.13159031749758074,0.09175576283770168,0.01326154548419278,0.3170256254892111,0.14101613956788778,0.029621385361754213,29835147933381.53,0.07698501770649058,0.008149173478448731,72358562974358.62,0.0326682110694327,0.004153598965454247,25548427726935.09,0.0856062827953776,0.0137964258224625
Bottom Up Normal,6732,1754,280,3.993154592127781,0.1691579818725586,18.483738899230957,18.652896881103516,0.1319040966770172,0.09119378831048838,0.013227073505091636,0.30716916940165784,0.13898005418867537,0.029471958638578055,26393982859099.668,0.07158235017408558,0.00676902434314346,39848185321377.31,0.020283782508593917,0.00186951885077843,16560542045119.322,0.08050999379546118,0.012834393834397903
Bottom Up RBF,6907,1754,105,1.4974329720479178,2.567866086959839,21.63858723640442,24.206453323364258,0.12871598901635567,0.0879468251637914,0.012741490289580392,0.319427099185449,0.14146503430471874,0.029691777505619094,26460660989446.527,0.07140888750689604,0.006745121490078419,91789407593803.69,0.030666879711740917,0.0019784967164047386,29562517145812.63,0.08287190667178712,0.01278922150042063
Bottom Up Cosine,2042,1754,4970,70.87849401026811,1.0202529430389404,7.6126179695129395,8.63287091255188,0.13098230435235492,0.0901962123301124,0.01299428655588869,0.3095720551463583,0.13966612756968774,0.02941769006582586,21727353421515.19,0.05228105940577229,0.003919239625334944,69348211829600.234,0.03266595043342516,0.004336319098549227,22768891312778.848,0.07870233743474978,0.012666883836399684
Bottom Up Linear,1702,1754,5310,75.72732458642328,0.13958406448364258,10.723083019256592,10.862667083740234,0.13164113200167307,0.09091389145897426,0.0131610577082258,0.3194318064429584,0.14181263852337803,0.029960724926945494,24583618342197.535,0.05907236075111502,0.004968220095657957,149302136657731.84,0.04845640580160162,0.004572128537935227,43471438749982.31,0.08506382413376679,0.013165532817191112
Bottom Up Clinear,6812,1754,200,2.852253280091272,0.0856630802154541,21.802900791168213,21.888563871383667,0.13296487969230047,0.09355131619684395,0.013318465103048963,0.3290147078912914,0.14423956315996445,0.030418060995340633,23255990010381.957,0.05747050525941504,0.004709546482519518,58987472905050.52,0.023725767122679615,0.0017923807909683846,20560865728858.117,0.07974678793472609,0.012559613342969365
Bottom Up Rank,6047,1754,965,13.76212207644039,0.1202390193939209,13.392316818237305,13.512555837631226,0.1319130895514879,0.09217976324975678,0.01307381730556293,0.3125493683418767,0.1402456044870987,0.029498495816698708,25865254476460.367,0.06831968649837994,0.00627437829075169,18612185300523.285,0.01692106486158308,0.0020469063851899743,11119359944245.996,0.07941652977420498,0.01272339944955084
Bottom Up Mahalanobis,5662,1754,1350,19.252709640616086,0.646204948425293,24.318689823150635,24.964894771575928,0.13214949721323208,0.0920435359861533,0.013247324641658259,0.32090923708463553,0.14197619316164398,0.029931330236000746,29033333876860.22,0.08436077755215375,0.00895054914927203,48885885468240.945,0.02177407157541332,0.0017983740849575978,19479804836275.344,0.08503864456884132,0.013481894527972159
Bottom Up AR,987,1754,6025,85.92413006274957,0.16159892082214355,4.358375072479248,4.519973993301392,0.13833789646080907,0.10139634713186572,0.014460955097396417,0.34553620837723165,0.14858530264209185,0.031047981606678845,29872556880339.453,0.07729184786785073,0.00823414451352178,160602014058005.28,0.051131315561033036,0.004990869002257886,47618642734586.234,0.09460120330070976,0.01468348755496374
Bottom Up Mean,4331,1754,2681,38.234455219623506,5.159783840179443,20.08684492111206,25.246628761291504,0.13270365377555143,0.09330620100556847,0.013271902730767657,0.32510769902224657,0.14282435085954978,0.02989761463660749,22689152397676.14,0.05537821038252433,0.004398373288398392,44224776522203.055,0.02390842098830563,0.0028131402861907968,16728482229969.797,0.07885429580898737,0.012595257735491075
Bottom Up Median,5545,1754,1467,20.92127780946948,5.159783840179443,40.21074318885803,45.370527029037476,0.13311006854676477,0.09418159253478597,0.01334324204154149,0.3228330848612552,0.14226134623536807,0.029931763625621655,27950410392486.2,0.07874612314024174,0.007936190542694496,33088612705799.05,0.018500124574966078,0.0017747014450222528,15259755774571.39,0.08342229662134074,0.013246474413719974
