Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,V_MAPE,V_MAE,V_MSE,P_MAPE,P_MAE,P_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,7012,1754,N/A,N/A,N/A,45.87719798088074,45.87719798088074,0.12654531968545035,0.08472878634975005,0.012577905583097853,0.30486098328470107,0.13735566516023537,0.0287274253114569,25914176991971.473,0.06869910214550508,0.0063315384174020975,29999568112222.355,0.01802236953873879,0.0018062558095837187,13978436276048.531,0.0772014807985577,0.012360781280385121
Fixed Cut 5.0%,6662,1754,350,4.991443240159726,N/A,19.74016499519348,19.74016499519348,0.12805440849278063,0.08558160856881011,0.012824735242538654,0.30109600048628493,0.13770624547395013,0.02930231612903746,23905439979153.867,0.05961549976210493,0.005029799514741025,13543651664711.56,0.015036720557705687,0.0018902334735747554,9362272910966.363,0.07448501859064309,0.012261771089972973
Fixed Cut 10.0%,6311,1754,701,9.997147746719909,N/A,51.58149695396423,51.58149695396423,0.12979054256227499,0.08926294990982588,0.012909826937489712,0.3152923532837031,0.1407396812321598,0.029891580793706452,26393979171377.312,0.07125604269875754,0.006720743748095339,13344941380871.4,0.014947098820499943,0.0018760898526736138,9934730138062.266,0.07905144316531112,0.012849560332991278
Fixed Cut 15.0%,5961,1754,1051,14.988590986879636,N/A,23.125170946121216,23.125170946121216,0.12840941706709175,0.08802214723590959,0.012560829419204137,0.34072254792725337,0.14751958620909902,0.031221173261383527,26606907222646.492,0.07223784036989818,0.006864895151391445,77309851749127.33,0.027664146359938944,0.0018989187595465909,25979189742943.547,0.08386093004371177,0.013136454147881432
Fixed Cut 20.0%,5610,1754,1402,19.994295493439818,N/A,31.650198936462402,31.650198936462402,0.13046851579767985,0.09022983034959077,0.012965553635667102,0.3269443956725903,0.14341905207789551,0.030135833083905054,26696450537626.543,0.07241718675418791,0.006911118062656114,29583431887852.934,0.01788193518407573,0.0017962177912782195,14069970606369.957,0.0809870010914378,0.012952180643376604
Fixed Cut 25.0%,5259,1754,1753,25.0,N/A,31.02465510368347,31.02465510368347,0.13446573296465947,0.09532156682079815,0.013593238968154333,0.32122280570220085,0.14214052572616112,0.029990097981077917,23732508810828.703,0.05945908154974546,0.004998724757579823,40429610416084.88,0.020381892636082727,0.0018659205423272357,16040529806728.406,0.0793257666831972,0.012611995562284827
Fixed Cut 30.0%,4909,1754,2103,29.991443240159725,N/A,19.188440799713135,19.188440799713135,0.12780740828260367,0.08602702947492465,0.012694573141052922,0.3007008605683352,0.13756527003111946,0.029155349699588037,25853348664856.07,0.06817856081806734,0.006270816267854096,110637497729446.55,0.03738493394243055,0.003033544995451178,34122711598575.703,0.08228894856663588,0.012788571025986573
Fixed Cut 35.0%,4558,1754,2454,34.99714774671991,N/A,15.456339836120605,15.456339836120605,0.12804833078988542,0.08532722765536056,0.012861717790350247,0.3270974214008948,0.14377525902708804,0.03028895484114072,23607760769683.605,0.0579219522011164,0.004803682998828366,54877883420111.95,0.02584064071569125,0.002765713247601873,19621411047448.88,0.0782162698998144,0.012680017219480288
Fixed Cut 40.0%,4208,1754,2804,39.988590986879636,N/A,21.466928720474243,21.466928720474243,0.13035757485118035,0.0897676076155523,0.012971532245225811,0.32050417010317744,0.14190687724502685,0.029880762291081272,25930046452066.96,0.06908299300796178,0.0063890649060011,73579566099943.48,0.02959086172405933,0.002782517173334578,24877403138002.68,0.08258708489815043,0.013005969153910698
Fixed Cut 45.0%,3857,1754,3155,44.994295493439814,N/A,16.135714054107666,16.135714054107666,0.13110445280083996,0.09164861365316337,0.012959400663862556,0.32547550064529357,0.14317854388209159,0.030077624767785634,25904387433616.527,0.06874771845224727,0.006346912575625806,68544769103467.92,0.028607330398587313,0.0027841806604233734,23612289134271.184,0.08304555159652273,0.013042029666924337
Fixed Cut 50.0%,3507,1754,3505,49.98573873359955,N/A,18.783637046813965,18.783637046813965,0.13156706195249965,0.09187401220470548,0.01311347367549504,0.33301804734995544,0.14536842660625526,0.030917842679129597,25769733440379.863,0.06861243381388335,0.0063206545485665734,70999254908375.05,0.029185470403148,0.0028058660722733325,24192247087188.797,0.08376008575699834,0.01328945924386611
Fixed Cut 55.0%,3156,1754,3856,54.99144324015972,N/A,16.045617818832397,16.045617818832397,0.12974374271526962,0.0888498506645622,0.012859139581454867,0.33195853485355054,0.14497892106677987,0.03058777250051447,27563868214395.53,0.07700033044057637,0.007631822746535231,29157792556644.78,0.020828658459491632,0.0028047212264739616,14180415192760.162,0.08291444015785282,0.013470864013744623
Fixed Cut 60.0%,2805,1754,4207,59.997147746719904,N/A,23.395835876464844,23.395835876464844,0.12921963561739458,0.08884961204403975,0.01277890188078647,0.303858711200319,0.13757633399881494,0.028994284836558193,22932355900363.402,0.05605028989694428,0.00449188788881468,22913004106766.875,0.01971552411697576,0.0028543983301215236,11461340001782.559,0.0755479400141941,0.012279868234070209
Fixed Cut 65.0%,2455,1754,4557,64.98859098687963,N/A,9.91456413269043,9.91456413269043,0.12985424836024873,0.08964852078130645,0.012721879285498254,0.2881625007010164,0.1341486469527006,0.02819198042024903,24644512817832.77,0.06237508820494584,0.005458691079802686,66749955188324.78,0.03239808645063467,0.00441940844431476,22848617001539.406,0.0796425855973973,0.012697989807466182
