Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,V_MAPE,V_MAE,V_MSE,P_MAPE,P_MAE,P_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 70.0%,2104,1754,4908,69.99429549343982,N/A,10.66222620010376,10.66222620010376,0.1321407055694199,0.09095064585734217,0.0132244484721149,0.3258914425759342,0.14376739606013897,0.030368354390140635,23326111320989.707,0.057154458438797406,0.004685945595705987,106161865136605.48,0.0399221316130773,0.004396395040137086,32371994114398.777,0.08294865799233929,0.013168785874524648
Fixed Cut 75.0%,1753,1754,5259,75.0,N/A,7.4028480052948,7.4028480052948,0.13340028889279718,0.09282144522743346,0.013347478126460107,0.30523251579825267,0.13894600976311827,0.02952070405419372,26932855090335.58,0.06492506433833373,0.006038134114496813,79483008078877.03,0.03454181174047688,0.0042963506864563,26603965792303.098,0.08280858276734013,0.013300666745401736
Fixed Cut 80.0%,1403,1754,5609,79.99144324015973,N/A,7.654990196228027,7.654990196228027,0.13181066147563944,0.09214263147993063,0.01305257104973576,0.3110554070026753,0.13974078414504296,0.02956415010047975,25174926950550.715,0.06031198801466573,0.005171596813807069,93524525120523.5,0.03695279984356512,0.004197211803069364,29674863017768.535,0.08228705087080071,0.012996382441773001
Fixed Cut 85.0%,1052,1754,5960,84.9971477467199,N/A,5.993762016296387,5.993762016296387,0.12925998104919617,0.09018094982843593,0.012841368244913668,0.32642710302753497,0.14389414161972544,0.03040834463375692,28028478859997.465,0.06845490739756496,0.006736307052973232,117822128763928.44,0.042035351629630006,0.004375261265685394,36462651905981.445,0.08614133761883852,0.013590320299332301
Fixed Cut 90.0%,702,1754,6310,89.98859098687963,N/A,3.552121877670288,3.552121877670288,0.15605427975245836,0.11842716148355692,0.019835182238036753,0.30720267934874934,0.13994309619516,0.029472235129818766,32933778341054.36,0.0910249823543366,0.010784384094057442,149215588171842.2,0.04834960266912838,0.004579365592913176,45537341628224.164,0.0994362106755443,0.01616779176370653
Window L1,997,1754,6015,85.78151739874501,0.20922017097473145,4.421489953994751,4.630710124969482,0.13661904336107814,0.09896895602361429,0.014002577531854795,0.3147523548383616,0.14067409322271363,0.029448596813455845,29505728843375.95,0.07634363706151887,0.008039318081506748,109546297524393.19,0.04070476174102457,0.00450204608568002,34763006591942.32,0.08917286201221732,0.013998134628124367
Window L2,997,1754,6015,85.78151739874501,0.10606813430786133,4.701318025588989,4.807386159896851,0.1344018785917221,0.08995377866171407,0.014284635955328572,0.3381802657971507,0.1474026554860452,0.031496967920138175,28484183579298.86,0.06961707104213342,0.006919406420394598,164912060409876.56,0.05212241264308721,0.004930726360188391,48349060997293.84,0.08977397945824445,0.014407934164012441
Window Normal,3807,1754,3205,45.70735881346263,0.25844812393188477,17.027307987213135,17.28575611114502,0.12887809391944283,0.08756210204427226,0.012823617128566958,0.3268900900696724,0.14337295550513965,0.030110012279786002,27348926705137.48,0.07574763227580407,0.007436651495399552,25929426662621.227,0.02002760292093341,0.0027815796363076044,13319588341939.762,0.08167757318653768,0.013287965135015034
Window RBF,997,1754,6015,85.78151739874501,1.9716949462890625,6.75941801071167,8.731112957000732,0.12929442923965218,0.08826043295315887,0.013035790159787236,0.3062417920441341,0.13853379329818963,0.029149758011255314,27682658586430.168,0.06760836837207344,0.006582945268732288,52879975427981.41,0.02886093803401675,0.004139987321466446,20140658503602.855,0.08081588316435916,0.013227120190310308
Window Cosine,997,1754,6015,85.78151739874501,0.8372631072998047,7.263978004455566,8.101241111755371,0.13011962369275643,0.08925071075024002,0.013130047352706122,0.3068309883595847,0.1388026411334105,0.02923202036867683,26766207224686.773,0.06456960280018464,0.005968954558926761,84426715894053.42,0.03516150931548874,0.004173684084795892,27798230779685.0,0.08194611599983047,0.013126176591276394
Window Linear,3867,1754,3145,44.851682829435255,0.1331479549407959,15.013612031936646,15.146759986877441,0.13054033277226224,0.09067789303530631,0.012893045536459863,0.3025287081871658,0.1375959810176166,0.02903517109199782,27044387256512.082,0.07423598698943289,0.00719522720240299,79479217657301.88,0.030952836460663977,0.0028535303474884178,26630901228453.562,0.08336567437575532,0.012994243544587275
Window Clinear,5087,1754,1925,27.452937820878493,0.0979621410369873,14.397518157958984,14.495480298995972,0.13023603608792755,0.08987298319692363,0.012915155375903063,0.3116148980794541,0.1402296787967802,0.029812631391582998,27849294236498.96,0.0781527132955905,0.0078466735905905,41968451849820.59,0.023470403075555788,0.0028273336917020277,17454436521579.96,0.08293144459121284,0.013350448512444631
Window Rank,952,1754,6060,86.42327438676554,0.12556004524230957,6.129982948303223,6.255542993545532,0.13056940711036866,0.0914180738123161,0.013065372523590316,0.34228046250309735,0.14868209652308403,0.03182440187949675,28699769364382.336,0.07082848103555221,0.007146922533778679,95011046109913.58,0.03714259617804916,0.004152599257375379,30927703868573.965,0.08701781188724983,0.014047324048560277
Window Mahalanobis,1002,1754,6010,85.71021106674273,0.4056220054626465,6.790157079696655,7.195779085159302,0.13278576096130754,0.09363425652576128,0.013409875771661544,0.30436023968582576,0.13848196851094927,0.029288058901617977,25863405467839.77,0.06207385676226803,0.00547088076689787,133138963008385.28,0.04521911515594799,0.004486536607289691,39750592119056.22,0.08485229923873114,0.013163838011866772
Window AR,997,1754,6015,85.78151739874501,0.17989587783813477,4.975816965103149,5.155712842941284,0.13012075614230276,0.08875977292317827,0.013158130320132544,0.3129862755394114,0.1407597606442762,0.02981323226000936,29555864965263.875,0.07504335851407443,0.007869241526825098,182657365521563.9,0.055850535628990554,0.0051971801188811775,53053307621706.98,0.09010335692762936,0.014009446056462049
Window Mean,1970,1754,5042,71.90530519110096,4.324882507324219,19.745128870010376,24.070011377334595,0.12946049468529133,0.08887657222916477,0.012834510128846548,0.33547919184832453,0.14596917204946944,0.03083809645342495,25978513841177.895,0.062503448914625,0.0055581638623154175,111777709889282.05,0.0405915569238689,0.004245176759627045,34439055932614.945,0.08448518752928157,0.013368986801053495
Window Median,997,1754,6015,85.78151739874501,4.324882507324219,6.905383825302124,11.230266332626343,0.12741359882500325,0.08591188073123808,0.012850553817143406,0.30391224175840087,0.13885378419499977,0.029606020742509936,27709464217634.76,0.06753086130445808,0.006544963300902066,96517339192411.25,0.0375247229096773,0.0041811721715422825,31056700852511.47,0.08245531228509283,0.013295677508024429
Binary Segmentation L1,6922,1754,90,1.2835139760410725,1.2729802131652832,23.238877058029175,24.511857271194458,0.1281469461668424,0.0881975741392241,0.012554750720548553,0.2925686486438618,0.13564252748445707,0.028908768092160527,27081210854374.62,0.07468979617119108,0.0072526304565744834,18378635062318.496,0.01616650006343389,0.0019168201237656276,11364961479173.36,0.07867409946457696,0.012658242348262296
Binary Segmentation L2,6922,1754,90,1.2835139760410725,0.2955341339111328,41.82651090621948,42.122045040130615,0.12884072676163155,0.0893834822294499,0.01265273992023022,0.3140192397785147,0.13957407560973556,0.029054529798555013,26818999082873.004,0.07389683037842759,0.007127888672641639,56085380936034.4,0.023264030960094963,0.0018161631168420905,20726095004726.926,0.08152960479442736,0.01266283037706724
Binary Segmentation Normal,1957,1754,5055,72.0907016543069,0.4905738830566406,9.14380693435669,9.63438081741333,0.13589465353409985,0.09655154346546745,0.013818583451496749,0.33623983329009677,0.1466290291241393,0.031130019373984102,24659774072636.86,0.05907819567736105,0.0049580813230786745,94275297320777.53,0.03698552332784074,0.004146228032259334,29733767848353.594,0.08481107289870167,0.013513228045204722
Binary Segmentation RBF,6922,1754,90,1.2835139760410725,86.51566290855408,14.460539102554321,100.9762020111084,0.12977224790985772,0.08922153446359547,0.01284852529121292,0.3280265413374219,0.14384961755874842,0.03005955475234398,24075307187999.707,0.05864434365074363,0.004941911174999416,42632650657653.92,0.020886988852991815,0.0018869820229148666,16676989461413.395,0.0781506211315202,0.0124342433103678
Binary Segmentation Cosine,5727,1754,1285,18.325727324586424,67.89289593696594,22.24926209449768,90.14215803146362,0.12783454098888697,0.08665850564088884,0.012643715994514533,0.28697542421960204,0.1347762808782002,0.028970029513640437,26516553223370.01,0.07130017873554415,0.0067191827642898916,83472721732555.14,0.028915902298170322,0.0019274128095937298,27497318738981.367,0.08041271688820131,0.012565085270509644
Binary Segmentation Linear,1827,1754,5185,73.94466628636623,0.449984073638916,8.249398946762085,8.699383020401001,0.1330425057941828,0.09369290496760906,0.013248303430093951,0.30066409189868604,0.1372849628484515,0.02879548330762014,23985932701558.28,0.05753599936490331,0.004747004512583989,76612780389803.6,0.03375346631631952,0.004218861336054012,25149678272840.46,0.08056683337432047,0.01275241314658802
Binary Segmentation Clinear,6832,1754,180,2.567027952082145,0.3578503131866455,15.16332483291626,15.521175146102905,0.13142855732507955,0.09010921425507344,0.01320146180288289,0.29687558195375924,0.1365575642761805,0.028895747609439738,29454737861351.2,0.0851653425111454,0.00913175307155089,93018038087621.94,0.030853480756424207,0.0019577406122712783,30618193987243.33,0.08567140044970614,0.013296675774036197
Binary Segmentation Rank,6087,1754,925,13.191671420422132,0.381699800491333,13.198153018951416,13.579852819442749,0.12666403327893058,0.08662684811576969,0.012221276803074813,0.2914013953717177,0.13449439891488743,0.028096333655105103,27745449742179.965,0.07907760494868961,0.008045800383739591,10315057044270.94,0.015089513584575198,0.002005674326574723,9515126696612.799,0.07882209139098084,0.012592271292123553
Binary Segmentation Mahalanobis,5847,1754,1165,16.61437535653166,68.50107073783875,26.607376098632812,95.10844683647156,0.12828192840220734,0.08684792394374528,0.012755095075369097,0.2922274817654023,0.1353737108422199,0.028767934618153055,27600605534920.613,0.07711985416765818,0.00765800879743993,93011171044426.98,0.03089520921317461,0.001974386875657853,30152944144836.97,0.08255917454169989,0.012788856341654956
Binary Segmentation AR,6922,1754,90,1.2835139760410725,1.019376277923584,23.184736013412476,24.20411229133606,0.13344828681198165,0.09500986768447091,0.01330155430440362,0.2943134229070277,0.13589594479213118,0.028843100055039626,22811209515505.8,0.05619869576772418,0.00450616866271294,17268098007828.01,0.015669340025452887,0.001859496164469815,10019826880833.445,0.07569346206744519,0.012127579796656497
Binary Segmentation Mean,5597,1754,1415,20.17969195664575,227.1776282787323,13.82099199295044,240.99862027168274,0.12769755861519227,0.0853387706154102,0.01272067083708539,0.2994013816487178,0.136925876544555,0.028822547771058506,25748435192021.1,0.06819659254519544,0.006261715757793269,36636478494587.82,0.019353499027812547,0.0018078245856106244,15596228421652.291,0.07745368468324368,0.012403189737886941
Binary Segmentation Median,6460,1754,552,7.872219053051912,227.1776282787323,41.85997796058655,269.03760623931885,0.13151854047017533,0.09253730640387983,0.013059609913296879,0.3210183931500166,0.1419786579539316,0.029929807732614784,26898007112894.305,0.0732794056722759,0.007031036359315018,14856314444956.713,0.01523507146102284,0.0018711608082043814,10438580389462.848,0.08075761037277786,0.012972903703357753
Bottom Up L1,5427,1754,1585,22.60410724472333,0.1491687297821045,33.315221071243286,33.46438980102539,0.13001942173479256,0.0906562343438655,0.012843784713810296,0.3137474212074292,0.13996963286440783,0.02945500450703238,28369445476333.16,0.08154004424145103,0.00843362362694719,64600952126691.24,0.02492395944347836,0.001824065291864009,23242599400756.164,0.08427246772330095,0.013139119534913464
Bottom Up L2,987,1754,6025,85.92413006274957,0.09662199020385742,3.8507020473480225,3.94732403755188,0.14051862591043357,0.10169428265756113,0.015014625003245598,0.3056090520341682,0.1374774473178844,0.028242717636314984,29141924585083.613,0.07158379959110428,0.007284861034921723,24489870483545.336,0.025198789395945335,0.004763204671396519,13407948767157.238,0.08398857974062324,0.013826352086469712
Bottom Up Normal,6732,1754,280,3.993154592127781,0.17164897918701172,23.348785877227783,23.520434856414795,0.12805228408314642,0.08693156070172682,0.012685488976934242,0.3267451944594945,0.1433562365585419,0.030100116213958285,25291310584373.926,0.06541630497440039,0.0058663171412359294,58654218409739.37,0.02385195951463186,0.0018407290813231235,20986382248528.39,0.07988901543732556,0.012623162853362905
Bottom Up RBF,6907,1754,105,1.4974329720479178,2.6695008277893066,29.76504135131836,32.434542179107666,0.1360964748929348,0.09751293567957284,0.013832651315975166,0.29841866759067015,0.13667858699491248,0.028988171783522438,24120118507711.895,0.0604028152716658,0.005147048804846554,19060574061257.004,0.015850635870587496,0.0018218218907560633,10795173142242.23,0.07761124345418503,0.012447423448775056
Bottom Up Cosine,2042,1754,4970,70.87849401026811,1.0171821117401123,7.023305892944336,8.040488004684448,0.1384457223629137,0.09983611828417792,0.014219428184256814,0.34214288131194803,0.14795464315889353,0.031452304198234186,22207912659588.3,0.05409850459151359,0.004215291225729186,76816636024671.69,0.03407982582781884,0.004321977283127634,24756137171064.99,0.08399227296560129,0.013552250222836975
Bottom Up Linear,1702,1754,5310,75.72732458642328,0.1370987892150879,10.2881600856781,10.425258874893188,0.12909050947294104,0.08869399730696363,0.012726767675929857,0.30137296837187105,0.13768098931484518,0.02918445958186461,24258346825835.3,0.05803281868173239,0.004805769433103388,87732270308855.89,0.035715942439311435,0.004138951967593654,27997654283672.79,0.08003093693571278,0.012713987164622884
Bottom Up Clinear,6812,1754,200,2.852253280091272,0.0861203670501709,22.629738092422485,22.715858459472656,0.12877053881854236,0.08814695473036528,0.012744999252878848,0.3036737075792736,0.13780529237161998,0.029093003406260705,25950093218067.242,0.06898886548087606,0.006381519827001273,43002662399435.25,0.020663932345150883,0.0018132828831467294,17238188904375.691,0.07890126123200343,0.012508201342321886
Bottom Up Rank,6047,1754,965,13.76212207644039,0.12329316139221191,25.75020480155945,25.87349796295166,0.12776306243247565,0.0861574600097146,0.012716486787920681,0.31466341567364403,0.140359860961616,0.02959555647082422,28176302900570.32,0.08075269613869202,0.008291978794888116,33998519935337.355,0.01886655711438566,0.0018118955087855447,15543705708976.984,0.08153414355610238,0.013103979390604637
Bottom Up Mahalanobis,5662,1754,1350,19.252709640616086,0.6497342586517334,21.858556032180786,22.50829029083252,0.13023002338484094,0.09078762178674823,0.012846917355535012,0.3402746415762627,0.14727465396890926,0.031095159065340123,23660629877970.05,0.05982886098696289,0.005028427660280543,72708284688910.77,0.026698820947365958,0.001880389230606788,24092228641720.22,0.08114748942249693,0.012712723327940595
Bottom Up AR,987,1754,6025,85.92413006274957,0.15888214111328125,6.341619968414307,6.500502109527588,0.12953981677980567,0.08890650456312209,0.013053756803675601,0.3090425278464213,0.13908100257959785,0.02932323605360543,27540078871175.867,0.06698804701555497,0.006445370434022566,211457713124245.47,0.06213319029796217,0.005656782022165719,59749447998855.26,0.08927718611405873,0.013619786328367339
Bottom Up Mean,4331,1754,2681,38.234455219623506,5.259251356124878,14.884203910827637,20.143455266952515,0.1298877778572702,0.09002331095986749,0.012755314079759836,0.32564446059513646,0.14365129048986713,0.03032909081004402,21514559933697.99,0.05163488402220612,0.0038033815627342596,38911757178729.05,0.022626806526153523,0.0027727631697211557,15106579278106.762,0.0769840729995239,0.012415137405564807
Bottom Up Median,5545,1754,1467,20.92127780946948,5.259251356124878,31.561450004577637,36.820701360702515,0.13151623397573484,0.09248852798275023,0.013041794508403216,0.3332218031270935,0.144982077998984,0.030483109169831386,25108460979480.46,0.06491467886538797,0.005790006250644319,24869222077225.133,0.017167132080533134,0.0018468957191661395,12494420764176.46,0.07988810423191413,0.012790451412011267
