Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,T_MAPE,T_MAE,T_MSE,UR_MAPE,UR_MAE,UR_MSE,V_MAPE,V_MAE,V_MSE,P_MAPE,P_MAE,P_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window Clinear,5087,1754,1925,27.452937820878493,0.11287283897399902,17.668486833572388,17.781359672546387,0.1334446314572314,0.09472766261475588,0.013366145501046887,0.30235152323316644,0.13738518937014824,0.02896495826742353,26478403697254.07,0.07143226932919769,0.006758083416678919,61325188585546.195,0.02714926243932764,0.002770172857003989,21950898070700.137,0.08267359593835773,0.01296484001053833
Window Rank,952,1754,6060,86.42327438676554,0.13636398315429688,7.247925043106079,7.384289026260376,0.12876704383742357,0.08688712754231981,0.013094215207618793,0.3356760049439217,0.1463976861315587,0.031023967629206253,26732989028454.715,0.06444466905387718,0.005936880796598092,36547996931532.35,0.02554032885384181,0.004173266227139877,15820246489996.73,0.08081745289539885,0.013557082465140756
Window Mahalanobis,1002,1754,6010,85.71021106674273,0.4720282554626465,5.770936727523804,6.24296498298645,0.13303604642413336,0.0922173239757569,0.013530490792948026,0.3177592636913189,0.14107433468734595,0.029530152170389838,31285336603472.504,0.08193454601864304,0.00906414366703645,126473158778819.48,0.04404809056069822,0.004532846923817979,39439623845573.04,0.08981857381061044,0.014164408388548069
Window AR,997,1754,6015,85.78151739874501,0.17821097373962402,6.586452960968018,6.764663934707642,0.12714161470175245,0.08514904009885571,0.012903911969268043,0.32004777564177306,0.14212547925928354,0.030046450236999565,25964406497744.926,0.06256930188135794,0.005580875216968424,135095386870672.55,0.0455747774372799,0.004487174767498722,40264948342104.32,0.08385464966919376,0.013254603047683666
Window Mean,1970,1754,5042,71.90530519110096,4.505897045135498,16.677597999572754,21.183495044708252,0.13025058361152866,0.08968935538275527,0.012908035718814555,0.33134829442304903,0.14518137783340954,0.03090375935763991,28286109020617.984,0.06894663692146862,0.006843489461591597,80414317394008.27,0.034356078229875055,0.004161720293740833,27175106603656.53,0.08454336209187663,0.013704251207946733
Window Median,997,1754,6015,85.78151739874501,4.505897045135498,6.659353017807007,11.165250062942505,0.13473782829686237,0.09610236116010087,0.01374492526114227,0.3209483698977271,0.14287041069783002,0.03047689540523029,29893424894424.15,0.07729822740722911,0.008201011409791127,87404320399271.27,0.03568404253722283,0.0041555853326127575,29324436323423.934,0.08798876045059514,0.014144604352194114
Binary Segmentation L1,6922,1754,90,1.2835139760410725,1.2345280647277832,33.301809310913086,34.53633737564087,0.1298954512793545,0.0902258122640879,0.012840780632602734,0.3167098836682104,0.14093806581901153,0.02978693940742614,24439994771035.98,0.06223832565969103,0.005396157811625274,53432182498044.69,0.022722734134180706,0.0018158212104629045,19468044317270.195,0.07903123446924315,0.01245992476552925
Binary Segmentation L2,6922,1754,90,1.2835139760410725,0.3469390869140625,16.491983890533447,16.83892297744751,0.13287358373662564,0.09191295418379504,0.01330985804769972,0.32383571661763083,0.14266811317079192,0.029833190303988257,27032599912988.254,0.07446834846571915,0.007264301658230492,44529723055701.6,0.021119313572597425,0.0018374610835843227,17890580742172.527,0.0825421823482262,0.01306120277337571
Binary Segmentation Normal,1957,1754,5055,72.0907016543069,0.6164951324462891,8.382063150405884,8.998558282852173,0.13306604598256186,0.09297484898333849,0.013323719159500076,0.32792349076504484,0.14477888799218638,0.030834955125227704,28844076623902.117,0.07125351152998768,0.007234134889709508,95002474589924.67,0.0374102438421865,0.004241158445206811,30961637803456.7,0.08660437308692429,0.013908491904911013
Binary Segmentation RBF,6922,1754,90,1.2835139760410725,87.08904123306274,27.106252193450928,114.19529342651367,0.13011843991505714,0.0905349040196743,0.012848521969014561,0.305952067890456,0.13838985998356212,0.02931795565711987,23649700774995.438,0.05919735045622741,0.0049531636392501355,40498563366940.44,0.020199081279681095,0.0018178381973736819,16037066035483.969,0.07708029893478664,0.01223436986568955
Binary Segmentation Cosine,5727,1754,1285,18.325727324586424,68.3041501045227,18.51797914505005,86.82212924957275,0.13408079904695214,0.09506629488635956,0.013480048147116102,0.3376338764719681,0.14683430492366187,0.03109218628088001,25817897245431.395,0.06848407018744201,0.006311208664562303,13292706440785.996,0.015174084249436988,0.0019108226896192746,9777650921554.434,0.08138968856172542,0.013198566445544416
Binary Segmentation Linear,1827,1754,5185,73.94466628636623,0.45148205757141113,9.799893140792847,10.251375198364258,0.1310690054531042,0.09015292494340707,0.013096176121758153,0.3052049013198966,0.13820953257710306,0.029063567845204547,27069134370370.098,0.06542088316102562,0.0061620238164599595,88932162175932.95,0.035962703371505284,0.004144155332580511,29000324136575.727,0.08243651101325981,0.013116480779000786
Binary Segmentation Clinear,6832,1754,180,2.567027952082145,0.38120293617248535,15.758620023727417,16.139822959899902,0.13199237659921553,0.09172087663939785,0.013098395418854866,0.3119941247099382,0.14031029974452142,0.0297624033267771,27247737486151.2,0.07503621125637495,0.0073846531762869014,31914231863304.445,0.018474712233778577,0.0018314438529900131,14790492337363.973,0.08138552496851853,0.013019223943727221
Binary Segmentation Rank,6087,1754,925,13.191671420422132,0.38907599449157715,15.354941844940186,15.744017839431763,0.13052934687878756,0.08741646531698431,0.013239302954324999,0.2888067026135719,0.13377145389317785,0.0278921940454842,29283608721600.223,0.08571383546745702,0.009233703255508444,75954242552690.06,0.027269893798303396,0.0018778133950915828,26309462818572.61,0.08354291211898092,0.013060753412602311
Binary Segmentation Mahalanobis,5847,1754,1165,16.61437535653166,70.24034690856934,21.471081972122192,91.71142888069153,0.12862654971221474,0.08601799599533322,0.01294750894007251,0.3037121922580135,0.13826311097325225,0.02939271251275235,26808861918272.87,0.07325684004124737,0.0070341332659502945,9275320656392.693,0.014361649092674223,0.0019278636639696706,9021045643666.482,0.07797489902562714,0.012825554595686208
Binary Segmentation AR,6922,1754,90,1.2835139760410725,1.0519788265228271,26.429805994033813,27.48178482055664,0.13147796644076076,0.09192203288704814,0.013100158914537682,0.33289633449703687,0.14538500270505053,0.030802685370841968,24436743237095.918,0.06184371505966852,0.005341864281969654,37776393831188.08,0.019597318409940473,0.0018086877304919395,15553284267071.027,0.07968701726542725,0.012763349074460304
Binary Segmentation Mean,5597,1754,1415,20.17969195664575,230.10524034500122,15.19342303276062,245.29866337776184,0.13026686012313152,0.08948483780212008,0.012929078119940372,0.3067106446501933,0.13852378150293607,0.029101434578846178,27705322521299.168,0.07772771548938259,0.00777000665936926,31594942111092.434,0.018693544855757267,0.0018837197028104794,14825066158097.973,0.08110746991254933,0.01292105976524156
Binary Segmentation Median,6460,1754,552,7.872219053051912,230.10524034500122,19.831807851791382,249.9370481967926,0.13187781344354593,0.09091824811313377,0.013197362071286843,0.31974142633358293,0.1415932879082189,0.02959671823327326,26561063801641.844,0.07128592271359906,0.006753784227014287,31292046505518.824,0.018803930741534615,0.0019202403648221121,14463277576790.246,0.08065034736912194,0.01286702622409913
Bottom Up L1,5427,1754,1585,22.60410724472333,0.15318608283996582,16.132133960723877,16.285320043563843,0.13183294536877535,0.0900333361450174,0.0133015109455427,0.3220461612970733,0.14315474811252624,0.030437755284464983,24378601761435.86,0.061692174965474154,0.0053389480991358025,72117334954043.05,0.026543024178265786,0.0018687000211398985,24123984178869.754,0.08035582085032121,0.012736728587570844
Bottom Up L2,987,1754,6025,85.92413006274957,0.1039271354675293,6.023795127868652,6.127722263336182,0.131619169223571,0.09170562282219577,0.013258459411356475,0.31326236851604666,0.14014272989650828,0.029320461494271616,27040571078500.83,0.06572845133200908,0.0061965768095121965,100738426313143.98,0.0387575389338935,0.004355128277694885,31944749347911.156,0.08408358574615114,0.013282656498208787
Bottom Up Normal,6732,1754,280,3.993154592127781,0.17808198928833008,27.175113916397095,27.353195905685425,0.12837530873793485,0.08724205529533746,0.012719706923645503,0.32196104714905555,0.1423461906979544,0.030025425530146508,26390920897136.617,0.07120248497419515,0.006715809139859895,95415310079511.67,0.03138358344368237,0.001995670477999523,30451557744162.16,0.0830435786027927,0.01286415301791287
Bottom Up RBF,6907,1754,105,1.4974329720479178,2.553035020828247,51.254887104034424,53.80792212486267,0.13358966945096615,0.0952289742283116,0.013420253523492416,0.302222440464141,0.1369713864956983,0.028824979058522753,24054309988391.5,0.06057614148959611,0.005158182267664459,45927787256820.02,0.02119900408762911,0.0018008167657489757,17495524311302.887,0.07849387657530915,0.012301057903857162
Bottom Up Cosine,2042,1754,4970,70.87849401026811,1.0181190967559814,6.30092978477478,7.319048881530762,0.14229117268694497,0.10407202343825658,0.015198215879448959,0.3218026347015078,0.14228681272687949,0.029583077620526733,21978956326473.082,0.05358550172655257,0.004135211848509618,127629532564315.66,0.044590811797820144,0.004796641451070873,37402122222697.17,0.08613378742237754,0.013428286699889054
Bottom Up Linear,1702,1754,5310,75.72732458642328,0.14036011695861816,11.415928840637207,11.556288957595825,0.132662177157695,0.09211580553374482,0.013305031957992751,0.3011266927921016,0.13770039828081573,0.029230812883973487,27050166109501.84,0.06523489279605961,0.006087730075350107,114288138244155.1,0.041027401440862324,0.004211458352702637,35334576088414.18,0.08401962451287019,0.013208758317504754
Bottom Up Clinear,6812,1754,200,2.852253280091272,0.08861708641052246,29.846532106399536,29.93514919281006,0.12981850570894288,0.09081116742643434,0.012766433673501193,0.31858572107184785,0.1411957100274294,0.029635455448961383,26617907199035.008,0.07272774335071572,0.006951420676573537,37202485615894.7,0.019536587335885532,0.0018164447956971325,15955098203732.512,0.08106780203511658,0.012792438648683308
Bottom Up Rank,6047,1754,965,13.76212207644039,0.12661409378051758,16.40717625617981,16.533790349960327,0.12942603611280684,0.0878813833162756,0.012919518656957068,0.31474390102192334,0.14080945352178748,0.029791231360807104,27553452511516.71,0.07585905653514655,0.007456443884467248,19630896048195.035,0.016372178101920213,0.0019068977801955463,11796087139928.02,0.0802305178687828,0.013018522920606746
Bottom Up Mahalanobis,5662,1754,1350,19.252709640616086,0.7356081008911133,27.123496055603027,27.85910415649414,0.13040611016102746,0.09022793378803651,0.012955495325557181,0.31541819160570084,0.14030839238906495,0.02941785408959563,27200165598950.484,0.0753111814268671,0.007354740014954056,59094904293963.7,0.0238002255096054,0.0018059575817752538,21573767473228.625,0.08241193327839383,0.01288351175297054
Bottom Up AR,987,1754,6025,85.92413006274957,0.17302203178405762,6.623465061187744,6.796487092971802,0.1336769666117146,0.0930210929456554,0.013730210184704402,0.32359734590760614,0.14305634788738092,0.03017647229351315,28555135971917.305,0.07074935362784082,0.007132079456839266,150186455612587.06,0.04890583430783397,0.004755619719446648,44685397896126.08,0.0889331571921772,0.01394859541362589
Bottom Up Mean,4331,1754,2681,38.234455219623506,5.270570755004883,15.447721242904663,20.718291997909546,0.13349554335502,0.09405185071564715,0.013386060924518519,0.29192315070669156,0.1354153200572876,0.028703905819996923,28749204626955.367,0.0828416053642869,0.008685097638021578,54279720181014.734,0.02579021491646358,0.0027889255871430024,20757231201992.57,0.08452474776342161,0.013390997492420002
Bottom Up Median,5545,1754,1467,20.92127780946948,5.270570755004883,22.696536779403687,27.96710753440857,0.1319188291437483,0.08833933193298155,0.013569810301653709,0.2890236747953066,0.13446531710450008,0.028491765126073567,25360538467415.043,0.06547834262823335,0.00588415721481985,30819882127287.55,0.018506575640907515,0.001876523124340597,14045105148675.715,0.07669739182665603,0.01245556394172193
