Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,94.1083619594574,2.7548940181732178,96.86325597763062,0.13767919978225537,0.041779830100542786,0.002706156327950757,0.41981094882762765,0.019594906833396705,0.000883932685141807,0.2787450743049416,0.03068736846696974,0.0017950445065462823
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,87.55442929267883,2.663577079772949,90.21800637245178,0.10806495564092722,0.031057541841985784,0.0014453568932896064,0.4730834762607818,0.021461102971104762,0.0010579671059522484,0.2905742159508545,0.026259322406545268,0.001251661999620928
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,83.49126505851746,3.1300768852233887,86.62134194374084,0.1219238358138557,0.03391992513210443,0.0016523395637938307,0.726937441396656,0.01870445004761063,0.0011928292339850421,0.4244306386052561,0.02631218758985753,0.0014225843988894364
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,81.39260005950928,2.767509937286377,84.16010999679565,0.1121496426483528,0.031428457006212905,0.0013973991613236397,0.4649468304106652,0.025258762604887647,0.0010959763924582872,0.288548236529509,0.02834360980555027,0.0012466877768909637
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,86.38118815422058,3.068430185317993,89.44961833953857,0.11155211752993484,0.0320669972070143,0.001560812845156322,0.46376725237770605,0.027013592891921248,0.0011205299556438753,0.2876596849538204,0.02954029504946777,0.0013406714004000997
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,85.69255709648132,2.9654300212860107,88.65798711776733,0.09519486064438339,0.027550080997968348,0.0011665708754155057,0.46266338392050727,0.022842640847732562,0.0010734270049915576,0.2789291222824454,0.025196360922850443,0.0011199989402035314
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,84.06037712097168,2.7201671600341797,86.78054428100586,0.11538575406398513,0.03355513300447243,0.0017196190490563832,0.41617340898557115,0.01778291949617466,0.0008638004022477792,0.2657795815247781,0.02566902625032355,0.0012917097256520817
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,92.20554113388062,3.604006052017212,95.80954718589783,0.11090330222725678,0.03217085953646776,0.0015664030104701715,0.49506045164798557,0.03108131951461992,0.001338184785958326,0.30298187693762124,0.03162608952554384,0.001452293898214249
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,96.98673820495605,2.778866767883301,99.76560497283936,0.1496929287842903,0.04075770157623047,0.0022810282624843112,0.7036472317833614,0.018557154333145122,0.00117479936270058,0.42667008028382575,0.029657427954687794,0.0017279138125924456
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,83.89082789421082,2.7728209495544434,86.66364884376526,0.0738925685105465,0.021178686167483897,0.0007054030975969043,0.4680875448584087,0.02180708773652568,0.0010572970529208652,0.27099005668447745,0.021492886952004787,0.0008813500752588846
Fixed Cut 50.0%,249,125,248,49.899396378269614,N/A,84.7810308933258,3.077834129333496,87.8588650226593,0.16069618580696748,0.043170204613835424,0.002549457507638429,0.4412173325674378,0.020208150541410667,0.000999853415495971,0.3009567591872027,0.031689177577623046,0.0017746554615672002
Fixed Cut 55.0%,224,125,273,54.929577464788736,N/A,85.53785300254822,2.986495018005371,88.52434802055359,0.1060039567205769,0.03002976416966259,0.0013364490636575159,0.4797661031905465,0.025610800772149795,0.0011669956041741863,0.29288502995556165,0.027820282470906177,0.0012517223339158505
Fixed Cut 60.0%,199,125,298,59.95975855130785,N/A,96.98236107826233,3.973268985748291,100.95563006401062,0.13165358271183053,0.041229458287521475,0.002428750873312804,0.48768096509140035,0.030238585132764596,0.0013160209309334826,0.3096672739016153,0.03573402171014303,0.0018723859021231436
Fixed Cut 65.0%,174,125,323,64.98993963782696,N/A,86.11329317092896,2.679201126098633,88.79249429702759,0.1724418422483633,0.11880660431339875,0.018071544784031966,0.5015944882754885,0.06810246273766561,0.016428290520429985,0.33701816526192585,0.0934545335255322,0.017249917652230974
Fixed Cut 70.0%,150,125,347,69.81891348088531,N/A,86.27495288848877,2.6827521324157715,88.95770502090454,0.10189637089313303,0.07503309475182997,0.008657688027945537,0.46949818491936596,0.08168402760357771,0.01557921638627668,0.28569727790624966,0.07835856117770382,0.012118452207111111
Fixed Cut 75.0%,125,125,372,74.84909456740442,N/A,82.36954021453857,2.7610080242156982,85.13054823875427,0.11216239938245404,0.08503633543211397,0.010728196249695928,0.4436082859949467,0.10562379692046646,0.036545352225725365,0.2778853426887005,0.09533006617629021,0.023636774237710653
Fixed Cut 80.0%,100,125,397,79.87927565392354,N/A,76.75582575798035,2.1822190284729004,78.93804478645325,0.10008409516979756,0.07515990614989641,0.008656109342820165,0.45733559381694444,0.09740356679017947,0.03395394754609422,0.278709844493371,0.08628173647003794,0.021305028444457197
Fixed Cut 85.0%,75,125,422,84.90945674044266,N/A,66.84925699234009,2.0327110290527344,68.88196802139282,0.15443850482977733,0.11150795124490817,0.01844610395289353,0.5168399310296301,0.1095840648075305,0.037697147418769505,0.33563921792970375,0.1105460080262193,0.028071625685831516
Fixed Cut 90.0%,50,125,447,89.93963782696177,N/A,62.667362213134766,2.3303639888763428,64.99772620201111,0.10005872085323127,0.07542440363095752,0.008871682287089698,0.4492687115416314,0.12178090851892842,0.035537492167468515,0.27466371619743135,0.09860265607494298,0.022204587227279103
Window L1,127,125,370,74.44668008048289,0.01301121711730957,65.34881782531738,1.8545410633087158,67.21637010574341,0.1393476282328744,0.0998319378173004,0.014403963587062389,0.4275638422516161,0.10132495939464749,0.032704309834311614,0.2834557352422452,0.10057844860597392,0.023554136710687006
Window L2,182,125,315,63.38028169014085,0.006960868835449219,68.16066408157349,2.1334261894226074,70.30105113983154,0.18716278736070652,0.056403529695093574,0.004221886550962811,62.51708062270053,0.04619528015714069,0.0030464900721534,31.35212170503062,0.051299404926117134,0.0036341883115581053
Window Normal,177,125,320,64.38631790744466,0.025823354721069336,68.41503167152405,2.3205559253692627,70.76141095161438,0.1718433232315356,0.11758412038534875,0.01771959936414389,0.428131214147966,0.06694751645106801,0.014469154308196015,0.2999872686897508,0.09226581841820838,0.016094376836169953
Window RBF,127,125,370,74.44668008048289,0.00853109359741211,65.4945023059845,2.2390551567077637,67.74208855628967,0.12701026441619215,0.0953931757058058,0.013275316718128882,0.439222711633937,0.10684570636469244,0.0362908188896888,0.2831164880250645,0.10111944103524909,0.02478306780390885
Window Cosine,182,125,315,63.38028169014085,0.005223989486694336,70.09862089157104,2.6506497859954834,72.75449466705322,0.13374965405349576,0.04253475129600814,0.0025029555892659974,0.4621486721097995,0.01658375738226797,0.001002332305449151,0.29794916308164743,0.029559254339138058,0.0017526439473575742
Window Linear,182,125,315,63.38028169014085,0.00845789909362793,82.80376195907593,2.835777997970581,85.64799785614014,0.21365617497482667,0.06208306502908096,0.005130095721681099,0.48565422135975866,0.0242330374335672,0.001147505559393041,0.3496551981672925,0.04315805123132408,0.0031388006405370697
Window Clinear,227,125,270,54.32595573440644,0.008605241775512695,82.36861777305603,2.2967369556427,84.67395997047424,0.17173608786483455,0.044614378303054876,0.002843357869764094,0.4613152501988331,0.024229419793168023,0.001065439248317711,0.3165256690318339,0.03442189904811144,0.0019543985590409025
Window Rank,177,125,320,64.38631790744466,0.009544849395751953,79.9303331375122,2.895005226135254,82.83488321304321,0.1802100944889687,0.12428458982385807,0.020087574881606545,0.49797148120512646,0.09477278424543772,0.018372506172525192,0.3390907878470476,0.10952868703464788,0.019230040527065874
Window Mahalanobis,177,125,320,64.38631790744466,0.004422903060913086,83.73075103759766,3.0604541301727295,86.7956280708313,0.17335704192412243,0.12140184179312354,0.019718313938936062,0.5696650771914112,0.08018763810437443,0.017723963153649006,0.371511059557767,0.10079473994874896,0.018721138546292537
Window AR,182,125,315,63.38028169014085,0.013929128646850586,95.50494003295898,3.1457390785217285,98.66460824012756,0.13568963383855775,0.04255024695156755,0.0026237944610031784,0.41587917211005804,0.01770250165311845,0.0008918668202412982,0.2757844029743078,0.030126374302343013,0.001757830640622239
Window Mean,174,125,323,64.98993963782696,0.10451054573059082,99.4276008605957,3.186901807785034,102.71901321411133,0.14228323373155785,0.10172874665930512,0.014121222585370241,0.4421834845938716,0.06426683453409478,0.01500649841580205,0.29223335916271476,0.08299779059669996,0.014563860500586145
Window Median,180,125,317,63.78269617706237,0.10451054573059082,96.89914989471436,3.5534188747406006,100.55707931518555,0.21008296873225626,0.0662288397359123,0.005581968355074942,0.43024053606085116,0.020234372627719585,0.0009704711355819315,0.3201617523965538,0.04323160618181594,0.0032762197453284365
Binary Segmentation L1,412,125,85,17.102615694164992,0.03268098831176758,99.07550692558289,2.548184871673584,101.65637278556824,0.10732093634358769,0.030708671799764668,0.0014270020257920696,0.43280152984309805,0.021991024160029075,0.0009483678641711099,0.2700612330933428,0.02634984797989686,0.0011876849449815891
Binary Segmentation L2,452,125,45,9.054325955734406,0.015486955642700195,85.77866411209106,3.000079870223999,88.79423093795776,0.14755557012082304,0.03989141189964038,0.0022091333027825584,0.4299199996377975,0.021618633784477544,0.000962729712037295,0.28873778487931023,0.03075502284205895,0.0015859315074099269
Binary Segmentation Normal,172,125,325,65.3923541247485,0.04629802703857422,85.35957598686218,2.7535879611968994,88.15946197509766,0.15351501391166505,0.10807955406399221,0.016511688271248645,0.4786857024767374,0.11010386917486008,0.01932126538859825,0.31610035819420124,0.10909171161942613,0.01791647682992345
Binary Segmentation RBF,402,125,95,19.114688128772634,0.02406024932861328,90.13918995857239,2.824563980102539,92.98781418800354,0.12586288404503773,0.038600276609468555,0.0022656505591075455,0.415663995695854,0.019082008845389534,0.0008619176417290926,0.2707634398704458,0.02884114272742904,0.001563784100418319
Binary Segmentation Cosine,22,125,475,95.57344064386318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Binary Segmentation Linear,342,125,155,31.18712273641851,0.011061906814575195,73.10736584663391,2.0750746726989746,75.19350242614746,0.08523989627024389,0.02459624537307772,0.0009265424075118636,0.4570737080473976,0.018269285282073167,0.000997833413110325,0.2711568021588209,0.021432765327575442,0.0009621879103110947
Binary Segmentation Clinear,337,125,160,32.19315895372233,0.008561134338378906,72.55620694160461,2.0833499431610107,74.648118019104,0.11825248314259908,0.032743569645168835,0.0015245946228741806,0.4881276343605697,0.02997184869611245,0.0012778343306200193,0.30319005875158445,0.03135770917064064,0.0014012144767471001
Binary Segmentation Rank,367,125,130,26.156941649899395,0.012731075286865234,73.44696426391602,2.2938289642333984,75.75352430343628,0.12134991716042909,0.03376901516439826,0.0016338717667527074,0.457250056487547,0.025826959137793964,0.001092269580793409,0.2892999868239881,0.029797987151096106,0.0013630706737730585
Binary Segmentation Mahalanobis,297,125,200,40.24144869215292,0.016734838485717773,74.63240003585815,2.9175989627838135,77.56673383712769,0.21561501616929415,0.05457146651268644,0.0038743359151051995,23.813809888198332,0.04686234394962758,0.00308549376755775,12.014712452183812,0.050716905231157,0.0034799148413314756
Binary Segmentation AR,317,125,180,36.21730382293762,0.017900943756103516,84.0882670879364,2.87262225151062,86.97879028320312,0.12917900954998962,0.03979650932348444,0.0024097208330252987,0.48344772202047737,0.02961257218946835,0.001281053144349223,0.30631336578523355,0.03470454075647638,0.0018453869886872606
Binary Segmentation Mean,312,125,185,37.223340040241446,0.1855161190032959,83.99666476249695,2.459139823913574,86.64132070541382,0.17278018307136664,0.04516664648190474,0.002866191479266655,0.5017613771371462,0.030158910813011152,0.00133309946545035,0.3372707801042564,0.037662778647457935,0.002099645472358503
Binary Segmentation Median,340,125,157,31.58953722334004,0.1855161190032959,83.8554859161377,2.8898160457611084,86.9308180809021,0.13457538430984506,0.037394122725471116,0.002075903000244336,0.48467967707047055,0.02640956887947399,0.001225465500579264,0.30962753069015786,0.031901845802472545,0.0016506842504118002
Bottom Up L1,407,125,90,18.10865191146881,0.011442899703979492,80.45686507225037,2.4991960525512695,82.96750402450562,0.11159503313901493,0.031177580266176605,0.0013878876064173967,0.4168083318425966,0.017268599288004952,0.0009001781781578917,0.26420168249080583,0.02422308977709078,0.0011440328922876443
Bottom Up L2,172,125,325,65.3923541247485,0.0051212310791015625,72.21721816062927,2.4756388664245605,74.69797825813293,0.16920630424000752,0.11613674802529962,0.018053310585860814,0.47107988046318977,0.0760190534251755,0.015780973880893306,0.32014309235159877,0.09607790072523756,0.01691714223337706
