Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,x_MAPE,x_MAE,x_MSE,y_MAPE,y_MAE,y_MSE,sin(theta)_MAPE,sin(theta)_MAE,sin(theta)_MSE,cos(theta)_MAPE,cos(theta)_MAE,cos(theta)_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,244,122,243,49.89733059548255,N/A,87.35210394859314,4.6555702686309814,92.00767421722412,0.0484206319868062,0.04383952207094258,0.002683992364050078,0.048726048985108114,0.04282559255059986,0.0026513546380133057,8.676437507973104,0.5503925929601126,0.37132363621308373,5.020941646543522,0.480860015858586,0.3108338307820473,3.4486314588721356,0.27947943086006033,0.17187320349929863
Fixed Cut 55.0%,220,122,267,54.82546201232032,N/A,94.03672766685486,3.5880720615386963,97.62479972839355,0.044330005524400785,0.04048344409261208,0.0024483438773918458,0.04573304192546908,0.03955632681394121,0.0021450255892580903,2.8337395601960678,0.5496475944742764,0.3784073048489149,38.67703039894848,0.5245930140397503,0.3646146674779502,10.400208251648602,0.28857009485514507,0.18690383544837885
Fixed Cut 60.0%,195,122,292,59.95893223819302,N/A,90.51643896102905,3.759157180786133,94.27559614181519,0.05070478825030558,0.045275497714836785,0.003425597537289667,0.0468996156873986,0.041733259651993086,0.0024304603339742803,2.77141021701609,0.48875225567046743,0.3194879216156354,5.92037501965066,0.5599098057459414,0.41282892800689097,2.1973474101511137,0.2839177046958098,0.18454322687344749
Fixed Cut 65.0%,171,122,316,64.8870636550308,N/A,91.88504314422607,2.2000510692596436,94.08509421348572,0.21819551165504272,0.15047485254305762,0.03770367463794075,0.10442197697588712,0.10492912799621015,0.01578167482798136,2.5726475179247563,0.6180823730678208,0.4776151264906936,18.62753180730959,0.5783432388672507,0.41413307408241723,5.3806992034663175,0.36295739811858496,0.2363083875097582
Fixed Cut 70.0%,147,122,340,69.81519507186859,N/A,81.23896789550781,2.393695116043091,83.6326630115509,0.5349828472607998,0.2779690790807763,0.10162975786922622,0.2685201138632334,0.1631813490432546,0.04524289330451025,3.697088486911434,0.6060400219417401,0.4569636745134811,7.225261713696757,0.5112343171958909,0.352212009898721,2.931463290433057,0.38960619181541556,0.2390120838964846
Fixed Cut 75.0%,122,122,365,74.94866529774127,N/A,83.6532850265503,2.3338449001312256,85.98712992668152,0.13745511626630197,0.12371179046636203,0.0190300348569683,0.13317976882702212,0.13153052964004933,0.02182059599960415,1.8836142297248941,0.5687232834984507,0.423967569171537,1.240231591810729,0.5734153233242546,0.5686183144291532,0.8486201766572363,0.34934523173227927,0.2583591286143157
Fixed Cut 80.0%,98,122,389,79.87679671457906,N/A,76.50206995010376,2.0464980602264404,78.5485680103302,0.047181617716025595,0.04206949497334916,0.002686601320025614,0.0573526040960099,0.05171447502152061,0.004088784653419074,2.843931000016936,0.5189189031579111,0.35146346364145253,18.442712786546586,0.5716278154072777,0.40796318123544895,5.34779450209389,0.2960826721400147,0.19155050771258653
Fixed Cut 85.0%,74,122,413,84.80492813141683,N/A,81.63597893714905,3.3208329677581787,84.95681190490723,0.08741967800854646,0.07309263847424294,0.010764497886591848,0.04839832089260538,0.0448797550671785,0.0027456499763836555,1.701852742992161,0.5902855969342046,0.46094934750918104,80.63775613964206,0.6526227469776986,0.48747422919962724,20.618856720383846,0.3402201843633313,0.24048343114294593
Fixed Cut 90.0%,49,122,438,89.93839835728953,N/A,86.73502206802368,3.0802009105682373,89.81522297859192,0.5864356126212887,0.2687824916805513,0.11871567770046192,0.655090676652169,0.24960591594124706,0.11184434035788003,1.0494263463259985,0.5686546934155529,0.5951955023140577,3.0674977862700437,0.4988011271842975,0.4010087069677739,1.339612605467375,0.3964610570554122,0.30669105683504333
Window L1,312,122,175,35.93429158110883,0.01983785629272461,106.38133406639099,3.9393837451934814,110.3405556678772,0.05587374315064897,0.05071647743602066,0.0038728111140164576,0.04633432592194351,0.03990369744032089,0.002260578498365226,2.1564403886781713,0.5591328317789923,0.406023487376927,1.8403438237804108,0.44709967617153695,0.31469749089920174,1.024748070382794,0.2742131707067177,0.18171359197212755
Window L2,247,122,240,49.28131416837782,0.010336875915527344,101.85179400444031,3.781075954437256,105.64320683479309,0.033001827492983644,0.030441649426057243,0.001323912544046663,0.04689337367527665,0.039894480040437066,0.0022736258726549726,67.88627788153825,0.5209182520844245,0.3337266406732852,64.8167897590336,0.4937889719201909,0.33559284308760345,33.19574071043503,0.2712608383677775,0.16822925554439755
Window Normal,92,122,395,81.1088295687885,0.034793853759765625,91.60036087036133,3.1366231441497803,94.77177786827087,0.03967478446316271,0.036266824365590616,0.0015964869502640884,0.04500870444430869,0.04031857740073109,0.002406663760851073,4.733395357889385,0.5067424476239101,0.3323558867611873,12.573584902703052,0.5652300800841327,0.4107531248572223,4.347915937374976,0.28713948236859127,0.18677804058238118
Window RBF,317,122,170,34.90759753593429,0.010818958282470703,135.90363907814026,6.742163896560669,142.6566219329834,0.053351500758433604,0.04754519281151535,0.003545547059417155,0.03137232526870443,0.027287435504102304,0.0010484295540242915,3.1388408803642736,0.554095381661859,0.38301816099277647,2.589623522778796,0.4562237461246223,0.30686628558355245,1.4532970572925517,0.2712879390255248,0.17361960579744262
Window Cosine,317,122,170,34.90759753593429,0.009691953659057617,156.58623003959656,7.240004062652588,163.8359260559082,0.06243466308997961,0.05457728820169393,0.004972348295857371,0.03876196683996764,0.033340081390229835,0.0015641936763379134,20.427289668708184,0.5479460795631461,0.3672297085389536,118.16247452214284,0.49386575969620716,0.3228271728355722,34.672740205195254,0.28243230221281934,0.17414835583668026
Window Linear,172,122,315,64.68172484599589,0.010994911193847656,156.2630181312561,5.882901906967163,162.15691494941711,0.03668010952151714,0.03365829902132535,0.0014916388768788866,0.04311532885829105,0.03761701352600328,0.001931507692766478,8.247106168610333,0.5048899042538144,0.32770739768799734,44.97159082824713,0.5597785115235747,0.3996125559571325,13.324623108809323,0.28398593208117956,0.18268577505369377
Window Clinear,342,122,145,29.774127310061605,0.009732961654663086,161.81467294692993,6.876130104064941,168.70053601264954,0.05747612163255437,0.05112522771432808,0.003522964045402907,0.0557623241707225,0.046872262353895786,0.0032530169124486744,10.543913455884176,0.5170904534742904,0.3337248835814596,1.8593720591215503,0.4543134771666488,0.3154232525330846,3.129130990202252,0.2673503551772908,0.16398102926809893
Window Rank,312,122,175,35.93429158110883,0.012983083724975586,137.06361317634583,4.579370021820068,141.65596628189087,0.05335143408613386,0.0482350418079065,0.0033941498792683894,0.061611882384291355,0.05563716999664136,0.004437870616718021,2.7374172994180785,0.5504562584950025,0.38686561066271363,2.3367361123049832,0.4774350885496618,0.32672395020856804,1.297279182048372,0.2829408897123031,0.18035539534181697
Window Mahalanobis,312,122,175,35.93429158110883,0.007657766342163086,137.59308314323425,4.054240942001343,141.65498185157776,0.04724420927698836,0.04251023204075578,0.0026701282401338806,0.05156361996083404,0.04491476502171231,0.0027527982569826278,2.8667617504695118,0.5443400290763296,0.376590559478935,19.094306114857947,0.4445307931769028,0.2758443105105993,5.514968923641321,0.26907395482892515,0.1644644491216627
Window AR,162,122,325,66.73511293634496,0.015920162200927734,105.60701203346252,2.8392977714538574,108.46222996711731,0.040506642922509946,0.0365008047872186,0.002080424169687025,0.055372058320629296,0.05112740336429411,0.003908553484225169,2.989595203817727,0.5466203050216576,0.3870180296225178,42.48675002551779,0.6131318753626043,0.44957656116992717,11.393055982644665,0.3118450971339438,0.21064589211158927
Window Mean,259,122,228,46.81724845995893,0.14276838302612305,97.67664313316345,2.971952199935913,100.79136371612549,0.04673265993662177,0.04520819662140722,0.004706354926593467,0.06636740345982022,0.05497682716696285,0.004087434788029873,2.7143164925626873,0.6180198454315456,0.4804174009344304,2.2695725365819155,0.529187552457487,0.38566092210200464,1.2742472731352616,0.31184810541935065,0.21871802818776465
Window Median,312,122,175,35.93429158110883,0.14276838302612305,100.97364568710327,3.5968668460845947,104.71328091621399,0.05220376141506926,0.04673205582404194,0.00318866262291393,0.05859773510674327,0.05280957442979934,0.004056928105367855,42.63900254503796,0.5590733898923135,0.38062671514882956,7.728855836141227,0.4695271605292259,0.29802128402913275,12.619664969425251,0.2820355451688452,0.17147339747656104
Binary Segmentation L1,312,122,175,35.93429158110883,0.030772924423217773,107.1552267074585,3.947188138961792,111.1331877708435,0.06694836689153033,0.05909617400561896,0.004916754640467947,0.046535219582134836,0.039932043624557545,0.0021500388897632214,2.396631188849494,0.5384911310178393,0.37972508445233566,2.38714481730621,0.49955481590940626,0.3466268607787882,1.224314898157342,0.2842685411393555,0.18335468469033878
Binary Segmentation L2,257,122,230,47.227926078028744,0.014636039733886719,114.28725004196167,3.382477045059204,117.68436312675476,0.09952054425730432,0.0838804702487194,0.00863842983537783,0.050925929016811276,0.041950996523137545,0.00241950175138295,3.1830260923660854,0.6330975328113637,0.49287314350105416,2.3692176432244683,0.5375277426284566,0.3978018664259048,1.4256725522161675,0.3241141855529193,0.22543323537843
Binary Segmentation Normal,97,122,390,80.08213552361396,0.04386115074157715,91.63280010223389,3.679953098297119,95.35661435127258,0.03529376828597622,0.03257661619734672,0.001399049406483038,0.045484533153531,0.04142152701829804,0.0024910394686366447,5.365545174065724,0.5296813297360234,0.3478286793124932,12.081647438010261,0.48649502022075214,0.3313516341218516,4.381992728378872,0.27254362329310516,0.17076760057736606
Binary Segmentation RBF,257,122,230,47.227926078028744,0.022073745727539062,110.29188203811646,3.451942205429077,113.76589798927307,0.1916331197065004,0.1452775711554963,0.025330367579919143,0.1536935246911773,0.10688690061323147,0.020499922312882436,1.7973778648123253,0.5812742144529642,0.4507296191471061,18.755648056363,0.6395634915341659,0.5033753768302758,5.224588141393251,0.36825054443896466,0.24998382146754589
Binary Segmentation Cosine,312,122,175,35.93429158110883,0.0238802433013916,110.79285287857056,4.244327068328857,115.0610601902008,0.06389148828292705,0.0562220149934026,0.004469019289985444,0.04737325573136039,0.04118006693389977,0.0022528852111463184,1.9603202011403578,0.5393073261883173,0.39163306342909476,2.4291552268444967,0.4625824558325255,0.30822618138805036,1.1251850429997854,0.27482296598703637,0.17664528732956924
Binary Segmentation Linear,312,122,175,35.93429158110883,0.022961854934692383,111.46730017662048,3.088459014892578,114.57872104644775,0.0867685712584752,0.07548706595406615,0.008623062719940483,0.05264446993074698,0.04877373920509885,0.0043139163189624815,2.6857453550794728,0.576766326224595,0.4203158991567166,3.1908941941733984,0.4913741330273466,0.3374147623717631,1.5040131476105225,0.29810031610277676,0.1926669101418457
Binary Segmentation Clinear,407,122,80,16.427104722792606,0.016392946243286133,116.44167423248291,7.282703876495361,123.74077105522156,0.09838451045842234,0.08299957593534263,0.008892872587129778,0.050232709172467895,0.041423443908459305,0.002553249716736454,2.1782033113997827,0.5329059868084497,0.3780914430182033,2.364300685195438,0.4615684013470487,0.30943033488141086,1.1727803040565272,0.2797243519998251,0.1747419750508701
Binary Segmentation Rank,312,122,175,35.93429158110883,0.019037246704101562,115.89227390289307,3.596898078918457,119.50820922851562,0.052730225964326936,0.046596974233750185,0.004005520253722674,0.053338684724254785,0.0476102348372019,0.0033393451183202135,3.370111314657221,0.5286153362688972,0.3559407277575497,2.7329049463856703,0.4913136160988956,0.333519679651749,1.5522712929328684,0.27853404035968626,0.1742013181953354
Binary Segmentation Mahalanobis,312,122,175,35.93429158110883,0.024325847625732422,111.3820071220398,3.5535922050476074,114.95992517471313,0.06335324638205003,0.05634487288540364,0.0048648953514247835,0.05625455221334536,0.049738498159427595,0.0032995916771850825,23.09903353665218,0.5297718894328252,0.345050542492606,32.80911846706215,0.5258579499348814,0.3519596995731215,14.006939950577436,0.29042830260313457,0.17629368227358436
Binary Segmentation AR,312,122,175,35.93429158110883,0.022783994674682617,113.05474805831909,2.9165830612182617,115.99411511421204,0.10556821491095897,0.08658004560800257,0.012152904264551621,0.07794228649445084,0.06209615812029507,0.005581735049242083,3.4301226484834673,0.5839238883640929,0.4204422561220104,2.168640227029806,0.4593608666089424,0.31165112834477426,1.4455683442296707,0.29799023967533333,0.18745700594514458
Binary Segmentation Mean,289,122,198,40.6570841889117,0.24072599411010742,116.37627410888672,4.443618059158325,121.06061816215515,0.06394148588772301,0.05576615115821437,0.00523730568497417,0.047933738735468204,0.04154026781023333,0.0023437520596791754,2.3140555253932162,0.564741627967139,0.4086769960249534,1.8968987747751134,0.5016651794376863,0.37171494196481597,1.0807073811978802,0.29092830659331825,0.19699324893360565
Binary Segmentation Median,312,122,175,35.93429158110883,0.24072599411010742,114.56466794013977,4.256762742996216,119.0621566772461,0.06516338811020732,0.057508585572937046,0.00461623390873012,0.04779075828393037,0.040839338464006676,0.002280098658389913,4.332224618978393,0.5406273205398853,0.36364420980537143,2.9441945684481188,0.5119951693461334,0.3517508563137997,1.8473433334551626,0.28774260348074066,0.18057284967157278
Bottom Up L1,242,122,245,50.308008213552355,0.00939488410949707,112.06829905509949,4.042618989944458,116.12031292915344,0.0489344453908896,0.043925949950151734,0.0029842707294962063,0.04987299039960029,0.04251348121291758,0.0024767836233055398,2.8422815203341263,0.5735355704262977,0.4119572169569828,2.6874375852387575,0.48661180907876583,0.3277963702432257,1.4071316353408427,0.2866467026670333,0.18630366038825252
Bottom Up L2,242,122,245,50.308008213552355,0.006738185882568359,114.28488183021545,4.150424957275391,118.44204497337341,0.04420615982443052,0.040368318671987986,0.00229018745502418,0.04986883544414644,0.041545375888414546,0.002601385916471163,2.4803399865466322,0.571582293561325,0.4136359515823347,7.180585739986659,0.5040802650310338,0.33066367123635376,2.4387501804504677,0.2893940632881904,0.187297799047546
Bottom Up Normal,262,122,225,46.201232032854215,0.02050471305847168,113.49522829055786,4.048826217651367,117.5645592212677,0.0491166716059365,0.04440128319697019,0.003047095999164284,0.056034632751308065,0.0495630873288784,0.0034628429428468317,5.162358022739878,0.5495227026302804,0.37157491326615666,2.841283371854638,0.4662536362104233,0.30708578589626995,2.0271981747379395,0.27743517734163814,0.17129265952610948
Bottom Up RBF,242,122,245,50.308008213552355,0.010525941848754883,110.62927794456482,4.862559080123901,115.50236296653748,0.05239090799548925,0.04688085897687671,0.00337997644730315,0.047539225527511504,0.04115784399461551,0.0023697322897700684,5.992014793723097,0.5467220724460395,0.3669883902994249,29.006108705722426,0.4692981290250297,0.2916658086116004,8.77451340824213,0.27601472611064043,0.1661009769120247
Bottom Up Cosine,322,122,165,33.880903490759756,0.006442070007324219,114.21835494041443,4.211683750152588,118.43648076057434,0.053300056426278004,0.0480275997549243,0.0036290732723754985,0.04460506731376934,0.03676566689317983,0.001878194191528853,2.7294108739769785,0.5661754196835557,0.4033925109381385,3.128033063292695,0.49722440079347374,0.3364974892776587,1.4888372652524302,0.28704827178128345,0.18634931691992537
Bottom Up Linear,322,122,165,33.880903490759756,0.007345914840698242,108.28409504890442,3.8569278717041016,112.14836883544922,0.06251184335590074,0.054468128828020795,0.004983648618135445,0.05406261081302652,0.04402483918094197,0.0027983137304478218,9.561860748233016,0.5393154305601062,0.3567854827371006,3.436680957873758,0.48762125001440587,0.32505466668611055,3.278779040068926,0.28135741214586873,0.1724055279429486
Bottom Up Clinear,322,122,165,33.880903490759756,0.005751132965087891,137.76945996284485,6.337932109832764,144.1131432056427,0.08842175717955161,0.0749882378777552,0.007533638689414466,0.052369011502057985,0.04287150595140157,0.002615619323218271,2.416765414100447,0.541777934531446,0.3759176544254438,2.3634450442916273,0.5198071452185943,0.39266703622571986,1.2302503067684212,0.29486120589479936,0.19468348716594908
Bottom Up Rank,307,122,180,36.96098562628337,0.010236978530883789,151.47580814361572,6.925540208816528,158.41158533096313,0.05808107496264086,0.051510327599846376,0.003743596573207267,0.04898815051936646,0.043428430057301105,0.0025142345829274096,10.62275054014947,0.5225808295542951,0.3418601804897679,2.230763728444232,0.42431499757513136,0.2839449816197433,3.240145873518926,0.2604586461966435,0.15801574831641146
Bottom Up Mahalanobis,307,122,180,36.96098562628337,0.007484912872314453,152.93171882629395,5.541602849960327,158.4808065891266,0.0707881737264426,0.06160168876050262,0.006327090306323185,0.04329859077718147,0.03829884593460992,0.002192783581357807,3.1813008703078425,0.5529087017975751,0.38648543692606374,3.111314219108356,0.46240627380851146,0.304838013902294,1.6016754634799553,0.2788038775752998,0.17496083117900968
Bottom Up AR,307,122,180,36.96098562628337,0.018182992935180664,154.16464686393738,7.027572154998779,161.21040201187134,0.0728509206589627,0.0651932315727609,0.006572482810068855,0.05869884953684355,0.05284955633717564,0.0038966396689682284,2.578881884688149,0.5518528498554168,0.38800768723623646,2.228614569404985,0.47508517146449053,0.3313040418172903,1.2347615560722351,0.286245202307461,0.18244521288314086
Bottom Up Mean,288,122,199,40.86242299794661,0.10260772705078125,126.14794492721558,5.481795787811279,131.73234844207764,0.05447134516125295,0.04949469809300969,0.0034765885728658334,0.04306769720730419,0.03717439524689192,0.0018955370643769674,2.7644905593781055,0.5561661849913453,0.3924879935729798,3.586247444893929,0.44076887794217406,0.2806124893582417,1.612069261660148,0.2709010390683553,0.16961815214211606
Bottom Up Median,307,122,180,36.96098562628337,0.10260772705078125,109.29057312011719,7.173388957977295,116.56656980514526,0.04355619197009241,0.03952192854122769,0.002339965505285627,0.04868991562239779,0.04298702316795247,0.0026735569571568044,3.9332099054865663,0.543161930122935,0.3667379574245578,2.5360030714396236,0.43613651510241,0.2853893523646745,1.6403647711296703,0.2654518492336313,0.1642852080629187
