Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,x_MAPE,x_MAE,x_MSE,y_MAPE,y_MAE,y_MSE,sin(theta)_MAPE,sin(theta)_MAE,sin(theta)_MSE,cos(theta)_MAPE,cos(theta)_MAE,cos(theta)_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,487,122,N/A,N/A,N/A,120.35909509658813,3.33660626411438,123.69570136070251,0.11218166007906266,0.09336810858247246,0.009898571518138395,0.07494109503513693,0.0572146658775474,0.004341588066222621,1.9481752311688727,0.49085724483889553,0.34009228705680417,3.6423663084060616,0.5510394753012267,0.41904633114311224,1.4444160736722835,0.29811987365003567,0.19334469444606933
Fixed Cut 5.0%,463,122,24,4.9281314168377826,N/A,116.74723720550537,4.595898866653442,121.34313607215881,0.08946527311483153,0.07591126471750496,0.007432950999916632,0.09850233002396164,0.07786754714517857,0.007869973712181583,3.144117476629495,0.5178789944611353,0.34726129594700333,4.040222861677627,0.5283103809099429,0.3963412820531942,1.8430769853614795,0.29999204680844055,0.18972637567807393
Fixed Cut 10.0%,439,122,48,9.856262833675565,N/A,122.36404299736023,3.9757049083709717,126.3397479057312,0.06247387538200725,0.05523285039165438,0.004246543278764112,0.08899147689392485,0.07203408288203109,0.006659027753933157,2.5638568431206283,0.49371397273650985,0.3343024351387468,3.085032552029857,0.5100164366700446,0.3943586712771555,1.4500886868566043,0.2827493356700601,0.1848916693621499
Fixed Cut 15.0%,414,122,73,14.989733059548255,N/A,112.33272790908813,5.7818520069122314,118.11457991600037,0.09276317942746633,0.07875403807157244,0.008205602175373347,0.046703977227243086,0.03654264406657258,0.0018889984425119572,3.5422479355606353,0.5548438568823929,0.38225072175419417,3.0422742426313794,0.4858145203347638,0.32466083998143536,1.680997333711681,0.2889887648388255,0.17925154058837878
Fixed Cut 20.0%,390,122,97,19.917864476386036,N/A,108.76073288917542,7.265956878662109,116.02668976783752,0.11237605896576373,0.09307781733351088,0.011742901974223074,0.052719877560641566,0.04401040097716878,0.002822231738566916,2.6399524721359064,0.561825733723069,0.3988084566000731,2.276272096665247,0.476927943504439,0.324950550919219,1.2703301263318894,0.29396047388454694,0.1845810353080205
Fixed Cut 25.0%,366,122,121,24.84599589322382,N/A,102.20912003517151,4.15807580947876,106.36719584465027,0.09823252513818934,0.08231610304265356,0.009910439756424272,0.0669058650015982,0.05469308867712652,0.003901251531242809,1.9843783625857134,0.5862244526562299,0.44693941547979527,2.213721447876278,0.5050331626113022,0.36002727571634335,1.0908095501504445,0.30706670174682804,0.20519459562095144
Fixed Cut 30.0%,341,122,146,29.97946611909651,N/A,104.90403604507446,5.400099039077759,110.30413508415222,0.051928205443231415,0.04658653816910625,0.0031506374348259304,0.04424462989907965,0.035802956156648254,0.00179270261400413,2.069324748691813,0.5438520297179302,0.39208777483846025,13.788071072780939,0.5282027124956598,0.350138947389496,3.988392164203765,0.2886110591348362,0.18679251556919657
Fixed Cut 35.0%,317,122,170,34.90759753593429,N/A,110.32769989967346,7.021075010299683,117.34877490997314,0.06580537046299918,0.05811772529363911,0.004462104326961399,0.05611349057277432,0.050099731548508455,0.003819611997845786,3.1837016145652557,0.5540668002757035,0.3851354377537412,4.925609806192947,0.5044969565198139,0.3326707476611861,2.0578075704484937,0.2916953034094163,0.18152197543493362
Fixed Cut 40.0%,293,122,194,39.83572895277207,N/A,101.88835883140564,3.6867687702178955,105.57512760162354,0.05101907392290643,0.04819187267300751,0.004092976270718169,0.04107364899045629,0.036091667747583316,0.0019822512976889104,1.8233335319812856,0.5308548245608391,0.3913241728472661,2.1561517613586156,0.4889493475961136,0.34610865684792774,1.017894504063316,0.27602192814438586,0.1858770143159003
Fixed Cut 45.0%,268,122,219,44.969199178644764,N/A,101.12470483779907,3.811588764190674,104.93629360198975,0.051173583709570834,0.04572364893832213,0.003412932080328547,0.054104420310949926,0.046288358679321594,0.0029034815524942937,3.857830486012734,0.5580233048741359,0.38608032391133246,2.3987054290820247,0.495824118734148,0.349849888693306,1.5904534797788201,0.28646485780648195,0.1855616565593653
