Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,84.93048906326294,2.404984712600708,87.33547377586365,0.1075549397390974,0.03044537876166113,0.001361983361156606,0.4623689041810529,0.026176336629132154,0.00113110592461874,0.2849619219600752,0.028310857695396638,0.001246544642887673
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,75.30239605903625,2.3343749046325684,77.63677096366882,0.10272405246856053,0.028683041315036826,0.001179349270883001,0.5349972828915485,0.03938585534512954,0.0018583892913313122,0.31886066768005444,0.03403444833008318,0.0015188692811071566
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,76.56317782402039,3.341817855834961,79.90499567985535,0.1903794227973328,0.049631692983401164,0.003352832631276777,0.4254205749029944,0.02049951412603807,0.000951342007874834,0.30789999885016356,0.03506560355471962,0.002152087319575806
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,77.26509690284729,2.7631759643554688,80.02827286720276,0.11438782527233073,0.034969547601536644,0.00194006721471806,0.4548205277677575,0.023066365124462865,0.0010699228218016372,0.28460417652004416,0.029017956362999746,0.0015049950182598492
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,76.55802321434021,2.8128838539123535,79.37090706825256,0.1519331567430701,0.04133863830050485,0.0023726292902822373,0.45104605284309035,0.02432388207465668,0.0010677538376697943,0.30148960479308023,0.03283126018758076,0.0017201915639760154
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,75.57675194740295,2.6276750564575195,78.20442700386047,0.09366163956204357,0.026719897083509733,0.0010759800679463118,0.4989780061986105,0.032770196567431624,0.0014378005286355324,0.29631982288032704,0.029745046825470675,0.001256890298290922
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,84.10235500335693,2.697662830352783,86.80001783370972,0.1013441000086854,0.027910431432948392,0.0010981906725557645,0.462059605281807,0.017963795363470095,0.0009340097327367749,0.2817018526452461,0.02293711339820924,0.0010161002026462698
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,84.11650037765503,2.6136021614074707,86.7301025390625,0.5808196648669413,0.10832580048789127,0.013973575053418483,18.701722707279885,0.04799117826063904,0.003211342780108323,9.641271186073416,0.07815848937426514,0.008592458916763406
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,84.29976296424866,2.487617015838623,86.78737998008728,0.09606864106497523,0.027984805274916775,0.001169718170931808,2.1392557883397276,0.024798165779092815,0.0015930887764184828,1.1176622147023516,0.0263914855270048,0.0013814034736751456
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,85.90011477470398,2.515084981918335,88.41519975662231,0.09969616481120758,0.028101456380570242,0.001148082939840572,0.6600446875889658,0.01783818573284815,0.0011438709832921087,0.3798704262000868,0.0229698210567092,0.0011459769615663408
