Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,96.32256579399109,3.0414369106292725,99.36400270462036,0.13199978582722496,0.03786100853484397,0.002059531701660929,0.48667775773948624,0.029243355487005,0.0012483860449705052,0.3093387717833556,0.03355218201092448,0.0016539588733157154
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,98.87437081336975,5.769615888595581,104.64398670196533,0.13634673897874466,0.04055035947140753,0.002513702082147266,0.5037049020246714,0.03379453248192726,0.0014946386282457336,0.3200258205017081,0.037172445976667384,0.0020041703551965007
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,93.42312407493591,2.5767009258270264,95.99982500076294,0.13141739639109076,0.03682930894741324,0.0018963805086310047,0.47829707478612343,0.028918594923455655,0.0012129023959611602,0.3048572355886071,0.032873951935434444,0.0015546414522960828
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,87.23250770568848,2.8379321098327637,90.07043981552124,0.1373861312013877,0.04191493806772883,0.0026357608931555747,0.4279215260464335,0.02084431552980413,0.0009133036761739673,0.28265382862391064,0.031379626798766456,0.001774532284664771
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,87.05460381507874,3.1184189319610596,90.1730227470398,0.1336690561099788,0.03717928726300208,0.001978034638725993,0.42794069810536794,0.019685651163771536,0.0009590578308182664,0.2808048771076734,0.028432469213386803,0.0014685462347721302
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,85.70843195915222,2.7057368755340576,88.41416883468628,0.12807080014295733,0.034680145059850925,0.001808135288222498,0.5209080041367383,0.016502735010973817,0.000977516463042033,0.32448940213984767,0.025591440035412368,0.0013928258756322654
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,81.49363708496094,2.978527069091797,84.47216415405273,0.11398254805030958,0.03557058896384015,0.0017465996370886114,0.4924877159597592,0.017452644587533987,0.0010503138671432144,0.3032351320050343,0.026511616775687075,0.0013984567521159131
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,85.0023980140686,2.5533058643341064,87.55570387840271,0.15868050971597217,0.04193508457304672,0.002499324916709329,0.48216920903895544,0.017276794619697784,0.0009851312617176597,0.3204248593774639,0.029605939596372255,0.0017422280892134948
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,83.06302523612976,2.801332950592041,85.8643581867218,0.111096728783257,0.031489265266834626,0.0014627906052595134,0.5851024280813517,0.04996891614144031,0.002871711525641645,0.3480995784323046,0.040729090704137466,0.002167251065450579
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,84.90551590919495,3.1559360027313232,88.06145191192627,0.17222912320656544,0.05870690079918609,0.0044590052334196285,0.45014742474760927,0.01712363694302557,0.0009735787494129546,0.3111882739770873,0.037915268871105835,0.0027162919914162907
Fixed Cut 50.0%,249,125,248,49.899396378269614,N/A,83.11368608474731,2.1591618061065674,85.27284789085388,0.13812456567414264,0.04214421099906762,0.002607868008175655,0.5774935035560774,0.01971269709657556,0.001045671676276604,0.3578090346151101,0.030928454047821567,0.001826769842226129
Fixed Cut 55.0%,224,125,273,54.929577464788736,N/A,101.53668403625488,3.2934207916259766,104.83010482788086,0.21381840020045845,0.054220928485052285,0.003917333199366928,0.43696533805569326,0.020188016059058685,0.0009904125121066776,0.32539186912807594,0.03720447227205547,0.002453872855736803
Fixed Cut 60.0%,199,125,298,59.95975855130785,N/A,100.12152600288391,3.4787418842315674,103.60026788711548,0.27854652311146055,0.07520793457797986,0.007045680370945159,0.4447265856583433,0.019834623600263373,0.0010045712877782076,0.36163655438490183,0.047521279089121626,0.004025125829361682
Fixed Cut 65.0%,174,125,323,64.98993963782696,N/A,99.7660858631134,3.218334913253784,102.98442077636719,0.12058763001727368,0.08837771549897207,0.010976469100066808,0.457514649431526,0.07922448355346796,0.016201768763592646,0.2890511397243997,0.08380109952622002,0.013589118931829729
Fixed Cut 70.0%,150,125,347,69.81891348088531,N/A,90.63664102554321,2.6138417720794678,93.25048279762268,0.14448371654486544,0.10058101999834766,0.013948045512962089,0.4261988978714853,0.07595552861374882,0.01421093320783969,0.2853413072081754,0.08826827430604822,0.014079489360400883
Fixed Cut 75.0%,125,125,372,74.84909456740442,N/A,81.64760231971741,2.6421260833740234,84.28972840309143,0.13801457774811932,0.10103292419735391,0.014086650683301642,0.42725757300161926,0.11136894002446217,0.03544768228926146,0.28263607537486923,0.10620093211090798,0.024767166486281546
Fixed Cut 80.0%,100,125,397,79.87927565392354,N/A,77.17712593078613,2.7908458709716797,79.96797180175781,0.1072756806369198,0.0812808639826154,0.00961309159956684,0.4099528696385767,0.1088398059613847,0.032894033247133914,0.25861427513774826,0.09506033497200003,0.021253562423350372
Fixed Cut 85.0%,75,125,422,84.90945674044266,N/A,77.22902083396912,2.393704891204834,79.62272572517395,0.12228681564636636,0.09158136496601586,0.012082944644853346,0.410855986390369,0.10332419647400916,0.03309891709474628,0.2665714010183676,0.09745278072001248,0.02259093086979981
Fixed Cut 90.0%,50,125,447,89.93963782696177,N/A,74.93639516830444,3.781358003616333,78.71775317192078,0.15195463214195812,0.10888894733168598,0.0178174253284939,0.42290299943041604,0.10822409770386376,0.03263414186964796,0.2874288157861871,0.10855652251777485,0.025225783599070933
