Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,109.213632106781,3.1434521675109863,112.35708427429199,0.15840744838478651,0.042522121695978854,0.0024906759884278182,0.424427992087053,0.02035388309659087,0.0009358257573065936,0.2914177202359198,0.03143800239628486,0.0017132508728672057
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,84.22510385513306,3.4285030364990234,87.65360689163208,0.08444805426752555,0.024051551529187823,0.0009167770621847046,0.4010730486815512,0.01740208167095712,0.0008565160834751528,0.24276055147453832,0.020726816600072473,0.0008866465728299282
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,90.5623083114624,3.2177488803863525,93.78005719184875,0.13403697018541164,0.037149068291433454,0.001953472783243,0.4865850003597308,0.029776538809850324,0.0012933471496111343,0.3103109852725711,0.033462803550641886,0.0016234099664270668
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,87.71405720710754,2.5109732151031494,90.2250304222107,0.12707689235893693,0.0351622413444693,0.0017406351597338255,0.4435284884866273,0.016431349592913425,0.0009350577663685715,0.28530269042278195,0.02579679546869136,0.0013378464630511985
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,86.78676581382751,3.0174641609191895,89.8042299747467,0.13222354419273422,0.03986571320178737,0.0023995125211080217,0.44868487833145004,0.022684762026401777,0.0010008940170383677,0.290454211262092,0.03127523761409456,0.0017002032690731949
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,86.83632802963257,2.953680992126465,89.79000902175903,0.10791126029137416,0.03063887888997268,0.0013855260984034937,0.4432194826950161,0.0233801590823559,0.0009985052512247593,0.2755653714931952,0.02700951898616428,0.0011920156748141265
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,86.95934128761292,3.2271270751953125,90.18646836280823,0.11995830505544378,0.03744565224101788,0.002118746725194629,0.5412509879362288,0.0418998397931516,0.0020850613444740604,0.33060464649583626,0.039672746017084745,0.0021019040348343454
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,86.84442710876465,2.6626486778259277,89.50707578659058,0.09080218470656647,0.025600794785520502,0.0009502599857892484,0.4424021808901959,0.020205650499644776,0.00098321188343954,0.26660218279838127,0.022903222642582634,0.0009667359346143944
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,97.63082098960876,3.8496389389038086,101.48045992851257,0.14610193507230745,0.03882946049082869,0.002164385644662683,0.4720563051576299,0.01598529604962374,0.0009310364648475713,0.30907912011496863,0.02740737827022622,0.0015477110547551269
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,107.85672998428345,2.646221160888672,110.50295114517212,0.6390529882519279,0.11675248084499848,0.015402873558797877,0.731156254048918,0.0185782724916238,0.0012448222699640993,0.685104621150423,0.06766537666831114,0.008323847914380988
