Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,x_MAPE,x_MAE,x_MSE,y_MAPE,y_MAE,y_MSE,sin(theta)_MAPE,sin(theta)_MAE,sin(theta)_MSE,cos(theta)_MAPE,cos(theta)_MAE,cos(theta)_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,487,122,N/A,N/A,N/A,133.57637572288513,3.590179920196533,137.16655564308167,0.1974747712282982,0.14842137222598598,0.02820176943989125,0.06303006875337086,0.04813275278658463,0.0032383252907179586,2.739581229685969,0.5167592873458082,0.3544653323413601,3.1674847406790247,0.561235993810511,0.43736278295089703,1.541892702586666,0.3186373515422226,0.20581705250571658
Fixed Cut 5.0%,463,122,24,4.9281314168377826,N/A,134.44922304153442,5.642885684967041,140.09210872650146,0.0873343807960212,0.07401378375476102,0.00775822519526201,0.07100628415091988,0.05389302357258721,0.003986862119819562,1.9899100695730905,0.5015219742889555,0.3474474437208019,142.8515592227621,0.5605156331441187,0.39653906874073375,36.24995248932053,0.29748610369010575,0.1889328999441543
Fixed Cut 10.0%,439,122,48,9.856262833675565,N/A,124.96505880355835,7.158295154571533,132.12335395812988,0.07697543196824208,0.06627359676701962,0.006134512954390452,0.09397566706697191,0.07684683509274962,0.007882942832008424,2.6106074206299335,0.5195813328000882,0.34932536515118473,3.2334673272883347,0.5119787471283245,0.3676785633880034,1.5037564617383703,0.29367012794704556,0.18275534608139676
Fixed Cut 15.0%,414,122,73,14.989733059548255,N/A,117.06539297103882,9.69254207611084,126.75793504714966,0.11135144539388955,0.09222088405998627,0.011698464853271723,0.08111950410612831,0.06859310514003178,0.0067312535734216005,3.133483633517907,0.5342513020186563,0.36225655078990004,4.3373293991931305,0.47338456200299706,0.30594957109480386,1.9158209955527639,0.2921124633054179,0.1716589600778493
Fixed Cut 20.0%,390,122,97,19.917864476386036,N/A,114.2159218788147,4.522387981414795,118.73830986022949,0.10620507233464403,0.08719547459545289,0.011422486087259532,0.07557974966642564,0.06463102438039964,0.00596021629680725,2.3996138322249445,0.5639188907800892,0.4114748397845905,2.0863546191367486,0.4853660762394165,0.34878576132910033,1.1669383183406907,0.30027786649883964,0.19441082587443936
Fixed Cut 25.0%,366,122,121,24.84599589322382,N/A,114.21406579017639,5.604640007019043,119.81870579719543,0.06813968940074569,0.05933232760864505,0.0053630443381022545,0.04554306193862967,0.03758813755866286,0.002333446891694305,2.15679910929819,0.5643441231339708,0.4136365317976753,2.1622987085357965,0.4451856238574849,0.29800888841207984,1.1081951422933405,0.2766125530396909,0.17983547785988796
Fixed Cut 30.0%,341,122,146,29.97946611909651,N/A,110.2179970741272,5.107203006744385,115.32520008087158,0.06550263975499214,0.057126354541381694,0.005180830395287516,0.047607433397882794,0.03895161799205173,0.0020990200580626997,3.5708919771099876,0.5309112225736061,0.35515446133828044,2.029646163341327,0.44090954730609316,0.2971826827311871,1.428412053401048,0.2669746856032832,0.16490424863070446
Fixed Cut 35.0%,317,122,170,34.90759753593429,N/A,110.66282296180725,4.978276014328003,115.64109897613525,0.059910519431066275,0.052961612562675515,0.004063111358075696,0.04743626196912976,0.04116734201378022,0.0023351087369966094,14.87916187922809,0.5393290045958522,0.3587288335128247,3.1667657866999943,0.5198029189032021,0.35713406700594924,4.53831861183207,0.2883152195188775,0.18056528015346154
Fixed Cut 40.0%,293,122,194,39.83572895277207,N/A,110.62998509407043,4.8249452114105225,115.45493030548096,0.08286271802887411,0.07095275733647073,0.0071929398744547375,0.05298522580473709,0.04712243716120065,0.0032929321806203582,1.79319374502249,0.5613591419802029,0.43110738863794074,2.282962000967144,0.40037603847135655,0.2673289075574108,1.0530009224558112,0.26995259373730773,0.17723054206260672
Fixed Cut 45.0%,268,122,219,44.969199178644764,N/A,111.04720997810364,4.010851860046387,115.05806183815002,0.07697247148697035,0.06804478052738808,0.0058967040128021,0.03043207319303805,0.026170848268655213,0.0008977495658056642,2.1969919391258155,0.5537825811152682,0.40034414237570937,2.7065063604884774,0.4882445663740477,0.33193021335315204,1.2527257110735757,0.2840606940713398,0.18476720232686722
