Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,250,63,N/A,N/A,N/A,4.12482213973999,4.12482213973999,0.20571850888465684,0.15498182619196915,0.030765514508594383,0.20571850888465684,0.15498182619196915,0.030765514508594383
Fixed Cut 5.0%,238,63,12,4.8,N/A,4.151774883270264,4.151774883270264,0.2104093674476222,0.15590373016834147,0.030990265461145795,0.2104093674476222,0.15590373016834147,0.030990265461145795
Fixed Cut 10.0%,225,63,25,10.0,N/A,4.996131896972656,4.996131896972656,0.2046221736596984,0.15373106103862924,0.03041163105297925,0.2046221736596984,0.15373106103862924,0.03041163105297925
Fixed Cut 15.0%,213,63,37,14.799999999999999,N/A,3.2306158542633057,3.2306158542633057,0.20105964372771143,0.15090271952901455,0.029611210533583905,0.20105964372771143,0.15090271952901455,0.029611210533583905
Fixed Cut 20.0%,200,63,50,20.0,N/A,3.8062009811401367,3.8062009811401367,0.20700761367663864,0.15388144994360947,0.030326729330752207,0.20700761367663864,0.15388144994360947,0.030326729330752207
Fixed Cut 25.0%,188,63,62,24.8,N/A,3.03871488571167,3.03871488571167,0.20382270453048434,0.15166135254655452,0.029741494440378508,0.20382270453048434,0.15166135254655452,0.029741494440378508
Fixed Cut 30.0%,175,63,75,30.0,N/A,3.896669864654541,3.896669864654541,0.19768251499332073,0.15074283336098912,0.029509658790669933,0.19768251499332073,0.15074283336098912,0.029509658790669933
Fixed Cut 35.0%,163,63,87,34.8,N/A,2.6729483604431152,2.6729483604431152,0.19792514430759983,0.1506562584509855,0.029382188886884104,0.19792514430759983,0.1506562584509855,0.029382188886884104
Fixed Cut 40.0%,151,63,99,39.6,N/A,3.373945951461792,3.373945951461792,0.19300864836355078,0.14945986573394063,0.029537813220479,0.19300864836355078,0.14945986573394063,0.029537813220479
Fixed Cut 45.0%,138,63,112,44.800000000000004,N/A,3.0330190658569336,3.0330190658569336,0.1942217126763949,0.148761094938391,0.02903002837995186,0.1942217126763949,0.148761094938391,0.02903002837995186
Fixed Cut 50.0%,126,63,124,49.6,N/A,3.0791752338409424,3.0791752338409424,0.20217201466845963,0.14844264273412464,0.028834963640228427,0.20217201466845963,0.14844264273412464,0.028834963640228427
Fixed Cut 55.0%,113,63,137,54.800000000000004,N/A,2.722517967224121,2.722517967224121,0.21322110209131825,0.15403372120969308,0.03079970481069665,0.21322110209131825,0.15403372120969308,0.03079970481069665
Fixed Cut 60.0%,100,63,150,60.0,N/A,2.97084903717041,2.97084903717041,0.21740565090789685,0.15554210739886912,0.031774671515664155,0.21740565090789685,0.15554210739886912,0.031774671515664155
Fixed Cut 65.0%,88,63,162,64.8,N/A,2.6467552185058594,2.6467552185058594,0.19283869471001683,0.1467907822854865,0.028251459780664217,0.19283869471001683,0.1467907822854865,0.028251459780664217
Fixed Cut 70.0%,75,63,175,70.0,N/A,3.3689088821411133,3.3689088821411133,0.19941127954228396,0.15080383542333217,0.029396024726398216,0.19941127954228396,0.15080383542333217,0.029396024726398216
Fixed Cut 75.0%,63,63,187,74.8,N/A,2.3559560775756836,2.3559560775756836,0.20691018356169438,0.14988807040012034,0.02955791339390503,0.20691018356169438,0.14988807040012034,0.02955791339390503
Fixed Cut 80.0%,50,63,200,80.0,N/A,3.0969748497009277,3.0969748497009277,0.218517947420213,0.15548550443960005,0.031972089649008925,0.218517947420213,0.15548550443960005,0.031972089649008925
Fixed Cut 85.0%,38,63,212,84.8,N/A,2.655489206314087,2.655489206314087,0.23310100027511707,0.16347438151412721,0.035749970770203476,0.23310100027511707,0.16347438151412721,0.035749970770203476
Fixed Cut 90.0%,25,63,225,90.0,N/A,2.990122079849243,2.990122079849243,0.2345732742449531,0.1631963504721012,0.0357747259802801,0.2345732742449531,0.1631963504721012,0.0357747259802801
Window L1,105,63,145,57.99999999999999,0.006489992141723633,3.1345107555389404,3.141000747680664,0.20493768881005361,0.15151441326039067,0.029569441051354308,0.20493768881005361,0.15151441326039067,0.029569441051354308
