Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,292,74,N/A,N/A,N/A,3.4633519649505615,3.4633519649505615,1.865308137986895,0.2997980062200268,0.13697107782532836,1.865308137986895,0.2997980062200268,0.13697107782532836
Fixed Cut 5.0%,278,74,14,4.794520547945205,N/A,3.4693727493286133,3.4693727493286133,1.9489627683330295,0.29841743702502915,0.1342625086536793,1.9489627683330295,0.29841743702502915,0.1342625086536793
Fixed Cut 10.0%,263,74,29,9.931506849315069,N/A,3.2040939331054688,3.2040939331054688,1.9694705772681234,0.29827785760487047,0.13383565893645383,1.9694705772681234,0.29827785760487047,0.13383565893645383
Fixed Cut 15.0%,249,74,43,14.726027397260275,N/A,3.730893850326538,3.730893850326538,1.8319788636990195,0.299613743119612,0.13479574525208948,1.8319788636990195,0.299613743119612,0.13479574525208948
Fixed Cut 20.0%,234,74,58,19.863013698630137,N/A,3.3412108421325684,3.3412108421325684,1.890925850744888,0.29443776702935115,0.1307342025476173,1.890925850744888,0.29443776702935115,0.1307342025476173
Fixed Cut 25.0%,219,74,73,25.0,N/A,3.9773049354553223,3.9773049354553223,1.9533576053303334,0.29583260969790137,0.1306417319118683,1.9533576053303334,0.29583260969790137,0.1306417319118683
Fixed Cut 30.0%,205,74,87,29.794520547945208,N/A,3.3092191219329834,3.3092191219329834,1.9488582376726997,0.2909426844934811,0.12727233465041077,1.9488582376726997,0.2909426844934811,0.12727233465041077
Fixed Cut 35.0%,190,74,102,34.93150684931507,N/A,3.503129243850708,3.503129243850708,1.9402205000107542,0.2926076592063173,0.1298229123348265,1.9402205000107542,0.2926076592063173,0.1298229123348265
Fixed Cut 40.0%,176,74,116,39.726027397260275,N/A,3.868008852005005,3.868008852005005,2.0037156492526824,0.29123760195227305,0.12946916674858913,2.0037156492526824,0.29123760195227305,0.12946916674858913
Fixed Cut 45.0%,161,74,131,44.86301369863014,N/A,3.484300136566162,3.484300136566162,2.049069747141611,0.28718211897746887,0.1263337753873961,2.049069747141611,0.28718211897746887,0.1263337753873961
Fixed Cut 50.0%,147,74,145,49.65753424657534,N/A,2.965353012084961,2.965353012084961,2.052699505784689,0.28644129666952006,0.12733041813805424,2.052699505784689,0.28644129666952006,0.12733041813805424
