Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 55.0%,224,125,273,54.929577464788736,N/A,2.872150182723999,2.872150182723999,0.1851418730692127,0.04402477158016926,0.002895831893578898,0.8878537025552049,0.02813773996511336,0.0011762229929150121,0.5364977878122088,0.03608125577264129,0.0020360274432469545
Fixed Cut 60.0%,199,125,298,59.95975855130785,N/A,3.194648027420044,3.194648027420044,0.10993622973865318,0.03463372796852756,0.0016865839776622903,0.6581088312718504,0.022288789581091054,0.0009769611215753146,0.38402253050525176,0.028461258774809307,0.001331772549618802
Fixed Cut 65.0%,174,125,323,64.98993963782696,N/A,2.491115093231201,2.491115093231201,0.09191976254029369,0.07243593001505914,0.007641949604064007,0.2982435192992653,0.0635081984946994,0.014915968405391602,0.19508164091977945,0.06797206425487926,0.011278959004727803
Fixed Cut 70.0%,150,125,347,69.81891348088531,N/A,2.510298013687134,2.510298013687134,0.0816876533188652,0.06215103251527824,0.005649913245125013,0.5239756192108,0.07538919978374795,0.013775719669393692,0.30283163626483256,0.0687701161495131,0.009712816457259353
Fixed Cut 75.0%,125,125,372,74.84909456740442,N/A,2.6309618949890137,2.6309618949890137,0.12332814688663896,0.09289768278828787,0.011722397754315427,0.43447610941563225,0.10457470045613161,0.0317076189186779,0.2789021281511356,0.09873619162220973,0.021715008336496665
Fixed Cut 80.0%,100,125,397,79.87927565392354,N/A,2.3969109058380127,2.3969109058380127,0.17295358387254148,0.1444302599891689,0.029094226005690088,0.34388341255952404,0.09483745125544253,0.03169179518406641,0.25841849821603274,0.11963385562230572,0.030393010594878242
Fixed Cut 85.0%,75,125,422,84.90945674044266,N/A,2.801462173461914,2.801462173461914,0.09007256886618122,0.07019479458454808,0.0070512705167393615,0.39588975572113566,0.1007061261189687,0.03234993208813081,0.24298116229365846,0.08545046035175838,0.019700601302435096
Fixed Cut 90.0%,50,125,447,89.93963782696177,N/A,2.528782844543457,2.528782844543457,0.1362718586752538,0.11559003913932003,0.02005788254434932,0.4713806163331304,0.10987009531895381,0.03307557937725743,0.3038262375041921,0.11273006722913692,0.026566730960803378
Window L1,127,125,370,74.44668008048289,0.0174868106842041,2.0683839321136475,2.0858707427978516,0.17509815573622114,0.1506114078724926,0.03440262729124633,0.5581771184020254,0.12153556116591009,0.0333616640290426,0.3666376370691233,0.13607348451920134,0.03388214566014447
Window L2,182,125,315,63.38028169014085,0.006934165954589844,2.509626865386963,2.5165610313415527,0.1401098937446865,0.045948201704328034,0.0029424152576092454,0.8624418932024339,0.02756565752059304,0.001154202387185065,0.5012758934735602,0.03675692961246055,0.002048308822397155
Window Normal,177,125,320,64.38631790744466,0.01952528953552246,2.131525754928589,2.1510510444641113,0.07725746645815268,0.05748988978511715,0.004942645323368869,0.45047066610129644,0.06949879511694228,0.013758553549191036,0.2638640662797246,0.06349434245102972,0.009350599436279953
Window RBF,127,125,370,74.44668008048289,0.009568929672241211,2.054417848587036,2.0639867782592773,0.07534781721445612,0.06253617190052997,0.0060543985581431965,0.4353096052140643,0.10837269414881218,0.034969096077608,0.25532871121426015,0.08545443302467107,0.0205117473178756
Window Cosine,182,125,315,63.38028169014085,0.008550882339477539,2.4085569381713867,2.4171078205108643,0.11289492723465468,0.035891974967011075,0.001835088660965979,0.6408552855182205,0.02159477798682364,0.0009369949623317593,0.37687510637643756,0.02874337647691735,0.001386041811648869
Window Linear,182,125,315,63.38028169014085,0.007356166839599609,2.4985759258270264,2.505932092666626,0.12873355562006605,0.042293782104451554,0.0024810019607247697,0.4994596519608849,0.018307769891703393,0.0008543518898062886,0.31409660379047544,0.030300775998077484,0.0016676769252655294
Window Clinear,227,125,270,54.32595573440644,0.007360935211181641,2.825124979019165,2.8324859142303467,0.14246049715720585,0.03382684473942887,0.0017136952153098612,0.47097150529537535,0.017826279187718726,0.0008658256231062004,0.30671600122629067,0.025826561963573795,0.0012897604192080312
Window Rank,177,125,320,64.38631790744466,0.011140108108520508,2.3749990463256836,2.386139154434204,0.0666877286872533,0.0500184872765231,0.0036276788476723764,0.4914642451699187,0.07231057740137291,0.013444407739411567,0.27907598692858593,0.06116453233894802,0.008536043293541974
Window Mahalanobis,177,125,320,64.38631790744466,0.00680232048034668,2.466507911682129,2.4733102321624756,0.11850705515437784,0.08843379619249331,0.010929895570628437,0.6169290757773429,0.08330715137357389,0.014535474661959098,0.3677180654658604,0.08587047378303359,0.012732685116293769
Window AR,182,125,315,63.38028169014085,0.010483264923095703,2.778481960296631,2.7889652252197266,0.12607718398420686,0.042724583663232556,0.002495618448438574,0.5804310639272886,0.02019111319932313,0.0009010461320209701,0.3532541239557476,0.03145784843127784,0.0016983322902297724
Window Mean,174,125,323,64.98993963782696,0.1052088737487793,2.861114978790283,2.9663238525390625,0.09551821231309927,0.07047501287557344,0.007137252759063443,0.626297350440015,0.08520393991154135,0.014390645288062782,0.36090778137655705,0.0778394763935574,0.01076394902356311
Window Median,180,125,317,63.78269617706237,0.1052088737487793,2.6812117099761963,2.7864205837249756,0.09660959403370463,0.03326322737780748,0.0015635277240523078,0.5492574223214566,0.020114559549829204,0.0009411327207580564,0.3229335081775808,0.026688893463818343,0.0012523302224051816
Binary Segmentation L1,412,125,85,17.102615694164992,0.025141000747680664,3.7743911743164062,3.799532175064087,0.24180829500764384,0.0574366475225957,0.004738716598717304,1.077213657960083,0.033311659110290874,0.0014489834591248937,0.6595109764838635,0.04537415331644329,0.0030938500289210986
Binary Segmentation L2,452,125,45,9.054325955734406,0.01090097427368164,3.1746339797973633,3.185534954071045,0.18860867946582685,0.045125788263152826,0.003193770216949428,1.191011277928599,0.03631832084715908,0.001663403019349141,0.6898099786972129,0.04072205455515594,0.0024285866181492843
Binary Segmentation Normal,172,125,325,65.3923541247485,0.02774810791015625,2.135260820388794,2.16300892829895,0.13682728748562925,0.11516125920922814,0.019680602760422383,0.4593843050788526,0.07133828318984589,0.01435179575979592,0.298105796282241,0.09324977119953701,0.017016199260109145
Binary Segmentation RBF,402,125,95,19.114688128772634,0.023360013961791992,3.5400171279907227,3.5633771419525146,0.251663228451298,0.05990651859824696,0.005117711327685675,0.687928063457372,0.022626047539641574,0.0009457295994018276,0.4697956459543349,0.04126628306894427,0.0030317204635437523
Binary Segmentation Cosine,22,125,475,95.57344064386318,0.027006864547729492,2.031352996826172,2.0583598613739014,0.22409137556688483,0.28982961585138367,0.11170864968403549,0.4443021930440976,0.31561265635033364,0.27994602310756994,0.33419678430549127,0.30272113610085855,0.19582733639580277
Binary Segmentation Linear,342,125,155,31.18712273641851,0.012349843978881836,2.841264009475708,2.85361385345459,0.23677645617918133,0.057557881534693864,0.0043109755105251385,0.31272805369195944,0.015438186449923098,0.0008913063089330935,0.2747522549355704,0.036498033992308505,0.0026011409097291154
Binary Segmentation Clinear,337,125,160,32.19315895372233,0.010760068893432617,2.969169855117798,2.9799299240112305,0.2634493864890005,0.0627598898135664,0.0055595227502789465,1.3220047405739173,0.04017393845369387,0.0019291533944404745,0.7927270635314589,0.05146691413363014,0.003744338072359709
Binary Segmentation Rank,367,125,130,26.156941649899395,0.014766693115234375,2.477302074432373,2.4920687675476074,0.2748393744029081,0.06661584156077197,0.005811994483462983,0.5473430691918252,0.020752400593629653,0.001048617101894817,0.4110912217973667,0.04368412107720082,0.0034303057926789
Binary Segmentation Mahalanobis,297,125,200,40.24144869215292,0.018388986587524414,2.75770902633667,2.7760980129241943,0.4092595642178595,0.10339095609333174,0.012050890649654726,0.29685062443033783,0.015912925291147274,0.0009648480125531585,0.35305509432409865,0.059651940692239516,0.0065078693311039415
Binary Segmentation AR,317,125,180,36.21730382293762,0.01687002182006836,2.48769211769104,2.5045621395111084,0.20360880526733838,0.048216947011047964,0.0034397992559997252,0.5802112759451257,0.02041430612399512,0.0009411652827488917,0.391910040606232,0.03431562656752153,0.0021904822693743077
Binary Segmentation Mean,312,125,185,37.223340040241446,0.18729257583618164,2.3641390800476074,2.551431655883789,0.2504864169926421,0.06140057378864718,0.004737649952774382,0.577458621469263,0.020691082748611412,0.0009958525919867758,0.4139725192309526,0.04104582826862931,0.0028667512723805784
Binary Segmentation Median,340,125,157,31.58953722334004,0.18729257583618164,3.133634090423584,3.3209266662597656,0.2394963489089032,0.05814404750232803,0.004436396381045456,0.32766664615466295,0.015543275927515622,0.0008906579620373147,0.2835814975317832,0.03684366171492185,0.002663527171541385
Bottom Up L1,407,125,90,18.10865191146881,0.00913691520690918,3.2599570751190186,3.2690939903259277,0.25003225446015215,0.059775956182255674,0.004983844754002708,1.4299221039571666,0.04351262070955305,0.0022165443932257414,0.8399771792086588,0.05164428844590438,0.003600194573614224
Bottom Up L2,172,125,325,65.3923541247485,0.004904985427856445,2.154762029647827,2.1596670150756836,0.09170044678443436,0.07242156498096669,0.007658696992695225,0.5940273660150047,0.08541274545932384,0.01605807628247328,0.34286390639971936,0.07891715522014527,0.011858386637584253
Bottom Up Normal,172,125,325,65.3923541247485,0.01567697525024414,2.5211830139160156,2.5368599891662598,0.08461135334570347,0.06495484010346332,0.006119912389676242,0.6339891939691784,0.08673151561604744,0.015187368812317475,0.3593002736574409,0.07584317785975539,0.010653640600996857
Bottom Up RBF,357,125,140,28.169014084507044,0.011317968368530273,2.5039100646972656,2.515228033065796,0.31164467411671737,0.07652270505952458,0.007313797514906561,0.618135959481818,0.02101597967787363,0.0009162465636971993,0.4648903167992678,0.048769342368699106,0.004115022039301879
Bottom Up Cosine,232,125,265,53.31991951710262,0.004760265350341797,2.482663869857788,2.48742413520813,0.22970577875363854,0.05474951083630761,0.004235714059561888,0.6064002849418045,0.0208246250583077,0.0009120560824471721,0.41805303184772136,0.03778706794730765,0.00257388507100453
Bottom Up Linear,187,125,310,62.37424547283702,0.004850864410400391,2.4713141918182373,2.4761650562286377,0.12784654040603904,0.037438985109695753,0.002077111956983161,0.7827721740778016,0.025075554762017054,0.0010345816546346233,0.4553093572419201,0.0312572699358564,0.001555846805808892
Bottom Up Clinear,297,125,200,40.24144869215292,0.004807233810424805,2.6554150581359863,2.660222291946411,0.322697606569607,0.08141420505474808,0.007525118204390713,0.591420112061778,0.020959126057865353,0.0009826054110802446,0.4570588593156927,0.05118666555630673,0.004253861807735479
Bottom Up Rank,297,125,200,40.24144869215292,0.008605003356933594,2.427659034729004,2.4362640380859375,0.30369335792164537,0.07567223630379441,0.0067628873834604435,1.2894673427456902,0.039366392169206184,0.0019215663256669715,0.7965803503336674,0.05751931423650031,0.004342226854563706
Bottom Up Mahalanobis,257,125,240,48.2897384305835,0.0053598880767822266,2.6969027519226074,2.7022626399993896,0.3431223484906176,0.08621722158399298,0.008531422731951885,0.30984381784482107,0.016016959170239327,0.0009519800500033475,0.32648308316771946,0.051117090377116176,0.004741701390977614
Bottom Up AR,357,125,140,28.169014084507044,0.0067119598388671875,2.451774835586548,2.458486795425415,0.21495762074687133,0.05151272523524002,0.003678258003636017,0.7484449143378035,0.024136485998726462,0.000973892949802849,0.48170126754233744,0.03782460561698323,0.002326075476719434
Bottom Up Mean,274,125,223,44.8692152917505,0.07613205909729004,3.1222829818725586,3.1984150409698486,0.4417502547258132,0.11208716137594714,0.01395010085326326,0.6024669862182309,0.020689986175757562,0.0009041055633528098,0.5221086204720222,0.06638857377585235,0.007427103208308032
Bottom Up Median,277,125,220,44.26559356136821,0.07613205909729004,2.3208539485931396,2.3969860076904297,0.302391105305248,0.07505121652012783,0.006747189068131967,0.41470796206680854,0.01725852847184082,0.0009234224323967598,0.3585495336860284,0.04615487249598434,0.0038353057502643626
