Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Population_MAPE,Population_MAE,Population_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,652,164,N/A,N/A,N/A,5.286704063415527,5.286704063415527,0.0003146692010013447,0.0003324631558991776,1.7338021261961528e-07,0.0003146692010013447,0.0003324631558991776,1.7338021261961528e-07
Fixed Cut 5.0%,620,164,32,4.9079754601226995,N/A,5.776139974594116,5.776139974594116,0.0004679357614670167,0.0004957583071640749,3.292288664297342e-07,0.0004679357614670167,0.0004957583071640749,3.292288664297342e-07
Fixed Cut 10.0%,587,164,65,9.969325153374232,N/A,5.215759992599487,5.215759992599487,0.0009929731672115405,0.0010529448827470065,1.224492593673453e-06,0.0009929731672115405,0.0010529448827470065,1.224492593673453e-06
Fixed Cut 15.0%,555,164,97,14.877300613496933,N/A,6.05987811088562,6.05987811088562,0.00038986830908324666,0.00041326067434131514,2.3593309555191796e-07,0.00038986830908324666,0.00041326067434131514,2.3593309555191796e-07
Fixed Cut 20.0%,522,164,130,19.938650306748464,N/A,7.590546369552612,7.590546369552612,0.001557040253708284,0.0016661415638328477,3.2869327516340932e-06,0.001557040253708284,0.0016661415638328477,3.2869327516340932e-06
Fixed Cut 25.0%,489,164,163,25.0,N/A,9.123615980148315,9.123615980148315,0.0008570192679246909,0.0009100334455362432,9.403161690614688e-07,0.0008570192679246909,0.0009100334455362432,9.403161690614688e-07
Fixed Cut 30.0%,457,164,195,29.9079754601227,N/A,8.10756516456604,8.10756516456604,0.0032563053702429246,0.0034681402749425928,1.2635479648383244e-05,0.0032563053702429246,0.0034681402749425928,1.2635479648383244e-05
Fixed Cut 35.0%,424,164,228,34.96932515337423,N/A,8.739589929580688,8.739589929580688,0.0009395859111820916,0.0010089755982137759,1.3881908904753683e-06,0.0009395859111820916,0.0010089755982137759,1.3881908904753683e-06
Fixed Cut 40.0%,392,164,260,39.87730061349693,N/A,6.656022071838379,6.656022071838379,0.0002288933744222737,0.00024251302774842823,8.818311149834456e-08,0.0002288933744222737,0.00024251302774842823,8.818311149834456e-08
Fixed Cut 45.0%,359,164,293,44.93865030674847,N/A,8.21947979927063,8.21947979927063,0.0005988484594654839,0.0006374706275325134,4.914208311942786e-07,0.0005988484594654839,0.0006374706275325134,4.914208311942786e-07
Fixed Cut 50.0%,327,164,325,49.84662576687116,N/A,6.657671928405762,6.657671928405762,0.00046012827050468486,0.0004931117608833805,3.5144189897619296e-07,0.00046012827050468486,0.0004931117608833805,3.5144189897619296e-07
Fixed Cut 55.0%,294,164,358,54.90797546012271,N/A,3.2065060138702393,3.2065060138702393,0.012844333446274461,0.013394016079021513,0.0002629263062207032,0.012844333446274461,0.013394016079021513,0.0002629263062207032
Fixed Cut 60.0%,261,164,391,59.96932515337423,N/A,4.438688039779663,4.438688039779663,0.024669393538929604,0.02627057788241868,0.0007184326346801388,0.024669393538929604,0.02627057788241868,0.0007184326346801388
Fixed Cut 65.0%,229,164,423,64.87730061349694,N/A,3.1408751010894775,3.1408751010894775,0.0569666629922583,0.06069361747972951,0.0038619540292427024,0.0569666629922583,0.06069361747972951,0.0038619540292427024
Fixed Cut 70.0%,196,164,456,69.93865030674846,N/A,5.297307014465332,5.297307014465332,0.036466397197255036,0.03885975083491272,0.0015880538996740964,0.036466397197255036,0.03885975083491272,0.0015880538996740964
Fixed Cut 75.0%,163,164,489,75.0,N/A,2.4582221508026123,2.4582221508026123,0.030506578114938857,0.032578462648456735,0.001160309565561609,0.030506578114938857,0.032578462648456735,0.001160309565561609
Fixed Cut 80.0%,131,164,521,79.9079754601227,N/A,3.000124931335449,3.000124931335449,0.05564383980427841,0.05937161265428326,0.003789063669165201,0.05564383980427841,0.05937161265428326,0.003789063669165201
Fixed Cut 85.0%,98,164,554,84.96932515337423,N/A,2.2216100692749023,2.2216100692749023,0.022076141114132506,0.023672446723869364,0.0006762213675189946,0.022076141114132506,0.023672446723869364,0.0006762213675189946
Fixed Cut 90.0%,66,164,586,89.87730061349694,N/A,2.757384777069092,2.757384777069092,0.022692239154764548,0.024349995879523786,0.0007294267366798672,0.022692239154764548,0.024349995879523786,0.0007294267366798672
Window L1,167,164,485,74.38650306748467,0.01913905143737793,2.375593900680542,2.39473295211792,0.027286421829042503,0.029125904222116063,0.0009187937197704069,0.027286421829042503,0.029125904222116063,0.0009187937197704069
Window L2,152,164,500,76.68711656441718,0.012180089950561523,2.3130481243133545,2.325228214263916,0.026955389557096265,0.028779724621382202,0.0009014970158249112,0.026955389557096265,0.028779724621382202,0.0009014970158249112
Window Normal,427,164,225,34.50920245398773,0.017420053482055664,6.502364873886108,6.519784927368164,0.0005940868199146553,0.0006399962696416983,6.4400532808508e-07,0.0005940868199146553,0.0006399962696416983,6.4400532808508e-07
Window RBF,157,164,495,75.920245398773,0.01548004150390625,3.6974589824676514,3.7129390239715576,0.02572661895731675,0.027437136072175232,0.0008023747100964515,0.02572661895731675,0.027437136072175232,0.0008023747100964515
Window Cosine,0,164,652,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,427,164,225,34.50920245398773,0.008979082107543945,5.696065902709961,5.705044984817505,0.0009594731910966881,0.0010283760723860823,1.387883970320499e-06,0.0009594731910966881,0.0010283760723860823,1.387883970320499e-06
Window Clinear,197,164,455,69.78527607361963,0.008190393447875977,2.6342971324920654,2.6424875259399414,0.02657769554625946,0.028505514781858983,0.0009861864552835123,0.02657769554625946,0.028505514781858983,0.0009861864552835123
Window Rank,0,164,652,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Mahalanobis,152,164,500,76.68711656441718,0.010049104690551758,3.025106906890869,3.035156011581421,0.052934639763589315,0.05645060047745372,0.0033925064529834507,0.052934639763589315,0.05645060047745372,0.0033925064529834507
Window AR,172,164,480,73.61963190184049,0.012074947357177734,2.2608208656311035,2.2728958129882812,0.03732370174083023,0.039800799596754324,0.0016850122908402836,0.03732370174083023,0.039800799596754324,0.0016850122908402836
Window Mean,186,164,466,71.47239263803681,0.10351276397705078,3.484153985977173,3.5876667499542236,0.027573674163011035,0.029383241391398817,0.0009079253434607578,0.027573674163011035,0.029383241391398817,0.0009079253434607578
Window Median,162,164,490,75.15337423312883,0.10351276397705078,2.3247029781341553,2.428215742111206,0.03371454728067576,0.03600212535044617,0.0014152355453979878,0.03371454728067576,0.03600212535044617,0.0014152355453979878
Binary Segmentation L1,307,164,345,52.91411042944786,0.025637149810791016,6.068618059158325,6.094255208969116,0.0004205069360267909,0.000449020169705236,2.705381252251342e-07,0.0004205069360267909,0.000449020169705236,2.705381252251342e-07
Binary Segmentation L2,312,164,340,52.14723926380368,0.014748096466064453,2.631584882736206,2.6463329792022705,0.027017272681678386,0.028884209665436367,0.0009340733346146824,0.027017272681678386,0.028884209665436367,0.0009340733346146824
Binary Segmentation Normal,317,164,335,51.380368098159515,0.025036096572875977,6.742959022521973,6.767995119094849,0.000354528661723286,0.00037846342483188424,2.0585980138801792e-07,0.000354528661723286,0.00037846342483188424,2.0585980138801792e-07
Binary Segmentation RBF,317,164,335,51.380368098159515,0.04393720626831055,6.742041110992432,6.785978317260742,0.0002701288031257004,0.00028720071679408393,1.244856692124314e-07,0.0002701288031257004,0.00028720071679408393,1.244856692124314e-07
Binary Segmentation Cosine,12,164,640,98.15950920245399,0.05358719825744629,3.0418341159820557,3.095421314239502,0.017535604487859593,0.01890557969137518,0.0005146703832267274,0.017535604487859593,0.01890557969137518,0.0005146703832267274
Binary Segmentation Linear,217,164,435,66.71779141104295,0.013411998748779297,2.3223679065704346,2.335779905319214,0.019026282157393496,0.020328581733221933,0.0004565561008750512,0.019026282157393496,0.020328581733221933,0.0004565561008750512
Binary Segmentation Clinear,152,164,500,76.68711656441718,0.010803937911987305,2.917160987854004,2.927964925765991,0.04252351702489709,0.04533626397467389,0.002178508293823402,0.04252351702489709,0.04533626397467389,0.002178508293823402
Binary Segmentation Rank,327,164,325,49.84662576687116,0.012778997421264648,7.263024806976318,7.275803804397583,0.002301212018805327,0.002467343402429459,7.4543922134051585e-06,0.002301212018805327,0.002467343402429459,7.4543922134051585e-06
Binary Segmentation Mahalanobis,312,164,340,52.14723926380368,0.04508209228515625,8.814979791641235,8.860061883926392,0.0011463751254434597,0.001231557564881194,2.0511946395324086e-06,0.0011463751254434597,0.001231557564881194,2.0511946395324086e-06
Binary Segmentation AR,637,164,15,2.3006134969325154,0.024346113204956055,5.185651779174805,5.209997892379761,0.0020801297870092932,0.002221195161049825,5.467721759043268e-06,0.0020801297870092932,0.002221195161049825,5.467721759043268e-06
Binary Segmentation Mean,291,164,361,55.3680981595092,0.26936888694763184,3.6680328845977783,3.93740177154541,0.03513718273456904,0.03744327796256134,0.001474359676318466,0.03513718273456904,0.03744327796256134,0.001474359676318466
Binary Segmentation Median,312,164,340,52.14723926380368,0.26936888694763184,7.373531818389893,7.642900705337524,0.0004855210921450035,0.0005207840730943825,3.940144058183012e-07,0.0004855210921450035,0.0005207840730943825,3.940144058183012e-07
Bottom Up L1,247,164,405,62.11656441717791,0.019337892532348633,2.868682861328125,2.8880207538604736,0.006768453639539198,0.007163895292186549,6.812575565907946e-05,0.006768453639539198,0.007163895292186549,6.812575565907946e-05
Bottom Up L2,297,164,355,54.44785276073619,0.009593725204467773,6.239632844924927,6.2492265701293945,0.0002349893449949223,0.00024775651427626016,9.603988818331315e-08,0.0002349893449949223,0.00024775651427626016,9.603988818331315e-08
Bottom Up Normal,237,164,415,63.65030674846626,0.014980316162109375,2.839392900466919,2.8543732166290283,0.04394338273111682,0.04679649045276461,0.0022801772467705996,0.04394338273111682,0.04679649045276461,0.0022801772467705996
Bottom Up RBF,177,164,475,72.85276073619632,0.020121097564697266,2.4675440788269043,2.4876651763916016,0.03976004346860672,0.04238128284503367,0.001897249875516507,0.03976004346860672,0.04238128284503367,0.001897249875516507
Bottom Up Cosine,12,164,640,98.15950920245399,0.01186680793762207,2.497007131576538,2.50887393951416,0.01898402995053353,0.020333975384102976,0.00048436639258021927,0.01898402995053353,0.020333975384102976,0.00048436639258021927
Bottom Up Linear,207,164,445,68.25153374233128,0.009808063507080078,2.5903759002685547,2.6001839637756348,0.03120752908147368,0.03328102791148813,0.001179647333885978,0.03120752908147368,0.03328102791148813,0.001179647333885978
Bottom Up Clinear,207,164,445,68.25153374233128,0.007590770721435547,2.4568397998809814,2.464430570602417,0.06113935062507111,0.06509899867331573,0.004402992771448586,0.06113935062507111,0.06509899867331573,0.004402992771448586
Bottom Up Rank,287,164,365,55.98159509202454,0.011037111282348633,5.158634185791016,5.169671297073364,0.010845045718118895,0.011556233970136108,0.00014043336579692075,0.010845045718118895,0.011556233970136108,0.00014043336579692075
Bottom Up Mahalanobis,297,164,355,54.44785276073619,0.010910987854003906,7.237016201019287,7.247927188873291,0.0002568051953739702,0.00027101799114680376,1.1134177681072589e-07,0.0002568051953739702,0.00027101799114680376,1.1134177681072589e-07
Bottom Up AR,197,164,455,69.78527607361963,0.014856100082397461,3.1474459171295166,3.162302017211914,0.028929718554145837,0.030813834869850686,0.0009913551581427252,0.028929718554145837,0.030813834869850686,0.0009913551581427252
Bottom Up Mean,217,164,435,66.71779141104295,0.13010287284851074,2.2772490978240967,2.4073519706726074,0.007939295490635724,0.008474291744539056,9.928905368426597e-05,0.007939295490635724,0.008474291744539056,9.928905368426597e-05
Bottom Up Median,222,164,430,65.95092024539878,0.13010287284851074,2.682225227355957,2.8123281002044678,0.05015189599179236,0.05345478295284139,0.003015051701654573,0.05015189599179236,0.05345478295284139,0.003015051701654573
