Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Pace_MAPE,Pace_MAE,Pace_MSE,Distance_MAPE,Distance_MAE,Distance_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 90.0%,30,76,270,90.0,N/A,2.5737709999084473,2.5737709999084473,0.26913520590364487,0.37850026929898806,0.15254703219409713,0.03216667693595514,0.03639202298758195,0.0018865292698800932,0.15065094141979998,0.20744614614328494,0.07721678073198861
Window L1,160,76,140,46.666666666666664,0.007085084915161133,2.9046900272369385,2.9117751121520996,0.187471878156008,0.17320395393440585,0.033289379582336465,0.20858607091060713,0.23230551991008477,0.0570053179259758,0.19802897453330753,0.20275473692224535,0.04514734875415613
Window L2,160,76,140,46.666666666666664,0.0047702789306640625,2.794924020767212,2.799694299697876,0.21604640733426678,0.20162162068753897,0.0427496233525617,0.14136131760815715,0.15746720986188464,0.02602650159884769,0.178703862471212,0.17954441527471182,0.034388062475704716
Window Normal,125,76,175,58.333333333333336,0.009648799896240234,3.1635282039642334,3.1731770038604736,0.21690409803989508,0.20350008957420465,0.04390031693719957,0.15951347808006183,0.17891774065351285,0.03253892841315871,0.18820878805997848,0.1912089151138588,0.03821962267517914
Window RBF,155,76,145,48.333333333333336,0.004230976104736328,3.929492950439453,3.9337239265441895,0.23366485883138596,0.21719002650924246,0.048996356197619564,0.25449458616333304,0.28549553268296274,0.0827768105181077,0.24407972249735954,0.25134277959610263,0.06588658335786364
Window Cosine,250,76,50,16.666666666666664,0.0032660961151123047,3.28094482421875,3.2842109203338623,0.25318383490015295,0.24110479817666766,0.06119724261702529,0.36353794978668147,0.40641810419001584,0.16596452732026934,0.30836089234341724,0.32376145118334176,0.11358088496864734
Window Linear,245,76,55,18.333333333333332,0.00481414794921875,3.7296011447906494,3.734415292739868,0.2171110311265286,0.20260329709329364,0.04358938637070005,0.32020657734070246,0.35815048140126865,0.12885857469187048,0.2686588042336155,0.28037688924728116,0.08622398053128527
Window Clinear,250,76,50,16.666666666666664,0.004209041595458984,4.119588851928711,4.12379789352417,0.2672299804118218,0.26555505883659036,0.07823733165489079,0.3731867770425379,0.41713579677251944,0.17477289815656952,0.3202083787271799,0.3413454278045549,0.12650511490573013
Window Rank,135,76,165,55.00000000000001,0.004539966583251953,3.0624067783355713,3.0669467449188232,0.20592428660431406,0.18545395754178262,0.03696313745898864,0.1311316328751093,0.14642512979813388,0.022073912850138017,0.16852795973971169,0.16593954366995828,0.02951852515456331
Window Mahalanobis,135,76,165,55.00000000000001,0.0028100013732910156,3.9647371768951416,3.9675471782684326,0.2242214739132626,0.20754136396283585,0.04496076372194818,0.1940424900790032,0.2175033888101074,0.04789018990331,0.20913198199613298,0.21252237638647165,0.04642547681262909
Window AR,155,76,145,48.333333333333336,0.006623029708862305,3.7329320907592773,3.7395551204681396,0.2614816954138696,0.24932459226345566,0.06542360254369567,0.24560092843927742,0.275432669685493,0.07691813821721473,0.25354131192657353,0.26237863097447434,0.0711708703804552
Window Mean,177,76,123,41.0,0.05199742317199707,2.9812862873077393,3.0332837104797363,0.24299416497224385,0.23540596440011072,0.059579115692173765,0.26426567693142544,0.29611942569513394,0.08856396004802632,0.2536299209518347,0.26576269504762234,0.07407153787010003
Window Median,158,76,142,47.333333333333336,0.05199742317199707,3.4690933227539062,3.5210907459259033,0.26274157869620374,0.25439934381332846,0.06895442677326767,0.24530103390473457,0.27520325054391714,0.07697624289641584,0.25402130630046915,0.26480129717862283,0.07296533483484177
Binary Segmentation L1,155,76,145,48.333333333333336,0.015095949172973633,2.5991110801696777,2.6142070293426514,0.20041247053572017,0.18416847971694952,0.036031704391840544,0.17825824949409447,0.19793337765045932,0.043559506504417644,0.1893353600149073,0.19105092868370444,0.0397956054481291
Binary Segmentation L2,150,76,150,50.0,0.007031917572021484,3.3294930458068848,3.3365249633789062,0.24013063007481508,0.23114619579660617,0.0570884613154207,0.21275536959788122,0.23872499889320367,0.05796360997242291,0.22644299983634814,0.23493559734490493,0.05752603564392181
Binary Segmentation Normal,135,76,165,55.00000000000001,0.016963958740234375,3.335205316543579,3.3521692752838135,0.2236257023745772,0.21165974775742688,0.047243545583207494,0.18365429444103093,0.20567549579484018,0.04275269279260176,0.2036399984078041,0.20866762177613357,0.044998119187904626
Binary Segmentation RBF,155,76,145,48.333333333333336,0.008488178253173828,3.8212008476257324,3.8296890258789062,0.23285622540236306,0.2208843914992557,0.0514629121627313,0.2249490840267816,0.2520865168270353,0.06421332261381212,0.22890265471457227,0.23648545416314556,0.05783811738827169
Binary Segmentation Cosine,290,76,10,3.3333333333333335,0.0073621273040771484,3.978914976119995,3.9862771034240723,0.23079438680649508,0.2189377979589535,0.05072905111331953,0.4452850561474897,0.49826152696224374,0.24926043640455897,0.33803972147699224,0.3585996624605986,0.14999474375893923
Binary Segmentation Linear,240,76,60,20.0,0.006694793701171875,3.0718207359313965,3.0785155296325684,0.1649785360078709,0.15435200943255667,0.027744837165614756,0.23400344212448712,0.2611974159022532,0.06903687168726182,0.19949098906617901,0.20777471266740494,0.04839085442643829
Binary Segmentation Clinear,255,76,45,15.0,0.006124019622802734,3.813030958175659,3.819154977798462,0.2401261690155079,0.22954599594516925,0.05594502349505981,0.3918700622071689,0.43847268396628214,0.1930558922225824,0.31599811561133845,0.3340093399557257,0.12450045785882109
Binary Segmentation Rank,130,76,170,56.666666666666664,0.007014751434326172,3.6083922386169434,3.6154069900512695,0.19849007561769558,0.18408709778094534,0.03607668058445775,0.10620911223395031,0.1188113612551116,0.014329532978894837,0.15234959392582298,0.15144922951802847,0.02520310678167629
Binary Segmentation Mahalanobis,125,76,175,58.333333333333336,0.006131887435913086,2.7106428146362305,2.7167747020721436,0.21924244096783066,0.19444927630009753,0.03979962989641035,0.11863683500151076,0.131977451971598,0.020029614209356852,0.16893963798467068,0.1632133641358478,0.02991462205288361
Binary Segmentation AR,125,76,175,58.333333333333336,0.011684656143188477,2.7389602661132812,2.7506449222564697,0.18146520372629366,0.16698053881534528,0.030419965994533307,0.11380871806625711,0.1273345326177812,0.01665416758463503,0.14763696089627543,0.14715753571656326,0.023537066789584164
Binary Segmentation Mean,176,76,124,41.333333333333336,0.09259223937988281,4.031656980514526,4.124249219894409,0.26987505351162894,0.2671854626938906,0.07832171182872126,0.272532457017661,0.3053756331197953,0.09415301205515891,0.271203755264645,0.286280547906843,0.0862373619419401
Binary Segmentation Median,153,76,147,49.0,0.09259223937988281,3.5190019607543945,3.6115942001342773,0.2573019671412887,0.24128125384026575,0.0604746029534054,0.26194411628310177,0.2937490163515803,0.087514956689914,0.2596230417121953,0.267515135095923,0.0739947798216597
Bottom Up L1,135,76,165,55.00000000000001,0.009015083312988281,3.0854129791259766,3.094428062438965,0.19312266176931217,0.17531901870741257,0.032948450665999676,0.18941938003070175,0.21259758446626184,0.046055064323915484,0.191271020900007,0.19395830158683725,0.03950175749495759
Bottom Up L2,135,76,165,55.00000000000001,0.004191875457763672,3.272510051727295,3.2767019271850586,0.20982258588763902,0.19277779102118014,0.039250481110067695,0.16494021597468614,0.18450098806631882,0.034411848850443814,0.18738140093116262,0.18863938954374948,0.03683116498025575
Bottom Up Normal,135,76,165,55.00000000000001,0.011903047561645508,2.4975123405456543,2.5094153881073,0.2480447782812965,0.22556164571996945,0.05264806689014329,0.19470699525760765,0.21824880881684558,0.04817451510339773,0.22137588676945205,0.22190522726840756,0.05041129099677051
Bottom Up RBF,135,76,165,55.00000000000001,0.004462003707885742,3.157151937484741,3.161613941192627,0.20036175225464492,0.18369864912793152,0.0356167201417538,0.14723291259186108,0.16495124162205896,0.027560238638413583,0.17379733242325301,0.17432494537499527,0.03158847939008369
Bottom Up Cosine,285,76,15,5.0,0.004152774810791016,3.0668182373046875,3.0709710121154785,0.140174572190895,0.1234251797696808,0.01846943628867883,0.38330120767495257,0.42816065195776554,0.1839656125085569,0.2617378899329238,0.2757929158637232,0.10121752439861786
Bottom Up Linear,245,76,55,18.333333333333332,0.004189968109130859,3.1313629150390625,3.1355528831481934,0.17800540225982014,0.1618697247277125,0.029283387651592867,0.33880076619293253,0.3786181359197278,0.14405660383322696,0.25840308422637637,0.2702439303237201,0.0866699957424099
Bottom Up Clinear,245,76,55,18.333333333333332,0.0033769607543945312,3.4964511394500732,3.4998281002044678,0.19612638066341223,0.18332830128254993,0.03622893468293194,0.30899527037323554,0.3452916526285994,0.11993265183091395,0.2525608255183238,0.2643099769555746,0.07808079325692294
Bottom Up Rank,125,76,175,58.333333333333336,0.004801034927368164,3.222249984741211,3.227051019668579,0.2300562170477769,0.21736156954074148,0.04981872706886822,0.12667864081005925,0.14181352275103906,0.02036180466650211,0.1783674289289181,0.1795875461458903,0.03509026586768517
Bottom Up Mahalanobis,125,76,175,58.333333333333336,0.003720998764038086,4.838266134262085,4.841987133026123,0.22585928493748908,0.21084617545431836,0.046939753635617906,0.2094116559865219,0.23525166865806796,0.0567864008071191,0.2176354704620055,0.22304892205619317,0.051863077221368514
Bottom Up AR,150,76,150,50.0,0.0057070255279541016,3.8605830669403076,3.8662900924682617,0.2376099488016032,0.2235518159707377,0.05244849087032573,0.19091028183389303,0.21383222643978497,0.0461642380349559,0.21426011531774808,0.21869202120526138,0.04930636445264082
Bottom Up Mean,172,76,128,42.66666666666667,0.05552077293395996,2.2752528190612793,2.3307735919952393,0.1687407934484515,0.1414777352823717,0.024010682620004258,0.0675782147152333,0.07471677712870826,0.007754861124550822,0.11815950408184236,0.10809725620553998,0.015882771872277542
Bottom Up Median,135,76,165,55.00000000000001,0.05552077293395996,3.338433027267456,3.393953800201416,0.23906779968657538,0.2283074131544075,0.05514189396140856,0.20559422571439764,0.2304853858301101,0.053757934711436854,0.22233101270048644,0.22939639949225882,0.05444991433642271
