Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,V2_MAPE,V2_MAE,V2_MSE,V3_MAPE,V3_MAE,V3_MSE,V4_MAPE,V4_MAE,V4_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window L1,307,102,100,24.57002457002457,0.011004924774169922,3.658979892730713,3.669984817504883,0.10858808481405202,0.09977073115459424,0.017024114166747026,0.20565864587945215,0.2210848999658112,0.051232972570647226,443592011903967.94,0.28415049673436926,0.10569628948034673,0.3318956989166821,0.44625394026812615,0.4276102313485719,110898002975992.14,0.2628150170307253,0.1503909018915782
Window L2,312,102,95,23.34152334152334,0.005842924118041992,3.528179168701172,3.534022092819214,0.10016111460516362,0.0899209770218717,0.009275927508122906,0.21191203169949616,0.22733848000900161,0.05425597614964202,393904224005411.3,0.28528529607677566,0.11304652601679079,0.31403449535063543,0.42434776259035584,0.3912597227789594,98476056001353.0,0.2567231289245013,0.1419595381133787
Window Normal,137,102,270,66.33906633906635,0.013946771621704102,2.9748287200927734,2.9887754917144775,0.03983703409766995,0.04003077370381495,0.0038168633319564976,0.19403098310869102,0.21624814191583153,0.08134663572237599,313971604535447.2,0.5311124875035593,0.5613718920825093,0.35862784747719767,1.0217850054618398,2.3275486900085833,78492901133861.97,0.4522941021462613,0.743521020286356
Window RBF,217,102,190,46.68304668304668,0.006304025650024414,3.1979920864105225,3.204296112060547,0.025533500423082778,0.02328375613942017,0.0008579552353844619,0.1394745351623865,0.150198813175626,0.024593416642120832,310064209295683.7,0.47186779716340144,0.42318888396321774,0.32216637376573115,0.9173272427866015,1.8801474295578462,77516052323921.05,0.3906694023162621,0.5821969213496423
Window Cosine,222,102,185,45.45454545454545,0.004143953323364258,3.3363659381866455,3.3405098915100098,0.03703345603802751,0.03359898120076604,0.0016285644088836434,0.23631662049278063,0.2600466524307079,0.09079964569017412,432673692537737.7,0.4127223766873915,0.28473332075321883,0.3480402268745772,0.8603187542278844,1.6322374691118628,108168423134434.6,0.3916716911366874,0.5023497499910349
Window Linear,282,102,125,30.71253071253071,0.007730960845947266,3.9912047386169434,3.9989356994628906,0.050637959204471145,0.045525885362727336,0.0028015105454997245,0.25709129796420405,0.27806192040515987,0.08408525214313299,443340787045947.56,0.2866802994175219,0.11155315898024588,0.26362289367168773,0.3654097714153471,0.3018687368022383,110835196761487.05,0.24391946915018908,0.12507716461777918
Window Clinear,287,102,120,29.484029484029485,0.006463050842285156,3.1825571060180664,3.1890201568603516,0.07419126971826988,0.0667287024514066,0.004647378930627421,0.24305183594634452,0.2601778202942526,0.07119830252946957,360720009003008.3,0.32447955418315794,0.16311416457015673,0.3062007755494172,0.42727114137940825,0.40943744506573826,90180002250752.23,0.26966430457705637,0.16209932277399788
Window Rank,127,102,280,68.7960687960688,0.011703014373779297,3.103286027908325,3.1149890422821045,0.10125851091118952,0.10442632010148963,0.020986896284977474,0.16630167975323198,0.17997840384770933,0.043637223322827996,167783978047552.97,0.5364607278524129,0.6404377213517234,0.31732976582464334,0.9099692463130422,1.866816707410801,41945994511888.4,0.43270867452866346,0.6429696370925826
Window Mahalanobis,122,102,285,70.02457002457002,0.003650188446044922,3.2768712043762207,3.2805213928222656,0.1663283148088173,0.1710598415723846,0.05630667471264435,0.1379507014490755,0.15325307251520512,0.03695798677595486,252005057902743.2,0.5452115610704479,0.6255767437609013,0.33388848758910433,0.9551209459232496,2.0534615435785564,63001264475685.98,0.4561613552703217,0.6930757372070142
Window AR,197,102,210,51.5970515970516,0.009965181350708008,3.9094886779785156,3.9194538593292236,0.19348353518257144,0.17751708417852485,0.04999216581581664,0.09111567636839135,0.09893688785408995,0.014864746882464162,203589801793428.56,0.4683330128189353,0.4628237502863961,0.3112851363260087,0.9044214662823546,1.8895117158319716,50897450448357.29,0.4123021127834762,0.6042980947041623
Window Mean,221,102,186,45.7002457002457,0.08075499534606934,4.745063781738281,4.825818777084351,0.14582468596142542,0.13401957133604533,0.02893414920915118,0.13083659213144064,0.13854890163184022,0.023847471692511023,171554671824939.44,0.45887869089884786,0.4564637773991711,0.3444730668728391,0.8852229211018081,1.7298836503099102,42888667956235.016,0.4041675212421354,0.559782262152686
Window Median,220,102,187,45.94594594594595,0.08075499534606934,4.548147916793823,4.628902912139893,0.06134931528212869,0.05577982171391039,0.006141688342242525,0.10879504459796518,0.11451215346456332,0.01847801618114509,155969030041384.75,0.4804683265643273,0.5129478077843064,0.2694910815195442,0.7546903212967214,1.3374603417413669,38992257510346.3,0.3513626557598807,0.46875696351226515
Binary Segmentation L1,217,102,190,46.68304668304668,0.025372982025146484,3.4856247901916504,3.510997772216797,0.10860033228784491,0.09857346332108531,0.014791740404760478,0.17170551423054697,0.18549664240206962,0.03900087760568613,167960538466498.34,0.49271078959934617,0.5368787923138133,0.35146120407501413,0.9989405681290796,2.2390085944293636,41990134616624.74,0.44393036586289525,0.7074200011884058
Binary Segmentation L2,222,102,185,45.45454545454545,0.011556148529052734,4.081008195877075,4.092564344406128,0.06718730096615673,0.06188538587128671,0.0066352913423191615,0.12126699114698714,0.1294276479050716,0.02015937239691468,361148605767421.56,0.4006738206199498,0.2828982675917392,0.3090633852777745,0.7857130638246591,1.417113498924485,90287151441855.53,0.344424979555242,0.43170160756386444
Binary Segmentation Normal,217,102,190,46.68304668304668,0.02374100685119629,5.813245058059692,5.836986064910889,0.0458689431189058,0.04153158080182214,0.0036854392594824433,0.15079903653484317,0.1658642145956524,0.03766275949645693,197130887279066.62,0.47615464025072957,0.4841137296949344,0.3036377479310702,0.8799139897702102,1.783394123113101,49282721819766.78,0.3908661063546035,0.5772140128909937
Binary Segmentation RBF,222,102,185,45.45454545454545,0.014161825180053711,3.500364065170288,3.514525890350342,0.06435766071481451,0.05871213162833512,0.004961578686873236,0.10928237412141285,0.11506373976478873,0.01727640810787611,187377423353188.0,0.42003672318281904,0.3679454116941497,0.30915709618198983,0.7771486178744935,1.3706831081272166,46844355838297.13,0.34274030311260917,0.44021662665402883
Binary Segmentation Cosine,147,102,260,63.882063882063875,0.011512041091918945,2.98911190032959,3.000623941421509,0.020841307719138422,0.02013430182001882,0.0007441606730965995,0.14563177186055196,0.15721537010995226,0.031158225159119823,219467477423503.16,0.5770436774029412,0.720703098456183,0.34096901843247107,0.9746551165508436,2.127462525254855,54866869355875.914,0.4322621164709388,0.7200170023858133
Binary Segmentation Linear,222,102,185,45.45454545454545,0.011363029479980469,5.19884991645813,5.21021294593811,0.11034070454873747,0.10145494070213903,0.017475042980844357,0.16545972606189124,0.17716554058298103,0.033127824223722395,155062990884390.06,0.4599301771627818,0.46666677093410697,0.28933074302900236,0.7343326303503147,1.2393549438449623,38765747721097.66,0.36822082219955443,0.43915614549590887
Binary Segmentation Clinear,122,102,285,70.02457002457002,0.008986949920654297,2.999579906463623,3.0085668563842773,0.07142318029839093,0.0730568971827087,0.008797573685723505,0.0758384282205498,0.08074524579073752,0.008027763550641227,293744495437242.25,0.5526672945281261,0.6170126915825775,0.3165710836347283,0.896440086299523,1.8071905445553855,73436123859310.67,0.4007273809502738,0.6102571433435819
Binary Segmentation Rank,127,102,280,68.7960687960688,0.014780044555664062,2.915492057800293,2.930272102355957,0.15174479949616662,0.15740975993782277,0.055468843695763534,0.05941280303472152,0.06478835900809324,0.006225168952656077,159421507184058.34,0.6814907372233093,1.0763428326772175,0.3138488080774952,0.8978506677036585,1.818192032581664,39855376796014.72,0.4503848809682208,0.7390572194768252
Binary Segmentation Mahalanobis,127,102,280,68.7960687960688,0.013714075088500977,2.7861340045928955,2.7998480796813965,0.10521792878668709,0.10847084920884639,0.022437532709676966,0.0884951045574385,0.09538106045703701,0.013018237406801485,196221666278906.9,0.5237239075797038,0.5921259919825356,0.30378991452521253,0.8734887687109993,1.7440394043320342,49055416569726.86,0.4002661464891466,0.5929052916077622
Binary Segmentation AR,222,102,185,45.45454545454545,0.014816999435424805,3.09736704826355,3.1121840476989746,0.08917843885203681,0.08246547329984422,0.014425512597583604,0.21547036824137308,0.23313936779446143,0.0590332889050499,88774199939805.34,0.48377165005438233,0.555253665551247,0.284479194353264,0.7137333759939374,1.1587506244346952,22193549984951.48,0.3782774667856563,0.44686577287214385
Binary Segmentation Mean,185,102,222,54.54545454545454,0.15000510215759277,3.393217086791992,3.543222188949585,0.048962496851615064,0.045068680192756595,0.005254308992698347,0.19185257084541088,0.20928630715420898,0.056263397662798795,270003325643549.97,0.5336623271584021,0.5854964780450165,0.3447600104653307,0.9340313315994143,1.8482494499315254,67500831410887.64,0.43051216152619554,0.6238159086580096
Binary Segmentation Median,217,102,190,46.68304668304668,0.15000510215759277,3.0216331481933594,3.171638250350952,0.32125583178368505,0.29631658166527,0.16477690433055586,0.12162386404169101,0.12712398096220554,0.023922718265043302,171402470025151.66,0.48116150902529103,0.5062843492510343,0.2753831856260804,0.7844663049647965,1.408970941679967,42850617506288.09,0.42226709415439084,0.52598872838165
Bottom Up L1,322,102,85,20.884520884520885,0.007860898971557617,3.375105857849121,3.3829667568206787,0.11468967084968057,0.10352244576062837,0.012387975437954158,0.20850076783246213,0.22296481352175956,0.05149661283837156,394622045139073.7,0.31173839614321164,0.14074270243951478,0.3571001204255468,0.4026755625632794,0.33417993627842824,98655511284768.6,0.2602253044972197,0.13470180674856713
Bottom Up L2,217,102,190,46.68304668304668,0.004724025726318359,3.1980741024017334,3.2027981281280518,0.045608679578829026,0.04108606881556471,0.0032315676787275393,0.1876259814134947,0.20420770078816655,0.051845722100606846,240351350244880.47,0.4186831355412913,0.3490103738858293,0.2750374853799037,0.7989902319916652,1.4832609892289812,60087837561220.24,0.3657417842841717,0.47183716322353614
Bottom Up Normal,217,102,190,46.68304668304668,0.01099705696105957,3.2965340614318848,3.3075311183929443,0.17508769743962563,0.16096678211828966,0.04588784520814835,0.1728260976268674,0.18875395843929785,0.04457486470868905,210624629302541.8,0.48414509036866266,0.4965956828118406,0.2971387132619109,0.8782428783779159,1.8376933904715929,52656157325635.62,0.42802717732604156,0.6061879458000674
Bottom Up RBF,152,102,255,62.65356265356266,0.00515294075012207,3.0077850818634033,3.0129380226135254,0.02952114409631642,0.027146274680452224,0.0011872641111762684,0.07175577074495185,0.07546030219625542,0.00815514301964335,179105261417784.94,0.6035841211323653,0.8225427377126081,0.30361384153689946,0.8806056316785785,1.7853346599300612,44776315354446.336,0.39669908242191276,0.6543049511933718
Bottom Up Cosine,232,102,175,42.997542997543,0.003607034683227539,4.542865991592407,4.546473026275635,0.03095455341509981,0.02779932514087686,0.0012694647379385097,0.13798958505541278,0.14711625419237534,0.023771658100051062,143854265326495.3,0.34261549489044557,0.24868071259846927,0.35253258983764363,0.49513756428362976,0.5395059628902801,35963566331623.95,0.2531671596268319,0.20330694958168477
Bottom Up Linear,177,102,230,56.51105651105651,0.0059320926666259766,3.1779119968414307,3.1838440895080566,0.07521402753627464,0.06848569554439526,0.006991799725985347,0.1114346103914533,0.11872220074426511,0.01830377544965857,214704786776150.56,0.4851808751221923,0.4970561670651538,0.3154090246598474,0.8986018625391828,1.8085400604841855,53676196694037.766,0.3927476584875089,0.5827229506812457
Bottom Up Clinear,307,102,100,24.57002457002457,0.004555940628051758,3.2370238304138184,3.24157977104187,0.1092136413793664,0.09891636018303278,0.012861893626792832,0.21544031837244934,0.23121147940105932,0.05577836482307715,405571893309224.75,0.31010133261484957,0.1371739475824741,0.2746575830253163,0.36319428566431405,0.2879865447881332,101392973327306.33,0.250855864465814,0.12345018770511929
Bottom Up Rank,142,102,265,65.1105651105651,0.012617111206054688,3.5950818061828613,3.607698917388916,0.17957392226330998,0.18309311101285097,0.06154888687934813,0.16160454247511807,0.17646921993759976,0.04257837649106224,225723389390287.78,0.5110725731120166,0.5510723923830048,0.33642258734044433,0.9641912207127042,2.089784453652728,56430847347572.12,0.4587065311937929,0.6862460273515357
Bottom Up Mahalanobis,142,102,265,65.1105651105651,0.004019975662231445,2.9706718921661377,2.974691867828369,0.06397371472482903,0.06478547765611703,0.006390842318966173,0.0817725689396803,0.08627480035535695,0.010634923762059753,159479551053350.06,0.6023375148122116,0.8304116817261326,0.32348398223447633,0.9230382637576335,1.9238517243723807,39869887763337.63,0.4191090141453298,0.6928222930448846
Bottom Up AR,217,102,190,46.68304668304668,0.006609201431274414,3.8230178356170654,3.82962703704834,0.13610046234300208,0.12425399903909967,0.023338852269385,0.1717179222101653,0.18591795187319998,0.03925761367776218,225235471215734.88,0.42394642358590706,0.36055608519077315,0.3161668313373361,0.914260355741397,1.9150179384536297,56308867803933.88,0.4120946825599009,0.5845426223978877
Bottom Up Mean,213,102,194,47.665847665847664,0.06607627868652344,3.090736150741577,3.1568124294281006,0.03818860527254072,0.034515876387050524,0.00182953262568286,0.22678618161093164,0.24631450897841498,0.06894673877236178,282185056836856.2,0.3950602309410098,0.30216175072292695,0.32307614882874613,0.9135894294973289,1.8794156258149637,70546264209214.19,0.3973700114509509,0.5630884119839837
Bottom Up Median,217,102,190,46.68304668304668,0.06607627868652344,3.4543747901916504,3.520451068878174,0.06858494329112215,0.061878770383133955,0.005095227742414504,0.12420170097560543,0.13120698834713815,0.02384690652539494,442547628088740.6,0.4277566522285715,0.3064449520304288,0.3164839463854524,0.9004443092428427,1.8191577019352387,110636907022185.3,0.38032168005042155,0.5386361970583693
