Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,226,57,N/A,N/A,N/A,3.6440558433532715,3.6440558433532715,5.2549040636266,0.179072088282546,0.05167534746369385,5.2549040636266,0.179072088282546,0.05167534746369385
Fixed Cut 5.0%,215,57,11,4.867256637168142,N/A,3.2959511280059814,3.2959511280059814,4.657343163821212,0.18357546744867226,0.05374267337806115,4.657343163821212,0.18357546744867226,0.05374267337806115
Fixed Cut 10.0%,204,57,22,9.734513274336283,N/A,3.674576759338379,3.674576759338379,4.9717228214829055,0.18070095626636407,0.05217930024483658,4.9717228214829055,0.18070095626636407,0.05217930024483658
Fixed Cut 15.0%,193,57,33,14.601769911504425,N/A,2.7770538330078125,2.7770538330078125,4.694864720939651,0.1830892476253118,0.053527049620332834,4.694864720939651,0.1830892476253118,0.053527049620332834
Fixed Cut 20.0%,181,57,45,19.911504424778762,N/A,3.7692480087280273,3.7692480087280273,5.000976396565468,0.18230508713050741,0.052486597237552515,5.000976396565468,0.18230508713050741,0.052486597237552515
Fixed Cut 25.0%,170,57,56,24.778761061946902,N/A,3.765078067779541,3.765078067779541,5.358194800477316,0.17754590330644507,0.04993524387390882,5.358194800477316,0.17754590330644507,0.04993524387390882
Fixed Cut 30.0%,159,57,67,29.646017699115045,N/A,3.639907121658325,3.639907121658325,5.344560871593674,0.17976157305761237,0.05074022885450621,5.344560871593674,0.17976157305761237,0.05074022885450621
Fixed Cut 35.0%,147,57,79,34.95575221238938,N/A,3.4843790531158447,3.4843790531158447,5.536673881779569,0.1758394390158262,0.04894203928630044,5.536673881779569,0.1758394390158262,0.04894203928630044
Fixed Cut 40.0%,136,57,90,39.823008849557525,N/A,3.463953971862793,3.463953971862793,5.33533986268871,0.1741577129878582,0.04853175650686284,5.33533986268871,0.1741577129878582,0.04853175650686284
Fixed Cut 45.0%,125,57,101,44.690265486725664,N/A,3.45251202583313,3.45251202583313,5.488158601973932,0.17608413992448707,0.049213695979005996,5.488158601973932,0.17608413992448707,0.049213695979005996
Fixed Cut 50.0%,114,57,112,49.557522123893804,N/A,3.126769781112671,3.126769781112671,5.640541057315614,0.17510833399318684,0.04858051782100104,5.640541057315614,0.17510833399318684,0.04858051782100104
Fixed Cut 55.0%,102,57,124,54.86725663716814,N/A,2.893143892288208,2.893143892288208,5.439104610147699,0.1745024937204923,0.048400629427862274,5.439104610147699,0.1745024937204923,0.048400629427862274
Fixed Cut 60.0%,91,57,135,59.73451327433629,N/A,2.8972530364990234,2.8972530364990234,5.8565697862315655,0.17538756383230503,0.049992206650503565,5.8565697862315655,0.17538756383230503,0.049992206650503565
Fixed Cut 65.0%,80,57,146,64.60176991150442,N/A,3.713898181915283,3.713898181915283,5.583590125577338,0.1764232815983199,0.049459111080922484,5.583590125577338,0.1764232815983199,0.049459111080922484
Fixed Cut 70.0%,68,57,158,69.91150442477876,N/A,2.574120044708252,2.574120044708252,5.441563270341558,0.17970387635751625,0.050659616769441855,5.441563270341558,0.17970387635751625,0.050659616769441855
Fixed Cut 75.0%,57,57,169,74.77876106194691,N/A,2.585203170776367,2.585203170776367,5.647249617164254,0.17902912991069783,0.05024333536649835,5.647249617164254,0.17902912991069783,0.05024333536649835
Fixed Cut 80.0%,46,57,180,79.64601769911505,N/A,2.9876677989959717,2.9876677989959717,5.7084963601655785,0.2673200148582552,0.11525453731119095,5.7084963601655785,0.2673200148582552,0.11525453731119095
Fixed Cut 85.0%,34,57,192,84.95575221238938,N/A,3.113769054412842,3.113769054412842,5.954430541569678,0.27132289648087343,0.11839828064491055,5.954430541569678,0.27132289648087343,0.11839828064491055
Fixed Cut 90.0%,23,57,203,89.82300884955751,N/A,2.562696933746338,2.562696933746338,5.247175336707722,0.2717551455535672,0.1175368795562895,5.247175336707722,0.2717551455535672,0.1175368795562895
Window L1,131,57,95,42.0353982300885,0.004364013671875,3.6023900508880615,3.6067540645599365,5.448760280729893,0.17595759612201436,0.04922265549122276,5.448760280729893,0.17595759612201436,0.04922265549122276
Window L2,131,57,95,42.0353982300885,0.0029611587524414062,3.117500066757202,3.1204612255096436,5.3627344051969,0.17962990300678242,0.05066714739331138,5.3627344051969,0.17962990300678242,0.05066714739331138
Window Normal,131,57,95,42.0353982300885,0.0052642822265625,3.565157890319824,3.5704221725463867,5.499086462419735,0.17648785727046956,0.049387542837598046,5.499086462419735,0.17648785727046956,0.049387542837598046
Window RBF,131,57,95,42.0353982300885,0.003381013870239258,3.6129510402679443,3.6163320541381836,5.278881191993868,0.17670021616597786,0.049707263076511625,5.278881191993868,0.17670021616597786,0.049707263076511625
Window Cosine,131,57,95,42.0353982300885,0.0017879009246826172,4.320209980010986,4.321997880935669,5.412895048745518,0.17515557490964548,0.048857901354695234,5.412895048745518,0.17515557490964548,0.048857901354695234
Window Linear,0,57,226,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Clinear,141,57,85,37.610619469026545,0.002117156982421875,3.8993821144104004,3.9014992713928223,5.796173839047974,0.1753001822712325,0.048736643562663745,5.796173839047974,0.1753001822712325,0.048736643562663745
Window Rank,131,57,95,42.0353982300885,0.003482818603515625,4.117085933685303,4.120568752288818,5.549711494142568,0.1759765658962606,0.04911998794340068,5.549711494142568,0.1759765658962606,0.04911998794340068
Window Mahalanobis,131,57,95,42.0353982300885,0.001708984375,3.361929178237915,3.363638162612915,5.431625720379491,0.17883158938907612,0.05038909605116368,5.431625720379491,0.17883158938907612,0.05038909605116368
Window AR,131,57,95,42.0353982300885,0.0047109127044677734,3.545367956161499,3.550078868865967,5.551424628551155,0.17742055909656515,0.049550728353968364,5.551424628551155,0.17742055909656515,0.049550728353968364
Window Mean,119,57,107,47.34513274336283,0.029778242111206055,3.0995700359344482,3.1293482780456543,5.601241561246314,0.17831933217071522,0.0499041285978747,5.601241561246314,0.17831933217071522,0.0499041285978747
Window Median,131,57,95,42.0353982300885,0.029778242111206055,3.3768599033355713,3.4066381454467773,5.354708726119139,0.1778912353329267,0.05011595990709095,5.354708726119139,0.1778912353329267,0.05011595990709095
Binary Segmentation L1,131,57,95,42.0353982300885,0.008771896362304688,3.5771830081939697,3.5859549045562744,5.4612806268234,0.17702236669086446,0.049585989502333054,5.4612806268234,0.17702236669086446,0.049585989502333054
Binary Segmentation L2,131,57,95,42.0353982300885,0.004642009735107422,3.3313820362091064,3.336024045944214,5.495007108152157,0.1786046131136321,0.050128271407392726,5.495007108152157,0.1786046131136321,0.050128271407392726
Binary Segmentation Normal,131,57,95,42.0353982300885,0.00831294059753418,3.421748161315918,3.430061101913452,5.495236918659486,0.17920633928798665,0.05049841809979627,5.495236918659486,0.17920633928798665,0.05049841809979627
Binary Segmentation RBF,131,57,95,42.0353982300885,0.005724906921386719,3.509719133377075,3.515444040298462,5.572693631591738,0.17773035423778524,0.04965140123476373,5.572693631591738,0.17773035423778524,0.04965140123476373
Binary Segmentation Cosine,131,57,95,42.0353982300885,0.003654003143310547,3.5308589935302734,3.534512996673584,5.3751729458821975,0.17623496436257974,0.049520262019351696,5.3751729458821975,0.17623496436257974,0.049520262019351696
Binary Segmentation Linear,201,57,25,11.061946902654867,0.004363059997558594,3.3327372074127197,3.3371002674102783,4.872334686169884,0.18420333413406273,0.05368574071562647,4.872334686169884,0.18420333413406273,0.05368574071562647
Binary Segmentation Clinear,216,57,10,4.424778761061947,0.004772186279296875,3.8718090057373047,3.8765811920166016,4.783483860895815,0.1830292707495298,0.05332000350088091,4.783483860895815,0.1830292707495298,0.05332000350088091
Binary Segmentation Rank,131,57,95,42.0353982300885,0.0050508975982666016,3.413616180419922,3.4186670780181885,5.449247535058424,0.17723316369577308,0.04956697538466945,5.449247535058424,0.17723316369577308,0.04956697538466945
Binary Segmentation Mahalanobis,131,57,95,42.0353982300885,0.004115104675292969,3.2601871490478516,3.2643022537231445,5.521248894255784,0.17865793185256948,0.05020269407656861,5.521248894255784,0.17865793185256948,0.05020269407656861
Binary Segmentation AR,131,57,95,42.0353982300885,0.008042097091674805,3.338602066040039,3.346644163131714,5.507216945663726,0.178663270640602,0.05019207550096168,5.507216945663726,0.178663270640602,0.05019207550096168
Binary Segmentation Mean,147,57,79,34.95575221238938,0.0574491024017334,3.0216948986053467,3.07914400100708,5.472852752299666,0.17549357293172738,0.048788083601909206,5.472852752299666,0.17549357293172738,0.048788083601909206
Binary Segmentation Median,131,57,95,42.0353982300885,0.0574491024017334,4.006803035736084,4.064252138137817,5.303646246279725,0.17624873303552285,0.04940827481667787,5.303646246279725,0.17624873303552285,0.04940827481667787
