Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,792,199,N/A,N/A,N/A,14.652572870254517,14.652572870254517,0.17271549656483487,0.02569463321602584,0.0012966398673218984,0.17271549656483487,0.02569463321602584,0.0012966398673218984
Fixed Cut 5.0%,753,199,39,4.924242424242424,N/A,18.705960273742676,18.705960273742676,0.16454283027318659,0.024665409097599428,0.0011999248841914343,0.16454283027318659,0.024665409097599428,0.0011999248841914343
Fixed Cut 10.0%,713,199,79,9.974747474747476,N/A,10.577172040939331,10.577172040939331,0.1742024744952232,0.02585633335501129,0.0013147316339613476,0.1742024744952232,0.02585633335501129,0.0013147316339613476
Fixed Cut 15.0%,674,199,118,14.898989898989898,N/A,21.102585792541504,21.102585792541504,0.16337999517680346,0.0245309034888223,0.0011883738963667247,0.16337999517680346,0.0245309034888223,0.0011883738963667247
Fixed Cut 20.0%,634,199,158,19.94949494949495,N/A,20.303725004196167,20.303725004196167,0.16767030306876363,0.024868328326661585,0.001209347874770472,0.16767030306876363,0.024868328326661585,0.001209347874770472
Fixed Cut 25.0%,594,199,198,25.0,N/A,24.196727991104126,24.196727991104126,0.16756580436629218,0.024757981208352164,0.0011878989251687588,0.16756580436629218,0.024757981208352164,0.0011878989251687588
Fixed Cut 30.0%,555,199,237,29.924242424242426,N/A,16.40272307395935,16.40272307395935,0.1810086309231013,0.025977047144176202,0.0012937041627024042,0.1810086309231013,0.025977047144176202,0.0012937041627024042
Fixed Cut 35.0%,515,199,277,34.974747474747474,N/A,17.044299125671387,17.044299125671387,0.1606886174064255,0.02411569442529755,0.0011076264748548505,0.1606886174064255,0.02411569442529755,0.0011076264748548505
Fixed Cut 40.0%,476,199,316,39.8989898989899,N/A,12.792490005493164,12.792490005493164,0.1641899904547362,0.02464994396799865,0.0011649476735439684,0.1641899904547362,0.02464994396799865,0.0011649476735439684
Fixed Cut 45.0%,436,199,356,44.94949494949495,N/A,14.73491096496582,14.73491096496582,0.17725575498732637,0.02569444318961554,0.0012594728721348049,0.17725575498732637,0.02569444318961554,0.0012594728721348049
