Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,498.29360008239746,5.448100805282593,503.74170088768005,0.09816330354504342,0.028531473968452972,0.0012746062326032047,0.49846166556785065,0.016866379818432992,0.0010010699930448463,0.29831248455644704,0.02269892689344299,0.0011378381128240253
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,551.6125490665436,4.239536285400391,555.852085351944,0.15775335344321118,0.042056790912978745,0.0024069633574326037,0.5005862536415472,0.0321395258251279,0.001394290712821111,0.3291698035423792,0.03709815836905332,0.0019006270351268572
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,593.6416430473328,7.5354390144348145,601.1770820617676,0.16047397956789644,0.04350368472677959,0.0024913314541509177,0.593454475064451,0.01782376477900979,0.001199532559823583,0.37696422731617385,0.030663724752894684,0.0018454320069872503
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,547.5000228881836,5.881226062774658,553.3812489509583,0.12329341578284797,0.03662610938216214,0.0019400526505907014,0.6290536277462726,0.017230382830544066,0.0010491562367265896,0.3761735217645603,0.026928246106353096,0.0014946044436586457
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,478.3794958591461,4.6090781688690186,482.98857402801514,0.10778245752064629,0.03084825767633391,0.001458513279265052,0.5479205034603288,0.04122745256341589,0.0020409878969679432,0.3278514804904877,0.0360378551198749,0.0017497505881164973
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,443.87785291671753,4.368803977966309,448.24665689468384,0.09543996389305986,0.028523263769606233,0.0012986902481890417,0.5006010375763074,0.031137882264137932,0.0013913457692721954,0.2980205007346838,0.029830573016872076,0.0013450180087306181
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,613.9584538936615,5.223212957382202,619.1816668510437,0.09536898032987931,0.02778975112258294,0.0011872497151408383,0.5589394627874018,0.04637001346840451,0.0024895821880080255,0.32715422155864055,0.03707988229549372,0.0018384159515744325
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,552.3040158748627,4.352139949798584,556.6561558246613,0.07032883874627077,0.020826237331233646,0.0007035761764308885,0.4911621071537326,0.018253209643133584,0.0010859117754713783,0.28074547295000174,0.019539723487183615,0.0008947439759511336
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,488.83666014671326,4.976731061935425,493.8133912086487,0.1878125513404418,0.04953920113590673,0.003150602568482497,0.45988361836719927,0.01824733470827136,0.0010462398420192417,0.32384808485382055,0.03389326792208905,0.0020984212052508697
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,389.7163619995117,4.291868209838867,394.0082302093506,0.4304311225571426,0.09067244774527532,0.010277264553606037,0.44639248099520895,0.024127093514440194,0.0010535257071606593,0.4384118017761758,0.05739977062985775,0.005665395130383347
Fixed Cut 50.0%,249,125,248,49.899396378269614,N/A,383.0475218296051,4.236268997192383,387.2837908267975,0.12706978544269296,0.035882800131454104,0.0018871528608570172,0.7988114939952071,0.019993359182903687,0.001358565656469013,0.4629406397189503,0.027938079657178892,0.0016228592586630154
Fixed Cut 55.0%,224,125,273,54.929577464788736,N/A,401.0069909095764,4.2657630443573,405.2727539539337,0.18241977668610707,0.04868852560964522,0.0031551017741405624,0.4554184705335719,0.02280183653901737,0.0010969832769510929,0.31891912360983954,0.03574518107433129,0.0021260425255458276
