Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Pace_MAPE,Pace_MAE,Pace_MSE,Distance_MAPE,Distance_MAE,Distance_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,151,76,149,49.666666666666664,N/A,2.554798126220703,2.554798126220703,0.20568830552268091,0.19274233921507025,0.040042659261220505,0.11284369889888575,0.12467557978037619,0.020461182536443984,0.15926600221078333,0.1587089594977232,0.03025192089883225
Fixed Cut 55.0%,136,76,164,54.666666666666664,N/A,3.633354902267456,3.633354902267456,0.23664648940018662,0.22556903842359244,0.05356096767111539,0.16261749271284104,0.18219308758226138,0.03360270061529742,0.1996319910565138,0.2038810630029269,0.0435818341432064
Fixed Cut 60.0%,120,76,180,60.0,N/A,4.07744288444519,4.07744288444519,0.2176050590426361,0.20286141716708203,0.043269233239325085,0.16202476299033425,0.18174443651035355,0.03355194833379594,0.18981491101648518,0.1923029268387178,0.03841059078656051
Fixed Cut 65.0%,105,76,195,65.0,N/A,2.6423611640930176,2.6423611640930176,0.28604689616865875,0.27304943761756345,0.07823814061715782,0.07205986380501875,0.08068368927390825,0.007066260090609632,0.1790533799868388,0.1768665634457359,0.04265220035388373
Fixed Cut 70.0%,90,76,210,70.0,N/A,3.5245978832244873,3.5245978832244873,0.21976744963001055,0.20433559033974252,0.04388628842504889,0.11551118826444763,0.12973027393536435,0.01731820643898343,0.1676393189472291,0.16703293213755344,0.030602247432016158
Fixed Cut 75.0%,75,76,225,75.0,N/A,2.5550479888916016,2.5550479888916016,0.1993497595345454,0.18418537806566107,0.03687325839259157,0.0305147743646942,0.03403045373195533,0.0016280664778181083,0.11493226694961978,0.1091079158988082,0.01925066243520484
Fixed Cut 80.0%,60,76,240,80.0,N/A,2.8342628479003906,2.8342628479003906,0.20136627520899117,0.1821352382998525,0.035175926447823226,0.09695806968345291,0.10793450958595305,0.012885788796795427,0.149162172446222,0.14503487394290276,0.024030857622309325
Fixed Cut 85.0%,45,76,255,85.0,N/A,2.567592144012451,2.567592144012451,0.24437120022744832,0.27468072412198935,0.0829963568520695,0.07370856013591245,0.08271771016082195,0.008252808959924174,0.15903988018168036,0.1786992171414057,0.04562458290599682
Fixed Cut 90.0%,30,76,270,90.0,N/A,2.67195200920105,2.67195200920105,0.24725762152148326,0.3431576770388761,0.1248229622600454,0.07620714564995552,0.08546098715771093,0.008749736209950358,0.1617323835857194,0.21430933209829348,0.0667863492349979
Window L1,160,76,140,46.666666666666664,0.008571863174438477,3.9196791648864746,3.928251028060913,0.2639238263117732,0.25120526652197805,0.06625204425124331,0.2250357020427579,0.25222434349780637,0.06430268405586516,0.24447976417726552,0.2517148050098923,0.06527736415355424
Window L2,160,76,140,46.666666666666664,0.004172086715698242,3.475615978240967,3.479788064956665,0.2044191806686039,0.18530715302937167,0.03636355679068069,0.1913841096763455,0.21441167601739294,0.04643924363593858,0.1979016451724746,0.19985941452338235,0.04140140021330964
Window Normal,125,76,175,58.333333333333336,0.011474847793579102,4.256507873535156,4.267982721328735,0.24660768504059888,0.2407954785768526,0.06305427674571311,0.21816987337200563,0.245000066188057,0.061455817779281975,0.2323887792063023,0.24289777238245483,0.062255047262497545
Window RBF,155,76,145,48.333333333333336,0.004462242126464844,4.268267869949341,4.272730112075806,0.2540364458014097,0.24307545385291507,0.0624871952926944,0.2528442048359636,0.28350972446941086,0.08148433619871559,0.25344032531868665,0.26329258916116294,0.07198576574570499
Window Cosine,250,76,50,16.666666666666664,0.0033369064331054688,4.4307591915130615,4.434096097946167,0.313722550810329,0.31556095088530167,0.11171967430582654,0.3911703808950535,0.43796971060326273,0.19294602523743842,0.3524464658526913,0.37676533074428226,0.15233284977163247
Window Linear,245,76,55,18.333333333333332,0.004106998443603516,2.7957568168640137,2.799863815307617,0.1252576372435531,0.09174011365283699,0.01702853777235093,0.1900826500502627,0.21249034361661487,0.045558292462372765,0.1576701436469079,0.15211522863472599,0.03129341511736185
Window Clinear,250,76,50,16.666666666666664,0.003567934036254883,2.8523337841033936,2.8559017181396484,0.20123119604461973,0.1986734522923169,0.04627882137411553,0.3564152361454841,0.39849528376705545,0.1594426875392928,0.27882321609505195,0.2985843680296862,0.10286075445670416
Window Rank,135,76,165,55.00000000000001,0.004525899887084961,4.580344915390015,4.5848708152771,0.21209061522137507,0.1970250400577756,0.04091411245302683,0.1935839149682039,0.21687027777549292,0.047516831195331795,0.20283726509478944,0.2069476589166343,0.0442154718241793
Window Mahalanobis,135,76,165,55.00000000000001,0.0028998851776123047,2.807631015777588,2.8105309009552,0.17364276496289224,0.1559666638422693,0.026962304221149685,0.19305409989499775,0.21665001615332663,0.04794460486222017,0.18334843242894497,0.186308339997798,0.03745345454168492
Window AR,155,76,145,48.333333333333336,0.00594782829284668,2.723869800567627,2.7298176288604736,0.19664968728734236,0.1751397884044084,0.03307074843912112,0.1307530013243727,0.14631677978379282,0.02199309628955653,0.16370134430585753,0.16072828409410062,0.027531922364338816
Window Mean,177,76,123,41.0,0.05306649208068848,2.2196192741394043,2.2726857662200928,0.2173751501498461,0.20839932790493515,0.047071734816431725,0.1765556292690748,0.19621974152166055,0.04207466998779902,0.19696538970946048,0.20230953471329788,0.04457320240211536
Window Median,158,76,142,47.333333333333336,0.05306649208068848,2.307352066040039,2.3604185581207275,0.1900834496324146,0.17839124078128546,0.03509914172770947,0.16564111661925415,0.1847184551808641,0.03552184199151902,0.17786228312583435,0.1815548479810748,0.03531049185961424
Binary Segmentation L1,155,76,145,48.333333333333336,0.013082027435302734,4.42281699180603,4.435899019241333,0.2882220961752124,0.28213214628730887,0.08558439122893437,0.24924851086147967,0.2795348254676674,0.07922967430354051,0.26873530351834607,0.2808334858774882,0.08240703276623745
Binary Segmentation L2,150,76,150,50.0,0.006878852844238281,2.9578921794891357,2.964771032333374,0.2241919946698143,0.21314631351318808,0.04850905059284174,0.19989424892661883,0.2233060910227866,0.05070318128576867,0.21204312179821652,0.2182262022679874,0.049606115939305195
Binary Segmentation Normal,135,76,165,55.00000000000001,0.01784801483154297,3.593425989151001,3.611274003982544,0.20829340620870954,0.19235985361804028,0.039329144198113876,0.15845334347253237,0.17773897241953635,0.032111069433722245,0.18337337484062094,0.1850494130187883,0.03572010681591806
Binary Segmentation RBF,155,76,145,48.333333333333336,0.009507894515991211,3.289963722229004,3.299471616744995,0.23222032618188163,0.21970101038407483,0.05085020456660654,0.1983332048981308,0.2218689599772654,0.04968582200152638,0.21527676554000622,0.22078498518067013,0.050268013284066465
Binary Segmentation Cosine,290,76,10,3.3333333333333335,0.007955074310302734,3.84243106842041,3.850386142730713,0.19721371717423722,0.18211433866542215,0.035502002643425346,0.41958180129405986,0.4694275399058985,0.2211549001804764,0.3083977592341486,0.32577093928566037,0.12832845141195087
Binary Segmentation Linear,240,76,60,20.0,0.006680727005004883,3.7340340614318848,3.7407147884368896,0.23166591631566735,0.21816127901284488,0.05010302672900849,0.35237603905039366,0.39433926870956076,0.15624327821634706,0.2920209776830305,0.30625027386120285,0.10317315247267779
Binary Segmentation Clinear,255,76,45,15.0,0.00542902946472168,3.651994228363037,3.657423257827759,0.20458971780489943,0.1945586050399825,0.041281527388907495,0.3264108393559881,0.3646297075620092,0.13359909048983482,0.2655002785804437,0.2795941563009958,0.08744030893937113
Binary Segmentation Rank,130,76,170,56.666666666666664,0.00905609130859375,4.064175128936768,4.073231220245361,0.17935581536229225,0.1639693795404562,0.029489453260386638,0.16033166851366987,0.17967686972854938,0.03269486992814432,0.16984374193798107,0.17182312463450283,0.031092161594265477
Binary Segmentation Mahalanobis,125,76,175,58.333333333333336,0.009374380111694336,4.7948222160339355,4.80419659614563,0.22899123552921447,0.21499236783912112,0.04858052455154883,0.16743449778099703,0.1879884636066458,0.036092474820994896,0.19821286665510573,0.20149041572288345,0.04233649968627187
Binary Segmentation AR,125,76,175,58.333333333333336,0.010877132415771484,3.652912139892578,3.6637892723083496,0.16887116537204122,0.14720899139418014,0.024261953545964783,0.09186753890245922,0.10287119953627318,0.010815088628926292,0.13036935213725023,0.12504009546522665,0.017538521087445535
Binary Segmentation Mean,176,76,124,41.333333333333336,0.09668922424316406,4.280416965484619,4.377106189727783,0.2784040499204866,0.27181683256798794,0.07942746731684693,0.3111800058409933,0.34897060506684335,0.1234632555005735,0.2947920278807401,0.31039371881741573,0.10144536140871022
Binary Segmentation Median,153,76,147,49.0,0.09668922424316406,2.8085861206054688,2.905275344848633,0.17638642996830503,0.15979283111475412,0.02840404597212218,0.14325261519918392,0.15971568797044275,0.026727188571733406,0.1598195225837445,0.15975425954259848,0.027565617271927793
Bottom Up L1,135,76,165,55.00000000000001,0.007183074951171875,2.705272674560547,2.7124557495117188,0.1367041068868432,0.11363928746278629,0.018230962198186984,0.1599172287645392,0.17857779031313128,0.03295293949130741,0.1483106678256912,0.1461085388879588,0.025591950844747198
Bottom Up L2,135,76,165,55.00000000000001,0.004230022430419922,3.3141918182373047,3.3184218406677246,0.18839575796878477,0.17108275679367071,0.03137872790938736,0.1349973477970783,0.15105658605577432,0.023072655548656906,0.1616965528829315,0.16106967142472256,0.02722569172902213
Bottom Up Normal,135,76,165,55.00000000000001,0.009276866912841797,3.257388114929199,3.266664981842041,0.22905791180454618,0.2166475689563188,0.04964688972301921,0.14551555978350486,0.16290679971475674,0.026862248513421626,0.1872867357940255,0.1897771843355378,0.03825456911822043
Bottom Up RBF,135,76,165,55.00000000000001,0.004839897155761719,3.3097431659698486,3.3145830631256104,0.2189615859835525,0.2036195580143849,0.04354480528270357,0.1952874976976936,0.21909859223740832,0.04880963933331062,0.20712454184062307,0.21135907512589666,0.046177222308007096
Bottom Up Cosine,285,76,15,5.0,0.0028989315032958984,3.684267044067383,3.6871659755706787,0.181007870434785,0.1675663652261088,0.031096648465932974,0.32369000305854806,0.3614529475795546,0.1312124517974597,0.2523489367466665,0.2645096564028317,0.08115455013169634
Bottom Up Linear,245,76,55,18.333333333333332,0.005163669586181641,3.598146915435791,3.6033105850219727,0.25537886005221977,0.24935134265526376,0.06711028669220956,0.3828098669752604,0.4285309911647928,0.18464777432579466,0.3190943635137402,0.3389411669100283,0.12587903050900212
Bottom Up Clinear,245,76,55,18.333333333333332,0.0032410621643066406,3.6093461513519287,3.6125872135162354,0.2528862724371682,0.24249335402820318,0.06203594621975517,0.32752585419774,0.366359920692739,0.1346974679517919,0.29020606331745413,0.30442663736047104,0.09836670708577355
Bottom Up Rank,125,76,175,58.333333333333336,0.0048029422760009766,4.010355234146118,4.015158176422119,0.18397852611175738,0.16176086505046686,0.028778949447294668,0.14236296148609923,0.159648297576923,0.025898716835904514,0.16317074379892826,0.16070458131369497,0.027338833141599583
Bottom Up Mahalanobis,125,76,175,58.333333333333336,0.0028171539306640625,2.478101968765259,2.480919122695923,0.23154729094940743,0.2182653349012558,0.05044109974858661,0.13007040225439923,0.14503349869246213,0.021782305708110235,0.18080884660190333,0.18164941679685898,0.03611170272834843
Bottom Up AR,150,76,150,50.0,0.0054779052734375,2.896704912185669,2.9021828174591064,0.2260126294516766,0.20210432242448675,0.04301080250886663,0.0857060053385601,0.09533162315785167,0.010549390953709069,0.15585931739511838,0.14871797279116922,0.026780096731287846
Bottom Up Mean,172,76,128,42.66666666666667,0.04993152618408203,2.3126909732818604,2.3626224994659424,0.19554529749301286,0.1786042539603458,0.03429490487761838,0.201889016101351,0.22584125192367654,0.051432908022968335,0.19871715679718197,0.2022227529420112,0.04286390645029335
Bottom Up Median,135,76,165,55.00000000000001,0.04993152618408203,3.0146429538726807,3.0645744800567627,0.2012729655474246,0.18267488406844656,0.03574200461864071,0.1534259064439409,0.17178861395271072,0.029866183202895812,0.17734943599568276,0.17723174901057864,0.03280409391076826
