Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,410.81559014320374,3.726235866546631,414.54182600975037,0.1786748427914032,0.046775539704373835,0.003047153302290814,0.4446057949766991,0.01648654037269361,0.0009370814449371877,0.3116403188840511,0.031631040038533724,0.0019921173736140007
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,353.7021939754486,3.1126718521118164,356.8148658275604,0.10568306604152851,0.030406174012930883,0.00139648853956791,0.41650464283196315,0.020267179097849006,0.0008822060039491009,0.2610938544367459,0.025336676555389938,0.0011393472717585048
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,352.34137201309204,3.085563898086548,355.4269359111786,0.09202960309360726,0.028014487270858066,0.0013038239833315813,0.4388082678943429,0.019136490112455298,0.0010146186858304256,0.26541893549397505,0.023575488691656682,0.0011592213345810033
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,338.3228588104248,3.6027791500091553,341.92563796043396,0.1136634327326069,0.03258309355418866,0.0016128168361270437,0.5137631756279166,0.03541110984296936,0.0016427928425870875,0.31371330418026167,0.033997101698579,0.0016278048393570661
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,331.16135597229004,3.2390429973602295,334.40039896965027,0.13429878096555614,0.03647767292527892,0.0018270450602472863,0.45664339171726476,0.01627675852826012,0.0009125610043378149,0.2954710863414104,0.026377215726769515,0.0013698030322925503
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,318.4198479652405,4.471707820892334,322.8915557861328,0.08609664343983114,0.02597790506049134,0.0011000566185269762,0.5533422616651957,0.017679084431194113,0.0011555169844558288,0.3197194525525135,0.021828494745842728,0.0011277868014914027
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,317.1896462440491,3.884326934814453,321.0739731788635,0.11263594639874308,0.03207302283693432,0.0014911723552624085,0.5261780072797215,0.037783228307405124,0.0018076790482244778,0.31940697683923236,0.034928125572169705,0.0016494257017434432
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,327.4082148075104,4.725060224533081,332.13327503204346,0.0944249031420215,0.027401888590053873,0.0011483605339676814,0.602835396500399,0.017936103062527308,0.0012030073352839725,0.3486301498212102,0.02266899582629059,0.001175683934625827
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,301.3569247722626,3.5167109966278076,304.8736357688904,0.12336622412090627,0.03434813128018396,0.0016860699114808263,0.515525681025225,0.01683375203748481,0.0010654750562445795,0.31944595257306563,0.025590941658834382,0.0013757724838627022
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,301.3730890750885,3.8905839920043945,305.2636730670929,0.19243564659953244,0.06972801869939506,0.005993489647879493,0.6262348685815445,0.0188254863154889,0.0011741298724962366,0.4093352575905384,0.04427675250744199,0.003583809760187866
Fixed Cut 50.0%,249,125,248,49.899396378269614,N/A,292.6263439655304,3.3246591091156006,295.951003074646,0.11997511981078123,0.035282615950270095,0.0018865476421349495,0.5086245051268813,0.0339783787032723,0.001499549724610525,0.3142998124688311,0.034630497326771204,0.0016930486833727373
Fixed Cut 55.0%,224,125,273,54.929577464788736,N/A,306.7073349952698,3.337144136428833,310.0444791316986,0.14699499858068185,0.045593486078487684,0.0030097828411855495,0.4322238619401011,0.021439955408725175,0.0009369438466680734,0.28960943026039165,0.03351672074360641,0.0019733633439268125
Fixed Cut 60.0%,199,125,298,59.95975855130785,N/A,297.07013416290283,3.044529914855957,300.1146640777588,0.2593872978231227,0.07124585121651009,0.0063656845032905845,0.445360383836216,0.017324892656409234,0.0009766834309257331,0.3523738408296693,0.04428537193645965,0.003671183967108159
Fixed Cut 65.0%,174,125,323,64.98993963782696,N/A,310.6876747608185,4.44211483001709,315.12978959083557,0.10495860689262707,0.07875274183903823,0.00856063726371924,0.5000434267186821,0.08685528966465253,0.018127979373717136,0.3025010168056545,0.08280401575184539,0.013344308318718186
Fixed Cut 70.0%,150,125,347,69.81891348088531,N/A,358.75897669792175,3.631002187728882,362.38997888565063,0.17215235245564592,0.1219953245958823,0.019499695500651674,0.5352510228083908,0.084833867056496,0.018310004105992553,0.3537016876320182,0.10341459582618917,0.01890484980332212
Fixed Cut 75.0%,125,125,372,74.84909456740442,N/A,339.4301209449768,5.014555931091309,344.4446768760681,0.11248210610923523,0.08506933967109119,0.010415802264111271,0.4414086205826964,0.10641936417107009,0.03643246411361307,0.27694536334596576,0.09574435192108062,0.02342413318886217
Fixed Cut 80.0%,100,125,397,79.87927565392354,N/A,341.66039204597473,3.331719160079956,344.9921112060547,0.1110732015096048,0.08371538182913392,0.010691432198149867,0.42654490458894795,0.09800699983359773,0.033669296491123255,0.26880905304927627,0.09086119083136585,0.022180364344636556
Fixed Cut 85.0%,75,125,422,84.90945674044266,N/A,313.04960203170776,5.026895761489868,318.07649779319763,0.11672971680822788,0.08769226113777012,0.011232117047238895,0.4329059726917471,0.10176901392575544,0.03450814323959601,0.2748178447499875,0.09473063753176279,0.022870130143417457
Fixed Cut 90.0%,50,125,447,89.93963782696177,N/A,305.6693036556244,3.0887091159820557,308.75801277160645,0.12100695705024961,0.08912797616409868,0.011755585121526227,0.45101349427155335,0.1069074267223621,0.034210457352555304,0.28601022566090145,0.09801770144323035,0.022983021237040758
Window L1,127,125,370,74.44668008048289,0.02444911003112793,313.18694710731506,3.427492141723633,316.6388883590698,0.10739088922294537,0.0823931826294366,0.00999107965143841,0.48474993486699,0.12410184942451313,0.040142263226493946,0.29607041204496765,0.10324751602697485,0.025066671438966175
Window L2,182,125,315,63.38028169014085,0.008421897888183594,308.8113811016083,3.5811381340026855,312.40094113349915,0.17313795627388798,0.0536696454105675,0.0036924152696165956,0.48670243721124107,0.02800266847347817,0.0012821162481563052,0.3299201967425645,0.04083615694202283,0.0024872657588864504
Window Normal,177,125,320,64.38631790744466,0.027676820755004883,313.1057538986206,3.3110857009887695,316.4445164203644,0.22135014110852796,0.1473461151702487,0.027196591863727526,0.43536221295033223,0.08390102224758275,0.015609651366580787,0.32835617702942993,0.11562356870891576,0.02140312161515416
Window RBF,127,125,370,74.44668008048289,0.020488262176513672,285.31394505500793,2.897177219390869,288.2316105365753,0.0907908165773667,0.06872926836958933,0.007417021905676533,0.43703019972550117,0.10262723259563881,0.033286044672045746,0.26391050815143396,0.08567825048261404,0.02035153328886114
Window Cosine,182,125,315,63.38028169014085,0.00927281379699707,302.05001997947693,8.809726238250732,310.86901903152466,0.12283626188186633,0.03975157500383577,0.0021441498589838386,0.46945057009705765,0.01807399987276294,0.0010568516736308648,0.296143415989462,0.028912787438299357,0.0016005007663073513
Window Linear,182,125,315,63.38028169014085,0.015285968780517578,379.58120608329773,3.605315923690796,383.20180797576904,0.22952996327932454,0.06744864338944588,0.005519763125522167,0.4876687377802861,0.026039425382631754,0.0012369321826498155,0.3585993505298054,0.04674403438603882,0.003378347654085992
Window Clinear,227,125,270,54.32595573440644,0.008365869522094727,316.5337028503418,2.743849277496338,319.28591799736023,0.1427084112193009,0.03827821609201203,0.0020426813659235187,0.5482625784973274,0.04135008208906204,0.002057590569037057,0.3454854948583142,0.03981414909053702,0.0020501359674802875
Window Rank,177,125,320,64.38631790744466,0.017646074295043945,356.2788779735565,4.109812021255493,360.40633606910706,0.12991815374560395,0.09484887100050649,0.011913086337431496,0.5101154995889166,0.10828748298834265,0.020764136286800492,0.3200168266672604,0.10156817699442457,0.016338611312115992
Window Mahalanobis,177,125,320,64.38631790744466,0.014448881149291992,371.99991512298584,3.294137954711914,375.30850195884705,0.10240791842770373,0.07588554135304824,0.008656639487102312,0.42892276920255173,0.07599720026495771,0.014902806962747043,0.26566534381512763,0.07594137080900298,0.011779723224924677
Window AR,182,125,315,63.38028169014085,0.02055811882019043,342.38514590263367,4.987777948379517,347.3934819698334,0.2718331098746125,0.07672281917701003,0.006942082395924625,0.513165578968055,0.03257112802822632,0.0015306743413015969,0.39249934442133383,0.05464697360261817,0.00423637836861311
Window Mean,174,125,323,64.98993963782696,0.16661381721496582,329.4890320301056,3.8069329261779785,333.46257877349854,0.1100531380277052,0.0822721896474514,0.0093734701592372,0.4597320280933882,0.07838744548265308,0.016765914229691033,0.2848925830605466,0.08032981756505224,0.013069692194464112
