Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,260,65,N/A,N/A,N/A,3.4432177543640137,3.4432177543640137,1.3140648681877727,0.3157455744064545,0.16150295409112878,1.3140648681877727,0.3157455744064545,0.16150295409112878
Fixed Cut 5.0%,247,65,13,5.0,N/A,3.685823917388916,3.685823917388916,1.5769210274260996,0.31500009211076313,0.16254833415443043,1.5769210274260996,0.31500009211076313,0.16254833415443043
Fixed Cut 10.0%,234,65,26,10.0,N/A,3.302067756652832,3.302067756652832,1.3753027548551264,0.3174267414106613,0.1619464324369488,1.3753027548551264,0.3174267414106613,0.1619464324369488
Fixed Cut 15.0%,221,65,39,15.0,N/A,3.9318881034851074,3.9318881034851074,1.5776018411291048,0.31526032140399207,0.162022713118181,1.5776018411291048,0.31526032140399207,0.162022713118181
Fixed Cut 20.0%,208,65,52,20.0,N/A,3.11031174659729,3.11031174659729,1.2721716811770976,0.31481743641800725,0.16182301509905095,1.2721716811770976,0.31481743641800725,0.16182301509905095
Fixed Cut 25.0%,195,65,65,25.0,N/A,3.7994110584259033,3.7994110584259033,1.9987636572168619,0.31205902387877416,0.16212964504144023,1.9987636572168619,0.31205902387877416,0.16212964504144023
Fixed Cut 30.0%,182,65,78,30.0,N/A,3.0499370098114014,3.0499370098114014,2.4056121127569385,0.31374748073817593,0.16221778053885205,2.4056121127569385,0.31374748073817593,0.16221778053885205
Fixed Cut 35.0%,169,65,91,35.0,N/A,3.6055140495300293,3.6055140495300293,1.8028076030294284,0.3138665762698857,0.1614416193185941,1.8028076030294284,0.3138665762698857,0.1614416193185941
Fixed Cut 40.0%,157,65,103,39.61538461538461,N/A,2.900207281112671,2.900207281112671,2.0598819873273198,0.3143946231024679,0.16176819752840282,2.0598819873273198,0.3143946231024679,0.16176819752840282
Fixed Cut 45.0%,144,65,116,44.61538461538462,N/A,3.859057903289795,3.859057903289795,2.3082365522947708,0.3137571070492641,0.16474886077576056,2.3082365522947708,0.3137571070492641,0.16474886077576056
Fixed Cut 50.0%,131,65,129,49.61538461538461,N/A,3.080575942993164,3.080575942993164,1.352567524783053,0.31990667724081256,0.16140215533327257,1.352567524783053,0.31990667724081256,0.16140215533327257
Fixed Cut 55.0%,118,65,142,54.61538461538461,N/A,2.4764630794525146,2.4764630794525146,1.9629224197305317,0.32149168116585136,0.16333762926259,1.9629224197305317,0.32149168116585136,0.16333762926259
Fixed Cut 60.0%,104,65,156,60.0,N/A,2.9185869693756104,2.9185869693756104,1.6717554380566473,0.3344967627806834,0.17635561605779546,1.6717554380566473,0.3344967627806834,0.17635561605779546
Fixed Cut 65.0%,91,65,169,65.0,N/A,2.940997838973999,2.940997838973999,1.143873361412941,0.4083254299247225,0.26203937860496823,1.143873361412941,0.4083254299247225,0.26203937860496823
Fixed Cut 70.0%,78,65,182,70.0,N/A,2.514373779296875,2.514373779296875,2.1671847124235764,0.4116066428744233,0.26642726138435546,2.1671847124235764,0.4116066428744233,0.26642726138435546
Fixed Cut 75.0%,65,65,195,75.0,N/A,2.816225051879883,2.816225051879883,3.0083328651739314,0.4150857092609124,0.2721823910694297,3.0083328651739314,0.4150857092609124,0.2721823910694297
Fixed Cut 80.0%,52,65,208,80.0,N/A,2.3894431591033936,2.3894431591033936,2.0369534583778726,0.4558653922191067,0.3316385660951717,2.0369534583778726,0.4558653922191067,0.3316385660951717
Fixed Cut 85.0%,39,65,221,85.0,N/A,2.7163498401641846,2.7163498401641846,1.0878545534705666,0.4505605437588957,0.32873698171985855,1.0878545534705666,0.4505605437588957,0.32873698171985855
Fixed Cut 90.0%,26,65,234,90.0,N/A,3.025830030441284,3.025830030441284,3.6008109983476793,0.4724194375074754,0.3871199981407565,3.6008109983476793,0.4724194375074754,0.3871199981407565
Window L1,85,65,175,67.3076923076923,0.005025148391723633,3.021455764770508,3.0264809131622314,1.3600602701271718,0.4065442781341261,0.26333494796173906,1.3600602701271718,0.4065442781341261,0.26333494796173906
Window L2,85,65,175,67.3076923076923,0.0027930736541748047,2.8280129432678223,2.830806016921997,2.4871975513322755,0.414752280306665,0.2674494949695718,2.4871975513322755,0.414752280306665,0.2674494949695718
Window Normal,85,65,175,67.3076923076923,0.004537820816040039,2.901275873184204,2.905813694000244,2.695926513058503,0.41343092638248474,0.2704595165716379,2.695926513058503,0.41343092638248474,0.2704595165716379
Window RBF,85,65,175,67.3076923076923,0.0026056766510009766,3.0903568267822266,3.0929625034332275,1.7469848933550007,0.4094063159257728,0.2631121397172884,1.7469848933550007,0.4094063159257728,0.2631121397172884
Window Cosine,85,65,175,67.3076923076923,0.0018482208251953125,3.0245931148529053,3.0264413356781006,1.8398670350433894,0.406991888786105,0.2619508925883952,1.8398670350433894,0.406991888786105,0.2619508925883952
Window Linear,150,65,110,42.30769230769231,0.0025429725646972656,3.9908528327941895,3.9933958053588867,2.4374452421561013,0.3125061552852201,0.1621838051556239,2.4374452421561013,0.3125061552852201,0.1621838051556239
Window Clinear,65,65,195,75.0,0.0025310516357421875,3.1895830631256104,3.1921141147613525,1.4884405180005056,0.4077419874244065,0.2641354010578052,1.4884405180005056,0.4077419874244065,0.2641354010578052
Window Rank,85,65,175,67.3076923076923,0.0038259029388427734,3.3842859268188477,3.3881118297576904,1.6544240375824568,0.40912152406003244,0.264253979654689,1.6544240375824568,0.40912152406003244,0.264253979654689
Window Mahalanobis,85,65,175,67.3076923076923,0.0032520294189453125,3.5875861644744873,3.5908381938934326,2.7150884541500435,0.4120566725022993,0.26403391947385846,2.7150884541500435,0.4120566725022993,0.26403391947385846
Window AR,110,65,150,57.692307692307686,0.008050918579101562,2.973055124282837,2.9811060428619385,1.6990012519330775,0.33697339662018533,0.17694074359751336,1.6990012519330775,0.33697339662018533,0.17694074359751336
Window Mean,92,65,168,64.61538461538461,0.03701281547546387,2.6702640056610107,2.7072768211364746,1.8886314911521187,0.4114254401217791,0.26471439338300357,1.8886314911521187,0.4114254401217791,0.26471439338300357
Window Median,85,65,175,67.3076923076923,0.03701281547546387,3.047896146774292,3.084908962249756,2.200050534235588,0.4113118947186377,0.26691329601841596,2.200050534235588,0.4113118947186377,0.26691329601841596
Binary Segmentation L1,20,65,240,92.3076923076923,0.008979082107543945,4.090626239776611,4.099605321884155,4.142540426338363,0.5190999471590513,0.4559702888794687,4.142540426338363,0.5190999471590513,0.4559702888794687
Binary Segmentation L2,230,65,30,11.538461538461538,0.004845142364501953,4.577479124069214,4.582324266433716,1.2820899734851816,0.3152697556487503,0.1625273646867588,1.2820899734851816,0.3152697556487503,0.1625273646867588
Binary Segmentation Normal,245,65,15,5.769230769230769,0.009348154067993164,4.351181983947754,4.360530138015747,1.179564293203328,0.315626971560444,0.162554343403375,1.179564293203328,0.315626971560444,0.162554343403375
Binary Segmentation RBF,230,65,30,11.538461538461538,0.0062770843505859375,4.467813014984131,4.474090099334717,1.4851965016257005,0.31441473637932854,0.1632252921041866,1.4851965016257005,0.31441473637932854,0.1632252921041866
