Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Binary Segmentation Cosine,230,65,30,11.538461538461538,0.0065457820892333984,3.6994469165802,3.7059926986694336,1.235104909718198,0.31530676229605903,0.16140225067697825,1.235104909718198,0.31530676229605903,0.16140225067697825
Binary Segmentation Linear,180,65,80,30.76923076923077,0.004577159881591797,3.3239638805389404,3.3285410404205322,1.9321690377875695,0.3141994536959287,0.16043946951997592,1.9321690377875695,0.3141994536959287,0.16043946951997592
Binary Segmentation Clinear,30,65,230,88.46153846153845,0.003390073776245117,3.197669744491577,3.2010598182678223,1.4259763913330863,0.4584779747077253,0.3476900537615567,1.4259763913330863,0.4584779747077253,0.3476900537615567
Binary Segmentation Rank,230,65,30,11.538461538461538,0.005025148391723633,3.997114896774292,4.002140045166016,1.2749091786351465,0.3144549746271592,0.16237226709126446,1.2749091786351465,0.3144549746271592,0.16237226709126446
Binary Segmentation Mahalanobis,230,65,30,11.538461538461538,0.004937887191772461,3.6467831134796143,3.6517210006713867,1.016514401304279,0.31638235909142726,0.16225105659087008,1.016514401304279,0.31638235909142726,0.16225105659087008
Binary Segmentation AR,235,65,25,9.615384615384617,0.007848978042602539,3.521899938583374,3.5297489166259766,1.351761967257519,0.31559834154436145,0.1623850549665396,1.351761967257519,0.31559834154436145,0.1623850549665396
Binary Segmentation Mean,186,65,74,28.46153846153846,0.061774492263793945,3.7103726863861084,3.7721471786499023,2.1770923701192437,0.31289844049735455,0.16361501518719915,2.1770923701192437,0.31289844049735455,0.16361501518719915
Binary Segmentation Median,230,65,30,11.538461538461538,0.061774492263793945,4.025148153305054,4.086922645568848,1.2620763016383856,0.3161388668907376,0.16177380480010828,1.2620763016383856,0.3161388668907376,0.16177380480010828
Bottom Up L1,130,65,130,50.0,0.005199909210205078,4.097304821014404,4.102504730224609,2.772208801894128,0.3241026462357486,0.16620437935779392,2.772208801894128,0.3241026462357486,0.16620437935779392
Bottom Up L2,165,65,95,36.53846153846153,0.004338979721069336,3.4556338787078857,3.459972858428955,1.1790039640145462,0.3150554569800995,0.16327899293283618,1.1790039640145462,0.3150554569800995,0.16327899293283618
Bottom Up Normal,35,65,225,86.53846153846155,0.004956245422363281,3.3030309677124023,3.3079872131347656,1.3407562358301854,0.45152152645585736,0.3275982135868436,1.3407562358301854,0.45152152645585736,0.3275982135868436
Bottom Up RBF,50,65,210,80.76923076923077,0.0027458667755126953,3.4315578937530518,3.4343037605285645,1.047408377805099,0.4513518597395972,0.3271049339135192,1.047408377805099,0.4513518597395972,0.3271049339135192
Bottom Up Cosine,50,65,210,80.76923076923077,0.0019571781158447266,2.832298994064331,2.834256172180176,1.777686805590183,0.4547143789045239,0.3308973781306995,1.777686805590183,0.4547143789045239,0.3308973781306995
Bottom Up Linear,75,65,185,71.15384615384616,0.003229379653930664,2.99177885055542,2.9950082302093506,2.2114083718254105,0.4108888758017102,0.2670679408518896,2.2114083718254105,0.4108888758017102,0.2670679408518896
Bottom Up Clinear,10,65,250,96.15384615384616,0.0020470619201660156,3.146409273147583,3.148456335067749,1.1159475748471914,0.5055184720074893,0.41251548097144386,1.1159475748471914,0.5055184720074893,0.41251548097144386
Bottom Up Rank,75,65,185,71.15384615384616,0.003231048583984375,2.7777040004730225,2.780935049057007,2.346022331383235,0.41199901503236175,0.26828679155231633,2.346022331383235,0.41199901503236175,0.26828679155231633
Bottom Up Mahalanobis,165,65,95,36.53846153846153,0.0019440650939941406,3.5401721000671387,3.542116165161133,2.6405735714804797,0.3121382589794041,0.16395285048023361,2.6405735714804797,0.3121382589794041,0.16395285048023361
Bottom Up AR,205,65,55,21.153846153846153,0.003607034683227539,3.308772087097168,3.3123791217803955,1.9792782888131744,0.31502343942296696,0.1605053791904345,1.9792782888131744,0.31502343942296696,0.1605053791904345
Bottom Up Mean,96,65,164,63.07692307692307,0.03325676918029785,2.995655059814453,3.028911828994751,1.2258281599676473,0.3335794852147826,0.17521106742053943,1.2258281599676473,0.3335794852147826,0.17521106742053943
Bottom Up Median,75,65,185,71.15384615384616,0.03325676918029785,2.8757829666137695,2.9090397357940674,1.2265920362879343,0.4075533516881896,0.262020114629969,1.2265920362879343,0.4075533516881896,0.262020114629969
