Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,540,135,N/A,N/A,N/A,8.47639799118042,8.47639799118042,0.03743146284369422,0.02658392017187217,0.0022775427648524427,0.03743146284369422,0.02658392017187217,0.0022775427648524427
Fixed Cut 5.0%,513,135,27,5.0,N/A,3.004690170288086,3.004690170288086,0.04175340189929096,0.028955351109470125,0.0029154519732839225,0.04175340189929096,0.028955351109470125,0.0029154519732839225
Fixed Cut 10.0%,486,135,54,10.0,N/A,8.279614925384521,8.279614925384521,0.03900577619690913,0.027546926341194718,0.0024755975736397047,0.03900577619690913,0.027546926341194718,0.0024755975736397047
Fixed Cut 15.0%,459,135,81,15.0,N/A,4.2966179847717285,4.2966179847717285,0.04098482365405019,0.028698416127691095,0.0026646678926203152,0.04098482365405019,0.028698416127691095,0.0026646678926203152
Fixed Cut 20.0%,432,135,108,20.0,N/A,4.716195821762085,4.716195821762085,0.039199524684216905,0.027747611910267877,0.00252667859767551,0.039199524684216905,0.027747611910267877,0.00252667859767551
Fixed Cut 25.0%,405,135,135,25.0,N/A,5.0252721309661865,5.0252721309661865,0.0407587779257179,0.02852827374439018,0.002638165870594386,0.0407587779257179,0.02852827374439018,0.002638165870594386
Fixed Cut 30.0%,378,135,162,30.0,N/A,3.683526039123535,3.683526039123535,0.04282850193275476,0.029962681306168373,0.0028220557870354277,0.04282850193275476,0.029962681306168373,0.0028220557870354277
Fixed Cut 35.0%,351,135,189,35.0,N/A,3.4976859092712402,3.4976859092712402,0.038745628360019546,0.027663388089474085,0.0023397294993555487,0.038745628360019546,0.027663388089474085,0.0023397294993555487
Fixed Cut 40.0%,325,135,215,39.81481481481482,N/A,3.848519802093506,3.848519802093506,0.03980046358168699,0.027946073597408735,0.002485330509037189,0.03980046358168699,0.027946073597408735,0.002485330509037189
Fixed Cut 45.0%,298,135,242,44.81481481481481,N/A,2.664667844772339,2.664667844772339,0.039295613911933716,0.02767260353473867,0.002430965671785539,0.039295613911933716,0.02767260353473867,0.002430965671785539
