Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,V1_MAPE,V1_MAE,V1_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,540,135,N/A,N/A,N/A,5.211684703826904,5.211684703826904,0.040332471377396026,0.029011577206833398,0.0024351790549163484,0.040332471377396026,0.029011577206833398,0.0024351790549163484
Fixed Cut 5.0%,513,135,27,5.0,N/A,3.364506959915161,3.364506959915161,0.039352537619690965,0.027533242231685334,0.002489993717428019,0.039352537619690965,0.027533242231685334,0.002489993717428019
Fixed Cut 10.0%,486,135,54,10.0,N/A,3.7473180294036865,3.7473180294036865,0.039496747760800546,0.027806326107274203,0.002420155141213674,0.039496747760800546,0.027806326107274203,0.002420155141213674
Fixed Cut 15.0%,459,135,81,15.0,N/A,4.087612867355347,4.087612867355347,0.03968373938208885,0.027813924293788737,0.0025721450811601104,0.03968373938208885,0.027813924293788737,0.0025721450811601104
Fixed Cut 20.0%,432,135,108,20.0,N/A,3.715872049331665,3.715872049331665,0.03815903380938265,0.026808922791222697,0.0023459358078961818,0.03815903380938265,0.026808922791222697,0.0023459358078961818
Fixed Cut 25.0%,405,135,135,25.0,N/A,3.8889222145080566,3.8889222145080566,0.046124991132161355,0.03264558102105457,0.002896181547767231,0.046124991132161355,0.03264558102105457,0.002896181547767231
Fixed Cut 30.0%,378,135,162,30.0,N/A,2.974855899810791,2.974855899810791,0.03935736692464359,0.02781243961196853,0.0025685836621518795,0.03935736692464359,0.02781243961196853,0.0025685836621518795
Fixed Cut 35.0%,351,135,189,35.0,N/A,3.086174964904785,3.086174964904785,0.03820223818801798,0.026976368295264334,0.002396932871326586,0.03820223818801798,0.026976368295264334,0.002396932871326586
Fixed Cut 40.0%,325,135,215,39.81481481481482,N/A,3.0090739727020264,3.0090739727020264,0.04194673215636935,0.029329208424199546,0.002750909201777932,0.04194673215636935,0.029329208424199546,0.002750909201777932
Fixed Cut 45.0%,298,135,242,44.81481481481481,N/A,3.9650700092315674,3.9650700092315674,0.04309687783841652,0.030202746483845137,0.0028490141762061638,0.04309687783841652,0.030202746483845137,0.0028490141762061638
Fixed Cut 50.0%,271,135,269,49.81481481481482,N/A,4.1168458461761475,4.1168458461761475,0.04281309140465127,0.029884044980096267,0.002980239254123321,0.04281309140465127,0.029884044980096267,0.002980239254123321
Fixed Cut 55.0%,244,135,296,54.81481481481482,N/A,3.1342809200286865,3.1342809200286865,0.0421014183167361,0.02954276394854341,0.0027238274061165977,0.0421014183167361,0.02954276394854341,0.0027238274061165977
Fixed Cut 60.0%,216,135,324,60.0,N/A,2.819924831390381,2.819924831390381,0.04002464219110595,0.02802872858454182,0.002548656133163423,0.04002464219110595,0.02802872858454182,0.002548656133163423
Fixed Cut 65.0%,189,135,351,65.0,N/A,3.8680789470672607,3.8680789470672607,0.0422125203935592,0.029461153848630604,0.002836450582917092,0.0422125203935592,0.029461153848630604,0.002836450582917092
Fixed Cut 70.0%,162,135,378,70.0,N/A,3.2922780513763428,3.2922780513763428,0.03833076553163655,0.02689215697796817,0.002484823761497333,0.03833076553163655,0.02689215697796817,0.002484823761497333
Fixed Cut 75.0%,135,135,405,75.0,N/A,2.8732309341430664,2.8732309341430664,0.03987964338683958,0.027848195065862696,0.0026988778281867034,0.03987964338683958,0.027848195065862696,0.0026988778281867034
Fixed Cut 80.0%,108,135,432,80.0,N/A,3.625991106033325,3.625991106033325,0.03889598587167788,0.030535036761160733,0.0032984487545235372,0.03889598587167788,0.030535036761160733,0.0032984487545235372
Fixed Cut 85.0%,81,135,459,85.0,N/A,3.891010046005249,3.891010046005249,0.03823895263375672,0.03128168841863391,0.0032403667952887547,0.03823895263375672,0.03128168841863391,0.0032403667952887547
Fixed Cut 90.0%,54,135,486,90.0,N/A,2.8805081844329834,2.8805081844329834,0.03903026976199761,0.03183245368247506,0.0034386619311123435,0.03903026976199761,0.03183245368247506,0.0034386619311123435
Window L1,360,135,180,33.33333333333333,0.013896942138671875,3.605154037475586,3.619050979614258,0.038989400872776664,0.02726185554863825,0.0025729003637175877,0.038989400872776664,0.02726185554863825,0.0025729003637175877
Window L2,360,135,180,33.33333333333333,0.007422924041748047,4.033164024353027,4.040586948394775,0.03978318009237723,0.027856122455078774,0.0025462312827261796,0.03978318009237723,0.027856122455078774,0.0025462312827261796
Window Normal,365,135,175,32.407407407407405,0.012913942337036133,3.9357640743255615,3.9486780166625977,0.04251664869056362,0.02983079044736893,0.0027732642405246975,0.04251664869056362,0.02983079044736893,0.0027732642405246975
Window RBF,360,135,180,33.33333333333333,0.01252293586730957,3.3264000415802,3.3389229774475098,0.03898184896258693,0.02743766111714686,0.002382264952606499,0.03898184896258693,0.02743766111714686,0.002382264952606499
Window Cosine,0,135,540,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,260,135,280,51.85185185185185,0.0074291229248046875,3.6606173515319824,3.668046474456787,0.039651264830444406,0.027810320752039853,0.0026093826525787674,0.039651264830444406,0.027810320752039853,0.0026093826525787674
Window Clinear,490,135,50,9.25925925925926,0.006499290466308594,4.036662817001343,4.043162107467651,0.037563078564879324,0.026426469198228886,0.002266722498468189,0.037563078564879324,0.026426469198228886,0.002266722498468189
Window Rank,360,135,180,33.33333333333333,0.008459091186523438,3.420045852661133,3.4285049438476562,0.04035658953614005,0.028255343472696745,0.0026010474160468033,0.04035658953614005,0.028255343472696745,0.0026010474160468033
Window Mahalanobis,360,135,180,33.33333333333333,0.008440971374511719,3.213106155395508,3.2215471267700195,0.0399682039367633,0.02814393866632124,0.002487178482612599,0.0399682039367633,0.02814393866632124,0.002487178482612599
Window AR,335,135,205,37.96296296296296,0.011705875396728516,4.146059036254883,4.157764911651611,0.039785719745147205,0.027777068945436002,0.0026194461954490867,0.039785719745147205,0.027777068945436002,0.0026194461954490867
Window Mean,325,135,215,39.81481481481482,0.08929109573364258,3.347522020339966,3.4368131160736084,0.03854751108646602,0.02703861309783212,0.002398752095127152,0.03854751108646602,0.02703861309783212,0.002398752095127152
Window Median,360,135,180,33.33333333333333,0.08929109573364258,5.301012992858887,5.390304088592529,0.038725128015292355,0.02717822120548553,0.002476597946047712,0.038725128015292355,0.02717822120548553,0.002476597946047712
Binary Segmentation L1,360,135,180,33.33333333333333,0.022516250610351562,4.222477674484253,4.2449939250946045,0.038864449175949924,0.027320239924604053,0.00239055177944446,0.038864449175949924,0.027320239924604053,0.00239055177944446
Binary Segmentation L2,360,135,180,33.33333333333333,0.011660099029541016,3.8202197551727295,3.8318798542022705,0.04565072159683596,0.032117721355601134,0.0029563022592000686,0.04565072159683596,0.032117721355601134,0.0029563022592000686
Binary Segmentation Normal,365,135,175,32.407407407407405,0.02160787582397461,4.228776216506958,4.250384092330933,0.04111596860329328,0.02882645289092236,0.002608453515055515,0.04111596860329328,0.02882645289092236,0.002608453515055515
Binary Segmentation RBF,365,135,175,32.407407407407405,0.034136056900024414,3.4726221561431885,3.506758213043213,0.03842551333772984,0.027011965567801388,0.002466801386766219,0.03842551333772984,0.027011965567801388,0.002466801386766219
Binary Segmentation Cosine,10,135,530,98.14814814814815,0.03087902069091797,3.8214120864868164,3.8522911071777344,0.039459583876494495,0.03277227925171675,0.0039088019685682455,0.039459583876494495,0.03277227925171675,0.0039088019685682455
Binary Segmentation Linear,500,135,40,7.4074074074074066,0.011101961135864258,6.3598809242248535,6.370982885360718,0.03827801013645738,0.026912832653766913,0.00238422250124293,0.03827801013645738,0.026912832653766913,0.00238422250124293
Binary Segmentation Clinear,525,135,15,2.7777777777777777,0.008486270904541016,6.379596948623657,6.388083219528198,0.03783324886790569,0.02679823557741653,0.002326731959359645,0.03783324886790569,0.02679823557741653,0.002326731959359645
Binary Segmentation Rank,360,135,180,33.33333333333333,0.014105081558227539,3.840942144393921,3.8550472259521484,0.038346972161679205,0.026959873733218002,0.002423717351382049,0.038346972161679205,0.026959873733218002,0.002423717351382049
Binary Segmentation Mahalanobis,360,135,180,33.33333333333333,0.034767866134643555,3.3247580528259277,3.3595259189605713,0.03911726747388202,0.027645994245366436,0.0025293887344709316,0.03911726747388202,0.027645994245366436,0.0025293887344709316
Binary Segmentation AR,365,135,175,32.407407407407405,0.01952219009399414,3.2878530025482178,3.307375192642212,0.03815391511040436,0.02695371506604949,0.0023935821681980085,0.03815391511040436,0.02695371506604949,0.0023935821681980085
Binary Segmentation Mean,357,135,183,33.88888888888889,0.20878267288208008,2.9142730236053467,3.1230556964874268,0.05905152006033511,0.04226948419245645,0.00402219083031071,0.05905152006033511,0.04226948419245645,0.00402219083031071
Binary Segmentation Median,363,135,177,32.77777777777778,0.20878267288208008,2.665956735610962,2.874739408493042,0.042757044321881196,0.029830395876728977,0.0029345308436381622,0.042757044321881196,0.029830395876728977,0.0029345308436381622
Bottom Up L1,360,135,180,33.33333333333333,0.010299205780029297,4.614666938781738,4.624966144561768,0.04507050111800402,0.03172048620049554,0.002875136929124702,0.04507050111800402,0.03172048620049554,0.002875136929124702
Bottom Up L2,360,135,180,33.33333333333333,0.005768775939941406,3.383875846862793,3.3896446228027344,0.041931517217520996,0.030199033907392755,0.0025738690022708297,0.041931517217520996,0.030199033907392755,0.0025738690022708297
Bottom Up Normal,360,135,180,33.33333333333333,0.010341167449951172,4.637493133544922,4.647834300994873,0.05503232741365284,0.0393149839001383,0.0035869695151614835,0.05503232741365284,0.0393149839001383,0.0035869695151614835
Bottom Up RBF,360,135,180,33.33333333333333,0.01137995719909668,3.0788302421569824,3.090210199356079,0.038743954137610184,0.02717193843335284,0.0024420568475448734,0.038743954137610184,0.02717193843335284,0.0024420568475448734
Bottom Up Cosine,10,135,530,98.14814814814815,0.007680177688598633,3.1236836910247803,3.131363868713379,0.04103000301671274,0.0345401468277783,0.004085179639338809,0.04103000301671274,0.0345401468277783,0.004085179639338809
Bottom Up Linear,135,135,405,75.0,0.006125926971435547,4.412959337234497,4.419085264205933,0.03814966140194936,0.026755365928339544,0.0024080101929365386,0.03814966140194936,0.026755365928339544,0.0024080101929365386
Bottom Up Clinear,525,135,15,2.7777777777777777,0.005427837371826172,4.475816011428833,4.481243848800659,0.0395767626324366,0.027839561494178974,0.0024702991295229423,0.0395767626324366,0.027839561494178974,0.0024702991295229423
Bottom Up Rank,360,135,180,33.33333333333333,0.008259057998657227,3.34013295173645,3.3483920097351074,0.041193393659932735,0.028725634470671082,0.0027253339855226556,0.041193393659932735,0.028725634470671082,0.0027253339855226556
Bottom Up Mahalanobis,360,135,180,33.33333333333333,0.009112834930419922,3.829542875289917,3.838655710220337,0.04052895662318973,0.02818924344969732,0.0026999517365201885,0.04052895662318973,0.02818924344969732,0.0026999517365201885
Bottom Up AR,360,135,180,33.33333333333333,0.008933067321777344,3.1435351371765137,3.152468204498291,0.038262698803542,0.026766905134894138,0.0024907998814332356,0.038262698803542,0.026766905134894138,0.0024907998814332356
Bottom Up Mean,319,135,221,40.925925925925924,0.0833280086517334,3.215634822845459,3.2989628314971924,0.038039049310771234,0.02681325485799113,0.002386448997116225,0.038039049310771234,0.02681325485799113,0.002386448997116225
Bottom Up Median,360,135,180,33.33333333333333,0.0833280086517334,4.594048976898193,4.677376985549927,0.038008691041243464,0.02688509159672502,0.0023181905362862276,0.038008691041243464,0.02688509159672502,0.0023181905362862276
