Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Number of Passengers_MAPE,Number of Passengers_MAE,Number of Passengers_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 55.0%,169,94,205,54.81283422459893,N/A,3.5129988193511963,3.5129988193511963,0.12528191877417783,0.11040390414950026,0.018495958386062453,0.12528191877417783,0.11040390414950026,0.018495958386062453
Fixed Cut 60.0%,150,94,224,59.893048128342244,N/A,4.5779900550842285,4.5779900550842285,0.1289299094201523,0.11915172061445696,0.022357043284051366,0.1289299094201523,0.11915172061445696,0.022357043284051366
Fixed Cut 65.0%,131,94,243,64.97326203208557,N/A,3.443664789199829,3.443664789199829,0.12728107416275397,0.11554715209823696,0.020720767475404734,0.12728107416275397,0.11554715209823696,0.020720767475404734
Fixed Cut 70.0%,113,94,261,69.78609625668449,N/A,2.6927499771118164,2.6927499771118164,0.1288513379122133,0.11668541047048615,0.021125438542631426,0.1288513379122133,0.11668541047048615,0.021125438542631426
Fixed Cut 75.0%,94,94,280,74.8663101604278,N/A,3.3288028240203857,3.3288028240203857,0.13091072173183083,0.11867823410138097,0.02160095464452071,0.13091072173183083,0.11867823410138097,0.02160095464452071
Fixed Cut 80.0%,75,94,299,79.94652406417111,N/A,3.0780739784240723,3.0780739784240723,0.12213143294320794,0.10964858239864671,0.018194957307860568,0.12213143294320794,0.10964858239864671,0.018194957307860568
Fixed Cut 85.0%,57,94,317,84.75935828877004,N/A,2.9840028285980225,2.9840028285980225,0.1212887895471456,0.10710449948571552,0.01741429226488859,0.1212887895471456,0.10710449948571552,0.01741429226488859
Fixed Cut 90.0%,38,94,336,89.83957219251337,N/A,2.6004106998443604,2.6004106998443604,0.12497667686836123,0.11212985730489286,0.019011007727826667,0.12497667686836123,0.11212985730489286,0.019011007727826667
Window L1,54,94,320,85.56149732620321,0.009837865829467773,3.443566083908081,3.453403949737549,0.12111599183210461,0.1071339244012462,0.017372730147763984,0.12111599183210461,0.1071339244012462,0.017372730147763984
Window L2,54,94,320,85.56149732620321,0.004812002182006836,3.2590279579162598,3.2638399600982666,0.127992559904787,0.11349546729643233,0.01952948773701461,0.127992559904787,0.11349546729643233,0.01952948773701461
Window Normal,54,94,320,85.56149732620321,0.009440898895263672,3.3424036502838135,3.351844549179077,0.1199045034478507,0.10555901271051087,0.016733985137798408,0.1199045034478507,0.10555901271051087,0.016733985137798408
Window RBF,54,94,320,85.56149732620321,0.006660938262939453,3.399294853210449,3.4059557914733887,0.11650342356234995,0.1020638277882,0.015169910349056234,0.11650342356234995,0.1020638277882,0.015169910349056234
Window Cosine,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Clinear,64,94,310,82.88770053475936,0.004182100296020508,2.9602479934692383,2.964430093765259,0.12494539797135971,0.10958289158514317,0.017736858328698344,0.12494539797135971,0.10958289158514317,0.017736858328698344
Window Rank,54,94,320,85.56149732620321,0.005485057830810547,3.291254997253418,3.2967400550842285,0.12625735049528738,0.1118803867798136,0.01923802553790509,0.12625735049528738,0.1118803867798136,0.01923802553790509
Window Mahalanobis,54,94,320,85.56149732620321,0.0035610198974609375,3.4603428840637207,3.4639039039611816,0.12776368861174228,0.11408268906663506,0.0199789279129891,0.12776368861174228,0.11408268906663506,0.0199789279129891
Window AR,59,94,315,84.22459893048129,0.007865190505981445,3.020751714706421,3.0286169052124023,0.12148315541267035,0.1066562097330378,0.01717435917775981,0.12148315541267035,0.1066562097330378,0.01717435917775981
Window Mean,45,94,329,87.96791443850267,0.05184507369995117,7.086956024169922,7.138801097869873,0.10959040361528684,0.09816641559292376,0.01435546729057212,0.10959040361528684,0.09816641559292376,0.01435546729057212
Window Median,54,94,320,85.56149732620321,0.05184507369995117,3.8955941200256348,3.947439193725586,0.12541829099320848,0.10888936129436375,0.01764200780225169,0.12541829099320848,0.10888936129436375,0.01764200780225169
Binary Segmentation L1,49,94,325,86.89839572192514,0.018924951553344727,3.808885097503662,3.827810049057007,0.12500998113401834,0.11002232350580754,0.01844702147629312,0.12500998113401834,0.11002232350580754,0.01844702147629312
Binary Segmentation L2,49,94,325,86.89839572192514,0.008214950561523438,3.7426388263702393,3.7508537769317627,0.12804264688082323,0.11134272075891191,0.018586051919907854,0.12804264688082323,0.11134272075891191,0.018586051919907854
Binary Segmentation Normal,49,94,325,86.89839572192514,0.01644277572631836,3.744565963745117,3.7610087394714355,0.1273487637353729,0.11231196439904913,0.01930102527874357,0.1273487637353729,0.11231196439904913,0.01930102527874357
Binary Segmentation RBF,49,94,325,86.89839572192514,0.01650214195251465,3.818002939224243,3.834505081176758,0.11946742154525442,0.10520145054471954,0.01643864145945563,0.11946742154525442,0.10520145054471954,0.01643864145945563
Binary Segmentation Cosine,9,94,365,97.59358288770053,0.013018131256103516,3.483355760574341,3.4963738918304443,0.21105579743823855,0.19757049723905135,0.0548044764877358,0.21105579743823855,0.19757049723905135,0.0548044764877358
Binary Segmentation Linear,9,94,365,97.59358288770053,0.010531902313232422,3.212184190750122,3.2227160930633545,0.18896156440952197,0.17693138582500262,0.04477328655011069,0.18896156440952197,0.17693138582500262,0.04477328655011069
Binary Segmentation Clinear,364,94,10,2.6737967914438503,0.006443977355957031,3.995159864425659,4.001603841781616,0.18207669953215377,0.17085826171772947,0.04271899793397831,0.18207669953215377,0.17085826171772947,0.04271899793397831
Binary Segmentation Rank,59,94,315,84.22459893048129,0.007406949996948242,3.1554818153381348,3.162888765335083,0.1377621411839391,0.11651104800241009,0.019499103852763718,0.1377621411839391,0.11651104800241009,0.019499103852763718
Binary Segmentation Mahalanobis,49,94,325,86.89839572192514,0.010565042495727539,2.958772897720337,2.9693379402160645,0.1241078065110569,0.10815218626917868,0.01707681658664818,0.1241078065110569,0.10815218626917868,0.01707681658664818
Binary Segmentation AR,49,94,325,86.89839572192514,0.012778043746948242,3.039985179901123,3.0527632236480713,0.12626512257261976,0.11248014912432003,0.019216429225085974,0.12626512257261976,0.11248014912432003,0.019216429225085974
Binary Segmentation Mean,74,94,300,80.21390374331551,0.12082886695861816,3.053115129470825,3.1739439964294434,0.12994861780146785,0.11629273927088231,0.02086111201526333,0.12994861780146785,0.11629273927088231,0.02086111201526333
Binary Segmentation Median,49,94,325,86.89839572192514,0.12082886695861816,2.9535388946533203,3.0743677616119385,0.12728088686078431,0.11280575094528411,0.019544977914103926,0.12728088686078431,0.11280575094528411,0.019544977914103926
Bottom Up L1,49,94,325,86.89839572192514,0.0074198246002197266,3.026028871536255,3.0334486961364746,0.12458384206275223,0.11134480520285711,0.01910238349806371,0.12458384206275223,0.11134480520285711,0.01910238349806371
Bottom Up L2,49,94,325,86.89839572192514,0.004681110382080078,4.224609136581421,4.229290246963501,0.11681506366077164,0.10334410472798672,0.015851897496684513,0.11681506366077164,0.10334410472798672,0.015851897496684513
Bottom Up Normal,49,94,325,86.89839572192514,0.008732318878173828,4.289306879043579,4.298039197921753,0.11596423371206321,0.10217785820690571,0.014969916171849366,0.11596423371206321,0.10217785820690571,0.014969916171849366
Bottom Up RBF,49,94,325,86.89839572192514,0.004917144775390625,3.699611186981201,3.704528331756592,0.13103594711713448,0.11766171798057828,0.021434141065587317,0.13103594711713448,0.11766171798057828,0.021434141065587317
Bottom Up Cosine,14,94,360,96.2566844919786,0.0036420822143554688,3.2295773029327393,3.2332193851470947,0.1787909666516513,0.16757679719581714,0.04133731506116901,0.1787909666516513,0.16757679719581714,0.04133731506116901
Bottom Up Linear,14,94,360,96.2566844919786,0.003693819046020508,3.2747058868408203,3.278399705886841,0.16962100956054993,0.15926817315493214,0.03871623053844108,0.16962100956054993,0.15926817315493214,0.03871623053844108
Bottom Up Clinear,329,94,45,12.032085561497325,0.004530906677246094,4.342965126037598,4.347496032714844,0.16899571204722744,0.1587032457572983,0.037069171465759464,0.16899571204722744,0.1587032457572983,0.037069171465759464
Bottom Up Rank,49,94,325,86.89839572192514,0.005625009536743164,3.353233814239502,3.358858823776245,0.12173839010340934,0.10766533989691851,0.017539267036234065,0.12173839010340934,0.10766533989691851,0.017539267036234065
Bottom Up Mahalanobis,49,94,325,86.89839572192514,0.003456592559814453,4.897773027420044,4.901229619979858,0.11841679358588036,0.10507457415322406,0.016656746082632946,0.11841679358588036,0.10507457415322406,0.016656746082632946
Bottom Up AR,49,94,325,86.89839572192514,0.0061969757080078125,3.0671069622039795,3.0733039379119873,0.12465834970051966,0.10969312939571894,0.018435968606555254,0.12465834970051966,0.10969312939571894,0.018435968606555254
Bottom Up Mean,70,94,304,81.28342245989305,0.05289578437805176,3.2101728916168213,3.263068675994873,0.12899074163381505,0.11328011749394319,0.019531679718655725,0.12899074163381505,0.11328011749394319,0.019531679718655725
Bottom Up Median,49,94,325,86.89839572192514,0.05289578437805176,3.982140064239502,4.035035848617554,0.11806379638644354,0.10446624494643923,0.016118970402809765,0.11806379638644354,0.10446624494643923,0.016118970402809765
