Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg V1_MAPE,Std V1_MAPE,Avg V1_MAE,Std V1_MAE,Avg V1_MSE,Std V1_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Full,292,74,N/A,N/A,N/A,N/A,3.531749057769775,0.2540402160177924,3.531749057769775,0.2540402160177924,1.8691100733803743,0.10771912931290653,0.3014421621751165,0.00239231783589653,0.13881466880008922,0.0019702234566345137,1.8691100733803743,0.10771912931290653,0.3014421621751165,0.00239231783589653,0.13881466880008922,0.0019702234566345137
Fixed Cut 5.0%,278,74,14,4.794520547945205,N/A,N/A,3.503005790710449,0.2888386656524643,3.503005790710449,0.2888386656524643,1.9265322773083982,0.01873428317771492,0.29845294747201395,0.0003931896501539032,0.1353052939065422,0.0022925084924038477,1.9265322773083982,0.01873428317771492,0.29845294747201395,0.0003931896501539032,0.1353052939065422,0.0022925084924038477
Fixed Cut 10.0%,263,74,29,9.931506849315069,N/A,N/A,3.460417938232422,0.29336622075089547,3.460417938232422,0.29336622075089547,1.8899712517558456,0.05862534153139916,0.2995407144671132,0.0017599020397762806,0.13590087091562825,0.0022918076846468187,1.8899712517558456,0.05862534153139916,0.2995407144671132,0.0017599020397762806,0.13590087091562825,0.0022918076846468187
Fixed Cut 15.0%,249,74,43,14.726027397260275,N/A,N/A,3.9460464477539063,0.22759031460262627,3.9460464477539063,0.22759031460262627,1.8583649050211404,0.06636887725142337,0.29782490122679706,0.0033368547888571907,0.13357696387145696,0.0035613899238537265,1.8583649050211404,0.06636887725142337,0.29782490122679706,0.0033368547888571907,0.13357696387145696,0.0035613899238537265
Fixed Cut 20.0%,234,74,58,19.863013698630137,N/A,N/A,3.83355975151062,0.2800118433321285,3.83355975151062,0.2800118433321285,1.8598056349701748,0.05629783891439115,0.2967927918209811,0.001656608297161432,0.1324351104837921,0.0016010614974852418,1.8598056349701748,0.05629783891439115,0.2967927918209811,0.001656608297161432,0.1324351104837921,0.0016010614974852418
Fixed Cut 25.0%,219,74,73,25.0,N/A,N/A,3.735564613342285,0.41909141571140546,3.735564613342285,0.41909141571140546,1.9250242877222126,0.06712213711398003,0.2925600651198223,0.004787392086544765,0.12881819570955508,0.0038814923353710563,1.9250242877222126,0.06712213711398003,0.2925600651198223,0.004787392086544765,0.12881819570955508,0.0038814923353710563
Fixed Cut 30.0%,205,74,87,29.794520547945208,N/A,N/A,3.4298966407775877,0.3328538004240132,3.4298966407775877,0.3328538004240132,1.9375270531573068,0.056595943843239856,0.29094653390684916,0.004567344138388972,0.1275616431188582,0.004340429206575705,1.9375270531573068,0.056595943843239856,0.29094653390684916,0.004567344138388972,0.1275616431188582,0.004340429206575705
Fixed Cut 35.0%,190,74,102,34.93150684931507,N/A,N/A,3.5415295600891112,0.10562306075735556,3.5415295600891112,0.10562306075735556,1.9142277941218282,0.05980332038206958,0.29276260361510237,0.0026367119772034335,0.12920156939783856,0.002012146927967277,1.9142277941218282,0.05980332038206958,0.29276260361510237,0.0026367119772034335,0.12920156939783856,0.002012146927967277
Fixed Cut 40.0%,176,74,116,39.726027397260275,N/A,N/A,3.8240091800689697,0.28916226897102787,3.8240091800689697,0.28916226897102787,2.0289422322515764,0.028267453701452727,0.29129379269353844,0.000857342294433447,0.12950883351744874,0.0020599421588198435,2.0289422322515764,0.028267453701452727,0.29129379269353844,0.000857342294433447,0.12950883351744874,0.0020599421588198435
Fixed Cut 45.0%,161,74,131,44.86301369863014,N/A,N/A,3.716820478439331,0.24745964283884916,3.716820478439331,0.24745964283884916,2.0583777712498943,0.03358227005974189,0.2874980408190374,0.0007484114164044296,0.1268284394442266,0.0015043579257626772,2.0583777712498943,0.03358227005974189,0.2874980408190374,0.0007484114164044296,0.1268284394442266,0.0015043579257626772
Fixed Cut 50.0%,147,74,145,49.65753424657534,N/A,N/A,3.105104446411133,0.1878473356983484,3.105104446411133,0.1878473356983484,2.090623730016123,0.052575646013976296,0.28627799554482525,0.0007138640405842181,0.1276469280612962,0.001445177784853335,2.090623730016123,0.052575646013976296,0.28627799554482525,0.0007138640405842181,0.1276469280612962,0.001445177784853335
Fixed Cut 55.0%,132,74,160,54.794520547945204,N/A,N/A,3.3358503341674806,0.2573102727482219,3.3358503341674806,0.2573102727482219,2.23446226561866,0.041322749831398935,0.281222106390712,0.0016744756242962676,0.12373182401979878,0.00277716810943458,2.23446226561866,0.041322749831398935,0.281222106390712,0.0016744756242962676,0.12373182401979878,0.00277716810943458
Fixed Cut 60.0%,117,74,175,59.93150684931506,N/A,N/A,3.0941828727722167,0.32472910850137976,3.0941828727722167,0.32472910850137976,2.1962886561679595,0.08496091538328307,0.2801312872252832,0.0008216148331227749,0.12244892531325112,0.0015331561039167538,2.1962886561679595,0.08496091538328307,0.2801312872252832,0.0008216148331227749,0.12244892531325112,0.0015331561039167538
Fixed Cut 65.0%,103,74,189,64.72602739726028,N/A,N/A,3.115960693359375,0.07538865725184948,3.115960693359375,0.07538865725184948,2.331751000107748,0.06709985703071507,0.28121588265220226,0.0013501648678074507,0.12287114836097518,0.000980824668772308,2.331751000107748,0.06709985703071507,0.28121588265220226,0.0013501648678074507,0.12287114836097518,0.000980824668772308
Fixed Cut 70.0%,88,74,204,69.86301369863014,N/A,N/A,3.1223897457122805,0.16652198815855523,3.1223897457122805,0.16652198815855523,2.196979585633325,0.05739439358598683,0.2794314833584005,0.0007750247162939174,0.12212977168699331,0.0006027172721566377,2.196979585633325,0.05739439358598683,0.2794314833584005,0.0007750247162939174,0.12212977168699331,0.0006027172721566377
Fixed Cut 75.0%,73,74,219,75.0,N/A,N/A,2.9792348384857177,0.22950417191216235,2.9792348384857177,0.22950417191216235,2.352279300253988,0.03545563619740306,0.28076608637054346,0.001866060195287977,0.1218028215583862,0.0018469324627044207,2.352279300253988,0.03545563619740306,0.28076608637054346,0.001866060195287977,0.1218028215583862,0.0018469324627044207
Fixed Cut 80.0%,59,74,233,79.7945205479452,N/A,N/A,3.6144254207611084,0.26901592313989053,3.6144254207611084,0.26901592313989053,2.5798847499975244,0.07123874052511932,0.28222479105515347,0.002212624039187501,0.12201222316740454,0.002040395131475848,2.5798847499975244,0.07123874052511932,0.28222479105515347,0.002212624039187501,0.12201222316740454,0.002040395131475848
Fixed Cut 85.0%,44,74,248,84.93150684931507,N/A,N/A,2.7466378211975098,0.15508220831930453,2.7466378211975098,0.15508220831930453,2.1199737822938047,0.14182098963378312,0.30102877241626386,0.0019556101193351663,0.13708686088084376,0.0016017654223911154,2.1199737822938047,0.14182098963378312,0.30102877241626386,0.0019556101193351663,0.13708686088084376,0.0016017654223911154
Fixed Cut 90.0%,30,74,262,89.72602739726028,N/A,N/A,3.178426647186279,0.6926736923313578,3.178426647186279,0.6926736923313578,2.248945907414714,0.44646227479662526,0.3052096383345908,0.006197596943170975,0.14138729023010868,0.004789358389062855,2.248945907414714,0.44646227479662526,0.3052096383345908,0.006197596943170975,0.14138729023010868,0.004789358389062855
Window L1,112,74,180,61.64383561643836,0.006086969375610351,0.0005222437642100154,3.098392295837402,0.16185359220810872,3.104479265213013,0.16218909775948706,2.255068822256808,0.07926973434981086,0.28067805196351975,0.0011532056494114229,0.12287253856262316,0.0018421572264737554,2.255068822256808,0.07926973434981086,0.28067805196351975,0.0011532056494114229,0.12287253856262316,0.0018421572264737554
Window L2,112,74,180,61.64383561643836,0.003194904327392578,0.0002600535063857533,3.0083250522613527,0.13883684308032515,3.011519956588745,0.13886792573148662,2.2316409177035483,0.023124477623538177,0.28041419769056297,0.0012020055020464865,0.1226315071276778,0.0015983312917177044,2.2316409177035483,0.023124477623538177,0.28041419769056297,0.0012020055020464865,0.1226315071276778,0.0015983312917177044
Window Normal,132,74,160,54.794520547945204,0.005747652053833008,0.000446197348346711,3.4820242881774903,0.4811853322147976,3.4877719402313234,0.4815948783840475,2.2444324530851887,0.02614929035032992,0.2824270108081645,0.002416534190402482,0.1254208518111164,0.002324917924536142,2.2444324530851887,0.02614929035032992,0.2824270108081645,0.002416534190402482,0.1254208518111164,0.002324917924536142
Window RBF,112,74,180,61.64383561643836,0.003677177429199219,0.0003710068273267166,2.9364675998687746,0.13629738574687003,2.9401447772979736,0.13619208485433013,2.242136287994632,0.06725638686733516,0.2797423505426636,0.0014817788351586898,0.12192353793178053,0.0016719840996297143,2.242136287994632,0.06725638686733516,0.2797423505426636,0.0014817788351586898,0.12192353793178053,0.0016719840996297143
Window Cosine,132,74,160,54.794520547945204,0.0023776531219482423,0.00015214950201160795,3.4389407634735107,0.18974382387328811,3.441318416595459,0.18977012400702478,2.2185166046952416,0.031100663292573136,0.28275834221872514,0.0016326893896243151,0.12562178812963232,0.0013695782839763752,2.2185166046952416,0.031100663292573136,0.28275834221872514,0.0016326893896243151,0.12562178812963232,0.0013695782839763752
Window Linear,207,74,85,29.10958904109589,0.003093576431274414,0.00011855477420748086,3.1252809524536134,0.5509302834267775,3.128374528884888,0.5509240511410382,1.892364257182307,0.03211625329905914,0.29129384857314267,0.0023179481000510697,0.1274792047938659,0.0020740574978383632,1.892364257182307,0.03211625329905914,0.29129384857314267,0.0023179481000510697,0.1274792047938659,0.0020740574978383632
Window Clinear,107,74,185,63.35616438356164,0.002949237823486328,0.000335978350108287,2.9720335483551024,0.14655914969437742,2.9749827861785887,0.14680837050674006,2.240885414520609,0.03308556847850253,0.2802899488105211,0.000665890117271768,0.12271023116295394,0.0007389869275484575,2.240885414520609,0.03308556847850253,0.2802899488105211,0.000665890117271768,0.12271023116295394,0.0007389869275484575
