Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,USD/Bitcoin_MAPE,USD/Bitcoin_MAE,USD/Bitcoin_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 70.0%,186,155,433,69.95153473344104,N/A,3.21014404296875,3.21014404296875,0.16538362023237319,0.05685398504091277,0.00497423177902171,0.16538362023237319,0.05685398504091277,0.00497423177902171
Fixed Cut 75.0%,155,155,464,74.95961227786752,N/A,3.304966926574707,3.304966926574707,0.1707074594201291,0.0477931974519932,0.0032333220282290977,0.1707074594201291,0.0477931974519932,0.0032333220282290977
Fixed Cut 80.0%,124,155,495,79.96768982229402,N/A,2.7129931449890137,2.7129931449890137,0.15621549757787948,0.0405475876491323,0.0024354609941265788,0.15621549757787948,0.0405475876491323,0.0024354609941265788
Fixed Cut 85.0%,93,155,526,84.97576736672052,N/A,2.310103178024292,2.310103178024292,0.17199433668873776,0.04459853240395688,0.0026061823477171522,0.17199433668873776,0.04459853240395688,0.0026061823477171522
Fixed Cut 90.0%,62,155,557,89.98384491114702,N/A,2.5231800079345703,2.5231800079345703,0.32629121780978926,0.08178447477618994,0.008466271765624728,0.32629121780978926,0.08178447477618994,0.008466271765624728
Window L1,54,155,565,91.2762520193861,0.017721176147460938,2.6778719425201416,2.6955931186676025,0.360505436736217,0.09162214076708032,0.010282323654508426,0.360505436736217,0.09162214076708032,0.010282323654508426
Window L2,54,155,565,91.2762520193861,0.0092620849609375,2.80399489402771,2.8132569789886475,0.39289451874930353,0.09981154912738116,0.012044378019600236,0.39289451874930353,0.09981154912738116,0.012044378019600236
Window Normal,539,155,80,12.924071082390952,0.0260622501373291,17.252373933792114,17.278436183929443,0.04903814748992013,0.01546769116544526,0.00043761703022466767,0.04903814748992013,0.01546769116544526,0.00043761703022466767
Window RBF,529,155,90,14.539579967689823,0.015639066696166992,23.53709077835083,23.552729845046997,0.046824122566032966,0.014785854159044069,0.00042241370814246156,0.046824122566032966,0.014785854159044069,0.00042241370814246156
Window Cosine,0,155,619,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,59,155,560,90.46849757673667,0.012776851654052734,3.8192460536956787,3.8320229053497314,0.3803417265763704,0.09571590053579832,0.01132366705255408,0.3803417265763704,0.09571590053579832,0.01132366705255408
Window Clinear,79,155,540,87.23747980613894,0.010570049285888672,2.9818642139434814,2.99243426322937,0.22194294525996602,0.055559618171502866,0.004011702099085665,0.22194294525996602,0.055559618171502866,0.004011702099085665
Window Rank,529,155,90,14.539579967689823,0.013650894165039062,14.899805784225464,14.913456678390503,0.059046465503790724,0.018854743375793747,0.0007184384464293133,0.059046465503790724,0.018854743375793747,0.0007184384464293133
Window Mahalanobis,54,155,565,91.2762520193861,0.011866092681884766,3.105314016342163,3.117180109024048,0.351861467652521,0.08911682645722556,0.009737407968944968,0.351861467652521,0.08911682645722556,0.009737407968944968
Window AR,54,155,565,91.2762520193861,0.016423940658569336,2.838578224182129,2.8550021648406982,0.3501732496767935,0.0892593053314623,0.009779388283624069,0.3501732496767935,0.0892593053314623,0.009779388283624069
Window Mean,196,155,423,68.33602584814217,0.1339724063873291,3.3271431922912598,3.461115598678589,0.08583906459316847,0.027496329576713874,0.0014295296137756379,0.08583906459316847,0.027496329576713874,0.0014295296137756379
Window Median,57,155,562,90.79159935379644,0.1339724063873291,2.623570203781128,2.757542610168457,0.2601783997913282,0.06674139607934113,0.005547369104590892,0.2601783997913282,0.06674139607934113,0.005547369104590892
Binary Segmentation L1,49,155,570,92.08400646203555,0.02846693992614746,2.748431921005249,2.7768988609313965,0.3975602469245572,0.1014114332411311,0.012374963080048741,0.3975602469245572,0.1014114332411311,0.012374963080048741
Binary Segmentation L2,44,155,575,92.89176090468497,0.014810800552368164,2.804245948791504,2.819056749343872,0.3817458295802162,0.09776767093924826,0.011344171994283126,0.3817458295802162,0.09776767093924826,0.011344171994283126
Binary Segmentation Normal,129,155,490,79.15993537964458,0.024380922317504883,2.870910882949829,2.895291805267334,0.13662094973011096,0.03688812739357017,0.0018780320676191013,0.13662094973011096,0.03688812739357017,0.0018780320676191013
Binary Segmentation RBF,154,155,465,75.12116316639742,0.04662489891052246,2.9011287689208984,2.947753667831421,0.09599661059030047,0.03107826865761032,0.0017712159749441114,0.09599661059030047,0.03107826865761032,0.0017712159749441114
Binary Segmentation Cosine,9,155,610,98.54604200323102,0.046469926834106445,3.042792797088623,3.0892627239227295,0.21499892125078499,0.0899462718705209,0.010593279631888802,0.21499892125078499,0.0899462718705209,0.010593279631888802
Binary Segmentation Linear,29,155,590,95.31502423263328,0.013646841049194336,2.3820507526397705,2.395697593688965,0.3072688453340959,0.07876928275801408,0.007667930571341207,0.3072688453340959,0.07876928275801408,0.007667930571341207
Binary Segmentation Clinear,119,155,500,80.77544426494345,0.010128974914550781,3.031075954437256,3.0412049293518066,0.1774563108440666,0.045880846948287986,0.0027890093947506365,0.1774563108440666,0.045880846948287986,0.0027890093947506365
Binary Segmentation Rank,214,155,405,65.4281098546042,0.013429880142211914,2.8868160247802734,2.9002459049224854,0.1518805797306604,0.05140452472945037,0.00414278577332334,0.1518805797306604,0.05140452472945037,0.00414278577332334
Binary Segmentation Mahalanobis,44,155,575,92.89176090468497,0.04557967185974121,2.885986804962158,2.9315664768218994,0.3133860140478297,0.08048090741952263,0.007855285666218828,0.3133860140478297,0.08048090741952263,0.007855285666218828
Binary Segmentation AR,19,155,600,96.93053311793214,0.02492070198059082,2.4872119426727295,2.5121326446533203,0.25876852285601104,0.10820276295687124,0.014807404513740786,0.25876852285601104,0.10820276295687124,0.014807404513740786
Binary Segmentation Mean,81,155,538,86.91437802907916,0.2684595584869385,2.498255729675293,2.7667152881622314,0.23534763555968732,0.058702385902853975,0.004475886023329849,0.23534763555968732,0.058702385902853975,0.004475886023329849
Binary Segmentation Median,47,155,572,92.40710823909531,0.2684595584869385,2.3163881301879883,2.5848476886749268,0.3875569389488574,0.09870527972783437,0.011704931530729929,0.3875569389488574,0.09870527972783437,0.011704931530729929
Bottom Up L1,39,155,580,93.69951534733441,0.016368865966796875,2.6598260402679443,2.676194906234741,0.35894030765730994,0.09200939139541586,0.010119311115663922,0.35894030765730994,0.09200939139541586,0.010119311115663922
Bottom Up L2,39,155,580,93.69951534733441,0.010390043258666992,3.012775182723999,3.023165225982666,0.3769975215755016,0.09578306852671478,0.011159075778020664,0.3769975215755016,0.09578306852671478,0.011159075778020664
Bottom Up Normal,99,155,520,84.00646203554119,0.015077829360961914,2.725393772125244,2.740471601486206,0.34903930037033126,0.08724849481033516,0.009648414422205095,0.34903930037033126,0.08724849481033516,0.009648414422205095
Bottom Up RBF,214,155,405,65.4281098546042,0.016144752502441406,3.4878041744232178,3.503948926925659,0.09670044735333368,0.03071213303319265,0.0016706563367009282,0.09670044735333368,0.03071213303319265,0.0016706563367009282
Bottom Up Cosine,9,155,610,98.54604200323102,0.018202781677246094,3.764737129211426,3.782939910888672,0.16662244225085493,0.07198583776767191,0.0067851561995505945,0.16662244225085493,0.07198583776767191,0.0067851561995505945
Bottom Up Linear,29,155,590,95.31502423263328,0.010527849197387695,2.7417919635772705,2.752319812774658,0.3426779432735917,0.08670842058240279,0.009260520728047587,0.3426779432735917,0.08670842058240279,0.009260520728047587
Bottom Up Clinear,79,155,540,87.23747980613894,0.013004779815673828,3.3518288135528564,3.3648335933685303,0.2501699351783322,0.061698234287163145,0.005066370647361509,0.2501699351783322,0.061698234287163145,0.005066370647361509
Bottom Up Rank,214,155,405,65.4281098546042,0.011217117309570312,3.281045913696289,3.2922630310058594,0.16047779801843368,0.05294867945327118,0.00420022987844904,0.16047779801843368,0.05294867945327118,0.00420022987844904
Bottom Up Mahalanobis,39,155,580,93.69951534733441,0.017000913619995117,3.3367931842803955,3.3537940979003906,0.26892423370640334,0.06910508653133687,0.005874156731714087,0.26892423370640334,0.06910508653133687,0.005874156731714087
Bottom Up AR,19,155,600,96.93053311793214,0.014152050018310547,3.15290904045105,3.1670610904693604,0.25649980896073277,0.10682452757486849,0.014448219975717918,0.25649980896073277,0.10682452757486849,0.014448219975717918
Bottom Up Mean,78,155,541,87.39903069466882,0.14208698272705078,2.437775135040283,2.579862117767334,0.25690839716492053,0.06447206622732236,0.005323920043924874,0.25690839716492053,0.06447206622732236,0.005323920043924874
Bottom Up Median,39,155,580,93.69951534733441,0.14208698272705078,2.7187790870666504,2.860866069793701,0.5212802488682586,0.13355510493461614,0.020743104245536072,0.5212802488682586,0.13355510493461614,0.020743104245536072
