Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg V1_MAPE,Std V1_MAPE,Avg V1_MAE,Std V1_MAE,Avg V1_MSE,Std V1_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Fixed Cut 50.0%,201,100,199,49.75,N/A,N/A,4.881126165390015,1.595236577472891,4.881126165390015,1.595236577472891,0.07251810229638002,0.013935738038337472,0.0559488378516005,0.010540147198949155,0.00467902073021436,0.0015137553403732674,0.07251810229638002,0.013935738038337472,0.0559488378516005,0.010540147198949155,0.00467902073021436,0.0015137553403732674
Fixed Cut 55.0%,181,100,219,54.75,N/A,N/A,3.6548368453979494,0.5130385129183221,3.6548368453979494,0.5130385129183221,0.0753307981253337,0.008145368129881349,0.05821678725180451,0.005495167239111345,0.004924303592818968,0.0009728946738427184,0.0753307981253337,0.008145368129881349,0.05821678725180451,0.005495167239111345,0.004924303592818968,0.0009728946738427184
Fixed Cut 60.0%,160,100,240,60.0,N/A,N/A,3.621642065048218,0.4603138447053764,3.621642065048218,0.4603138447053764,0.07651607144070548,0.002869688749412694,0.05959782958535814,0.002214502262442925,0.005158493313124196,0.0004238706114692826,0.07651607144070548,0.002869688749412694,0.05959782958535814,0.002214502262442925,0.005158493313124196,0.0004238706114692826
Fixed Cut 65.0%,140,100,260,65.0,N/A,N/A,3.3230244636535646,0.2743547701764529,3.3230244636535646,0.2743547701764529,0.08617680882229968,0.016160280730394213,0.0656964205636807,0.0108743307691564,0.006480266557455102,0.00226772066555096,0.08617680882229968,0.016160280730394213,0.0656964205636807,0.0108743307691564,0.006480266557455102,0.00226772066555096
Fixed Cut 70.0%,120,100,280,70.0,N/A,N/A,3.100148105621338,0.20631350200171442,3.100148105621338,0.20631350200171442,0.08719893205398581,0.009203072038070857,0.06635753917144606,0.006435214444779451,0.006482051718591519,0.001312155589429053,0.08719893205398581,0.009203072038070857,0.06635753917144606,0.006435214444779451,0.006482051718591519,0.001312155589429053
Fixed Cut 75.0%,100,100,300,75.0,N/A,N/A,3.678842067718506,0.43991419803466375,3.678842067718506,0.43991419803466375,0.07652575237133276,0.0025629791745392983,0.05921439077193688,0.00216005396398179,0.005052961101369103,0.0004482494718774676,0.07652575237133276,0.0025629791745392983,0.05921439077193688,0.00216005396398179,0.005052961101369103,0.0004482494718774676
Fixed Cut 80.0%,80,100,320,80.0,N/A,N/A,3.3960944175720216,0.47477945427191126,3.3960944175720216,0.47477945427191126,0.0753606975782181,0.004295066584036908,0.05852768823709821,0.0030349071159243473,0.004949809616558545,0.0005119259545347295,0.0753606975782181,0.004295066584036908,0.05852768823709821,0.0030349071159243473,0.004949809616558545,0.0005119259545347295
Fixed Cut 85.0%,60,100,340,85.0,N/A,N/A,3.148930549621582,0.20358085017619026,3.148930549621582,0.20358085017619026,0.07263641948849939,0.00262882618574312,0.05649507400061456,0.0018119893082983198,0.004631672551683323,0.0003231140728187715,0.07263641948849939,0.00262882618574312,0.05649507400061456,0.0018119893082983198,0.004631672551683323,0.0003231140728187715
Fixed Cut 90.0%,40,100,360,90.0,N/A,N/A,3.046293354034424,0.2681611811265825,3.046293354034424,0.2681611811265825,0.08660056245746633,0.004919220005736093,0.06571048132726678,0.0033165626383782195,0.006326013315856545,0.0007083427366548955,0.08660056245746633,0.004919220005736093,0.06571048132726678,0.0033165626383782195,0.006326013315856545,0.0007083427366548955
Window L1,60,100,340,85.0,0.009236383438110351,0.0008812836709829464,3.1079853057861326,0.33001420381768093,3.1172216892242433,0.3298256235851867,0.07372664453013976,0.0008154145595665769,0.05732135957961791,0.0007410540785754008,0.004707701036712401,0.00011695401827768567,0.07372664453013976,0.0008154145595665769,0.05732135957961791,0.0007410540785754008,0.004707701036712401,0.00011695401827768567
Window L2,60,100,340,85.0,0.004732942581176758,0.00021122463891006007,2.9883729934692385,0.17816318183242827,2.993105936050415,0.17798830744251268,0.07415901431402276,0.0035944887121353635,0.05753542200891802,0.002478617825033561,0.00480107201032799,0.0004390320025231497,0.07415901431402276,0.0035944887121353635,0.05753542200891802,0.002478617825033561,0.00480107201032799,0.0004390320025231497
Window Normal,60,100,340,85.0,0.009630727767944335,0.0020642330930639176,2.978496217727661,0.13746162736274986,2.9881269454956056,0.13854307298874619,0.07496253001229615,0.004697066074831551,0.058026566055702035,0.003281523667675806,0.004847631889793231,0.000548892786307522,0.07496253001229615,0.004697066074831551,0.058026566055702035,0.003281523667675806,0.004847631889793231,0.000548892786307522
Window RBF,60,100,340,85.0,0.006293725967407226,0.0008154350646990147,2.947947120666504,0.208509933379755,2.954240846633911,0.20791196030060619,0.07580136405485564,0.0032854138372324045,0.058725944969336634,0.0022480145271657932,0.004995833217085031,0.00043252848138723997,0.07580136405485564,0.0032854138372324045,0.058725944969336634,0.0022480145271657932,0.004995833217085031,0.00043252848138723997
Window Cosine,0,100,400,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,230,100,170,42.5,0.00448298454284668,0.0002252206440521822,3.75425386428833,0.4849828306542947,3.7587368488311768,0.4850141514563118,0.08016409410095823,0.007075113007721336,0.06132720950055501,0.004816913917813793,0.005464669495162717,0.0009712994326140575,0.08016409410095823,0.007075113007721336,0.06132720950055501,0.004816913917813793,0.005464669495162717,0.0009712994326140575
Window Clinear,105,100,295,73.75,0.004266071319580078,0.0005806438018503149,3.1575318813323974,0.36433908937404247,3.1617979526519777,0.36433131842967137,0.09060355736902674,0.016832948502965697,0.06841291827913488,0.011554365738947732,0.007102882614581966,0.002459121386192992,0.09060355736902674,0.016832948502965697,0.06841291827913488,0.011554365738947732,0.007102882614581966,0.002459121386192992
Window Rank,60,100,340,85.0,0.0052983760833740234,0.0006473436090256281,2.86265606880188,0.13628897109272953,2.867954444885254,0.13660960061037442,0.07751080695078555,0.0022975714629737327,0.059722294938401255,0.0013989885094999027,0.005155815556734691,0.0002876516426061819,0.07751080695078555,0.0022975714629737327,0.059722294938401255,0.0013989885094999027,0.005155815556734691,0.0002876516426061819
Window Mahalanobis,60,100,340,85.0,0.003637552261352539,0.0005806360091786464,3.057099723815918,0.28726454244442756,3.0607372760772704,0.2873187407373883,0.07958652177743177,0.0058253857334743695,0.061393999359919224,0.004248683972935884,0.005459135755784971,0.0007960064343737282,0.07958652177743177,0.0058253857334743695,0.061393999359919224,0.004248683972935884,0.005459135755784971,0.0007960064343737282
Window AR,60,100,340,85.0,0.007666587829589844,0.001121129113251507,2.970164394378662,0.16320843071673893,2.977830982208252,0.1642226541005516,0.07176771719412633,0.003252308378856793,0.05604307095884813,0.0023683391120816522,0.004526621613148889,0.0003919752781848701,0.07176771719412633,0.003252308378856793,0.05604307095884813,0.0023683391120816522,0.004526621613148889,0.0003919752781848701
Window Mean,76,100,324,81.0,0.05524535179138183,0.003968310554603835,2.950158882141113,0.17591207506015155,3.005404233932495,0.17898558286349708,0.07574241033387767,0.0050049309446974525,0.05927768836321018,0.0033498277421469503,0.0051438297900100825,0.0005657928443534313,0.07574241033387767,0.0050049309446974525,0.05927768836321018,0.0033498277421469503,0.0051438297900100825,0.0005657928443534313
Window Median,60,100,340,85.0,0.05524535179138183,0.003968310554603835,3.161214303970337,0.2872889113369402,3.2164596557617187,0.29036263514022354,0.07339932842416647,0.0036354626918954753,0.057112618817154785,0.002533026992489089,0.004695636587773755,0.00043276053499019486,0.07339932842416647,0.0036354626918954753,0.057112618817154785,0.002533026992489089,0.004695636587773755,0.00043276053499019486
Binary Segmentation L1,240,100,160,40.0,0.015925073623657228,0.0020244258829158366,4.0989405632019045,0.6121231468920477,4.114865636825561,0.6126675592809655,0.07996807675928887,0.007255109939398598,0.061276096777439094,0.005213864808454378,0.005448737001801162,0.00093357359862795,0.07996807675928887,0.007255109939398598,0.061276096777439094,0.005213864808454378,0.005448737001801162,0.00093357359862795
Binary Segmentation L2,240,100,160,40.0,0.007675743103027344,0.0006620581854899067,3.70170111656189,0.4279590339915254,3.709376859664917,0.42768346823061437,0.08112427815235443,0.006195885190793963,0.06199468034567698,0.0042601950925036025,0.005602338026513579,0.0008292069598850536,0.08112427815235443,0.006195885190793963,0.06199468034567698,0.0042601950925036025,0.005602338026513579,0.0008292069598850536
Binary Segmentation Normal,240,100,160,40.0,0.013071346282958984,0.0005373859679693226,3.661872148513794,0.5213466584952787,3.6749434947967528,0.521124966661378,0.0779776199550275,0.003184463278031336,0.06005882737305913,0.002339597120618591,0.005202570208808463,0.0004550014454134614,0.0779776199550275,0.003184463278031336,0.06005882737305913,0.002339597120618591,0.005202570208808463,0.0004550014454134614
Binary Segmentation RBF,240,100,160,40.0,0.011740303039550782,0.0005837807221586769,5.08331184387207,2.6038503400822344,5.0950521469116214,2.6039324100862857,0.0728125917148654,0.01610282916346557,0.05589394268620919,0.01207399985031042,0.004706154036550621,0.0015943669099524023,0.0728125917148654,0.01610282916346557,0.05589394268620919,0.01207399985031042,0.004706154036550621,0.0015943669099524023
Binary Segmentation Cosine,10,100,390,97.5,0.013735246658325196,0.0011372847298681502,3.364796543121338,0.35501784568957795,3.378531789779663,0.3552340222368674,0.18961527529351702,0.00834311172102046,0.15029229228517874,0.006028193664167367,0.027633352342341214,0.002213315820348442,0.18961527529351702,0.00834311172102046,0.15029229228517874,0.006028193664167367,0.027633352342341214,0.002213315820348442
Binary Segmentation Linear,375,100,25,6.25,0.007652425765991211,0.0015698447938482815,8.447138452529908,3.428326819909578,8.4547908782959,3.429290930159102,0.05318120862114733,0.014778828440546949,0.041855734244757484,0.011603945909079582,0.0028019569032027695,0.0013240878345058967,0.05318120862114733,0.014778828440546949,0.041855734244757484,0.011603945909079582,0.0028019569032027695,0.0013240878345058967
Binary Segmentation Clinear,45,100,355,88.75,0.005338144302368164,0.00026629975324991194,3.5952985763549803,0.9839719754543003,3.6006367206573486,0.9839488631532004,0.08085777103210756,0.0023470502884886685,0.061570728513259176,0.0015098082612536728,0.005512223436982851,0.0003091542967077143,0.08085777103210756,0.0023470502884886685,0.061570728513259176,0.0015098082612536728,0.005512223436982851,0.0003091542967077143
Binary Segmentation Rank,240,100,160,40.0,0.008656454086303712,0.004237783920923394,4.041411590576172,0.8276093891763593,4.050068044662476,0.8278654831993335,0.07702051063968576,0.0016926950498757484,0.05918582423273038,0.0012213213563416685,0.005052230084353571,0.00021020870373762005,0.07702051063968576,0.0016926950498757484,0.05918582423273038,0.0012213213563416685,0.005052230084353571,0.00021020870373762005
Binary Segmentation Mahalanobis,240,100,160,40.0,0.011930418014526368,0.00230146696388081,4.834544849395752,2.234963251472872,4.846475267410279,2.236056849027791,0.0749242354655469,0.014220740540144808,0.05727800274874103,0.010257983018330828,0.004965950484294379,0.0018000308297790322,0.0749242354655469,0.014220740540144808,0.05727800274874103,0.010257983018330828,0.004965950484294379,0.0018000308297790322
Binary Segmentation AR,245,100,155,38.75,0.012393569946289063,0.0010305578836689773,4.377467966079712,1.1981408289394733,4.389861536026001,1.197664748616407,0.07451606034200696,0.00963343293756919,0.057210806365426074,0.006863402752792716,0.004791829352509281,0.001136816393543733,0.07451606034200696,0.00963343293756919,0.057210806365426074,0.006863402752792716,0.004791829352509281,0.001136816393543733
Binary Segmentation Mean,212,100,188,47.0,0.10811872482299804,0.007872497829926281,3.625449800491333,0.7624105956915219,3.733568525314331,0.7613355149306562,0.07773335151303767,0.004658866183945001,0.059434687242090736,0.0034978117404560038,0.005137122269985069,0.0005598747939329141,0.07773335151303767,0.004658866183945001,0.059434687242090736,0.0034978117404560038,0.005137122269985069,0.0005598747939329141
Binary Segmentation Median,240,100,160,40.0,0.10811872482299804,0.007872497829926281,4.739008855819702,2.0390335429601687,4.8471275806427006,2.0356940132630545,0.06758999674144642,0.012820480132896949,0.052281935348698155,0.00979921372101442,0.004044853259326265,0.0011940659301966023,0.06758999674144642,0.012820480132896949,0.052281935348698155,0.00979921372101442,0.004044853259326265,0.0011940659301966023
Bottom Up L1,225,100,175,43.75,0.006702804565429687,0.0005227237388550136,3.301291751861572,0.40261685529563773,3.307994556427002,0.40306273953773825,0.08083112576969341,0.006053777548835297,0.061961690120505244,0.003846516933157997,0.005592309228959711,0.0007357046699711562,0.08083112576969341,0.006053777548835297,0.061961690120505244,0.003846516933157997,0.005592309228959711,0.0007357046699711562
Bottom Up L2,240,100,160,40.0,0.0044308662414550785,0.0005858486800190409,4.619968318939209,1.505918935125477,4.624399185180664,1.5062909007856762,0.07043874794719834,0.0070199668903024705,0.05432323234685558,0.00535787880151458,0.004288153290933608,0.0007668019766029876,0.07043874794719834,0.0070199668903024705,0.05432323234685558,0.00535787880151458,0.004288153290933608,0.0007668019766029876
Bottom Up Normal,225,100,175,43.75,0.007087516784667969,0.0018242097062336129,3.668698024749756,0.39595998574564323,3.675785541534424,0.39570244901012225,0.07821772079648104,0.00465171261458676,0.06008261393350782,0.003037750366282708,0.005208029558974907,0.0005741530909723132,0.07821772079648104,0.00465171261458676,0.06008261393350782,0.003037750366282708,0.005208029558974907,0.0005741530909723132
Bottom Up RBF,225,100,175,43.75,0.005547332763671875,0.0013335117874374452,3.9166704177856446,0.8016747308534502,3.9222177505493163,0.8018081555269555,0.08121311056231784,0.003902170618507418,0.062187165153863244,0.0023506866907248096,0.005617090877992389,0.0004481680393795094,0.08121311056231784,0.003902170618507418,0.062187165153863244,0.0023506866907248096,0.005617090877992389,0.0004481680393795094
Bottom Up Cosine,15,100,385,96.25,0.004171943664550782,0.0005452355228471072,2.9378262996673583,0.255214249238083,2.941998243331909,0.25496383156116903,0.13765534236897417,0.012339740333403211,0.10810633150179415,0.010384460514596761,0.015949917287064942,0.002259294475853564,0.13765534236897417,0.012339740333403211,0.10810633150179415,0.010384460514596761,0.015949917287064942,0.002259294475853564
Bottom Up Linear,190,100,210,52.5,0.004218006134033203,0.00020792079533829148,3.7721224308013914,0.42229368259685046,3.776340436935425,0.4224380428435305,0.07754220983810041,0.00469750252336825,0.05967792078606042,0.0033701937029206592,0.00511477749386166,0.0005941230267195429,0.07754220983810041,0.00469750252336825,0.05967792078606042,0.0033701937029206592,0.00511477749386166,0.0005941230267195429
Bottom Up Clinear,115,100,285,71.25,0.003362703323364258,0.00023140506153336197,2.857063913345337,0.07505878199309185,2.8604266166687013,0.07520974252179373,0.09861390909991889,0.017266500784990736,0.07435310463815682,0.012069891257716143,0.008303430651661859,0.0026196475886948907,0.09861390909991889,0.017266500784990736,0.07435310463815682,0.012069891257716143,0.008303430651661859,0.0026196475886948907
Bottom Up Rank,240,100,160,40.0,0.005061149597167969,0.0008113155668638833,4.3183403491973875,0.7631983904937261,4.3234014987945555,0.7629952633370427,0.07254350337515675,0.008707137794288115,0.05585907463149839,0.0062315514190959855,0.004545017444664923,0.0009858735573595623,0.07254350337515675,0.008707137794288115,0.05585907463149839,0.0062315514190959855,0.004545017444664923,0.0009858735573595623
Bottom Up Mahalanobis,240,100,160,40.0,0.003130531311035156,0.0002794033625143407,5.713342571258545,2.8678156569498348,5.71647310256958,2.867971318439469,0.06683728266924255,0.0124807256303708,0.05156181817568041,0.009690180941388932,0.003976088449163107,0.0012800688441670573,0.06683728266924255,0.0124807256303708,0.05156181817568041,0.009690180941388932,0.003976088449163107,0.0012800688441670573
Bottom Up AR,225,100,175,43.75,0.006031656265258789,0.0006990656273430732,4.650577259063721,2.2332085499627548,4.656608915328979,2.2338314669299555,0.07864488770605087,0.023567083732156074,0.05986140094707819,0.017103174219818218,0.005662478727123538,0.0028830919800049916,0.07864488770605087,0.023567083732156074,0.05986140094707819,0.017103174219818218,0.005662478727123538,0.0028830919800049916
Bottom Up Mean,194,100,206,51.5,0.04974451065063477,0.0037539125571326203,3.807646369934082,0.6264647911774691,3.857390880584717,0.6279964466120257,0.07696122390191795,0.0037001217996904447,0.059342409740270385,0.0027059388637898497,0.005040081644361545,0.0004671906217443661,0.07696122390191795,0.0037001217996904447,0.059342409740270385,0.0027059388637898497,0.005040081644361545,0.0004671906217443661
Bottom Up Median,225,100,175,43.75,0.04974451065063477,0.0037539125571326203,3.3044736862182615,0.24948739684308208,3.3542181968688967,0.2501816345710864,0.07991756997587275,0.005611190808506435,0.061334688920600344,0.003565982899756254,0.005489375870323638,0.0006860573964446955,0.07991756997587275,0.005611190808506435,0.061334688920600344,0.003565982899756254,0.005489375870323638,0.0006860573964446955
