Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Number of Passengers_MAPE,Number of Passengers_MAE,Number of Passengers_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 65.0%,131,94,243,64.97326203208557,N/A,7.018418073654175,7.018418073654175,0.09988779414304784,0.08463556546920395,0.009958059906275865,0.09988779414304784,0.08463556546920395,0.009958059906275865
Fixed Cut 70.0%,113,94,261,69.78609625668449,N/A,4.446665048599243,4.446665048599243,0.10677666753441592,0.09137013800962433,0.011823325712482933,0.10677666753441592,0.09137013800962433,0.011823325712482933
Fixed Cut 75.0%,94,94,280,74.8663101604278,N/A,3.6213841438293457,3.6213841438293457,0.11571514858976152,0.10021061734838042,0.014398332552710348,0.11571514858976152,0.10021061734838042,0.014398332552710348
Fixed Cut 80.0%,75,94,299,79.94652406417111,N/A,3.5845868587493896,3.5845868587493896,0.11400739434594383,0.09831466165413087,0.014156941569450432,0.11400739434594383,0.09831466165413087,0.014156941569450432
Fixed Cut 85.0%,57,94,317,84.75935828877004,N/A,3.31227707862854,3.31227707862854,0.11370745930409858,0.0986047390711487,0.014037349872310404,0.11370745930409858,0.0986047390711487,0.014037349872310404
Fixed Cut 90.0%,38,94,336,89.83957219251337,N/A,2.7430639266967773,2.7430639266967773,0.12338543514336651,0.11051729259032453,0.016457332711571408,0.12338543514336651,0.11051729259032453,0.016457332711571408
Window L1,269,94,105,28.07486631016043,0.00916290283203125,4.0504069328308105,4.059569835662842,0.10571241805925996,0.089044434867009,0.011362038385389189,0.10571241805925996,0.089044434867009,0.011362038385389189
Window L2,264,94,110,29.411764705882355,0.004789113998413086,3.873002052307129,3.877791166305542,0.11004182099859766,0.09465913327010415,0.012749093505183912,0.11004182099859766,0.09465913327010415,0.012749093505183912
Window Normal,264,94,110,29.411764705882355,0.008150100708007812,3.77089786529541,3.779047966003418,0.10522662630966191,0.08849769995847755,0.011115620629893267,0.10522662630966191,0.08849769995847755,0.011115620629893267
Window RBF,264,94,110,29.411764705882355,0.005120992660522461,6.028496980667114,6.033617973327637,0.108979376024957,0.09302346808906475,0.01259610548690724,0.108979376024957,0.09302346808906475,0.01259610548690724
Window Cosine,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,0,94,374,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Clinear,254,94,120,32.0855614973262,0.004639863967895508,4.295023679733276,4.299663543701172,0.10539962003209247,0.08973228137415817,0.011188933173945153,0.10539962003209247,0.08973228137415817,0.011188933173945153
Window Rank,264,94,110,29.411764705882355,0.004981279373168945,5.303105115890503,5.308086395263672,0.10357717289106806,0.08742638336505443,0.010564995707860623,0.10357717289106806,0.08742638336505443,0.010564995707860623
Window Mahalanobis,264,94,110,29.411764705882355,0.003353118896484375,7.338395118713379,7.341748237609863,0.09896488144910702,0.08422657140274185,0.009309711634690397,0.09896488144910702,0.08422657140274185,0.009309711634690397
Window AR,264,94,110,29.411764705882355,0.007966995239257812,5.107442140579224,5.1154091358184814,0.10154786394023792,0.08629034454699248,0.009860425103229223,0.10154786394023792,0.08629034454699248,0.009860425103229223
Window Mean,211,94,163,43.58288770053476,0.04816436767578125,3.5048539638519287,3.55301833152771,0.10636939637203903,0.08962753820040546,0.011548591544231403,0.10636939637203903,0.08962753820040546,0.011548591544231403
Window Median,264,94,110,29.411764705882355,0.04816436767578125,4.4077489376068115,4.455913305282593,0.10657297408001154,0.09093828865600943,0.01173759957029791,0.10657297408001154,0.09093828865600943,0.01173759957029791
Binary Segmentation L1,289,94,85,22.727272727272727,0.015399932861328125,3.9865589141845703,4.001958847045898,0.10829065761809643,0.09363575988551882,0.012183751602125792,0.10829065761809643,0.09363575988551882,0.012183751602125792
Binary Segmentation L2,284,94,90,24.06417112299465,0.008050203323364258,3.670620918273926,3.67867112159729,0.10549065045902846,0.08727151645420508,0.011438530151515535,0.10549065045902846,0.08727151645420508,0.011438530151515535
Binary Segmentation Normal,289,94,85,22.727272727272727,0.013861894607543945,5.4770753383636475,5.490937232971191,0.10177846396821254,0.08614742663389395,0.010065123183337129,0.10177846396821254,0.08614742663389395,0.010065123183337129
Binary Segmentation RBF,289,94,85,22.727272727272727,0.012434244155883789,4.317436933517456,4.32987117767334,0.10828530915452621,0.09242859030288521,0.012051830917454143,0.10828530915452621,0.09242859030288521,0.012051830917454143
Binary Segmentation Cosine,9,94,365,97.59358288770053,0.01216888427734375,3.2851510047912598,3.2973198890686035,0.19445765188476394,0.18057477478454437,0.041922341762297116,0.19445765188476394,0.18057477478454437,0.041922341762297116
Binary Segmentation Linear,9,94,365,97.59358288770053,0.007659912109375,3.125051975250244,3.132711887359619,0.18273511264714695,0.16943561597951617,0.03712665260261209,0.18273511264714695,0.16943561597951617,0.03712665260261209
Binary Segmentation Clinear,259,94,115,30.74866310160428,0.006058931350708008,4.318031072616577,4.324090003967285,0.10894758601209316,0.09343532179713465,0.012331644490631686,0.10894758601209316,0.09343532179713465,0.012331644490631686
Binary Segmentation Rank,264,94,110,29.411764705882355,0.008512020111083984,4.812314987182617,4.820827007293701,0.10994009762357866,0.09307967173779158,0.012907092608546097,0.10994009762357866,0.09307967173779158,0.012907092608546097
Binary Segmentation Mahalanobis,284,94,90,24.06417112299465,0.009741067886352539,4.957732200622559,4.967473268508911,0.10555090656839955,0.09009271408421698,0.01126467541259501,0.10555090656839955,0.09009271408421698,0.01126467541259501
Binary Segmentation AR,144,94,230,61.49732620320856,0.013191938400268555,6.094232082366943,6.107424020767212,0.10306945479719185,0.08760317339213017,0.010803799904037016,0.10306945479719185,0.08760317339213017,0.010803799904037016
Binary Segmentation Mean,212,94,162,43.31550802139038,0.10707902908325195,5.354540824890137,5.461619853973389,0.10053820602186253,0.08479821041387132,0.009659967445048977,0.10053820602186253,0.08479821041387132,0.009659967445048977
Binary Segmentation Median,274,94,100,26.737967914438503,0.10707902908325195,4.955883979797363,5.062963008880615,0.1091369537144934,0.09284110116982128,0.012527265355387882,0.1091369537144934,0.09284110116982128,0.012527265355387882
Bottom Up L1,264,94,110,29.411764705882355,0.008019208908081055,5.92293381690979,5.930953025817871,0.10748409583137318,0.09106464331702618,0.012184904056539663,0.10748409583137318,0.09106464331702618,0.012184904056539663
Bottom Up L2,264,94,110,29.411764705882355,0.004714012145996094,4.961261034011841,4.965975046157837,0.10416945173175401,0.08772413322969844,0.010794625621567463,0.10416945173175401,0.08772413322969844,0.010794625621567463
Bottom Up Normal,264,94,110,29.411764705882355,0.010017871856689453,5.457564115524292,5.4675819873809814,0.10141816333010395,0.08477114378333205,0.009942997578336424,0.10141816333010395,0.08477114378333205,0.009942997578336424
Bottom Up RBF,264,94,110,29.411764705882355,0.005664825439453125,4.587918996810913,4.593583822250366,0.10703166160029805,0.08976218684345896,0.012125773186310586,0.10703166160029805,0.08976218684345896,0.012125773186310586
Bottom Up Cosine,14,94,360,96.2566844919786,0.004409074783325195,3.1544132232666016,3.1588222980499268,0.17291678898790974,0.16009616353737324,0.03312606492319636,0.17291678898790974,0.16009616353737324,0.03312606492319636
Bottom Up Linear,14,94,360,96.2566844919786,0.004050016403198242,3.3797240257263184,3.3837740421295166,0.18650592255258405,0.1731205249635875,0.03888408648008437,0.18650592255258405,0.1731205249635875,0.03888408648008437
Bottom Up Clinear,239,94,135,36.096256684491976,0.0039119720458984375,4.9036033153533936,4.907515287399292,0.1095000047340019,0.09310371162425543,0.012395042322440247,0.1095000047340019,0.09310371162425543,0.012395042322440247
Bottom Up Rank,264,94,110,29.411764705882355,0.005469083786010742,3.784539222717285,3.790008306503296,0.11115167167412422,0.09420786160299158,0.013211225910026023,0.11115167167412422,0.09420786160299158,0.013211225910026023
Bottom Up Mahalanobis,264,94,110,29.411764705882355,0.003431081771850586,5.0437538623809814,5.047184944152832,0.10303591253702389,0.08677223472063998,0.010262130823549048,0.10303591253702389,0.08677223472063998,0.010262130823549048
Bottom Up AR,84,94,290,77.54010695187165,0.006581783294677734,4.273916244506836,4.280498027801514,0.10983798063773073,0.09502171096667696,0.01276274830349189,0.10983798063773073,0.09502171096667696,0.01276274830349189
Bottom Up Mean,194,94,180,48.1283422459893,0.056268930435180664,4.6520349979400635,4.708303928375244,0.1057231803117432,0.08965153557848073,0.011244559494998892,0.1057231803117432,0.08965153557848073,0.011244559494998892
Bottom Up Median,264,94,110,29.411764705882355,0.056268930435180664,6.738779067993164,6.795047998428345,0.10463413528628153,0.08869105879635063,0.011049874198473952,0.10463413528628153,0.08869105879635063,0.011049874198473952
