Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Number of Passengers_MAPE,Number of Passengers_MAE,Number of Passengers_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,374,94,N/A,N/A,N/A,4.720524787902832,4.720524787902832,0.122911690889989,0.10765671880963627,0.016241033933299353,0.122911690889989,0.10765671880963627,0.016241033933299353
Fixed Cut 5.0%,356,94,18,4.81283422459893,N/A,10.908699989318848,10.908699989318848,0.09687999219461839,0.08190527193751856,0.00856261502300375,0.09687999219461839,0.08190527193751856,0.00856261502300375
Fixed Cut 10.0%,337,94,37,9.893048128342247,N/A,6.730862855911255,6.730862855911255,0.10190982221474183,0.08572440630392526,0.009879852441481674,0.10190982221474183,0.08572440630392526,0.009879852441481674
Fixed Cut 15.0%,318,94,56,14.973262032085561,N/A,4.232046127319336,4.232046127319336,0.10781934816192042,0.09101777866608728,0.01229098532221681,0.10781934816192042,0.09101777866608728,0.01229098532221681
Fixed Cut 20.0%,300,94,74,19.786096256684495,N/A,4.061187028884888,4.061187028884888,0.10929833418453895,0.09308232459278158,0.012653712608300038,0.10929833418453895,0.09308232459278158,0.012653712608300038
Fixed Cut 25.0%,281,94,93,24.86631016042781,N/A,4.155876874923706,4.155876874923706,0.10954633524365026,0.09424911428891596,0.012595509498948715,0.10954633524365026,0.09424911428891596,0.012595509498948715
Fixed Cut 30.0%,262,94,112,29.946524064171122,N/A,3.52667498588562,3.52667498588562,0.11632043815778755,0.1014136235394591,0.014529586526756295,0.11632043815778755,0.1014136235394591,0.014529586526756295
Fixed Cut 35.0%,244,94,130,34.75935828877005,N/A,4.77728796005249,4.77728796005249,0.1037439478942325,0.08716947964585477,0.010813779665421677,0.1037439478942325,0.08716947964585477,0.010813779665421677
Fixed Cut 40.0%,225,94,149,39.839572192513366,N/A,3.340808153152466,3.340808153152466,0.11192215364610715,0.09651923582259826,0.013359300208595883,0.11192215364610715,0.09651923582259826,0.013359300208595883
Fixed Cut 45.0%,206,94,168,44.919786096256686,N/A,4.594516038894653,4.594516038894653,0.10538537067971442,0.08917509167391095,0.011347563583626073,0.10538537067971442,0.08917509167391095,0.011347563583626073
Fixed Cut 50.0%,188,94,186,49.73262032085562,N/A,2.902412176132202,2.902412176132202,0.10996193425166643,0.09406658157284449,0.012764882896878597,0.10996193425166643,0.09406658157284449,0.012764882896878597
Fixed Cut 55.0%,169,94,205,54.81283422459893,N/A,5.859783887863159,5.859783887863159,0.10196677104277338,0.08650643620715161,0.010372249002792657,0.10196677104277338,0.08650643620715161,0.010372249002792657
Fixed Cut 60.0%,150,94,224,59.893048128342244,N/A,3.266465902328491,3.266465902328491,0.10804002679105221,0.09252623304856308,0.012017163255634863,0.10804002679105221,0.09252623304856308,0.012017163255634863
