Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,x_MAPE,x_MAE,x_MSE,y_MAPE,y_MAE,y_MSE,sin(theta)_MAPE,sin(theta)_MAE,sin(theta)_MSE,cos(theta)_MAPE,cos(theta)_MAE,cos(theta)_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,487,122,N/A,N/A,N/A,426.4386341571808,5.353176116943359,431.79181027412415,0.1529968304933988,0.1220777337498139,0.017221747389296202,0.05960538470081776,0.046226766693752024,0.003393848763272648,18.70171286704954,0.46884837208305574,0.29169282967466054,10.536608218854655,0.43385324909124173,0.2766202157377125,7.362730825274603,0.26775153040446587,0.14723216039123546
Fixed Cut 5.0%,463,122,24,4.9281314168377826,N/A,420.7738289833069,7.155429124832153,427.92925810813904,0.07298428191669777,0.06305178184146791,0.0058008548933930065,0.08209469040722142,0.0636048637240518,0.005855210890292687,15.428405956561841,0.4347094858919197,0.2622093829486586,4.372784811899011,0.42474988444875444,0.2518161143711454,4.989067435196194,0.24652900397654856,0.13142039077587242
Fixed Cut 10.0%,439,122,48,9.856262833675565,N/A,427.5646421909332,5.439203977584839,433.00384616851807,0.14269901735630167,0.11525946136875381,0.016370683149411657,0.04145782908295091,0.031754499013412096,0.001524101147366249,4.407635706662642,0.4182666953832231,0.23413217916703882,12.809811607565926,0.3938769297321675,0.2191034276008096,4.350401040166956,0.2397893963743891,0.11778259776615657
Fixed Cut 15.0%,414,122,73,14.989733059548255,N/A,402.01019620895386,8.367523193359375,410.37771940231323,0.08286646960832349,0.0712729168076978,0.0066619343153723485,0.08025799272967601,0.06734769877163083,0.005872440284563907,6.907569074406958,0.4589263912528071,0.2698669366163545,22.31688730117266,0.3914543741023571,0.22167945931768024,7.346895209479403,0.24725034523362316,0.12602019263349273
Fixed Cut 20.0%,390,122,97,19.917864476386036,N/A,405.8675768375397,13.017622232437134,418.8851990699768,0.06524569219374225,0.05760794189922383,0.004041886941972678,0.04346822227027951,0.03553040882820273,0.001805162743645216,6.964042141366617,0.4365831535466115,0.2427953901111573,4.544390555637573,0.4448829706606429,0.25674923612966893,2.904286652867053,0.24365111873367024,0.12634791898161102
Fixed Cut 25.0%,366,122,121,24.84599589322382,N/A,367.2764699459076,8.115831136703491,375.3923010826111,0.07059059099279913,0.06189482654788721,0.005004290885353934,0.04658875336306067,0.03854207727292238,0.0022667952307384464,2.329778796983223,0.4431443928812293,0.29037020729362323,22.635391720157887,0.3512225883142227,0.20944685934103932,6.270587465374242,0.22370097125406538,0.12677203818768873
Fixed Cut 30.0%,341,122,146,29.97946611909651,N/A,360.10358786582947,11.039950847625732,371.1435387134552,0.045531335185399084,0.0414541651418609,0.0025345293614711904,0.04143449829899627,0.0337653871723709,0.0015490258265720815,4.729995168455191,0.5275881566263835,0.3463749367926818,6.42154595238897,0.4278009121991063,0.2576320341227383,2.809626738582139,0.2576521552849304,0.15202263152586584
Fixed Cut 35.0%,317,122,170,34.90759753593429,N/A,346.79310297966003,8.863436937332153,355.6565399169922,0.03901315320705044,0.03563562103813369,0.0019799567227459175,0.04248715869534985,0.03584422595148688,0.001796793143016984,9.015931348583289,0.4654737912671304,0.27163597728905964,4.703673891561107,0.38984365220303463,0.21110866188966898,3.4502763880117,0.2316993226149464,0.1216303472611229
Fixed Cut 40.0%,293,122,194,39.83572895277207,N/A,349.22259187698364,4.888024091720581,354.1106159687042,0.04756837816278318,0.04333184890182381,0.0024639813080500122,0.04953851324424358,0.04425883148829009,0.003238868396427278,19.567933742547385,0.46459405864356895,0.27388689845829656,4.707655220868682,0.4202690393602808,0.24947429368098303,6.093173963705773,0.2431134445984909,0.13226601046093922
Fixed Cut 45.0%,268,122,219,44.969199178644764,N/A,355.035856962204,5.077630043029785,360.11348700523376,0.04010073846159391,0.0363076393091511,0.002090433543918989,0.05818800129687927,0.05150290579011216,0.0038583888003197037,6.1031502898366305,0.4770485645567944,0.29608366775153266,8.646029405907004,0.41183043823031873,0.25772902828502203,3.711867108875526,0.24417238697159416,0.13994037959519834
Fixed Cut 50.0%,244,122,243,49.89733059548255,N/A,344.12599182128906,4.406558990478516,348.5325508117676,0.052267738199728304,0.04673865497097526,0.0031133302276497156,0.05284766027909451,0.04669768806624377,0.0032315592053763624,4.5010214624542515,0.47060853688700444,0.2865425336576734,45.169656582265446,0.42620357207966764,0.25231859222170616,12.443948360799629,0.24756211300097278,0.1363015038281014
Fixed Cut 55.0%,220,122,267,54.82546201232032,N/A,325.56996393203735,5.658381223678589,331.22834515571594,0.05942409832147216,0.05245004945962757,0.003845596464725678,0.04097501905590612,0.035266475776273266,0.001667361432993719,2.4131255056327996,0.4996629387206545,0.339665635327181,4.814845780490041,0.4107064121907022,0.25413418841515306,1.8320926008750547,0.2495214690368144,0.14982819541001335
Fixed Cut 60.0%,195,122,292,59.95893223819302,N/A,321.4716112613678,3.5155720710754395,324.98718333244324,0.05358895023596737,0.047205774381262125,0.0038094517670636753,0.0407432715708106,0.03626407376128913,0.001860331136169551,6.0100845051735154,0.4344763201196405,0.24558690496850302,8.643878338491229,0.4407756294966589,0.29562614874491805,3.687073766367879,0.23968044943971273,0.1367207091541635
Fixed Cut 65.0%,171,122,316,64.8870636550308,N/A,315.9454300403595,2.803662061691284,318.7490921020508,0.05249120756283661,0.046590701885609154,0.0034570375276266056,0.05533595270836244,0.05045217548034687,0.0037923473893185142,18.845000177658132,0.472241992049372,0.2866038577776637,45.13807145423909,0.5337550063518756,0.37834345975782685,16.022724698042104,0.275759968941801,0.16804917561310895
Fixed Cut 70.0%,147,122,340,69.81519507186859,N/A,307.1231219768524,4.038226842880249,311.16134881973267,0.061133140540124434,0.0595976199029214,0.00556642822791145,0.05352654058563192,0.05133058227806456,0.003915894222334517,1.3284510027132908,0.49531574975556913,0.37717075368512376,1.6532415777935343,0.39085587252815557,0.26017735174685064,0.7740880654081455,0.24927495611617764,0.16170760697055508
Fixed Cut 75.0%,122,122,365,74.94866529774127,N/A,291.48955273628235,2.924818992614746,294.4143717288971,0.04559222368766536,0.04110795747446757,0.0024202502813374027,0.0459962987647283,0.042041294804160176,0.002726588690261715,4.121645414205282,0.4571103998345528,0.2896890070729905,15.609987477484736,0.48656586098952054,0.33877675654244704,4.955805353535604,0.2567063782756754,0.15840315064675908
Fixed Cut 80.0%,98,122,389,79.87679671457906,N/A,276.676372051239,3.4302430152893066,280.1066150665283,0.04295231160656537,0.03892834589807664,0.002042038710343552,0.03629169165685801,0.03286514784315259,0.001605904812760199,21.16988734843748,0.45930581843683677,0.27257272501231783,3.6305313536757113,0.42221982152715937,0.24157648705438647,6.2199156763441525,0.23832978342630645,0.12944928889745203
Fixed Cut 85.0%,74,122,413,84.80492813141683,N/A,281.05920696258545,3.5019662380218506,284.5611732006073,0.09422626624657597,0.07819147655594652,0.008093187929008766,0.04704022144483241,0.04001737379976889,0.0031503206110808416,1.6154954617480837,0.5961545862368611,0.4811601529477077,10.74106800641107,0.6720530882974661,0.5213155008260906,3.12445748896264,0.34660413122251077,0.253429790578472
Fixed Cut 90.0%,49,122,438,89.93839835728953,N/A,264.56208300590515,3.1131458282470703,267.6752288341522,0.6908959634318738,0.2868424036919645,0.1317554445087956,0.27842467305750457,0.1675873301644211,0.04830017337780597,1.0956228096553349,0.5781643928446286,0.5594132486567709,9.191788984954485,0.4897662194056851,0.33237296119118837,2.8141831077748,0.3805900865266748,0.26796045693364023
Window L1,312,122,175,35.93429158110883,0.018283843994140625,347.0348379611969,5.510772943496704,352.56389474868774,0.06010629368172033,0.053215665449338735,0.003807014598826994,0.03676900744184553,0.03205215121083456,0.001541451386439396,4.176532580088647,0.44964609195622174,0.2765488224259403,2.1417418693080332,0.39581670982448436,0.2522469578147856,1.6037874376300616,0.2326826546102198,0.13353606155649805
Window L2,247,122,240,49.28131416837782,0.008387088775634766,336.9927628040314,4.211456060409546,341.21260595321655,0.047623201735432184,0.042458918271102764,0.0032985585582500127,0.05332366570247544,0.04632960471257463,0.002956631719033725,3.6514277935475588,0.5671534098077706,0.3973502398451817,1.9416917673954788,0.48028677707000933,0.34061956082700956,1.423516607095236,0.2840571774653644,0.18605624773736876
Window Normal,92,122,395,81.1088295687885,0.020406007766723633,271.9331159591675,3.2198421955108643,275.17336416244507,0.06464071494896871,0.05644402868350964,0.004359796975303637,0.06951476545337007,0.05804779601657792,0.005195409376111365,10.500725372294747,0.46608657616958277,0.278182468893297,9.207418552442833,0.48055293341506544,0.3154142378081721,4.96057485128498,0.265282833571184,0.15078797826322102
Window RBF,317,122,170,34.90759753593429,0.015583038330078125,341.6821491718292,7.157489061355591,348.8552212715149,0.0516273856803436,0.046367684606568496,0.0029666646504353474,0.05116428758416089,0.04551399880506387,0.0033113959921855915,6.917190163886589,0.4927872959720585,0.3054839756958091,4.505444846285325,0.3360297510973224,0.18225637516590643,2.8813566708591036,0.2301746826202533,0.12350460287608413
Window Cosine,317,122,170,34.90759753593429,0.006173849105834961,340.3157422542572,7.056834936141968,347.378751039505,0.07671918184129757,0.06700729442388804,0.005676725233532296,0.038012216474677576,0.032085961769188084,0.0014536098808606757,20.774450283628944,0.4571303295005187,0.26806381278935854,3.5107291562147553,0.3723162335994373,0.19818897936842778,6.099977709539918,0.23213495482325802,0.11834578181804484
