Approach,# Train,# Test,Cut,% Cut,Cut Seconds,HPO Seconds,Train Seconds,Total Seconds,Close_MAPE,Close_MAE,Close_MSE,Volume_MAPE,Volume_MAE,Volume_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,497,125,N/A,N/A,N/A,380.9241900444031,3.6129961013793945,384.53718614578247,0.13608682761203142,0.04112294105449353,0.0025065534229130972,0.5032552543489828,0.033066603056026204,0.0014335849294802097,0.31967104098050725,0.03709477205525985,0.0019700691761966537
Fixed Cut 5.0%,473,125,24,4.82897384305835,N/A,358.86839294433594,3.2491707801818848,362.1175637245178,0.17790787662067162,0.04632900626060361,0.003065898433858063,0.5798829604451095,0.016928754793315216,0.0010790749690112206,0.37889541853289044,0.03162888052695941,0.0020724867014346423
Fixed Cut 10.0%,448,125,49,9.859154929577464,N/A,346.8460650444031,3.2828099727630615,350.12887501716614,0.09378769975902347,0.027036796515087887,0.0011559991758472376,0.4669533091561649,0.025264902833761826,0.001114899336152002,0.28037050445759415,0.02615084967442486,0.0011354492559996197
Fixed Cut 15.0%,423,125,74,14.88933601609658,N/A,343.80786776542664,3.7299718856811523,347.5378396511078,0.14942598024181328,0.040785466364571095,0.0022153548432517394,0.4905707151671368,0.017404824468873852,0.0010820770267950118,0.3199983477044751,0.02909514541672248,0.0016487159350233756
Fixed Cut 20.0%,398,125,99,19.919517102615693,N/A,333.9695518016815,3.8829689025878906,337.8525207042694,0.11950378111710537,0.03329629802568713,0.0015777835040246928,0.7042186580458769,0.01881694593001512,0.001228899323984595,0.411861219581491,0.02605662197785112,0.0014033414140046442
Fixed Cut 25.0%,373,125,124,24.949698189134807,N/A,332.3378219604492,4.0336761474609375,336.37149810791016,0.13010993500780724,0.03612129577132551,0.0017910432068659753,0.4622661255017461,0.02178079272811783,0.001101905263926937,0.2961880302547767,0.02895104424972167,0.0014464742353964566
Fixed Cut 30.0%,348,125,149,29.979879275653925,N/A,324.62124609947205,3.9398651123046875,328.56111121177673,0.08212006213631774,0.0246044845782784,0.000982670678060947,0.6226252910663846,0.01804715714828886,0.0012208538915877167,0.3523726766013512,0.021325820863283627,0.0011017622848243321
Fixed Cut 35.0%,324,125,173,34.80885311871227,N/A,314.76861119270325,3.8322649002075195,318.60087609291077,0.09431737846259411,0.029078183024568702,0.001315977074375194,0.5418346989149141,0.041318749975355056,0.002079061369487155,0.318076038688754,0.035198466499961875,0.0016975192219311742
Fixed Cut 40.0%,299,125,198,39.839034205231385,N/A,309.1214060783386,3.6459720134735107,312.76737809181213,0.196874272646669,0.0508467539477195,0.003460731314950807,0.4441662431693699,0.01773132173382783,0.0009762221918000792,0.3205202579080195,0.03428903784077367,0.0022184767533754437
Fixed Cut 45.0%,274,125,223,44.8692152917505,N/A,302.78908491134644,4.100939989089966,306.8900249004364,0.1952386896015022,0.05117749824270858,0.0033385319354137482,0.5460935085664697,0.01761459516763018,0.0011444293173586292,0.37066609908398584,0.03439604670516939,0.0022414806263861887
