Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,x_MAPE,x_MAE,x_MSE,y_MAPE,y_MAE,y_MSE,sin(theta)_MAPE,sin(theta)_MAE,sin(theta)_MSE,cos(theta)_MAPE,cos(theta)_MAE,cos(theta)_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,244,122,243,49.89733059548255,N/A,4.308444976806641,4.308444976806641,0.030570894419180615,0.027902952063302417,0.001144858420610568,0.07646575138106454,0.06242066495238575,0.005544160161770112,0.7862072348572539,0.43974899829206415,0.24760782314252472,0.7125880147950728,0.4960663398018535,0.3266530088866177,0.40145797386314297,0.2565347387774015,0.1452374626528808
Fixed Cut 55.0%,220,122,267,54.82546201232032,N/A,3.5995450019836426,3.5995450019836426,0.037370030374782315,0.03535987405257766,0.002063387097730013,0.06484199492094382,0.05394800650284284,0.0038474698553729782,0.9983270549103554,0.47299342897325386,0.29527337732629455,0.7211143484546145,0.48263626111163976,0.29165519795916994,0.45541335716517417,0.2612343926600786,0.14820985805964185
Fixed Cut 60.0%,195,122,292,59.95893223819302,N/A,3.3184897899627686,3.3184897899627686,0.07575735128894534,0.07197229346065115,0.008608421315089454,0.05422019762445281,0.04655522429767042,0.0032488200222693725,0.954626880642998,0.46204221562897013,0.29105462830851975,0.7254167571156588,0.5031374625577574,0.34210724069933973,0.45250529666801387,0.2709267989862624,0.16125477758630455
Fixed Cut 65.0%,171,122,316,64.8870636550308,N/A,3.2352499961853027,3.2352499961853027,0.04697906244465877,0.044159255026068434,0.003197895687377235,0.03946469540380927,0.03500800852643477,0.0015906425134519214,0.912606769397243,0.48847535522860186,0.30578706175585796,0.7666546351353511,0.5317756280108459,0.3662154907658114,0.44142629059526545,0.27485456169798783,0.16919777268062464
Fixed Cut 70.0%,147,122,340,69.81519507186859,N/A,2.8904800415039062,2.8904800415039062,0.047406334492165164,0.0443048410691117,0.0028623092150972147,0.058418426761146544,0.0505229879424077,0.0034953677372031025,0.821760133182111,0.4705726634190259,0.280884510360626,0.7515287201905437,0.5285991964427135,0.3609332999686107,0.41977840365649155,0.2734999222183149,0.16204387182038424
Fixed Cut 75.0%,122,122,365,74.94866529774127,N/A,3.294757127761841,3.294757127761841,0.0364321596734161,0.03393789627181253,0.0016882063820398896,0.050225717180352736,0.04287323670052805,0.002605215374298372,1.046411083115157,0.4655980812382477,0.30273641067737767,0.7216458691741062,0.4948643888587814,0.343905263689028,0.4636787072857581,0.2593184007673426,0.162733774030686
Fixed Cut 80.0%,98,122,389,79.87679671457906,N/A,2.5113847255706787,2.5113847255706787,0.20255429833982194,0.18737039536072844,0.0638208743701754,0.1939800959389707,0.17203657216489543,0.04629946838547581,0.9845136031209074,0.5313760630036971,0.36580756925080726,0.7121241278578297,0.4781308772524617,0.3220983274980063,0.5232930313143825,0.3422284769454457,0.19950655987611618
Fixed Cut 85.0%,74,122,413,84.80492813141683,N/A,2.8399150371551514,2.8399150371551514,0.09057485267285666,0.08247696892567492,0.010773264286105285,0.06524880382700997,0.057261309742555756,0.005540461832334086,1.035929731573729,0.5404097287118773,0.38560302345106,0.9348081164931324,0.6043241787482689,0.440477331404419,0.531640376141682,0.32111804653209436,0.21059852024347955
Fixed Cut 90.0%,49,122,438,89.93839835728953,N/A,3.1961426734924316,3.1961426734924316,0.05760438396144052,0.057171858895058394,0.006574032340593051,0.08836872642170389,0.07892592185773481,0.009908181175597466,1.9938109169863092,0.6489391668284373,0.745998047687675,0.8768248866336931,0.5431450278027746,0.4765970317687031,0.7541522285007867,0.33204549384600124,0.3097693232431421
Window L1,312,122,175,35.93429158110883,0.016099214553833008,3.640458106994629,3.656557321548462,0.04881930926129487,0.04636212964575885,0.0031885707147118057,0.05691192356750998,0.04717749761132843,0.0031012222923023853,0.7712411419238787,0.4438304889310706,0.2501504801524331,0.7147815803096306,0.49595943079900373,0.34432742228229674,0.3979384887655786,0.2583323867467905,0.15019192386043595
Window L2,247,122,240,49.28131416837782,0.00726008415222168,2.9832441806793213,2.990504264831543,0.042914247507658605,0.040894575829770845,0.0028184238139503,0.0476104182396923,0.03929789042832793,0.002270093766265426,0.9081195197435196,0.4794273073674949,0.29917509132146164,0.7120057711906757,0.49640289609913635,0.3205924960369757,0.4276624891703865,0.26400566743118264,0.1562140262346633
Window Normal,92,122,395,81.1088295687885,0.015351057052612305,2.498525857925415,2.5138769149780273,0.11693631501703536,0.10816987271396517,0.017295632905852208,0.21522615079994223,0.1918763517579844,0.0646263308184164,1.0840546943878073,0.5675873201044392,0.42376999936941445,0.8039169610370672,0.5589046735061035,0.42136779317015166,0.5550335303104632,0.3566345545206232,0.23176493906595863
Window RBF,317,122,170,34.90759753593429,0.007257223129272461,4.553252935409546,4.560510158538818,0.05758098131042746,0.054583647608444405,0.0043461692250372766,0.05930393781882219,0.047569821718498384,0.0034864395768773987,0.8637445600681082,0.46762262581295433,0.28244803618965125,0.6592032303488746,0.4601725721832388,0.2880905679042685,0.40995817738655804,0.2574871668307841,0.14459280322395862
Window Cosine,317,122,170,34.90759753593429,0.004539966583251953,3.2273311614990234,3.2318711280822754,0.0580016674956764,0.05547509683867192,0.005193108098424958,0.05091794396653986,0.04173850503981947,0.0023375479820399296,0.8354614556259689,0.4525490887686107,0.26354016732367397,0.6705082674207807,0.47067525893969936,0.29971700901680526,0.40372233362724136,0.2551094873967005,0.14269695810523603
Window Linear,172,122,315,64.68172484599589,0.007822990417480469,2.918144941329956,2.9259679317474365,0.0476928142392815,0.044858804561815624,0.0030492019061884416,0.05402964370240238,0.04816298898262447,0.0033768886693001827,0.8664006801134624,0.461901978988254,0.27284578194770526,0.7152822214419625,0.4960038094676603,0.32003772182025186,0.42085133987427736,0.2627318955000887,0.14982739858586136
Window Clinear,342,122,145,29.774127310061605,0.006807804107666016,4.8870298862457275,4.8938376903533936,0.05291720167560022,0.05031642376827607,0.0037283248895785713,0.0713387787532916,0.054386705777080914,0.004191934452265293,0.7809055247420035,0.4279266394032533,0.23991453396766002,0.6562775675626135,0.4471046417897514,0.30569177318939694,0.3903597681833773,0.24493360268459047,0.13838164162472522
Window Rank,312,122,175,35.93429158110883,0.0071468353271484375,3.2147622108459473,3.2219090461730957,0.05167016854996539,0.049452051780968675,0.004124936633708061,0.04398828185681004,0.03634696923039044,0.0018146061763808009,0.8694042928584249,0.4441242080425464,0.25762091889936517,0.7069467622395061,0.49947070819101835,0.32992713011188146,0.41800237637617665,0.2573484843112311,0.14837189795533387
Window Mahalanobis,312,122,175,35.93429158110883,0.004525661468505859,3.8078551292419434,3.812380790710449,0.05104592020861888,0.048314028738528594,0.003584223134226457,0.041769649725588893,0.033967096190391795,0.0017163001260978336,0.8466795893339027,0.4425614623083059,0.25729923184857273,0.6983309363651554,0.4912640597705359,0.3319118233266658,0.40945652390831644,0.25402666175194066,0.14862789460889075
Window AR,162,122,325,66.73511293634496,0.00959014892578125,2.523458957672119,2.5330491065979004,0.07593249800475538,0.07052892864366798,0.007794692629572223,0.06186766619534817,0.05585770552725828,0.004262584722110302,0.8832078910513883,0.49791511058472787,0.31684987527461717,0.8735964315420947,0.6029448184562436,0.4499682393095108,0.4736511216983967,0.3068116408029745,0.19471884798395264
Window Mean,259,122,228,46.81724845995893,0.08640098571777344,3.321887969970703,3.4082889556884766,0.039539742032614074,0.037738837034235154,0.002212107857395514,0.07786132452171993,0.06376273448469322,0.005770604630038358,0.920264623077159,0.4734681782607556,0.2956566289006893,0.7059498720946831,0.500349504615968,0.3506888638057033,0.435903890431544,0.2688298135989131,0.16358205129845665
Window Median,312,122,175,35.93429158110883,0.08640098571777344,2.9750258922576904,3.061426877975464,0.02773236704664086,0.02585775588402103,0.0010883622219688826,0.05056045490684435,0.0415730041591229,0.002498471524738767,0.8499839048750566,0.4696143837009192,0.28069419374400456,0.7432865933781578,0.5100009675971716,0.334122920594896,0.417890830051675,0.2617615278353088,0.154600987021402
Binary Segmentation L1,312,122,175,35.93429158110883,0.024836063385009766,3.1545069217681885,3.1793429851531982,0.06008580371118233,0.05692948385817194,0.0048921329065068795,0.049725240257990216,0.04139053808371742,0.0024540722933367467,0.8543740844641503,0.4717238335971744,0.2906973403959966,0.6938718540742015,0.484434876202909,0.3143287297263239,0.414514245626881,0.2636196829354932,0.15309306883054102
Binary Segmentation L2,257,122,230,47.227926078028744,0.00974583625793457,3.442584991455078,3.4523308277130127,0.054681653872969894,0.05145903433722833,0.003910939270191407,0.06637467791148349,0.055235323794131264,0.004177396781939985,0.7924369410644706,0.41300242825071315,0.22074722986049686,0.6710568286206211,0.46587257745152644,0.31306674723538164,0.3961375253673862,0.24639234095839985,0.1354755782870025
Binary Segmentation Normal,97,122,390,80.08213552361396,0.02587604522705078,3.000041961669922,3.0259180068969727,0.040368953496288267,0.03713637511752706,0.00209723711494982,0.042632584557998496,0.03763520424806756,0.0020071764144465494,0.9386985359752287,0.46762639009551377,0.2861241719677221,0.7255194915051477,0.4923904937428162,0.31701988193723435,0.4368048913836659,0.25869711580098126,0.15181211685858817
Binary Segmentation RBF,257,122,230,47.227926078028744,0.017345905303955078,3.8449509143829346,3.8622968196868896,0.04632649529585722,0.0435297190816687,0.00293549402305533,0.049546875539821816,0.04205613439696013,0.0023780611896344903,0.9177727929815308,0.46936347175341747,0.2855048469884697,0.6828243263076641,0.47892988853595736,0.3092074132209957,0.4241176225312185,0.25846980344200104,0.15000645385553874
Binary Segmentation Cosine,312,122,175,35.93429158110883,0.015958786010742188,3.280151128768921,3.296109914779663,0.05777804694941332,0.05478189721239565,0.00486893377712624,0.04548790530959032,0.03799732786858175,0.001912408752769722,0.825843001323731,0.4522272919917685,0.261476449252404,0.7146039229529964,0.4881704992755785,0.32034133806869197,0.41092821913393296,0.2582942540870812,0.147149782462748
Binary Segmentation Linear,312,122,175,35.93429158110883,0.012662649154663086,4.682229280471802,4.694891929626465,0.05045576328339721,0.0473019884008578,0.002925816267823255,0.055709950195539426,0.045475105208113396,0.0028977336544184352,0.87403630549786,0.44877178648071436,0.2634684695222341,0.6717625136163882,0.47269184137050113,0.3063102311984503,0.4129911331482963,0.25356018036504674,0.14390056266073153
Binary Segmentation Clinear,407,122,80,16.427104722792606,0.008311986923217773,3.5382821559906006,3.5465941429138184,0.10470540635821751,0.09861878747419345,0.0125950463588565,0.0969687473759957,0.07414479324404076,0.0069616729935005894,0.9483590732042643,0.44773989370103634,0.28039565774129843,0.6627204455719975,0.45137408662487516,0.2980275638602177,0.45318841812761884,0.26796939026103656,0.1494949852384683
Binary Segmentation Rank,312,122,175,35.93429158110883,0.011447906494140625,4.118253946304321,4.129701852798462,0.06928569808718282,0.06578417884038971,0.006330658111091822,0.03655627935782457,0.030281133528596894,0.0013418027175637686,0.8575364327803847,0.4297722877734562,0.2435270462043452,0.6880741786913004,0.46808014374622053,0.3249480781305008,0.41286314722917306,0.24847943597216587,0.14403689629087538
Binary Segmentation Mahalanobis,312,122,175,35.93429158110883,0.02196192741394043,4.184585094451904,4.206547021865845,0.040913031046322205,0.03847154900037072,0.0023783239298565393,0.07474705550989277,0.06276062743018172,0.004990976751068973,0.8157794776537881,0.43028135504469195,0.24165304658376197,0.6987795060244293,0.4646764119708341,0.3222958162367387,0.4075547675586081,0.2490474858615197,0.14282954087535654
Binary Segmentation AR,312,122,175,35.93429158110883,0.021544933319091797,4.878744125366211,4.900289058685303,0.05135560740847139,0.04826131366624898,0.003026448754747278,0.052863919349799685,0.04361542849661231,0.0026169035878809673,0.8536355876432329,0.45862114008249716,0.2757332727117126,0.6785104293599685,0.4613751065915323,0.3012823641662787,0.40909138594036815,0.25296824720922273,0.14566474730515488
Binary Segmentation Mean,289,122,198,40.6570841889117,0.1696920394897461,5.372382402420044,5.54207444190979,0.046859908894543036,0.04440497338921724,0.003124864551503883,0.039856570236260304,0.03261682276972218,0.0016218096360228645,0.8644502568577912,0.4631417047004568,0.2823466324309677,0.6849576560404669,0.45090639870472415,0.299172497073608,0.40903109800726545,0.24776747489103015,0.14656645092302556
Binary Segmentation Median,312,122,175,35.93429158110883,0.1696920394897461,5.00817084312439,5.177862882614136,0.0579927707080048,0.05482451508864201,0.00398030213441157,0.05058051906668486,0.041431236428325934,0.002249482986524905,0.915133870991967,0.4668914961939955,0.28638241917720125,0.6853687463432252,0.47382849763188223,0.31509534932464833,0.42726897677747044,0.25924393633571147,0.15192688840569651
Bottom Up L1,242,122,245,50.308008213552355,0.007791996002197266,3.5855400562286377,3.593332052230835,0.05339614970581141,0.04967642848310134,0.0035026785169427997,0.043176482511604795,0.03557005657020078,0.001775097938455332,0.8243100530650325,0.45081767291014135,0.2612219593720713,0.6999029873847684,0.4948420149476007,0.3333731384541259,0.4051964181668044,0.2577265432277612,0.1499682185703988
Bottom Up L2,242,122,245,50.308008213552355,0.004891872406005859,4.068955898284912,4.073847770690918,0.030079229672348686,0.028236855646791566,0.0011430861810947642,0.05468395242929361,0.04504031731843212,0.00284973606081135,0.8420514383566933,0.4521226230210341,0.261081795553285,0.6712901330557981,0.465131477574433,0.3003172414817707,0.3995261883785334,0.24763281839017282,0.14134796481924042
Bottom Up Normal,262,122,225,46.201232032854215,0.011542797088623047,3.3610429763793945,3.3725857734680176,0.051707851250466015,0.04822848795182792,0.003318581623712773,0.06798774494675199,0.05602038622462591,0.004506561466088835,0.9609680218825064,0.47183894731242637,0.2928666392350008,0.7199595338666945,0.4921274462446522,0.3579612924654385,0.4501557879866048,0.26705381693338326,0.16466326869756026
Bottom Up RBF,242,122,245,50.308008213552355,0.006690025329589844,3.8032329082489014,3.809922933578491,0.054194890191243524,0.05067326128862004,0.0036474798633173624,0.04952844316189445,0.041337216141066745,0.0022778901448191687,0.8937585432136177,0.4772339374486276,0.29222871016428537,0.6580861593600982,0.45746990974685525,0.29095138958146566,0.4138920089817135,0.25667858115629255,0.14727636743847186
Bottom Up Cosine,322,122,165,33.880903490759756,0.004302978515625,3.3199050426483154,3.3242080211639404,0.062047709845596016,0.05849052366829653,0.00468904757508448,0.050069203340853484,0.038817430725998726,0.0022668479271423752,0.8642898649986163,0.4302656673533931,0.25151672101211126,0.706423738757363,0.4964115136683655,0.35439108093553817,0.42070762923560706,0.2559962838540135,0.1532159243624691
Bottom Up Linear,322,122,165,33.880903490759756,0.007530927658081055,3.615654706954956,3.623185634613037,0.0610121175187236,0.05755883241536064,0.004835036785611884,0.04848190412044558,0.03824539006987139,0.0020632705489978783,0.9423856361912234,0.4351943340076534,0.25342868128668816,0.6920384067736246,0.4865748033923172,0.31753680778291876,0.43597951615100433,0.25439333997130076,0.14446594910105415
Bottom Up Clinear,322,122,165,33.880903490759756,0.004425764083862305,3.2616682052612305,3.2660939693450928,0.04340627287727834,0.040179225527513726,0.0023966459655670007,0.08217245595746477,0.06490175864475822,0.0055006689900032905,0.9486269587347089,0.46304660870538394,0.2898571238571234,0.7109852097277685,0.49357386487529886,0.3236240518175802,0.44629772432430503,0.2654253644382388,0.1553446226575685
Bottom Up Rank,307,122,180,36.96098562628337,0.006349802017211914,3.8154568672180176,3.8218066692352295,0.04606496242690697,0.04313821831097718,0.0028354523341958767,0.05662044160002588,0.0468662843451518,0.0029512549998283208,0.9009400081474581,0.46464167488160246,0.28100820520971137,0.7156379522310662,0.4895791204480902,0.34140396243876914,0.42981584110136434,0.26105632449645555,0.15704971874562618
Bottom Up Mahalanobis,307,122,180,36.96098562628337,0.0037097930908203125,3.9853200912475586,3.989029884338379,0.06565734696569446,0.06277657197166213,0.006192617413594416,0.05073082885815299,0.04159842060601972,0.0026062060455318906,0.9663780249203665,0.45236421676895805,0.2758027357388004,0.7024186164721834,0.4848763048619105,0.3314888808403728,0.44629620430409933,0.26040387855213776,0.1540226100095749
Bottom Up AR,307,122,180,36.96098562628337,0.00700688362121582,4.028448820114136,4.035455703735352,0.04207044149553527,0.03968767353542333,0.0022856793960139023,0.046194600943713325,0.03879255353529666,0.0021348516868576746,0.8162707679871,0.4285013399068492,0.23867918585745204,0.6653507793072946,0.4565476818468104,0.3010662915310238,0.3924716474334108,0.24088231220609493,0.1360415021178369
Bottom Up Mean,288,122,199,40.86242299794661,0.06424283981323242,3.848802089691162,3.9130449295043945,0.04966700834656277,0.047224329406935564,0.003404765984879692,0.047823869017170687,0.03895627833549904,0.002209659216407107,0.8585790527810199,0.4561188131145954,0.26839062937323405,0.695951451987353,0.4720504759877104,0.3181945891284328,0.41300534553302665,0.25358747421118516,0.14804991092573838
Bottom Up Median,307,122,180,36.96098562628337,0.06424283981323242,4.598222017288208,4.66246485710144,0.037069344817369024,0.034868290818971324,0.0018365621493334093,0.0515155279152926,0.04248599260982195,0.0025101138629961064,0.7789071747765169,0.4150305204073517,0.2254422281948652,0.7136066388118499,0.49881027704877584,0.34490415728203133,0.3952746715802571,0.24779877022123029,0.14367326537230649
