Approach,# Train,# Test,Cut,% Cut,Avg Cut Seconds,Std Cut Seconds,Avg Train Seconds,Std Train Seconds,Avg Total Seconds,Std Total Seconds,Avg V1_MAPE,Std V1_MAPE,Avg V1_MAE,Std V1_MAE,Avg V1_MSE,Std V1_MSE,Avg Avg_MAPE,Std Avg_MAPE,Avg Avg_MAE,Std Avg_MAE,Avg Avg_MSE,Std Avg_MSE
Full,260,65,N/A,N/A,N/A,N/A,4.055967521667481,1.2532067912618032,4.055967521667481,1.2532067912618032,1.3451440077833319,0.33827262904726296,0.3167202858658592,0.0007087449079559097,0.1626746426792483,0.0014955031159459822,1.3451440077833319,0.33827262904726296,0.3167202858658592,0.0007087449079559097,0.1626746426792483,0.0014955031159459822
Fixed Cut 5.0%,247,65,13,5.0,N/A,N/A,3.1667558193206786,0.3390100403631149,3.1667558193206786,0.3390100403631149,1.4907401174477948,0.504278071084781,0.3165379101566739,0.001196005711010867,0.16171246799237882,0.0005636942616369395,1.4907401174477948,0.504278071084781,0.3165379101566739,0.001196005711010867,0.16171246799237882,0.0005636942616369395
Fixed Cut 10.0%,234,65,26,10.0,N/A,N/A,3.86374773979187,0.8237997671356784,3.86374773979187,0.8237997671356784,1.2624004317375173,0.17512800137074008,0.316355911659458,0.0009930420580253863,0.16217397323914065,0.0007848367771475929,1.2624004317375173,0.17512800137074008,0.316355911659458,0.0009930420580253863,0.16217397323914065,0.0007848367771475929
Fixed Cut 15.0%,221,65,39,15.0,N/A,N/A,3.9190072059631347,0.31535289238128056,3.9190072059631347,0.31535289238128056,1.5811631903778705,0.23973649312582995,0.31479536776363,0.0009245410886019225,0.16199219642241605,0.00053361868960299,1.5811631903778705,0.23973649312582995,0.31479536776363,0.0009245410886019225,0.16199219642241605,0.00053361868960299
Fixed Cut 20.0%,208,65,52,20.0,N/A,N/A,3.1956701278686523,0.21939146477533705,3.1956701278686523,0.21939146477533705,1.3596193301378994,0.30280528240233556,0.31473599734943264,0.0005970751343860509,0.16202262742866913,0.0008360427268680465,1.3596193301378994,0.30280528240233556,0.31473599734943264,0.0005970751343860509,0.16202262742866913,0.0008360427268680465
Fixed Cut 25.0%,195,65,65,25.0,N/A,N/A,3.5876442909240724,0.20897911040003234,3.5876442909240724,0.20897911040003234,1.6245955994813612,0.36241136076504227,0.3140169259677641,0.0011465079724357168,0.16157091319508185,0.00098674364046257,1.6245955994813612,0.36241136076504227,0.3140169259677641,0.0011465079724357168,0.16157091319508185,0.00098674364046257
Fixed Cut 30.0%,182,65,78,30.0,N/A,N/A,3.109623098373413,0.23403656666553227,3.109623098373413,0.23403656666553227,2.2356481543039344,0.4150805065828472,0.3142202913246114,0.0008333408515236068,0.16153887610545617,0.0006673118903322778,2.2356481543039344,0.4150805065828472,0.3142202913246114,0.0008333408515236068,0.16153887610545617,0.0006673118903322778
Fixed Cut 35.0%,169,65,91,35.0,N/A,N/A,3.5660761833190917,0.25837245792461677,3.5660761833190917,0.25837245792461677,2.053424031070507,0.3318790032299963,0.31400018231145777,0.0002796283140116294,0.16131278761731793,0.00037008676909264167,2.053424031070507,0.3318790032299963,0.31400018231145777,0.0002796283140116294,0.16131278761731793,0.00037008676909264167
Fixed Cut 40.0%,157,65,103,39.61538461538461,N/A,N/A,3.011950063705444,0.1809483338035838,3.011950063705444,0.1809483338035838,2.357385589207015,0.2731542406035638,0.31406685118125266,0.0005908958954388124,0.16187536829380256,0.0006047138634708099,2.357385589207015,0.2731542406035638,0.31406685118125266,0.0005908958954388124,0.16187536829380256,0.0006047138634708099
Fixed Cut 45.0%,144,65,116,44.61538461538462,N/A,N/A,4.007191228866577,0.449094926740179,4.007191228866577,0.449094926740179,2.178437332084745,0.20729087250946915,0.31437723430016,0.0008256702905852862,0.1621543704852858,0.0014967700951402953,2.178437332084745,0.20729087250946915,0.31437723430016,0.0008256702905852862,0.1621543704852858,0.0014967700951402953
Fixed Cut 50.0%,131,65,129,49.61538461538461,N/A,N/A,3.028948450088501,0.0831898456382905,3.028948450088501,0.0831898456382905,2.1545096208218824,1.2646756015624727,0.32322551014790274,0.005239113525725705,0.1652207265747395,0.00696252300756751,2.1545096208218824,1.2646756015624727,0.32322551014790274,0.005239113525725705,0.1652207265747395,0.00696252300756751
Fixed Cut 55.0%,118,65,142,54.61538461538461,N/A,N/A,2.5488482475280763,0.2337000833154413,2.5488482475280763,0.2337000833154413,1.9828650849156644,0.542024506128187,0.3210651298279278,0.0025070349025272357,0.16336541835343746,0.0018252922227922335,1.9828650849156644,0.542024506128187,0.3210651298279278,0.0025070349025272357,0.16336541835343746,0.0018252922227922335
Fixed Cut 60.0%,104,65,156,60.0,N/A,N/A,3.058022403717041,0.3684792628290205,3.058022403717041,0.3684792628290205,2.437514478681807,0.9352202580686211,0.3380970772054415,0.00399703115216423,0.1793941841892966,0.004878402817616705,2.437514478681807,0.9352202580686211,0.3380970772054415,0.00399703115216423,0.1793941841892966,0.004878402817616705
Fixed Cut 65.0%,91,65,169,65.0,N/A,N/A,3.0290563106536865,0.4377058776792837,3.0290563106536865,0.4377058776792837,1.5032330683039967,0.3956450961695617,0.4091472903303054,0.003406369696401931,0.26308401397205067,0.0015026306338531302,1.5032330683039967,0.3956450961695617,0.4091472903303054,0.003406369696401931,0.26308401397205067,0.0015026306338531302
Fixed Cut 70.0%,78,65,182,70.0,N/A,N/A,2.440623426437378,0.3270012224256888,2.440623426437378,0.3270012224256888,1.6618695516790178,0.5567550915460998,0.40805373454610094,0.0033769443101072287,0.2650106656646883,0.0024093305466386266,1.6618695516790178,0.5567550915460998,0.40805373454610094,0.0033769443101072287,0.2650106656646883,0.0024093305466386266
Fixed Cut 75.0%,65,65,195,75.0,N/A,N/A,2.762945461273193,0.14650627825094978,2.762945461273193,0.14650627825094978,2.5106459529080585,0.6789351366647978,0.4128016253346003,0.002719693381944826,0.2695104265164061,0.004335389650862136,2.5106459529080585,0.6789351366647978,0.4128016253346003,0.002719693381944826,0.2695104265164061,0.004335389650862136
Fixed Cut 80.0%,52,65,208,80.0,N/A,N/A,2.3478740215301515,0.06637305050264695,2.3478740215301515,0.06637305050264695,1.6530416038841722,0.43608696557167737,0.45296993750618714,0.003051067656955762,0.32880028165840913,0.003936674356087939,1.6530416038841722,0.43608696557167737,0.45296993750618714,0.003051067656955762,0.32880028165840913,0.003936674356087939
Fixed Cut 85.0%,39,65,221,85.0,N/A,N/A,2.78677978515625,0.1131950951613521,2.78677978515625,0.1131950951613521,1.491812036990695,0.28377201305487276,0.45331477353699434,0.0028656251224314345,0.3329378002571774,0.003518401787757437,1.491812036990695,0.28377201305487276,0.45331477353699434,0.0028656251224314345,0.3329378002571774,0.003518401787757437
Fixed Cut 90.0%,26,65,234,90.0,N/A,N/A,3.161654996871948,0.2555248053650653,3.161654996871948,0.2555248053650653,3.64239815514591,0.20474524809429276,0.46919762216796024,0.0036957091398944542,0.3820539121013961,0.005100147868430641,3.64239815514591,0.20474524809429276,0.46919762216796024,0.0036957091398944542,0.3820539121013961,0.005100147868430641
Window L1,85,65,175,67.3076923076923,0.005070018768310547,0.0003767326800685496,2.898977184295654,0.18078957274088137,2.904047203063965,0.1806717527142702,1.7414697296029282,0.3022658856880695,0.40889453285220095,0.002334189847862852,0.2644402769095896,0.0017203588965614613,1.7414697296029282,0.3022658856880695,0.40889453285220095,0.002334189847862852,0.2644402769095896,0.0017203588965614613
Window L2,85,65,175,67.3076923076923,0.0030118942260742186,0.0006047686501748838,2.7529221534729005,0.06516123333499847,2.7559340476989744,0.06510656335868084,2.2551942093679767,0.48469917857342365,0.41228920801254565,0.0028422048905151574,0.26735439658083776,0.0025096700497415376,2.2551942093679767,0.48469917857342365,0.41228920801254565,0.0028422048905151574,0.26735439658083776,0.0025096700497415376
Window Normal,85,65,175,67.3076923076923,0.005025386810302734,0.0007492160549174255,2.90131516456604,0.1330900171611708,2.906340551376343,0.13297442697363002,2.210067155410801,0.6868739703434512,0.4121298639692458,0.002441863863807768,0.2678773192692162,0.0038845587686386156,2.210067155410801,0.6868739703434512,0.4121298639692458,0.002441863863807768,0.2678773192692162,0.0038845587686386156
Window RBF,85,65,175,67.3076923076923,0.0033809661865234373,0.00043762811215130817,3.0760240077972414,0.34199357537729447,3.0794049739837646,0.34197133101579896,2.0839753268471837,0.7324493333814616,0.4121758090427965,0.0038692613450158945,0.265826660304541,0.004074727770236367,2.0839753268471837,0.7324493333814616,0.4121758090427965,0.0038692613450158945,0.265826660304541,0.004074727770236367
Window Cosine,85,65,175,67.3076923076923,0.0024652004241943358,0.0005419613649644364,3.1382343769073486,0.4287018753748962,3.140699577331543,0.42893081302146363,1.9421849121264203,0.5456387339359905,0.40963730477451055,0.00300310564624379,0.26430812967830003,0.002659324119646381,1.9421849121264203,0.5456387339359905,0.40963730477451055,0.00300310564624379,0.26430812967830003,0.002659324119646381
Window Linear,150,65,110,42.30769230769231,0.003215789794921875,0.0006592272203179682,3.970837211608887,0.26975372272022136,3.9740530014038087,0.2698119945353718,2.444357273408484,0.3811184533213117,0.31308552306173437,0.0011592614628751978,0.16265821560754057,0.0013015503177922073,2.444357273408484,0.3811184533213117,0.31308552306173437,0.0011592614628751978,0.16265821560754057,0.0013015503177922073
Window Clinear,65,65,195,75.0,0.0028589725494384765,0.00037572395151750125,2.9840675830841064,0.1983713661015902,2.986926555633545,0.19829066942050325,1.7663507716945934,0.6142971328188503,0.4095570203352062,0.0030789509937455273,0.26518098262253637,0.0031603301597492744,1.7663507716945934,0.6142971328188503,0.4095570203352062,0.0030789509937455273,0.26518098262253637,0.0031603301597492744
Window Rank,85,65,175,67.3076923076923,0.003920888900756836,0.0006641388341724552,3.0939727783203126,0.18277555486349695,3.0978936672210695,0.18265298252956885,1.8140405745575372,0.7119426195603604,0.41007821850782117,0.0033906256016778577,0.2652997830322054,0.0032153023723818395,1.8140405745575372,0.7119426195603604,0.41007821850782117,0.0033906256016778577,0.2652997830322054,0.0032153023723818395
Window Mahalanobis,85,65,175,67.3076923076923,0.002582836151123047,0.0004189235410577466,3.16661057472229,0.39526293759609415,3.169193410873413,0.39548978605449,1.875294426606828,0.7866076678197276,0.41040596682530767,0.003101083926249967,0.2650699311972603,0.0032790241120421557,1.875294426606828,0.7866076678197276,0.41040596682530767,0.003101083926249967,0.2650699311972603,0.0032790241120421557
Window AR,110,65,150,57.692307692307686,0.005719137191772461,0.0015897685099742081,3.016554021835327,0.0897970358689449,3.0222731590270997,0.08921276592555774,1.8414016754654838,0.4027273781989499,0.3359630950746716,0.0009427370481277644,0.17726261129778528,0.0014390452237263637,1.8414016754654838,0.4027273781989499,0.3359630950746716,0.0009427370481277644,0.17726261129778528,0.0014390452237263637
Window Mean,92,65,168,64.61538461538461,0.03725109100341797,0.0017799880091417428,2.647663450241089,0.12907952735042819,2.684914541244507,0.12823440347075643,2.00204607707544,0.35146953655268526,0.41255522653185905,0.0010653847113170072,0.26582771265098426,0.0015550246709699932,2.00204607707544,0.35146953655268526,0.41255522653185905,0.0010653847113170072,0.26582771265098426,0.0015550246709699932
