Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Number of Passengers_MAPE,Number of Passengers_MAE,Number of Passengers_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,374,94,N/A,N/A,N/A,5.300505876541138,5.300505876541138,0.18890624267435388,0.17665769241623921,0.043511185999803755,0.18890624267435388,0.17665769241623921,0.043511185999803755
Fixed Cut 5.0%,356,94,18,4.81283422459893,N/A,4.252992868423462,4.252992868423462,0.1728560828926795,0.16230724813986175,0.03880454118628432,0.1728560828926795,0.16230724813986175,0.03880454118628432
Fixed Cut 10.0%,337,94,37,9.893048128342247,N/A,4.2349419593811035,4.2349419593811035,0.19218692762306727,0.17974422166019077,0.04509342398421522,0.19218692762306727,0.17974422166019077,0.04509342398421522
Fixed Cut 15.0%,318,94,56,14.973262032085561,N/A,3.5322670936584473,3.5322670936584473,0.1765891242925802,0.16578776902802134,0.04050643029800071,0.1765891242925802,0.16578776902802134,0.04050643029800071
Fixed Cut 20.0%,300,94,74,19.786096256684495,N/A,3.979417085647583,3.979417085647583,0.14254379070700826,0.1332764760320809,0.027894710675225882,0.14254379070700826,0.1332764760320809,0.027894710675225882
Fixed Cut 25.0%,281,94,93,24.86631016042781,N/A,3.6213860511779785,3.6213860511779785,0.16306894447812095,0.1528993407057296,0.03620361106275485,0.16306894447812095,0.1528993407057296,0.03620361106275485
Fixed Cut 30.0%,262,94,112,29.946524064171122,N/A,3.1665728092193604,3.1665728092193604,0.14192592679513413,0.132689194646898,0.027484127560551536,0.14192592679513413,0.132689194646898,0.027484127560551536
Fixed Cut 35.0%,244,94,130,34.75935828877005,N/A,3.5098369121551514,3.5098369121551514,0.14330140024666158,0.13384004205909739,0.028078891993282652,0.14330140024666158,0.13384004205909739,0.028078891993282652
Fixed Cut 40.0%,225,94,149,39.839572192513366,N/A,3.3134777545928955,3.3134777545928955,0.17710626109901814,0.1663788025196395,0.04158238985085892,0.17710626109901814,0.1663788025196395,0.04158238985085892
Fixed Cut 45.0%,206,94,168,44.919786096256686,N/A,3.270332098007202,3.270332098007202,0.13132129148133825,0.12109557353155831,0.023169499392307974,0.13132129148133825,0.12109557353155831,0.023169499392307974
Fixed Cut 50.0%,188,94,186,49.73262032085562,N/A,2.7197318077087402,2.7197318077087402,0.12194411842568796,0.10686736980637294,0.017146335230964774,0.12194411842568796,0.10686736980637294,0.017146335230964774
Fixed Cut 55.0%,169,94,205,54.81283422459893,N/A,3.3787200450897217,3.3787200450897217,0.15117010072616635,0.14137751365034296,0.03140139247626363,0.15117010072616635,0.14137751365034296,0.03140139247626363
Fixed Cut 60.0%,150,94,224,59.893048128342244,N/A,3.4646358489990234,3.4646358489990234,0.12705410447105078,0.11474933872153312,0.020004202541067728,0.12705410447105078,0.11474933872153312,0.020004202541067728
Fixed Cut 65.0%,131,94,243,64.97326203208557,N/A,3.2632670402526855,3.2632670402526855,0.13616317123959135,0.12580141415285964,0.02498359750407892,0.13616317123959135,0.12580141415285964,0.02498359750407892
Fixed Cut 70.0%,113,94,261,69.78609625668449,N/A,3.206400156021118,3.206400156021118,0.13253311429466055,0.11625425010150414,0.020648859152669674,0.13253311429466055,0.11625425010150414,0.020648859152669674
Fixed Cut 75.0%,94,94,280,74.8663101604278,N/A,3.328540802001953,3.328540802001953,0.12181563016298015,0.10596069999792161,0.016374779314646926,0.12181563016298015,0.10596069999792161,0.016374779314646926
Fixed Cut 80.0%,75,94,299,79.94652406417111,N/A,3.3145341873168945,3.3145341873168945,0.12468999134666292,0.10844603045559634,0.01780375440641999,0.12468999134666292,0.10844603045559634,0.01780375440641999
Fixed Cut 85.0%,57,94,317,84.75935828877004,N/A,2.864701271057129,2.864701271057129,0.12448329769459435,0.1104898026077668,0.018596264474371415,0.12448329769459435,0.1104898026077668,0.018596264474371415
Fixed Cut 90.0%,38,94,336,89.83957219251337,N/A,2.831484317779541,2.831484317779541,0.12566309256928918,0.1135914349132463,0.01992245721145306,0.12566309256928918,0.1135914349132463,0.01992245721145306
Window L1,54,94,320,85.56149732620321,0.008400917053222656,3.001533031463623,3.0099339485168457,0.12209005151892302,0.10599688190220713,0.016423065362491763,0.12209005151892302,0.10599688190220713,0.016423065362491763
Window L2,54,94,320,85.56149732620321,0.004514932632446289,4.234594821929932,4.239109754562378,0.1180764728767142,0.1034538497674564,0.01582755296537353,0.1180764728767142,0.1034538497674564,0.01582755296537353
Window Normal,54,94,320,85.56149732620321,0.008439064025878906,3.041778087615967,3.0502171516418457,0.12982041486788096,0.11278091939976649,0.0191876470479122,0.12982041486788096,0.11278091939976649,0.0191876470479122
