Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,x_MAPE,x_MAE,x_MSE,y_MAPE,y_MAE,y_MSE,sin(theta)_MAPE,sin(theta)_MAE,sin(theta)_MSE,cos(theta)_MAPE,cos(theta)_MAE,cos(theta)_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 70.0%,147,122,340,69.81519507186859,N/A,2.8212740421295166,2.8212740421295166,0.06496537899628392,0.06076764468861257,0.00566767185191972,0.0447511175869416,0.03840918660341857,0.001961743838335038,0.8078825207256392,0.4602205497233261,0.26948496366725005,0.7198537765877,0.5011624278781978,0.3244247731733069,0.40936319847414115,0.2651399522233889,0.15038478813270295
Fixed Cut 75.0%,122,122,365,74.94866529774127,N/A,2.579383134841919,2.579383134841919,0.2787667015491187,0.25806540789705423,0.08014390484835755,0.11993192119855245,0.1075726368131428,0.01373573548360709,1.1832990015774032,0.467735951842116,0.3393345612747476,0.7027389548099665,0.48146395179493157,0.33366662591885293,0.57118414478376,0.3287094870868112,0.19172020688139124
Fixed Cut 80.0%,98,122,389,79.87679671457906,N/A,2.6300930976867676,2.6300930976867676,0.055981951019109404,0.052176451339780494,0.003948910202799598,0.08097573400404542,0.07173019396148694,0.007365710878812952,0.8968509485102898,0.46872336916256724,0.2805827791161773,0.731463823211389,0.49711799520547534,0.32267459878099375,0.44131811418620837,0.2724370024173276,0.1536429997446959
Fixed Cut 85.0%,74,122,413,84.80492813141683,N/A,3.2599780559539795,3.2599780559539795,0.07815176137008611,0.07369679682711297,0.009886983932340863,0.049690379058585255,0.043606997694960105,0.003154406703912844,0.9669402038292183,0.5031096690652737,0.33485901209062335,0.8979436146623527,0.5773430252387317,0.39574312656952354,0.49818148973006066,0.29943912220651975,0.1859108823241002
Fixed Cut 90.0%,49,122,438,89.93839835728953,N/A,3.801961898803711,3.801961898803711,0.17669404579556944,0.16983117855545402,0.0532815165945139,0.20943753907611137,0.18841492104478139,0.06774791520050623,1.8303105799772659,0.5731034964487648,0.5610429825277969,0.7834568285809458,0.5104868727795308,0.3758517116984687,0.7499747483574734,0.36045911720713275,0.26448103150532143
Window L1,312,122,175,35.93429158110883,0.01683497428894043,3.476621150970459,3.4934561252593994,0.05805870719481445,0.05465369674865693,0.004408692000246014,0.046124924809155456,0.0385267433574661,0.0020425124556747443,0.8093763674342387,0.4570497582356257,0.2654537001516111,0.6657740100644374,0.4541573224546746,0.2916259431706139,0.3948335023756614,0.251096880199106,0.14088271194453644
Window L2,247,122,240,49.28131416837782,0.006682872772216797,3.476090908050537,3.482773780822754,0.04159120450365628,0.039295726188309094,0.002262889643835411,0.058475339279982316,0.04822540489538263,0.0031780225769683164,0.775079186449249,0.44893364301966737,0.2594126520378989,0.6949407024856994,0.4744393595501007,0.2959660324917784,0.39252160817964676,0.252723533413365,0.14020489918762025
Window Normal,92,122,395,81.1088295687885,0.015285015106201172,2.584352970123291,2.599637985229492,0.08490073798496657,0.07991104614932222,0.0106524733499474,0.12992341029990095,0.1143544062880173,0.017677998095428638,0.9972371082006409,0.4899453289802359,0.3105138645396133,0.8045205794652689,0.5354306252263147,0.3878242884516654,0.5041454589876943,0.30491035166097263,0.1816671561091636
Window RBF,317,122,170,34.90759753593429,0.009057044982910156,3.6540801525115967,3.663137197494507,0.05511649892349036,0.05220413063573886,0.004074858739703095,0.03735947052662863,0.030642020975011824,0.0012293483468784326,0.8952172565721902,0.44953710184263307,0.26956111014016887,0.7000216133508266,0.49472239570994675,0.321769063197577,0.421928709843284,0.2567764122908327,0.14915859510608193
Window Cosine,317,122,170,34.90759753593429,0.004508256912231445,3.646831750869751,3.6513400077819824,0.054946521990424026,0.051685089081671756,0.003845283155480097,0.06314006080302156,0.052590595084594335,0.0038190267218540953,1.001892907896885,0.4694314057903279,0.2995252199742671,0.6627112253047135,0.4578453792265305,0.3108127458678636,0.44567267899876095,0.2578881172957812,0.1545005689298662
Window Linear,172,122,315,64.68172484599589,0.009322166442871094,3.1311891078948975,3.1405112743377686,0.04137453003726749,0.03889428005356375,0.0025175128707167643,0.050751693471955114,0.04409002420214155,0.00263271742002658,0.855298293395732,0.43559074792156266,0.24623805973685614,0.6982960354543949,0.47460278657688976,0.29345635662026137,0.4114301380898373,0.24829445968853953,0.13621116166196523
Window Clinear,342,122,145,29.774127310061605,0.006643772125244141,4.058979749679565,4.06562352180481,0.06035239329683264,0.05713504882019891,0.004353951921681209,0.06967063357656415,0.05320678598076139,0.003974371021677148,0.8909359372887729,0.4370572841073883,0.25344811675908363,0.6897933603316906,0.4786831660701714,0.320315075537893,0.427688081123465,0.25652057124463007,0.14552287881008374
Window Rank,312,122,175,35.93429158110883,0.0070438385009765625,4.023916959762573,4.03096079826355,0.04306978195208944,0.04042393433504941,0.002499689212738709,0.03969910684437199,0.03319682032880748,0.0014994535808478115,0.8389153991863112,0.4602908277327041,0.27421124384171025,0.6698820009309882,0.4645123998552908,0.30283581600218906,0.39789157222844007,0.249605995562963,0.14526155065937144
Window Mahalanobis,312,122,175,35.93429158110883,0.005425930023193359,3.82258677482605,3.828012704849243,0.05326002355268186,0.05049726722988548,0.0039018099015036413,0.043600091100743435,0.03588542969837513,0.0017621492338368743,0.8467522519633026,0.44463395938968686,0.26038960451235105,0.6577851716393611,0.4523380095258633,0.2835087427797232,0.4003493845640222,0.24583866646095276,0.1373905766068537
Window AR,162,122,325,66.73511293634496,0.011037111282348633,3.5859498977661133,3.596987009048462,0.0478692391282271,0.04359583326906177,0.002534254208727782,0.06099910716412989,0.052877647240825866,0.0037228973970265394,0.8068143107590053,0.4382193368394235,0.24534962564682847,0.7505359651957652,0.5146222544814817,0.3296233739900854,0.41655465556178195,0.26232876795769833,0.14530753781066708
Window Mean,259,122,228,46.81724845995893,0.09184098243713379,4.645430088043213,4.737271070480347,0.034162587236051235,0.03148420128280491,0.0014778081007062744,0.049712350596864636,0.0422137437277785,0.002490135250606674,0.8177893433413269,0.4574285710332007,0.26787920367908213,0.6498536157520614,0.4301864566184653,0.2658170078402766,0.38787947423157615,0.2403282431655624,0.13441603871766794
Window Median,312,122,175,35.93429158110883,0.09184098243713379,4.197123050689697,4.288964033126831,0.03523004682294072,0.0327537625857758,0.0014949655135296353,0.059291691933798935,0.04831747005042874,0.0034032652212509533,0.8530705816584646,0.4636906211446954,0.27874512810175667,0.6588820832344031,0.45301106881708464,0.27720145111871686,0.4016186009124018,0.2494432306494962,0.14021120248881358
Binary Segmentation L1,312,122,175,35.93429158110883,0.02138805389404297,3.0564188957214355,3.0778069496154785,0.045896361218100055,0.0430635118377384,0.0033311750155920958,0.06487629992175388,0.05305124616629319,0.004319603774429063,0.967771710324375,0.475861314411271,0.3014715138200381,0.6810435088819622,0.47358836891406814,0.31599709399414383,0.4398969700865478,0.26139111033234275,0.15627984665105077
Binary Segmentation L2,257,122,230,47.227926078028744,0.01212310791015625,3.614366054534912,3.6264891624450684,0.05178524152920847,0.04918508005707408,0.0038363241760020917,0.04090424268401087,0.03409250448199934,0.0015425068426137244,0.8719843319405391,0.4462956440185126,0.25977350946118305,0.6899647391466125,0.4801469973267606,0.3090468076861997,0.41365963882509266,0.25243005647108674,0.14354978704149957
Binary Segmentation Normal,97,122,390,80.08213552361396,0.024312257766723633,3.1065170764923096,3.130829334259033,0.036376227264306574,0.03283838901128376,0.0015794132375597319,0.04995703956037168,0.0444195383555324,0.0030821743365367824,1.0123812877919969,0.458040966708404,0.27591177961757163,0.6921660982187932,0.4770729752345128,0.298372348056964,0.4477201632088672,0.25309296732743336,0.144736428812158
Binary Segmentation RBF,257,122,230,47.227926078028744,0.01775503158569336,3.7918248176574707,3.809579849243164,0.03402227671285925,0.03188485053512457,0.0014784371237681509,0.06163021726948294,0.04996783434182631,0.0037389420867509865,0.9197003200847108,0.43809635949316744,0.2502022732397258,0.6952190804536698,0.4706650131423975,0.32449128416678313,0.42764297363018067,0.24765351437812905,0.14497773415425702
Binary Segmentation Cosine,312,122,175,35.93429158110883,0.01815342903137207,3.406141996383667,3.424295425415039,0.08582365982429127,0.08181065952372114,0.010178533229512777,0.03421008192502798,0.029409313734560762,0.001297041752627375,0.7931262864746552,0.44562587905789236,0.25190177710347217,0.6752421596557416,0.46760048880235566,0.29149306102053874,0.39710054696992897,0.2561115852796326,0.1387176032765378
Binary Segmentation Linear,312,122,175,35.93429158110883,0.012564897537231445,4.367019176483154,4.379584074020386,0.05366708824408219,0.051022980167558095,0.004459643771541917,0.058569960822075266,0.048115977603128676,0.003224122161392368,0.8063680942797096,0.44413620798298764,0.25450984056824977,0.6599655037523736,0.45179311113169196,0.2856810996639632,0.3946426617745602,0.24876706922134165,0.13696867654128683
Binary Segmentation Clinear,407,122,80,16.427104722792606,0.008332014083862305,3.3642690181732178,3.37260103225708,0.05312777802243178,0.05017372170890174,0.0034147503425801576,0.0733538805218325,0.05582813340350313,0.0040724283105949746,0.8834843893605936,0.47699527304607797,0.2957359382431218,0.6628078799665854,0.4479749916438898,0.2802452036744606,0.4181934819678607,0.2577430299505932,0.1458670801426894
Binary Segmentation Rank,312,122,175,35.93429158110883,0.011296987533569336,2.85806941986084,2.869366407394409,0.046071012124104804,0.04306961571724574,0.0027328424428102673,0.05471061705182853,0.04515194365694488,0.002949663082181073,0.8798711415350843,0.4461223730286554,0.2598873021865727,0.693352121142564,0.4815074268626639,0.3094395108545736,0.4185012229633953,0.2539628398163776,0.14375232964153442
Binary Segmentation Mahalanobis,312,122,175,35.93429158110883,0.017931699752807617,3.5180909633636475,3.536022663116455,0.041533837201026845,0.039715757406472506,0.002836385528961706,0.055271917759351565,0.045287704466503466,0.0029792644703076875,0.8693583446207421,0.4484164621530424,0.26231226497391363,0.6688689522522134,0.4681799273613378,0.2978385287847663,0.40875826295833334,0.2503999628468392,0.1414916109394873
Binary Segmentation AR,312,122,175,35.93429158110883,0.01647496223449707,3.594172954559326,3.6106479167938232,0.05568701331913065,0.05303856436622428,0.0045985438208595774,0.051468084189348756,0.042605736763152435,0.002481307513694583,0.8713357718198353,0.45495127390734447,0.27561894788079716,0.6308757840492514,0.43687414978085537,0.28035032888714273,0.4023416633443914,0.2468674312043942,0.14076228202562346
Binary Segmentation Mean,289,122,198,40.6570841889117,0.16033244132995605,3.8165199756622314,3.9768524169921875,0.05149357219632703,0.0477066405908989,0.0034263789035648726,0.03895677689969924,0.03219212872613962,0.0014099996247682039,0.9589068561979011,0.46974715786414817,0.2899179753427796,0.7009853971737044,0.4760546025214127,0.3345122192804764,0.4375856506169079,0.2564251324256499,0.1573166432878973
Binary Segmentation Median,312,122,175,35.93429158110883,0.16033244132995605,2.972989082336426,3.133321523666382,0.05640876265090706,0.053181332392888754,0.004915337283190436,0.04460946367633471,0.03697657312900665,0.0021903815144149845,0.9658940299071325,0.4695266789551883,0.2879717612059187,0.7645839998685038,0.5299256809394591,0.3921028104160921,0.4578740640257195,0.27240256635413584,0.17179507260490406
Bottom Up L1,242,122,245,50.308008213552355,0.007156848907470703,3.462881088256836,3.4700379371643066,0.03538535331277134,0.03260400480841858,0.0013508425794927224,0.04908789344218231,0.0409109488861456,0.0022981231646852264,0.8335167741719248,0.4206799995877917,0.2308319629526358,0.6859889754018041,0.46300178293496924,0.2886281602915094,0.4009947490821707,0.23929918405433137,0.13077727224708072
Bottom Up L2,242,122,245,50.308008213552355,0.0050868988037109375,4.215432167053223,4.220519065856934,0.04206200866635562,0.038717907410501774,0.002025955718386462,0.04976162800608611,0.04051508400243537,0.0026393762172378554,0.7854266300635788,0.4340951489426665,0.2394267955960888,0.6756282149908989,0.47353268102331564,0.302706185667198,0.38821962043172986,0.2467152053447299,0.1366995782997278
Bottom Up Normal,262,122,225,46.201232032854215,0.009918928146362305,3.356872320175171,3.366791248321533,0.041644093759897124,0.03927647115596529,0.0023103684733756995,0.051305831548166,0.042541995879692505,0.0022661666104702824,0.9665310442055881,0.46149640707397016,0.2930744434634048,0.7054319415480453,0.486877792016743,0.3236923579471432,0.4412282277654242,0.25754816653159285,0.15533583412359853
Bottom Up RBF,242,122,245,50.308008213552355,0.006051778793334961,3.386564016342163,3.392615795135498,0.04293120350486333,0.039988563397306075,0.0022146440939645007,0.04572635859236943,0.03776730477260564,0.001995918910714393,0.7924282377607126,0.44183990414559365,0.2504854426037867,0.7179770206172387,0.4920323249779214,0.3070480512973737,0.399765705118796,0.25290702432335677,0.14043601422645988
Bottom Up Cosine,322,122,165,33.880903490759756,0.00471806526184082,3.554121971130371,3.558840036392212,0.04619004955045086,0.04363892121473023,0.002722691868737495,0.07004613622696453,0.05379729036706698,0.004494180395077432,0.9730030991801287,0.4600164433541339,0.2830815311246187,0.7000677739079924,0.47259527678233376,0.33149383725563003,0.44732676471638416,0.25751198292956634,0.1554480601610159
Bottom Up Linear,322,122,165,33.880903490759756,0.005922794342041016,3.6794140338897705,3.6853368282318115,0.06833352339804637,0.06481565355006232,0.005874606658919373,0.05621579160000179,0.043635636386338154,0.0027603976145225057,0.9527738559406632,0.4628914428798882,0.28040209040677716,0.6921609975509926,0.48764690153658946,0.3238127409829289,0.44237104212242595,0.26474740858821966,0.15321245891578694
Bottom Up Clinear,322,122,165,33.880903490759756,0.0035932064056396484,3.00833797454834,3.0119311809539795,0.049067554293118744,0.04670142716405803,0.003346064546113539,0.055882595946364334,0.04322308798480053,0.002827422874631414,0.9144200126891315,0.46607032608678967,0.28449447861646027,0.7110544099572818,0.5007697044315655,0.333163076047344,0.43260614322147417,0.2641911364168036,0.1559577605211373
Bottom Up Rank,307,122,180,36.96098562628337,0.005371809005737305,4.068371772766113,4.073743581771851,0.052316838274126864,0.05015187021241944,0.0043619654746429835,0.05432057364122925,0.04416668911470032,0.003211280119559454,0.8836127025968828,0.4328833875525308,0.2510541276329178,0.6230298345870151,0.42588561459969315,0.2697912553130466,0.40331998727481366,0.23827189036983598,0.13210465713504174
Bottom Up Mahalanobis,307,122,180,36.96098562628337,0.003860950469970703,3.525946855545044,3.5298078060150146,0.04987620388950645,0.046923671851954916,0.0034444938739924325,0.05652939976181174,0.04635330346722839,0.00296510715214506,0.869326417942322,0.445037107225869,0.2625805828626252,0.6837909329219466,0.46911713983877745,0.30982395508130167,0.41488073862889674,0.2518578055959575,0.14470353474251607
Bottom Up AR,307,122,180,36.96098562628337,0.006206035614013672,3.7601778507232666,3.7663838863372803,0.036686763141032246,0.034373710913013986,0.001802407022628915,0.06115027470697555,0.04919927143038559,0.003936373433765589,0.8035862107725209,0.44052225672063383,0.24901169512966145,0.7066852071333691,0.494717834707459,0.32198136210840556,0.40202711393847446,0.25470326844287317,0.14418295942361536
Bottom Up Mean,288,122,199,40.86242299794661,0.05788731575012207,3.527543783187866,3.5854310989379883,0.0405140084105324,0.03767861666784586,0.00202753285684535,0.05714698721842163,0.046780242438568626,0.0030896090761404777,0.8294137078448414,0.45348694102491294,0.264838774393053,0.6855116664422298,0.4463184833432195,0.30820434750544373,0.40314659247900636,0.2460660708686368,0.1445400659578706
Bottom Up Median,307,122,180,36.96098562628337,0.05788731575012207,4.032155752182007,4.090043067932129,0.03647031960842361,0.034706551395525975,0.0018378761674141206,0.05430060005136832,0.045549372625414565,0.002539321272890117,0.8194403655101382,0.4510314440091812,0.25996112814891864,0.6891545666801719,0.47782122338477573,0.3219138613367977,0.39984146296252554,0.25227714785372446,0.14656304673150516
