Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Amount_MAPE,Amount_MAE,Amount_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,233,117,231,49.78448275862069,N/A,2.841989278793335,2.841989278793335,0.030761975915887002,0.027693414657776028,0.0014513224067307564,0.030761975915887002,0.027693414657776028,0.0014513224067307564
Fixed Cut 55.0%,209,117,255,54.956896551724135,N/A,3.61064076423645,3.61064076423645,0.02893011406195508,0.02621015874013384,0.0014857175604427596,0.02893011406195508,0.02621015874013384,0.0014857175604427596
Fixed Cut 60.0%,186,117,278,59.91379310344828,N/A,3.5272557735443115,3.5272557735443115,0.027793254341365092,0.02519889008106235,0.0014065247379034282,0.027793254341365092,0.02519889008106235,0.0014065247379034282
Fixed Cut 65.0%,163,117,301,64.87068965517241,N/A,3.0016791820526123,3.0016791820526123,0.03169659552299435,0.02850945392838432,0.001475542410338223,0.03169659552299435,0.02850945392838432,0.001475542410338223
Fixed Cut 70.0%,140,117,324,69.82758620689656,N/A,3.0727529525756836,3.0727529525756836,0.029337519112436265,0.026448011033015223,0.0013448347646398302,0.029337519112436265,0.026448011033015223,0.0013448347646398302
Fixed Cut 75.0%,116,117,348,75.0,N/A,3.0290181636810303,3.0290181636810303,0.03142163132962076,0.02824263044907451,0.0014560028949978348,0.03142163132962076,0.02824263044907451,0.0014560028949978348
Fixed Cut 80.0%,93,117,371,79.95689655172413,N/A,3.8029708862304688,3.8029708862304688,0.02864261469888222,0.0268074024539276,0.001589649185531935,0.02864261469888222,0.0268074024539276,0.001589649185531935
Fixed Cut 85.0%,70,117,394,84.91379310344827,N/A,3.511112928390503,3.511112928390503,0.02786735043507939,0.026203482270876148,0.0016498313084433057,0.02786735043507939,0.026203482270876148,0.0016498313084433057
Fixed Cut 90.0%,47,117,417,89.87068965517241,N/A,2.6024930477142334,2.6024930477142334,0.025951034145119713,0.024310801825152804,0.0013422486311157915,0.025951034145119713,0.024310801825152804,0.0013422486311157915
Window L1,234,117,230,49.56896551724138,0.011059999465942383,4.224258899688721,4.235318899154663,0.026018028935431318,0.023662338647044312,0.0013250354276987677,0.026018028935431318,0.023662338647044312,0.0013250354276987677
Window L2,99,117,365,78.66379310344827,0.005852937698364258,3.5284101963043213,3.5342631340026855,0.029604084393093984,0.027562759716005227,0.0014916976406747142,0.029604084393093984,0.027562759716005227,0.0014916976406747142
Window Normal,99,117,365,78.66379310344827,0.010378122329711914,3.170417070388794,3.180795192718506,0.032201183043486924,0.02986617039135167,0.001605657174896738,0.032201183043486924,0.02986617039135167,0.001605657174896738
Window RBF,99,117,365,78.66379310344827,0.00594782829284668,3.3679158687591553,3.373863697052002,0.028953751393630284,0.027030908403026056,0.0015101379916595211,0.028953751393630284,0.027030908403026056,0.0015101379916595211
Window Cosine,0,117,464,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,414,117,50,10.775862068965516,0.005547046661376953,5.169219970703125,5.174767017364502,0.030813130509143524,0.027695634018779777,0.0013937908387848601,0.030813130509143524,0.027695634018779777,0.0013937908387848601
Window Clinear,269,117,195,42.025862068965516,0.0051860809326171875,4.267199993133545,4.272386074066162,0.026512404805346206,0.024040084483772654,0.0012859532983154345,0.026512404805346206,0.024040084483772654,0.0012859532983154345
Window Rank,99,117,365,78.66379310344827,0.008411884307861328,4.039855718612671,4.048267602920532,0.028872813324424408,0.02693711622494341,0.001470121627762811,0.028872813324424408,0.02693711622494341,0.001470121627762811
Window Mahalanobis,99,117,365,78.66379310344827,0.004438877105712891,3.0555708408355713,3.060009717941284,0.030420837939841332,0.028287729298812597,0.0014901970814266833,0.030420837939841332,0.028287729298812597,0.0014901970814266833
Window AR,274,117,190,40.94827586206897,0.008764266967773438,4.660082817077637,4.66884708404541,0.029895953786062066,0.02702197879198083,0.0015015141008727407,0.029895953786062066,0.02702197879198083,0.0015015141008727407
Window Mean,169,117,295,63.577586206896555,0.06558704376220703,3.3886101245880127,3.4541971683502197,0.03186872961951864,0.0286787213660591,0.0015033125845442333,0.03186872961951864,0.0286787213660591,0.0015033125845442333
Window Median,99,117,365,78.66379310344827,0.06558704376220703,3.259239912033081,3.324826955795288,0.0285869646825985,0.026715201022904655,0.0015046746832483708,0.0285869646825985,0.026715201022904655,0.0015046746832483708
Binary Segmentation L1,444,117,20,4.310344827586207,0.021140098571777344,5.413938045501709,5.435078144073486,0.027149826252560568,0.02456446361858235,0.0012777355616357406,0.027149826252560568,0.02456446361858235,0.0012777355616357406
Binary Segmentation L2,444,117,20,4.310344827586207,0.012181758880615234,5.477816104888916,5.489997863769531,0.02868260494546849,0.02591552151520304,0.0013981660478873013,0.02868260494546849,0.02591552151520304,0.0013981660478873013
Binary Segmentation Normal,444,117,20,4.310344827586207,0.016829967498779297,4.689686059951782,4.7065160274505615,0.031244356695571747,0.028091467209928136,0.0014335438144969994,0.031244356695571747,0.028091467209928136,0.0014335438144969994
Binary Segmentation RBF,444,117,20,4.310344827586207,0.02198195457458496,4.352950811386108,4.374932765960693,0.028349854373659833,0.025618069998698208,0.0013526178322226386,0.028349854373659833,0.025618069998698208,0.0013526178322226386
Binary Segmentation Cosine,9,117,455,98.0603448275862,0.018530845642089844,3.066391944885254,3.0849227905273438,0.0400897750880712,0.04054263851394317,0.002292925529951061,0.0400897750880712,0.04054263851394317,0.002292925529951061
Binary Segmentation Linear,349,117,115,24.78448275862069,0.014595746994018555,5.157088994979858,5.171684741973877,0.032770627103541755,0.029487519125278576,0.001646556572680403,0.032770627103541755,0.029487519125278576,0.001646556572680403
Binary Segmentation Clinear,379,117,85,18.318965517241377,0.006763935089111328,4.720225095748901,4.726989030838013,0.029019854859463862,0.0261764105481672,0.0013326228583662636,0.029019854859463862,0.0261764105481672,0.0013326228583662636
Binary Segmentation Rank,444,117,20,4.310344827586207,0.011507034301757812,5.417062997817993,5.428570032119751,0.029876562213427226,0.026903058151775162,0.001386393191488464,0.029876562213427226,0.026903058151775162,0.001386393191488464
Binary Segmentation Mahalanobis,444,117,20,4.310344827586207,0.017877817153930664,7.046464920043945,7.064342737197876,0.02933389332873997,0.026504383435819887,0.0014515383547463714,0.02933389332873997,0.026504383435819887,0.0014515383547463714
Binary Segmentation AR,439,117,25,5.387931034482758,0.014743804931640625,10.146465063095093,10.161208868026733,0.024384742230119796,0.022084992862902015,0.0011083421140687302,0.024384742230119796,0.022084992862902015,0.0011083421140687302
Binary Segmentation Mean,384,117,80,17.24137931034483,0.15615296363830566,12.786461114883423,12.942614078521729,0.02443216088557263,0.02203935213340483,0.001023781211677192,0.02443216088557263,0.02203935213340483,0.001023781211677192
Binary Segmentation Median,444,117,20,4.310344827586207,0.15615296363830566,7.203275918960571,7.359428882598877,0.025579424487885104,0.023162118152125426,0.0011840769172205587,0.025579424487885104,0.023162118152125426,0.0011840769172205587
Bottom Up L1,149,117,315,67.88793103448276,0.007848024368286133,3.248706102371216,3.256554126739502,0.03158044586963283,0.028376424553809915,0.0014426986113761,0.03158044586963283,0.028376424553809915,0.0014426986113761
Bottom Up L2,149,117,315,67.88793103448276,0.004827022552490234,3.9487669467926025,3.9535939693450928,0.032657086132642024,0.029343488176216185,0.0015162397607145306,0.032657086132642024,0.029343488176216185,0.0015162397607145306
Bottom Up Normal,454,117,10,2.1551724137931036,0.008468866348266602,4.6285459995269775,4.637014865875244,0.027404054181281293,0.024849063648242978,0.001374038251257087,0.027404054181281293,0.024849063648242978,0.001374038251257087
Bottom Up RBF,149,117,315,67.88793103448276,0.008918046951293945,3.4496588706970215,3.4585769176483154,0.03334016251400661,0.0299154399529922,0.0015362977263020045,0.03334016251400661,0.0299154399529922,0.0015362977263020045
Bottom Up Cosine,14,117,450,96.98275862068965,0.004127979278564453,3.014019012451172,3.0181469917297363,0.028620781458323127,0.029367335793471592,0.0020172498770589776,0.028620781458323127,0.029367335793471592,0.0020172498770589776
Bottom Up Linear,364,117,100,21.551724137931032,0.004256010055541992,8.91085696220398,8.915112972259521,0.025788559588410042,0.023287045532299953,0.0011366697169404502,0.025788559588410042,0.023287045532299953,0.0011366697169404502
Bottom Up Clinear,104,117,360,77.58620689655173,0.003560781478881836,3.1001811027526855,3.1037418842315674,0.03213471929677854,0.02983328398564151,0.0015889926113187487,0.03213471929677854,0.02983328398564151,0.0015889926113187487
Bottom Up Rank,234,117,230,49.56896551724138,0.007420063018798828,3.5529868602752686,3.5604069232940674,0.028835702848348164,0.026072715761148366,0.0014143576872422258,0.028835702848348164,0.026072715761148366,0.0014143576872422258
Bottom Up Mahalanobis,149,117,315,67.88793103448276,0.003201723098754883,3.7354278564453125,3.7386295795440674,0.031512821566046643,0.028294857764876422,0.0013947669304188158,0.031512821566046643,0.028294857764876422,0.0013947669304188158
Bottom Up AR,324,117,140,30.17241379310345,0.0070018768310546875,4.451245069503784,4.458246946334839,0.02844746925976234,0.025799861498055927,0.0014854336166835876,0.02844746925976234,0.025799861498055927,0.0014854336166835876
Bottom Up Mean,209,117,255,54.956896551724135,0.059630393981933594,3.282172918319702,3.3418033123016357,0.030311373444582502,0.02729640789745449,0.0014186951930995368,0.030311373444582502,0.02729640789745449,0.0014186951930995368
Bottom Up Median,149,117,315,67.88793103448276,0.059630393981933594,3.02997088432312,3.0896012783050537,0.03641472777928547,0.03252910722446825,0.0016356899184367917,0.03641472777928547,0.03252910722446825,0.0016356899184367917
