Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Amount_MAPE,Amount_MAE,Amount_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Full,464,117,N/A,N/A,N/A,8.046633005142212,8.046633005142212,0.022810814063042938,0.020803222887194557,0.0011476696784440891,0.022810814063042938,0.020803222887194557,0.0011476696784440891
Fixed Cut 5.0%,441,117,23,4.956896551724138,N/A,3.942086935043335,3.942086935043335,0.02572735395841444,0.023352358419570996,0.0012611549871041057,0.02572735395841444,0.023352358419570996,0.0012611549871041057
Fixed Cut 10.0%,418,117,46,9.913793103448276,N/A,3.337106943130493,3.337106943130493,0.03130207678199262,0.028155901456511555,0.00146355840150865,0.03130207678199262,0.028155901456511555,0.00146355840150865
Fixed Cut 15.0%,395,117,69,14.870689655172415,N/A,7.095242977142334,7.095242977142334,0.02735156981190882,0.024722368785381723,0.0012772959997683071,0.02735156981190882,0.024722368785381723,0.0012772959997683071
Fixed Cut 20.0%,372,117,92,19.82758620689655,N/A,4.902823209762573,4.902823209762573,0.03574418298796131,0.031949353977293905,0.001619209521640736,0.03574418298796131,0.031949353977293905,0.001619209521640736
Fixed Cut 25.0%,348,117,116,25.0,N/A,5.695088863372803,5.695088863372803,0.026009361488414613,0.023596483417356692,0.0012686852204891034,0.026009361488414613,0.023596483417356692,0.0012686852204891034
Fixed Cut 30.0%,325,117,139,29.95689655172414,N/A,5.245368957519531,5.245368957519531,0.0322131481838585,0.028898748354966967,0.0014395777885353538,0.0322131481838585,0.028898748354966967,0.0014395777885353538
Fixed Cut 35.0%,302,117,162,34.91379310344828,N/A,6.39637017250061,6.39637017250061,0.029496938690872502,0.026586735966986283,0.0013691593153393577,0.029496938690872502,0.026586735966986283,0.0013691593153393577
Fixed Cut 40.0%,279,117,185,39.87068965517241,N/A,4.561020135879517,4.561020135879517,0.0293224314229159,0.02644138895698068,0.0013629928895982075,0.0293224314229159,0.02644138895698068,0.0013629928895982075
Fixed Cut 45.0%,256,117,208,44.827586206896555,N/A,3.8963449001312256,3.8963449001312256,0.028543778221086998,0.025729465119318933,0.0012804458439761924,0.028543778221086998,0.025729465119318933,0.0012804458439761924
