Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Pace_MAPE,Pace_MAE,Pace_MSE,Distance_MAPE,Distance_MAE,Distance_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window Mahalanobis,135,76,165,55.00000000000001,0.003715038299560547,2.827895164489746,2.8316102027893066,0.17005751697412091,0.15367971482276813,0.02602992967435498,0.1525723709770259,0.17082071399441806,0.029505934019713645,0.16131494397557344,0.1622502144085931,0.027767931847034313
Window AR,155,76,145,48.333333333333336,0.0073087215423583984,3.7359838485717773,3.7432925701141357,0.20283857025971783,0.1827345941011446,0.034990608116766006,0.2087250177244561,0.23396382306031704,0.055410604054867196,0.20578179399208696,0.20834920858073086,0.04520060608581659
Window Mean,177,76,123,41.0,0.06909918785095215,2.833242893218994,2.9023420810699463,0.28235693858236605,0.2740349719123553,0.08004420016231169,0.22053342132236148,0.24697412883124636,0.061472321708883414,0.2514451799523638,0.26050455037180087,0.07075826093559753
Window Median,158,76,142,47.333333333333336,0.06909918785095215,2.7629661560058594,2.8320653438568115,0.2256197502820807,0.208099030202367,0.04491530940698918,0.1866166189972112,0.20911840347374838,0.044238423280081145,0.20611818463964593,0.2086087168380577,0.04457686634353515
Binary Segmentation L1,155,76,145,48.333333333333336,0.012761831283569336,2.62001895904541,2.6327807903289795,0.17168120479726898,0.15783317551889178,0.02770141536410482,0.13385701028997685,0.14908243875671268,0.02439033562572072,0.15276910754362288,0.15345780713780224,0.026045875494912767
Binary Segmentation L2,150,76,150,50.0,0.007004261016845703,3.3340799808502197,3.3410842418670654,0.22908739426950875,0.21500373332189374,0.04836606458092594,0.20426138455110254,0.22905548335947995,0.053192885907963,0.2166743894103056,0.22202960834068686,0.050779475244444455
Binary Segmentation Normal,135,76,165,55.00000000000001,0.020016908645629883,3.467456102371216,3.4874730110168457,0.2642083382770195,0.25545373702187363,0.06944868792515435,0.1695525069314256,0.19003669084080896,0.03659798277412581,0.21688042260422252,0.22274521393134133,0.053023335349640106
Binary Segmentation RBF,155,76,145,48.333333333333336,0.007986068725585938,3.613795042037964,3.62178111076355,0.20388793774807068,0.18871609815445395,0.037600423685545815,0.21033420987497578,0.23594161833640603,0.05651584990779772,0.20711107381152327,0.21232885824543002,0.04705813679667177
Binary Segmentation Cosine,290,76,10,3.3333333333333335,0.009165048599243164,5.481183052062988,5.4903481006622314,0.25506702628294603,0.24907734787775018,0.0668273619857887,0.4295928865327664,0.48094949264555886,0.2325963888695819,0.34232995640785613,0.3650134202616545,0.14971187542768533
Binary Segmentation Linear,240,76,60,20.0,0.008360147476196289,4.036947250366211,4.045307397842407,0.261761079702179,0.2569388610362996,0.07182195979613601,0.3548760661940557,0.39714258917962436,0.1584992084980338,0.3083185729481174,0.327040725107962,0.1151605841470849
Binary Segmentation Clinear,255,76,45,15.0,0.0056650638580322266,4.676659107208252,4.682324171066284,0.22756990669546906,0.21654366855828555,0.05012894639799159,0.36375597153014505,0.4064698842134524,0.16608575392767091,0.29566293911280705,0.311506776385869,0.10810735016283124
Binary Segmentation Rank,130,76,170,56.666666666666664,0.007606029510498047,4.028187036514282,4.03579306602478,0.2169873168630446,0.19921192324472406,0.041598672319620625,0.18189531854861435,0.20360302501929123,0.04201025519818676,0.19944131770582943,0.2014074741320077,0.0418044637589037
Binary Segmentation Mahalanobis,125,76,175,58.333333333333336,0.0068700313568115234,3.228966236114502,3.2358362674713135,0.2032759527479597,0.18739381143804806,0.03734278434686247,0.14762571978486272,0.16536752996336002,0.02770444873093795,0.17545083626641123,0.17638067070070407,0.03252361653890021
Binary Segmentation AR,125,76,175,58.333333333333336,0.011773109436035156,3.547822952270508,3.559596061706543,0.22427808537426333,0.21767213651891965,0.05163291643257483,0.22160405248169415,0.24884002113786444,0.06330804700095159,0.22294106892797877,0.23325607882839205,0.057470481716763194
Binary Segmentation Mean,176,76,124,41.333333333333336,0.09720849990844727,4.382785797119141,4.479994297027588,0.2915263150223392,0.28720054173607645,0.08926725863621507,0.30634752791696634,0.34322834973848526,0.11888858935405709,0.29893692146965267,0.3152144457372809,0.10407792399513609
Binary Segmentation Median,153,76,147,49.0,0.09720849990844727,3.4031691551208496,3.500377655029297,0.2446896457841773,0.23200727818461328,0.057001088522518825,0.21323034730184362,0.23897599837153,0.05776864651704657,0.22895999654301047,0.23549163827807168,0.0573848675197827
Bottom Up L1,135,76,165,55.00000000000001,0.007349967956542969,3.166430950164795,3.173780918121338,0.1656146676929658,0.14439078099278332,0.02363510616225714,0.12863546159296155,0.14405225420442325,0.021069502933103175,0.1471250646429637,0.1442215175986033,0.022352304547680158
Bottom Up L2,135,76,165,55.00000000000001,0.004656791687011719,3.9807469844818115,3.9854037761688232,0.22280028017830802,0.2077175993483989,0.045489577832042695,0.18009271403514263,0.20192526483979922,0.041306077605187196,0.2014464971067253,0.20482143209409912,0.04339782771861496
Bottom Up Normal,135,76,165,55.00000000000001,0.00902700424194336,2.924459934234619,2.9334869384765625,0.1190164680319854,0.08485704968408744,0.01671649100065113,0.08458913400409473,0.09448289879952798,0.009703641834356602,0.10180280101804004,0.08966997424180773,0.013210066417503864
Bottom Up RBF,135,76,165,55.00000000000001,0.005422115325927734,3.2081210613250732,3.213543176651001,0.1798455500685155,0.1577168462566697,0.027647601820269596,0.18529369925664863,0.20774395751015143,0.04371349535450486,0.182569624662582,0.1827304018834106,0.035680548587387215
Bottom Up Cosine,285,76,15,5.0,0.0030410289764404297,3.222752094268799,3.2257931232452393,0.17096868251426275,0.15970062532079288,0.028677015130464337,0.3822915456260823,0.42714304518107193,0.1830047844778574,0.2766301140701726,0.29342183525093246,0.10584089980416088
Bottom Up Linear,245,76,55,18.333333333333332,0.005192995071411133,3.747025966644287,3.7522189617156982,0.25190350301683456,0.24231248330171454,0.06241634943792909,0.34719912934560604,0.38866143304467343,0.15187149468163613,0.29955131618122033,0.31548695817319394,0.10714392205978261
Bottom Up Clinear,245,76,55,18.333333333333332,0.0041429996490478516,4.643836975097656,4.647979974746704,0.2839334220596964,0.2791604867513618,0.08420899447123859,0.38141697767262017,0.42724582604838596,0.18396181650996923,0.33267519986615834,0.35320315639987393,0.13408540549060385
Bottom Up Rank,125,76,175,58.333333333333336,0.005292177200317383,2.7436790466308594,2.7489712238311768,0.20784179604628808,0.19141701698095798,0.03878630419979476,0.17761550510245752,0.19874003927011563,0.040042796627744126,0.1927286505743728,0.19507852812553683,0.03941455041376944
Bottom Up Mahalanobis,125,76,175,58.333333333333336,0.0036461353302001953,3.291132926940918,3.294779062271118,0.23268320421928212,0.22637750286779437,0.055907534623969725,0.09569379196456097,0.10731995805548732,0.011765002910492369,0.1641884980919215,0.16684873046164084,0.033836268767231045
Bottom Up AR,150,76,150,50.0,0.006045103073120117,3.370589256286621,3.376634359359741,0.23555848642200436,0.22335456606063187,0.053006156358836536,0.22380751694764922,0.2506063158107336,0.0633721609541481,0.2296830016848268,0.2369804409356828,0.058189158656492324
Bottom Up Mean,172,76,128,42.66666666666667,0.05381631851196289,3.5210819244384766,3.5748982429504395,0.2595924455921134,0.2511749476260023,0.06702999209342671,0.27284622841381984,0.30578442164187986,0.09445423655223921,0.2662193370029666,0.27847968463394107,0.08074211432283296
Bottom Up Median,135,76,165,55.00000000000001,0.05381631851196289,4.076564788818359,4.130381107330322,0.23247383198446847,0.21765752819793707,0.0496871106307466,0.2331009242401711,0.26127372885194516,0.06914326101893944,0.23278737811231975,0.23946562852494113,0.05941518582484302
